,spatial None PL train,spatial None PL val,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,530.0,530.0,4372.0,4372.0,4303.0,4303.0,3842.0,3842.0,4143.0,4143.0,6588.0,6588.0,6740.0,6740.0,6513.0,6513.0,6395.0,6395.0,7292.0,7292.0,7505.0,7505.0,8109.0,8109.0,8058.0,8058.0,7292.0,7292.0,8127.0,8127.0,7452.0,7452.0,6043.0,6043.0
budget_usage,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182,0.9995698924731182
sensor_usage,1.0,1.0,1.0,1.0,1.0,1.0,0.9054054054054054,0.9054054054054054,0.8963963963963963,0.8963963963963963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9864864864864865,0.9864864864864865,0.9684684684684685,0.9684684684684685,0.9819819819819819,0.9819819819819819,0.9864864864864865,0.9864864864864865,0.9819819819819819,0.9819819819819819,0.9504504504504504,0.9504504504504504,0.9684684684684685,0.9684684684684685
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874,0.41183438897132874
test_loss,0.32471105456352234,0.32471105456352234,0.21881236135959625,0.21881236135959625,0.15662573277950287,0.15662573277950287,0.14569143950939178,0.14569143950939178,0.1478605717420578,0.1478605717420578,0.09677475690841675,0.09677475690841675,0.10207438468933105,0.10207438468933105,0.08003850281238556,0.08003850281238556,0.08418069034814835,0.08418069034814835,0.06233283132314682,0.06233283132314682,0.39061811566352844,0.39061811566352844,0.5176482796669006,0.5176482796669006,0.0619891956448555,0.0619891956448555,0.031043317168951035,0.031043317168951035,0.03494616225361824,0.03494616225361824,0.030551787465810776,0.030551787465810776,0.03597443550825119,0.03597443550825119
0,0.23850353062152863,0.3869113624095917,-0.19302202761173248,-0.19302202761173248,-0.25520867109298706,-0.25520867109298706,-0.26614296436309814,-0.26614296436309814,-0.26397383213043213,-0.26397383213043213,-0.315059632062912,-0.315059632062912,-0.3097600042819977,-0.3097600042819977,-0.331795871257782,-0.331795871257782,-0.327653706073761,-0.327653706073761,-0.3495015501976013,-0.3495015501976013,-0.021216273307800293,-0.021216273307800293,0.1058138906955719,0.1058138906955719,-0.34984520077705383,-0.34984520077705383,-0.3807910680770874,-0.3807910680770874,-0.3768882155418396,-0.3768882155418396,-0.38128259778022766,-0.38128259778022766,-0.37585994601249695,-0.37585994601249695
1,0.1831439584493637,0.3409728705883026,-0.10589869320392609,-0.10589869320392609,-0.16808532178401947,-0.16808532178401947,-0.17901961505413055,-0.17901961505413055,-0.17685048282146454,-0.17685048282146454,-0.2279362976551056,-0.2279362976551056,-0.22263666987419128,-0.22263666987419128,-0.24467255175113678,-0.24467255175113678,-0.2405303716659546,-0.2405303716659546,-0.2623782157897949,-0.2623782157897949,0.0659070611000061,0.0659070611000061,0.1929372251033783,0.1929372251033783,-0.26272186636924744,-0.26272186636924744,-0.293667733669281,-0.293667733669281,-0.2897648811340332,-0.2897648811340332,-0.29415926337242126,-0.29415926337242126,-0.28873661160469055,-0.28873661160469055
2,0.15611843764781952,0.3439754843711853,0.6612666249275208,0.34407904744148254,0.28075751662254333,0.3563849925994873,0.5012417435646057,0.35916197299957275,0.5746719241142273,0.3971691131591797,0.7580602765083313,0.34633564949035645,0.3683091700077057,0.3759119510650635,0.4321019947528839,0.41549554467201233,0.5448845028877258,0.35578158497810364,0.21255919337272644,0.41162270307540894,0.18323914706707,0.41153469681739807,0.1840367317199707,0.4199361205101013,0.19525691866874695,0.41918882727622986,3.4504849910736084,0.46036624908447266,3.5556602478027344,0.48726579546928406,3.481684684753418,0.4103664457798004,3.659876585006714,0.486052006483078
