,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
t_iter_avg,20.2,20.2,94.5,94.5,96.6,96.6,95.3,95.3,103,103,137.4,137.4,141.7,141.7,139.1,139.1,138,138,138.2,138.2,137.2,137.2,148.2,148.2,141.7,141.7,150.3,150.3,146,146,143.9,143.9,148.2,148.2
budget_usage,0.802863754700607,0.802863754700607,0.763089383858837,0.763089383858837,0.529360717385016,0.529360717385016,0.330778131327741,0.330778131327741,0.380387619323113,0.380387619323113,0.748047439976858,0.748047439976858,0.702632340179346,0.702632340179346,0.548163147237489,0.548163147237489,0.629881400057854,0.629881400057854,0.514318773503037,0.514318773503037,0.521839745444027,0.521839745444027,0.399479317327162,0.399479317327162,0.437228811107897,0.437228811107897,0.447642464564651,0.447642464564651,0.327596181660399,0.327596181660399,0.262655481631472,0.262655481631472,0.31009545849002,0.31009545849002
sensor_usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.1656489,0.1656489,0.155013397336006,0.155013397336006,0.18800388276577,0.18800388276577,0.224489539861679,0.224489539861679,0.207909822463989,0.207909822463989,0.135987147688866,0.135987147688866,0.126466229557991,0.126466229557991,0.153591752052307,0.153591752052307,0.13102000951767,0.13102000951767,0.092143349349499,0.092143349349499,0.097817711532116,0.097817711532116,0.112128175795078,0.112128175795078,0.101753063499928,0.101753063499928,0.141908302903175,0.141908302903175,0.17701917886734,0.17701917886734,0.326278895139694,0.326278895139694,0.211321637034416,0.211321637034416
RF_loss,0.18198687,0.18198687,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815,0.1819868683815
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.503879189491272,0.265945792198181,2.25272607803345,0.257324397563934,1.64062106609344,0.253537535667419,1.64041495323181,0.266711205244064,2.0803861618042,0.469630122184753,2.04954981803894,0.25463142991066,2.7578136920929,0.259780555963516,1.06325685977936,0.302918314933777,2.11547780036926,0.256395787000656,1.61926603317261,0.262940496206284,1.61824655532837,0.251815974712372,1.71632468700409,0.231983795762062,2.69247388839722,0.610359966754913,1.97247123718262,0.232523754239082,1.81338930130005,0.260706156492233,1.63919472694397,0.33047080039978,1.76100850105286,0.208165764808655
1,0.264496684074402,0.197339028120041,0.270029515028,0.222133085131645,0.364651381969452,0.260747075080872,0.27903613448143,0.273625135421753,0.236909821629524,0.25614133477211,0.314471930265427,0.218943521380424,0.302630752325058,0.221140027046204,0.41154807806015,0.240170672535896,0.422130137681961,0.211139589548111,0.371439188718796,0.322786539793014,0.363859921693802,0.205305054783821,0.395118236541748,0.211583971977234,0.43400827050209,0.204569116234779,0.909988164901733,0.186521485447884,0.97317910194397,0.16846652328968,0.953001260757446,0.241810172796249,0.990972399711609,0.187657281756401
2,0.200032189488411,0.187584608793259,0.265749603509903,0.248207926750183,0.347399890422821,0.208745568990707,0.256812930107117,0.251938700675964,0.204215914011002,0.224853754043579,0.240513652563095,0.22042965888977,0.284139722585678,0.203718885779381,0.290955752134323,0.205769911408424,0.281975030899048,0.19209523499012,0.342863291501999,0.190738156437874,0.252287894487381,0.185159713029861,0.424775242805481,0.176778241991997,0.309970140457153,0.179592952132225,0.861408293247223,0.183721035718918,0.811413884162903,0.189908340573311,0.906717777252197,0.220367714762688,0.88593202829361,0.185928136110306
3,0.18605163693428,0.182771399617195,0.214513003826141,0.187568083405495,0.249953761696815,0.184799790382385,0.235903725028038,0.213077828288078,0.189453631639481,0.201973706483841,0.198367834091186,0.182243630290031,0.2128736525774,0.183053478598595,0.255690544843674,0.187563702464104,0.233347520232201,0.181888565421104,0.236711546778679,0.182929381728172,0.216767594218254,0.180759355425835,0.25370791554451,0.173274010419846,0.256796628236771,0.172976389527321,0.820628523826599,0.160568997263908,0.791945993900299,0.190051943063736,0.88719516992569,0.229087024927139,0.834633469581604,0.186273291707039
