,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,random spatio-temporal X_st rnd d_c train,random spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,random spatio-temporal X_st min d_c train,random spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,random spatio-temporal X_st max d_c train,random spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,random spatio-temporal X_st avg d_c train,random spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","random spatio-temporal X_(t,s) rnd d_c train","random spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","random spatio-temporal X_(t,s) min d_c train","random spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","random spatio-temporal X_(t,s) max d_c train","random spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","random spatio-temporal X_(t,s) avg d_c train","random spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","random spatio-temporal Y_hat_(t,s) rnd d_c train","random spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","random spatio-temporal Y_hat_(t,s) min d_c train","random spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","random spatio-temporal Y_hat_(t,s) max d_c train","random spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","random spatio-temporal Y_hat_(t,s) avg d_c train","random spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","random spatio-temporal Y_(t,s) rnd d_c train","random spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","random spatio-temporal Y_(t,s) min d_c train","random spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","random spatio-temporal Y_(t,s) max d_c train","random spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val","random spatio-temporal Y_(t,s) avg d_c train","random spatio-temporal Y_(t,s) avg d_c val"
58,0.28973782,0.41908783,0.21832128,0.47129384,0.2925327,0.45790467,0.2341882,0.4405599,0.21588528,0.5946064,0.17600314,0.5608146,0.36237833,0.5391858,0.26744282,0.52030957,0.3317522,0.3954734,0.26087448,0.40952525,0.23973216,0.4214919,0.37855262,0.37200066,0.4086335,0.3990456,0.28617853,0.39569297,0.34912387,0.42003766,0.30838278,0.4316013,1.3086671,0.16376768,0.61617875,0.24210697,1.1864803,0.16187464,0.42607188,0.28625953,1.3809476,0.18797125,0.6660938,0.21698783,1.2538545,0.1868676,0.71792513,0.21902405,0.84252346,0.3038406,0.5569238,0.29048514,0.7735056,0.4459669,0.594423,0.41518015,0.7794649,0.7123721,0.78213745,0.66467726,0.75833815,0.67817986,0.6356291,0.44513613
59,0.26974162,0.41583118,0.22077525,0.44809917,0.27089685,0.4658415,0.21296489,0.43441564,0.25751826,0.589427,0.2027288,0.5464887,0.3303899,0.5555205,0.24235986,0.52976334,1.1784902,0.34520543,0.27170002,0.393285,0.31731856,0.41277415,0.35918874,0.38645118,0.40176868,0.383129,0.2816809,0.39812723,0.31780127,0.45027813,0.29329598,0.4041803,1.1576446,0.16408816,0.5979691,0.24040651,1.1040382,0.16401105,1.0228496,0.24375524,1.2300615,0.18765548,0.6719634,0.22097145,1.2261912,0.18202963,0.7109394,0.21768883,0.84740275,0.351866,0.56868213,0.27581343,0.7229785,0.53303206,0.5512784,0.36937836,0.7875335,0.69957757,0.73880714,0.5300308,0.69902855,0.57093126,0.5799757,0.3763196
60,0.26642555,0.48853588,0.20855503,0.4746133,0.26270446,0.48616523,0.20430785,0.43493068,0.20161195,0.58262736,0.19332412,0.57706606,0.26168248,0.55439633,0.23236413,0.53032005,0.8235709,0.346755,0.25849363,0.39843184,0.2497026,0.45242304,0.3319372,0.38323677,0.3487778,0.39448902,0.2502656,0.41842347,0.278138,0.4352101,0.24435696,0.41899523,1.0863919,0.16273798,0.56768036,0.2432377,1.0764766,0.17264082,0.7434563,0.23893246,1.2123113,0.19733664,0.5923028,0.21741629,1.2017355,0.19204819,0.61737394,0.22328883,0.7801476,0.34031296,0.50334036,0.2792299,0.74025637,0.5228107,0.5324455,0.4605712,0.7317898,0.86182857,0.7366883,0.5357188,0.6754396,0.57281655,0.60215706,0.42241573
61,0.24059114,0.4345665,0.19332626,0.4614926,0.25020278,0.4669048,0.20134056,0.45267665,0.19969404,0.6329771,0.19406526,0.55870026,0.24004234,0.5603741,0.23100527,0.5401883,0.7591213,0.35842708,0.2374004,0.378022,1.0316328,0.3751038,0.33655658,0.36360866,0.35150862,0.3791707,0.2568822,0.43083698,0.2523121,0.4210423,0.28805187,0.4074983,1.0217849,0.16167726,0.50246817,0.24759093,1.0391927,0.16109698,0.6833925,0.25023663,1.1359397,0.19860451,0.5936863,0.22716111,1.1339762,0.19195457,0.5997237,0.22829549,0.77782696,0.3488579,0.48940235,0.30925438,0.962208,0.4527741,0.5195988,0.42167732,0.732624,0.7203881,0.6916735,0.60064346,0.68309695,0.5395503,0.5598841,0.46214712
62,0.30402997,0.45732307,0.22255553,0.45408952,0.24390173,0.4769537,0.1827283,0.4898837,0.1849441,0.56755215,0.1697046,0.6001161,0.27385324,0.5588968,0.19558756,0.5455937,0.6202097,0.35349324,0.23391278,0.38238457,0.765282,0.35830122,0.30720982,0.41499427,0.6976521,0.3724149,0.2631554,0.39389557,0.28270212,0.41476235,0.22882816,0.4368741,0.99424094,0.16987754,0.5081296,0.24625175,1.0118415,0.16628323,0.6304823,0.24404103,1.1301577,0.1873366,0.543267,0.21937971,1.0655458,0.18757163,0.5740918,0.218276,0.7286236,0.32418856,0.50062275,0.34556705,0.8576152,0.47002688,0.5229664,0.4264083,0.75585085,0.7630101,0.6650405,0.5493302,0.68512696,0.77173525,0.5512252,0.4770644
63,0.20394093,0.4452471,0.17418914,0.46999982,0.23951508,0.51470315,0.18240935,0.4572942,0.22206025,0.5619295,0.17367774,0.57096684,0.21570778,0.55572087,0.22964826,0.54556274,0.6504288,0.33995008,0.21342462,0.40200463,0.66031444,0.34336853,0.3047516,0.36905718,0.5377523,0.36350396,0.23749538,0.39921033,0.2619399,0.4250236,0.21243048,0.41021892,0.9719843,0.1630624,0.46046838,0.24051943,1.272708,0.14951105,0.5531493,0.25058112,1.0958803,0.19692078,0.5505446,0.21869376,1.0449784,0.19522831,0.55165005,0.21970508,0.7374761,0.3261198,0.4675664,0.3056684,0.8251936,0.38690037,0.47968984,0.409842,0.8272318,0.84128547,0.6505789,0.50337815,0.66562456,0.54048353,0.51233304,0.4413333
64,0.24937825,0.42724594,0.16050269,0.47464064,0.2369899,0.47929022,0.1815943,0.44895872,0.2565022,0.56011295,0.18041661,0.5601269,0.22920293,0.5517152,0.20751719,0.5424744,0.5623109,0.34981805,0.23172468,0.38392302,0.58037955,0.33623406,0.2873325,0.36795408,0.48961818,0.3671274,0.22233425,0.41659528,0.23215069,0.44893414,0.23114084,0.41459966,0.9356955,0.16757268,0.43675813,0.26222697,1.157665,0.14856184,0.53520167,0.24680927,1.026306,0.1888232,0.5254516,0.22657113,1.0091246,0.18812211,0.49493694,0.21706273,0.6961244,0.32728532,1.1273248,0.28780797,0.7460542,0.397429,0.47170484,0.34335446,0.77585536,0.6138171,0.6350654,0.49495006,0.9343121,0.5373564,0.5094945,0.43851456
65,0.39712346,0.48168126,0.4176415,0.4949953,0.21827993,0.47119617,0.15770131,0.47481865,0.2199403,0.5718571,0.16971107,0.56292915,0.19974448,0.5671982,0.19437173,0.5758893,0.47270098,0.35388443,0.5431499,0.35770112,0.55828315,0.37487945,0.2799568,0.36677945,0.42700234,0.3596116,0.23194823,0.4185055,0.6947135,0.39730683,0.19289604,0.40683421,0.9185481,0.16866075,0.44129544,0.24926242,1.0767285,0.15054387,0.49159363,0.24731164,1.2431864,0.18440351,0.5239184,0.22146888,0.97921073,0.19295943,0.4933375,0.21762706,0.6743015,0.3556581,0.9195323,0.25757957,0.74399644,0.4475154,1.214418,0.38174218,0.7538568,0.69495714,0.5994691,0.58427304,0.818841,0.47977254,0.4841584,0.39329407
66,0.3254129,0.39049166,0.4331375,0.43782035,0.50776064,0.46512297,0.17412847,0.45938492,0.191198,0.56651866,0.17388129,0.575602,0.18851437,0.5576028,0.20343186,0.5334613,0.52895236,0.3731077,0.43314514,0.35503677,0.5138071,0.3585817,0.28117913,0.41515762,0.382582,0.3587087,0.23307304,0.41111982,0.61859214,0.44433442,0.20759475,0.42466062,0.8669748,0.16480465,0.9893649,0.2084186,1.0283798,0.15099347,0.50812227,0.24805723,1.1751522,0.17406462,0.51258594,0.22809738,0.93102044,0.18944417,0.45150146,0.22054532,0.6656011,0.3752135,0.80536133,0.26684135,0.72130895,0.48058096,0.91717917,0.3716403,0.7383855,0.7224213,0.5935545,0.59947586,0.8058201,0.53662556,0.47792318,0.43917438
67,0.31146267,0.40774363,0.36805603,0.45402446,0.43659285,0.41710782,0.15373306,0.4485047,0.16172393,0.5830502,0.15162864,0.5567434,0.19948886,0.5639515,0.19765799,0.5468764,0.4524285,0.3693417,0.3492632,0.34827253,0.4473372,0.38774505,0.65801543,0.35268736,0.35878426,0.36522305,0.19889528,0.40651226,0.50000334,0.41600952,0.19080867,0.42567235,0.7780885,0.17436421,0.74970305,0.20972478,0.9687176,0.15316662,0.4323136,0.24609466,1.0832561,0.17459701,0.47934076,0.22299324,0.8950178,0.18976235,0.4884634,0.23053,0.64428616,0.37262255,0.7746042,0.26687953,0.6858914,0.5439436,0.7727139,0.3810868,0.72781485,0.5835539,0.5473448,0.5669987,0.73188025,0.49589083,0.45411655,0.46825236
68,0.28963205,0.3999486,0.33994228,0.43164188,0.37069508,0.42154133,0.1408317,0.4716046,0.17498845,0.5818107,0.16428784,0.5611647,0.17489453,0.5630982,0.1824408,0.524241,0.44443652,0.34912863,0.33234861,0.3429837,0.4394701,0.37063313,0.46300563,0.3484958,0.37133095,0.3589923,0.6742956,0.36535954,0.46189475,0.39542824,0.66440016,0.38465968,0.79917365,0.17585592,0.65407753,0.2092573,0.911228,0.14971921,0.4288647,0.24529135,1.1007907,0.17459525,1.1285086,0.19713198,1.0984778,0.16751663,0.44083515,0.2161304,0.6439412,0.318857,0.6686177,0.2830555,0.6830986,0.46330696,0.69781214,0.36565673,0.69940436,0.6182152,0.57860196,0.53594184,0.7113424,0.6219862,0.46348962,0.4406788
69,0.24729036,0.39416143,0.26046413,0.4504938,0.34573233,0.43841457,0.14350843,0.448652,0.17440116,0.5751911,0.17725551,0.5574642,0.26073676,0.5598585,0.30896318,0.5630998,0.40994748,0.35063037,0.29471365,0.34899154,0.45723853,0.35409874,0.41841054,0.36770353,0.35438776,0.37296176,0.5004242,0.34901705,0.4393159,0.4233606,0.6142126,0.3770478,0.76592594,0.1755902,0.631486,0.21563818,0.8913386,0.1507639,0.40968066,0.2552853,0.9916992,0.18190452,0.79589325,0.19416513,0.97452223,0.17189015,0.4445144,0.21681534,0.86487377,0.27490035,0.6230975,0.25766864,0.67121774,0.5080338,0.6829149,0.401045,0.6826563,0.5589321,0.5694891,0.5568975,0.680034,0.51268554,0.4439944,0.43592244
70,0.27126908,0.3923407,0.2771951,0.44361386,0.30764762,0.45864317,0.48039234,0.44273272,0.17139372,0.56170344,0.4060708,0.5556258,0.20263648,0.55052537,0.24602616,0.53966737,0.3959005,0.36317322,0.26989177,0.3720679,0.4236285,0.41146258,0.36284822,0.35259813,0.3626561,0.3635222,0.4411307,0.35715145,0.38917002,0.39569086,0.45028257,0.3729985,0.7705864,0.1696163,0.54686546,0.21485946,0.84990686,0.1541361,0.38282186,0.24967714,0.96751267,0.18240668,0.6693674,0.20092957,0.9868497,0.16764958,0.39797625,0.21678275,0.7512439,0.36602437,0.58388984,0.24364688,0.63907456,0.49113768,0.6205612,0.36724776,0.61521906,0.66715825,0.5232707,0.55237544,0.68931687,0.57778174,1.1247311,0.37715766
71,0.23013923,0.41273025,0.23822658,0.4456476,0.29804564,0.4383523,0.40909445,0.4156071,0.14543262,0.5735994,0.33670214,0.52943575,0.17708454,0.5642486,0.25201908,0.5276103,0.40154427,0.35735416,0.29940543,0.3522732,0.36761048,0.35757655,0.332299,0.34582064,0.3412067,0.36284843,0.3871103,0.35817808,0.40069962,0.4146666,0.43856058,0.35969892,0.7201994,0.1693699,0.55009204,0.21821742,0.85756844,0.1591535,1.0524433,0.23954965,0.95821655,0.19435532,0.6838599,0.19111685,0.93068224,0.16558,0.37919217,0.22026941,0.7196192,0.35993364,0.56281984,0.28020948,0.6278605,0.45012152,0.5910301,0.34662053,0.65291435,0.72964406,0.5172601,0.5448113,0.65011704,0.5838439,0.9117892,0.5149004
72,0.20118721,0.41085094,0.22597036,0.45169482,0.26451904,0.44128785,0.3542545,0.4214993,0.14047329,0.5722932,0.25730383,0.57571065,0.19061945,0.5631319,0.21196117,0.5421543,0.389326,0.35618937,0.26275045,0.34357557,0.38651836,0.37452078,0.3211183,0.3783733,0.298718,0.37755805,0.35786256,0.37329713,0.35817015,0.402251,0.4018603,0.3727511,1.0257903,0.15878072,0.45530632,0.22133933,0.8162495,0.15556125,0.83162314,0.23701836,0.91239077,0.1885379,0.57383686,0.19460942,0.86010355,0.17781723,0.38865036,0.2200156,0.69457734,0.27985385,0.53027606,0.25021058,0.61318976,0.42322707,0.5864529,0.3576253,0.6487333,0.7656779,0.504514,0.6288064,0.64367926,0.58979064,0.78134036,0.4141085
73,0.21777193,0.40171096,0.20810267,0.4775107,0.2624699,0.43590125,0.30564007,0.41885197,0.15865855,0.5469613,0.30473715,0.5393078,0.14737405,0.5594291,0.19868174,0.54524386,0.3776879,0.35469723,0.25052938,0.37383515,0.3784363,0.37959993,0.2907628,0.37011567,0.28867093,0.35677183,0.33781782,0.35852498,0.3412153,0.40396315,0.349428,0.37348923,0.88791287,0.15604383,0.42018792,0.22652619,0.7984446,0.17083268,0.7662445,0.22710337,0.8425322,0.18228951,0.5530118,0.19835941,0.8465313,0.17329682,0.35975254,0.22345355,0.64828426,0.3758539,0.5476146,0.25455695,0.5737204,0.40975273,0.5289474,0.425772,0.6117751,0.76097816,0.51182663,0.5220574,0.5953021,0.5415801,0.72379,0.4480485
74,0.20146483,0.42675546,0.21553405,0.44764915,0.22069079,0.45230448,0.26431745,0.44495854,0.15112683,0.55950934,0.26670635,0.54512745,0.14695469,0.5620083,0.25069368,0.51197886,0.8700567,0.30990657,0.25677323,0.36490014,0.3488423,0.39193988,0.29727763,0.39018965,0.2830126,0.3644131,0.3069709,0.3626802,0.32960176,0.43803465,0.34805542,0.3768853,0.8377137,0.15550965,0.4083787,0.23087981,0.7703755,0.15986587,0.6737869,0.2181377,0.8505699,0.21129277,0.5145098,0.20518069,0.81005484,0.17220141,0.3587734,0.22679852,0.62339026,0.3361293,0.4658453,0.24757138,0.8137896,0.41679317,0.5061591,0.38356507,0.624815,0.6208546,0.4553494,0.6048805,0.5926189,0.52157736,0.6381464,0.46626765
75,0.20778924,0.4143554,0.18276417,0.4934413,0.21994942,0.4417548,0.27208805,0.40884748,0.13054928,0.57544005,0.2867331,0.5408154,0.15229426,0.55687225,0.20130312,0.5172508,0.6785135,0.3261417,0.25373498,0.3565402,0.90538824,0.32315838,0.24072914,0.35658392,0.30429453,0.36261532,0.2826347,0.37088597,0.29192877,0.3848381,0.36058453,0.37263006,0.8151903,0.1594951,0.41700274,0.22878647,1.0013307,0.14551441,0.5805121,0.21598125,0.80502397,0.20940842,0.5678733,0.19220632,0.78098816,0.1767236,0.33959588,0.21862283,0.6219295,0.32978347,0.49732804,0.3153147,0.72418475,0.3973389,0.49129242,0.37133867,0.5784115,0.77242607,1.1350459,0.5743685,0.6107891,0.653738,0.6285579,0.40742037
76,0.18108088,0.43241677,0.18475588,0.4514727,0.21110275,0.4541087,0.23308446,0.41293025,0.15388103,0.57532406,0.25068983,0.5605802,0.13376959,0.5455979,0.18054849,0.5318593,0.5877351,0.32016134,0.2314701,0.34915075,0.6384613,0.3175807,0.23469901,0.3697707,0.2865026,0.36654273,0.256749,0.36347303,0.2850242,0.39125773,0.3056566,0.38696516,0.75403786,0.16079848,0.37153313,0.21982686,0.8723214,0.14738683,0.555409,0.21455061,0.7936464,0.1916085,0.4587619,0.19428095,0.7626799,0.1759369,0.37482154,0.22381026,0.58578366,0.30865374,0.49559116,0.2739476,0.7032158,0.42147025,0.47579917,0.4088288,0.58074534,0.7186291,0.87876886,0.56386954,0.85633457,0.49783906,0.59217584,0.42952037
77,0.39792165,0.39418805,0.18325616,0.5156916,0.21853732,0.44732806,0.20742051,0.42003807,0.14101528,0.5518626,0.22388107,0.55388886,0.118427955,0.57462674,0.17013343,0.52096903,0.52404594,0.3082901,0.21652205,0.34853005,0.5774179,0.31153756,0.23408473,0.36135072,0.26770297,0.37738127,0.2753792,0.36020452,0.2874733,0.41855186,0.2789305,0.37165204,0.73771554,0.15888967,0.96352094,0.18992648,0.8553181,0.14265749,0.52689356,0.2213246,0.9471117,0.16839269,0.47322956,0.20219573,0.7324269,0.1736984,0.3457531,0.21627171,0.5938715,0.3385593,0.45953634,0.26056376,0.61532116,0.36919174,0.44861782,0.35663506,0.54856634,0.7070388,0.8238457,0.57910097,0.731885,0.48231855,0.5413691,0.44598058
78,0.29102984,0.4370895,0.1619686,0.47435623,0.5230473,0.43032202,0.20781735,0.42328268,0.13768385,0.57526517,0.2289234,0.5555468,0.12971403,0.5659219,0.15312913,0.54419506,0.44224402,0.30354908,0.20598051,0.37571812,0.51049376,0.31228665,0.22405787,0.37349194,0.2567385,0.36465347,0.2462081,0.35684553,0.26161426,0.38845575,0.26697877,0.3735641,0.7225988,0.15674499,0.68015116,0.19707462,0.8287579,0.14453305,0.47249198,0.21309,0.87222046,0.16850089,0.44224322,0.20085855,0.7441209,0.19436543,0.35492966,0.2192899,0.5453172,0.3546662,0.45904005,0.24005751,0.6339761,0.41138494,0.42952082,0.38064831,0.5435683,0.69998187,0.75514543,0.59795177,0.68861467,0.5580599,0.53900784,0.4510324
79,0.25574842,0.42080176,0.3654041,0.41641712,0.42195868,0.42837995,0.18528572,0.43669087,0.13586299,0.58112967,0.18661109,0.5778648,0.1721924,0.5684449,0.1440672,0.5375157,0.42685208,0.30817735,0.5849658,0.33154166,0.49696097,0.31680423,0.23240851,0.35837755,0.23416759,0.38200247,0.2529744,0.37304533,0.27446225,0.4333006,0.25387833,0.38785657,0.6970424,0.15908372,0.64605534,0.20927244,0.77797526,0.14394227,0.48379335,0.21532823,0.85239357,0.17029668,0.4080123,0.19253415,0.70509076,0.1744208,1.1636564,0.18807396,0.55016786,0.30581704,0.4198199,0.28995496,0.6001255,0.4362575,0.46518922,0.41586733,0.53861296,0.75246763,0.6818109,0.53374606,0.63568616,0.48596442,0.52148235,0.41847152
80,0.2629713,0.40017805,0.32814872,0.43170252,0.34224173,0.439474,0.2172482,0.4178149,0.12514596,0.5690928,0.20731227,0.55334294,0.108257554,0.56408924,0.1796442,0.53126705,0.39982012,0.31861287,0.48263103,0.323555,0.46889102,0.31199554,0.21944322,0.3581409,0.25931564,0.3668231,0.59684443,0.34988856,0.25558835,0.41432935,0.24862933,0.42819208,0.6664623,0.16176273,0.58685964,0.19461998,0.73462737,0.15000452,0.43421578,0.22435717,0.7890526,0.17060474,0.40641063,0.19662224,0.7140839,0.18801059,0.81395006,0.18473507,0.7851183,0.3282131,0.42054498,0.32200542,0.583297,0.43311018,0.3943723,0.380872,0.7068615,0.64531064,0.6651739,0.5608277,0.6277762,0.4506062,0.526047,0.4208977
81,0.22296438,0.3946609,0.26437387,0.43464914,0.34186003,0.42948163,0.1645044,0.45786908,0.11721011,0.5719646,0.16872206,0.5555566,0.15642276,0.5711298,0.14423364,0.5337217,0.3772371,0.3088048,0.39669678,0.33932087,0.40228242,0.3216538,0.19003351,0.3645598,0.24370736,0.37255272,0.47583985,0.33662137,0.25862452,0.40073147,0.24535984,0.3807037,0.66520447,0.16663747,0.47941008,0.19830073,0.7165529,0.15269846,0.42563102,0.22491485,0.819614,0.16585487,0.39239752,0.20824875,0.67768794,0.18039861,0.69767815,0.18872294,0.6642187,0.2813168,0.41309792,0.2872923,0.57730305,0.43605337,0.393203,0.42402416,0.633507,0.73727816,0.6210119,0.5684252,0.6171633,0.49862343,1.0299104,0.4000691
82,0.24324736,0.39674205,0.22438629,0.43234277,0.3161994,0.4592848,0.19699663,0.42743328,0.10164243,0.5608201,0.39159206,0.5541045,0.11250541,0.5718329,0.14849328,0.53535265,0.38824862,0.31502098,0.36206663,0.3647923,0.385499,0.33725473,0.63529396,0.3573228,0.21904255,0.37498373,0.3834796,0.34871006,0.22306067,0.41173732,0.74061906,0.35491043,0.624047,0.1699955,0.44189796,0.19932531,0.7030945,0.15176874,0.40213844,0.21548407,0.703268,0.17733963,0.9975561,0.17335857,0.8974611,0.15789016,0.63953424,0.18598565,0.63428205,0.33850443,0.3967357,0.2744517,0.5417385,0.42951474,1.1114272,0.43070716,0.6091534,0.6560639,0.60733736,0.46926552,0.5693304,0.5403112,0.7654235,0.38115534
83,0.20413761,0.40298426,0.20411341,0.43702096,0.29043004,0.45018953,0.16202912,0.42881298,0.11853883,0.571321,0.31756803,0.5403476,0.115471445,0.56538546,0.12965544,0.5424077,0.38172987,0.32281837,0.3535307,0.3537366,0.36178774,0.32066965,0.47386864,0.32464734,0.21897578,0.3797276,0.33065003,0.35745254,0.24010575,0.40115604,0.5106704,0.35501996,0.6228844,0.16443394,0.42860904,0.20033443,0.66550606,0.14861237,0.39279023,0.21933606,0.7259686,0.19800869,0.7554367,0.16985613,0.803019,0.1678518,0.58662736,0.19643353,0.6030908,0.28315943,0.3941807,0.2793762,0.51572454,0.4772071,0.8459608,0.3098528,0.6105668,0.63903177,0.5566444,0.6723374,0.53382623,0.5302002,0.7250059,0.40034628
84,0.19086376,0.4098096,0.20996293,0.4335141,0.27031648,0.45977783,0.17803551,0.43112347,0.33986583,0.5746357,0.27629757,0.54544955,0.09758742,0.569367,0.13136795,0.5481322,0.31981492,0.32304317,0.30682102,0.3461255,0.33742595,0.3285868,0.39000833,0.33137658,0.7896536,0.34141555,0.29901996,0.34965354,0.2117353,0.42817318,0.4330977,0.35684398,0.5998773,0.1624237,0.4443,0.19295183,0.66624105,0.15930346,0.36972794,0.23556836,0.6945387,0.17789286,0.7102492,0.16933443,0.818524,0.1718643,0.55188733,0.18359472,0.60360014,0.32011262,0.36638707,0.2882736,0.49777317,0.4493542,0.7724957,0.40833345,0.5704964,0.57713014,0.55678946,0.52844304,0.5527501,0.5729766,0.64972967,0.45470658
85,0.21213645,0.40796697,0.18456408,0.43906608,0.25823238,0.4531115,0.16522837,0.41722226,0.2474672,0.52953404,0.2129573,0.547036,0.11247505,0.5741872,0.43970698,0.50179946,0.33582717,0.31372958,0.32385746,0.3628472,0.3271911,0.33393726,0.3267109,0.340977,0.5691581,0.32903025,0.25686803,0.34877208,0.23123014,0.43029884,0.39262342,0.35757455,0.7773985,0.14599901,0.36973077,0.1981899,0.6392069,0.15508537,0.36308828,0.22906283,0.68440896,0.17389405,0.5879782,0.17307939,0.73983204,0.1704937,0.5206532,0.18861759,0.54464334,0.36102274,0.358357,0.30185953,0.50230026,0.450072,0.6729397,0.34710282,0.5494379,0.6970071,0.5467313,0.5616214,0.5537046,0.559603,0.6021071,0.43957764
86,0.17468932,0.4163056,0.16605355,0.42977518,0.24105808,0.4558125,0.49054384,0.4651039,0.22254133,0.58105457,0.20161867,0.5493243,0.104444385,0.5989723,0.29928923,0.517378,0.29381248,0.31324053,0.28464323,0.3401867,0.31049144,0.3324769,0.29501778,0.34614033,0.5649069,0.3402132,0.31605533,0.34093735,0.6180171,0.3752479,0.31106004,0.37536764,0.73937714,0.14829904,0.37663952,0.19459754,0.6097583,0.16737969,0.36637643,0.22283636,0.66142046,0.21090357,0.5497963,0.18155356,0.7163107,0.18252468,0.4724199,0.18691096,0.5434256,0.3040054,0.36400303,0.26674074,0.50654644,0.43281227,0.63661045,0.39770687,0.5317217,0.6666873,0.5133605,0.6101404,0.54979306,0.5549166,0.56334513,0.43698448
87,0.18823047,0.4057804,0.1682087,0.4348304,0.21472591,0.45512947,0.40047798,0.4013415,0.19996391,0.5518105,0.20986909,0.54448724,0.45113397,0.5375953,0.3085446,0.5174188,0.26912323,0.3259664,0.2708596,0.34285116,0.2945863,0.33938187,0.30167386,0.34709254,0.4639638,0.33420408,0.25952464,0.35884115,0.4455711,0.37877902,0.32375595,0.34136772,0.6572692,0.14782783,0.33913812,0.20051861,0.58996683,0.16939898,0.36925572,0.2240764,0.64046085,0.21070771,0.504262,0.17421234,0.68801516,0.17139558,0.493617,0.18956831,0.5127235,0.29299587,0.31853938,0.28435448,0.46934307,0.4186277,0.58565825,0.37179527,0.5426639,0.6653975,0.52335167,0.5756825,0.5033563,0.47659945,0.52917886,0.46938947
88,0.44341487,0.3942944,0.15937437,0.4419616,0.2097499,0.4637027,0.37446985,0.40920645,0.1828832,0.61157125,0.20240453,0.56057864,0.29857966,0.5553444,0.2501,0.52553487,0.2937402,0.3255744,0.27293518,0.34371403,0.8314263,0.29822066,0.25211626,0.34391108,0.38283572,0.33623785,0.2650619,0.3479582,0.40985107,0.37517962,0.28533584,0.37798133,0.66674006,0.14831534,0.92459273,0.1713805,0.82376033,0.14103238,0.32709113,0.21842475,0.6697541,0.20741412,0.50246984,0.17043163,0.6710394,0.19228227,0.45905688,0.18463095,0.53551877,0.32204008,0.3354453,0.267786,0.7754221,0.3689398,0.54721946,0.34968492,0.4990143,0.70258236,0.4936436,0.6263746,0.50602776,0.5565781,0.5308349,0.38215092
89,0.29669228,0.48550984,0.15870926,0.4436425,0.19365062,0.475277,0.28723252,0.4036573,0.18832368,0.57324,0.17318314,0.56724995,0.24254778,0.55611223,0.25934944,0.50787,0.85490733,0.29264572,0.25382227,0.33872306,0.68646204,0.3022047,0.23901229,0.34178615,0.41994345,0.33112532,0.23178707,0.36854863,0.36310706,0.40929067,0.2826912,0.3428342,0.6244221,0.14759544,0.71553105,0.1695804,0.70975703,0.13756365,1.0744548,0.18962437,0.6204425,0.18276119,0.45399684,0.17323068,0.6867507,0.17384085,0.43142247,0.19636917,0.4827675,0.32249233,0.8987432,0.24933305,0.6575388,0.39860514,0.5306571,0.34816125,0.5294221,0.61717784,0.4633131,0.53638977,0.47867173,0.5836549,0.48785385,0.44247055
