,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
t_iter_avg,69.2,69.2,464.9,464.9,476.6,476.6,476.4,476.4,483.7,483.7,621.2,621.2,600.2,600.2,650.3,650.3,647,647,737.7,737.7,730.2,730.2,726.9,726.9,703,703,714.8,714.8,711.1,711.1,708.7,708.7,711.7,711.7
budget_usage,0.799571078431372,0.799571078431372,0.704718137254902,0.704718137254902,0.628615196078431,0.628615196078431,0.346997549019608,0.346997549019608,0.314154411764706,0.314154411764706,0.766421568627451,0.766421568627451,0.738112745098039,0.738112745098039,0.589644607843137,0.589644607843137,0.646323529411765,0.646323529411765,0.463848039215686,0.463848039215686,0.490379901960784,0.490379901960784,0.400245098039216,0.400245098039216,0.4,0.4,0.363848039215686,0.363848039215686,0.26875,0.26875,0.225428921568627,0.225428921568627,0.256188725490196,0.256188725490196
sensor_usage,1,1,1,1,1,1,0.747747747747748,0.747747747747748,0.621621621621622,0.621621621621622,1,1,1,1,1,1,1,1,1,1,1,1,0.972972972972973,0.972972972972973,0.995495495495496,0.995495495495496,0.977477477477478,0.977477477477478,0.72972972972973,0.72972972972973,0.490990990990991,0.490990990990991,0.657657657657658,0.657657657657658
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.25911397,0.25911397,0.262698918581009,0.262698918581009,0.259152114391327,0.259152114391327,0.418844938278198,0.418844938278198,0.432878494262695,0.432878494262695,0.192624256014824,0.192624256014824,0.18045274913311,0.18045274913311,0.229729518294334,0.229729518294334,0.22679477930069,0.22679477930069,0.1217887327075,0.1217887327075,0.132128074765205,0.132128074765205,0.145792901515961,0.145792901515961,0.140593141317368,0.140593141317368,0.186819836497307,0.186819836497307,0.40908145904541,0.40908145904541,0.729699552059174,0.729699552059174,0.503120601177216,0.503120601177216
RF_loss,0.4528317,0.4528317,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306,0.45283168554306
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.571726441383362,0.456460982561111,0.901646077632904,0.457855433225632,0.949050605297089,0.515855610370636,0.940067529678345,0.505922496318817,0.986355066299438,0.469253182411194,1.41325271129608,0.495434820652008,1.2719190120697,0.462830543518066,1.11303460597992,0.445995092391968,1.09166312217712,0.483914583921433,0.925848305225372,0.533169031143189,1.2547732591629,0.591132044792175,1.26349997520447,0.498356968164444,1.36164677143097,0.506940126419067,3.24052405357361,0.715384542942047,3.87036514282227,0.651404857635498,3.6878457069397,0.646161496639252,3.28769969940186,0.73984569311142
1,0.452142059803009,0.433354556560516,0.531031727790833,0.437613129615784,0.524250388145447,0.407160043716431,0.664785504341126,0.516275644302368,0.565745115280151,0.437379658222199,0.76262891292572,0.446233630180359,0.814569234848022,0.407787919044495,0.689545452594757,0.384736925363541,0.859334588050842,0.495512187480927,0.503279268741608,0.444040536880493,0.761670529842377,0.474026918411255,0.54296088218689,0.449980884790421,0.656629800796509,0.444539338350296,2.75039982795715,0.439169257879257,2.79191160202026,0.504202485084534,2.79800319671631,0.569856226444244,2.74047255516052,0.513633728027344
