,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,"spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val"
12,0.3030167520046234,0.5421527624130249,0.4364783465862274,0.6256853938102722,0.41435182094573975,0.5369735956192017,0.4583723247051239,0.5718492865562439,0.7694417238235474,0.5524235963821411,1.0768307447433472,0.45170605182647705,0.9390801191329956,0.4562969207763672,0.8517043590545654,0.46092215180397034,0.9328501224517822,0.5893052816390991,1.06926429271698,0.4793061316013336,0.8814416527748108,0.5072797536849976,0.9020823836326599,0.49298736453056335,0.8879604339599609,0.46885770559310913,2.409343719482422,0.6063645482063293,2.4254140853881836,0.594206690788269,2.3951756954193115,0.7220832109451294,2.6505749225616455,0.8381416201591492
13,0.3080568313598633,0.7005195617675781,0.4148186445236206,0.6043753027915955,0.4000270962715149,0.5642474889755249,0.44533830881118774,0.5683566331863403,0.7148890495300293,0.5372059941291809,1.076110601425171,0.45836198329925537,0.8809995055198669,0.49471166729927063,0.8859087228775024,0.4610588848590851,0.9607839584350586,0.4445795714855194,0.9849048256874084,0.4578496515750885,0.8303477168083191,0.4800644516944885,1.0371105670928955,0.49198371171951294,0.8875209093093872,0.468441367149353,2.357628583908081,0.5838533043861389,2.3486733436584473,0.7380227446556091,2.3696846961975098,0.592191219329834,2.511563539505005,0.708820641040802
14,0.32378801703453064,0.5471944212913513,0.3921237289905548,0.7502131462097168,0.3830356001853943,0.5445412993431091,0.4363037347793579,0.5792556405067444,0.7563338279724121,0.538749635219574,1.0150761604309082,0.4434736371040344,0.8406987190246582,0.46514827013015747,0.8515080213546753,0.49310240149497986,0.8910151720046997,0.6141230463981628,1.0091549158096313,0.44256317615509033,0.8394405841827393,0.4670369327068329,0.8539592623710632,0.49256661534309387,0.8978850841522217,0.49123525619506836,2.2877142429351807,0.7148730754852295,2.238515853881836,0.5390270352363586,2.304243564605713,0.7309426665306091,2.4830729961395264,0.7342694997787476
15,0.31653887033462524,0.5245932936668396,0.3884696066379547,0.5434828996658325,0.3813079595565796,0.5370336174964905,0.42844057083129883,0.5628273487091064,0.6760680079460144,0.5407330989837646,0.9660536646842957,0.4439275562763214,0.8558943867683411,0.451252281665802,0.802859902381897,0.4713989496231079,0.9545730948448181,0.4652092158794403,0.9581624865531921,0.43739086389541626,0.7529794573783875,0.4603768587112427,3.411266565322876,0.3106076121330261,0.854340672492981,0.45205187797546387,2.196106433868408,0.5957369208335876,2.129296064376831,0.5885120034217834,2.224257230758667,0.6751900911331177,2.53059458732605,0.6701802015304565
16,0.28996792435646057,0.5340797305107117,0.36488261818885803,0.7411196231842041,0.38601893186569214,0.5315717458724976,0.42617037892341614,0.571161687374115,0.6318825483322144,0.5684002041816711,0.9461975693702698,0.448088139295578,0.8080635666847229,0.4544852674007416,0.8664090633392334,0.5388263463973999,0.815787136554718,0.49219295382499695,0.933078408241272,0.4752802848815918,0.8069607615470886,0.4756804406642914,2.9880826473236084,0.30478495359420776,0.8425185084342957,0.45671868324279785,2.1333377361297607,0.5913832187652588,2.082416534423828,0.5009421110153198,2.114988088607788,0.7206401824951172,2.352487564086914,0.7002074122428894
17,0.27816513180732727,0.5450348258018494,0.37462252378463745,0.7917119264602661,0.33472511172294617,0.5855456590652466,0.4389299154281616,0.5662503838539124,0.6540403366088867,0.5304279327392578,0.9051584601402283,0.44798004627227783,0.7617228031158447,0.4682009816169739,0.7850037217140198,0.46296823024749756,0.7637857794761658,0.4556256830692291,0.8423269987106323,0.44719618558883667,0.7260376811027527,0.4675542116165161,2.8864927291870117,0.3012218475341797,0.8737977743148804,0.4707585573196411,2.114731550216675,0.7517927289009094,2.0609827041625977,0.6776131391525269,2.096057891845703,0.7271809577941895,2.3483424186706543,0.9837809205055237
18,0.27191361784935,0.557123601436615,0.39415132999420166,0.5747861266136169,0.3855520188808441,0.5197328925132751,0.40900444984436035,0.5664237141609192,0.6039105653762817,0.5351619720458984,0.8848642706871033,0.45197775959968567,0.7342730760574341,0.4512063264846802,0.7073132395744324,0.46513426303863525,0.8025945425033569,0.4422537684440613,0.8372184634208679,0.44488728046417236,0.6830942034721375,0.4998646676540375,2.770094871520996,0.2986750304698944,0.8072572946548462,0.4620114862918854,2.0430800914764404,0.6752969026565552,1.9617315530776978,0.5962037444114685,2.06744647026062,0.7256516814231873,2.221778154373169,1.0985747575759888
19,0.23449324071407318,0.5274916291236877,0.3607426583766937,0.5640328526496887,0.31602880358695984,0.571641743183136,0.3641616106033325,0.5667822360992432,0.55376797914505,0.54678875207901,0.8388723731040955,0.44557446241378784,0.8043572306632996,0.46947070956230164,0.7805607914924622,0.47863873839378357,0.7166818976402283,0.47030705213546753,0.8251720666885376,0.4594229757785797,0.7342172861099243,0.47794756293296814,2.53167724609375,0.2998943626880646,0.859854519367218,0.4519607126712799,1.9687280654907227,0.806581437587738,1.8813506364822388,0.7819555997848511,1.9712486267089844,0.7049457430839539,2.212822914123535,0.8600723147392273
20,0.24526269733905792,0.5508441925048828,0.3307713568210602,0.6885573267936707,0.33969131112098694,0.5546987652778625,0.3929050862789154,0.5616266131401062,0.5327363610267639,0.6141619682312012,0.8346689939498901,0.45429083704948425,0.7185954451560974,0.4679161012172699,0.7009141445159912,0.49723345041275024,0.7273150086402893,0.4604915678501129,0.8125678896903992,0.4467507600784302,0.710084080696106,0.47812992334365845,2.5292904376983643,0.3085920512676239,0.7746690511703491,0.44043073058128357,1.9202033281326294,1.7438125610351562,1.8205912113189697,0.6587317585945129,1.9506657123565674,0.7555039525032043,2.185154914855957,0.9337791204452515
21,0.2640498876571655,0.543289303779602,0.4178144335746765,0.6343913078308105,0.3451496958732605,0.5552423000335693,0.37848493456840515,0.5628159046173096,0.5945946574211121,0.5430883765220642,0.835445761680603,0.4461108446121216,0.741454541683197,0.4724091589450836,1.2190097570419312,0.4116937220096588,0.7256026268005371,0.4601896107196808,0.8052119612693787,0.45484843850135803,0.7502057552337646,0.5473336577415466,2.4712581634521484,0.29413753747940063,0.7282805442810059,0.48867329955101013,1.8718817234039307,0.6418588757514954,1.7545498609542847,0.7103487253189087,1.8587827682495117,0.776293158531189,2.1174519062042236,0.9312348365783691
22,0.46414098143577576,0.49360379576683044,0.3342319428920746,0.7002025842666626,0.2950512766838074,0.5411437749862671,0.36574074625968933,0.5626540184020996,0.47684285044670105,0.5208393335342407,0.799939751625061,0.4443264603614807,0.672758936882019,0.4595302641391754,1.0618802309036255,0.4116939604282379,0.6965351700782776,0.46424248814582825,0.7316669225692749,0.497933030128479,0.6817535758018494,0.47212034463882446,2.301250457763672,0.29321321845054626,0.7833606004714966,0.4852553606033325,1.7885290384292603,0.8261134624481201,1.785456895828247,0.7296764850616455,1.9058504104614258,0.6233936548233032,1.9894492626190186,0.7616974711418152
23,0.4015386700630188,0.47180095314979553,0.32883915305137634,0.7470009922981262,0.29276829957962036,0.5589362978935242,0.3638140857219696,0.5388286113739014,0.5311967134475708,0.5283051133155823,0.7900245785713196,0.44994857907295227,0.6404374241828918,0.4562624394893646,1.0068632364273071,0.42135676741600037,0.7135911583900452,0.46260324120521545,0.7213346362113953,0.46711355447769165,0.6609286069869995,0.4707088768482208,2.235274076461792,0.29487115144729614,0.7309983372688293,0.4800169765949249,1.750490665435791,0.8482846617698669,1.6735895872116089,0.6499084830284119,1.8509186506271362,0.6443482041358948,1.9474892616271973,0.6883804798126221
24,0.37305736541748047,0.5233412981033325,0.3458365201950073,0.7293952107429504,0.2868180274963379,0.541997492313385,0.3712364137172699,0.5632842779159546,0.4668450653553009,0.5214014053344727,0.7252789735794067,0.446119487285614,0.5971054434776306,0.46407464146614075,0.9261556267738342,0.40167999267578125,0.6315545439720154,0.44843217730522156,0.7204220294952393,0.45268937945365906,0.6529514789581299,0.48681414127349854,2.231912851333618,0.2943965792655945,0.7018423676490784,0.5495926141738892,1.7599079608917236,0.7345725893974304,1.5836759805679321,0.6324178576469421,1.7925562858581543,0.68376225233078,1.8785508871078491,0.923697292804718
25,0.3565998375415802,0.5186724066734314,0.3585589528083801,0.6896700263023376,0.27312445640563965,0.5700662136077881,0.3446383476257324,0.5619725584983826,0.4213256537914276,0.5491495728492737,1.6393872499465942,0.39230144023895264,0.669023334980011,0.4730382561683655,0.851382315158844,0.4101411998271942,0.6313265562057495,0.45029395818710327,0.7383660078048706,0.45252013206481934,0.6464664936065674,0.48043784499168396,2.0096187591552734,0.31251952052116394,0.7097393274307251,0.4977279007434845,1.766472578048706,0.8133174777030945,1.5565792322158813,0.8064441680908203,1.7326240539550781,0.7584760189056396,1.836328148841858,1.1531199216842651
26,0.3455117344856262,0.4917047321796417,0.3139931559562683,1.1542298793792725,0.26319989562034607,0.535750687122345,0.34707844257354736,0.5524619817733765,0.41917937994003296,0.5351558327674866,1.3719254732131958,0.38473060727119446,0.6402667760848999,0.47783029079437256,0.8331742286682129,0.3888787031173706,0.5423598885536194,0.4429221451282501,3.407174825668335,0.2875361144542694,3.3537516593933105,0.2975837290287018,1.9886096715927124,0.2902892231941223,0.7164888381958008,0.455482542514801,1.6505391597747803,0.6704868078231812,1.5337291955947876,0.7524473071098328,1.6674708127975464,0.8087073564529419,1.8449409008026123,0.6527122259140015
27,0.3246847093105316,0.4907781779766083,0.35245734453201294,0.603651762008667,0.2700745165348053,0.5456924438476562,0.3188238739967346,0.5537657141685486,0.4254768192768097,0.563518226146698,1.2573368549346924,0.3680148720741272,0.6062045097351074,0.47834065556526184,0.7933165431022644,0.4018390476703644,0.5883287787437439,0.5308197140693665,3.0250866413116455,0.26867568492889404,2.917567729949951,0.28868216276168823,1.865262508392334,0.2968099117279053,0.6439188718795776,0.47023648023605347,1.6256848573684692,0.6341090798377991,1.663048505783081,0.6427587270736694,1.6559419631958008,0.6985542178153992,1.8334518671035767,0.7118290662765503
28,0.31350651383399963,0.4762018322944641,0.32273542881011963,0.8069232702255249,0.23352006077766418,0.5512948632240295,0.33691734075546265,0.576594889163971,0.3935542702674866,0.5239944458007812,1.1886614561080933,0.38714709877967834,0.5395087599754333,0.5108797550201416,0.821979284286499,0.42228463292121887,0.5979329943656921,0.43976643681526184,2.7672369480133057,0.26533177495002747,2.7196011543273926,0.2810339331626892,1.8237876892089844,0.3246936798095703,0.6666485071182251,0.45383650064468384,1.567583441734314,0.775405764579773,1.584021806716919,0.619946300983429,1.5730957984924316,0.6300957798957825,1.7448115348815918,0.9076056480407715
29,0.26628434658050537,0.48550742864608765,0.29428213834762573,0.5638893246650696,0.28360334038734436,0.5429487228393555,0.3175528049468994,0.5693488121032715,0.4234376549720764,0.6076399087905884,1.1566951274871826,0.374099463224411,1.5568232536315918,0.3991442024707794,0.6983721852302551,0.40553104877471924,0.5735633373260498,0.45617201924324036,2.5837292671203613,0.25945302844047546,2.512530565261841,0.28111618757247925,1.7866579294204712,0.2890426814556122,0.6289457678794861,0.513202965259552,1.5059635639190674,0.780129611492157,1.5154812335968018,0.6750105619430542,1.5658079385757446,0.7288647294044495,1.7234458923339844,0.6909681558609009
30,0.26781225204467773,0.49333512783050537,0.2886916697025299,0.5710127353668213,0.2738930284976959,0.5390678644180298,0.6298860311508179,0.5405491590499878,0.3408777713775635,0.6296350955963135,1.0883384943008423,0.3763490319252014,1.427035927772522,0.38866105675697327,0.7296014428138733,0.40209341049194336,1.4568432569503784,0.39071977138519287,2.4309706687927246,0.25550734996795654,2.3875696659088135,0.2812061607837677,1.699256181716919,0.2891079783439636,3.3285350799560547,0.29455217719078064,1.474562406539917,0.6661756038665771,1.427898645401001,0.8223857879638672,1.5030529499053955,0.6240914463996887,1.6885195970535278,0.79353266954422
31,0.262758731842041,0.5041893720626831,0.32225361466407776,0.6317757368087769,0.2503194808959961,0.5322346687316895,0.5562916398048401,0.5466062426567078,0.3620293140411377,0.5157778859138489,0.9676487445831299,0.38815054297447205,1.2277429103851318,0.3822881281375885,0.6614211201667786,0.40107452869415283,1.309665322303772,0.39011943340301514,2.255250930786133,0.268711656332016,2.3448426723480225,0.27707505226135254,1.5367166996002197,0.29173240065574646,2.8748013973236084,0.297982782125473,1.398305058479309,0.7246941328048706,1.397780418395996,0.7957545518875122,1.4464812278747559,0.829012393951416,1.591004490852356,0.9630048274993896
32,0.2262047678232193,0.5554431676864624,0.2910100221633911,0.8050026297569275,0.24121013283729553,0.5145451426506042,0.5271363854408264,0.52552330493927,0.3823862075805664,0.4951455891132355,0.9374691843986511,0.36167794466018677,1.1509276628494263,0.37634432315826416,0.6356874108314514,0.42087438702583313,1.1627311706542969,0.3892119526863098,2.2295360565185547,0.25463947653770447,2.1667962074279785,0.301420658826828,1.6420862674713135,0.28366953134536743,2.8551998138427734,0.30888158082962036,1.4061667919158936,0.6807700395584106,1.3740427494049072,0.6964470744132996,1.3870244026184082,0.7689169645309448,1.6228488683700562,0.6944679617881775
