,spatial None PL train,spatial None PL val,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,548.0,548.0,4838.0,4838.0,4940.0,4940.0,4468.0,4468.0,4698.0,4698.0,6641.0,6641.0,6345.0,6345.0,6673.0,6673.0,6830.0,6830.0,8290.0,8290.0,8484.0,8484.0,8116.0,8116.0,7712.0,7712.0,7295.0,7295.0,7959.0,7959.0,8157.0,8157.0,7495.0,7495.0
budget_usage,0.7985363753766681,0.7985363753766681,0.7059836418424451,0.7059836418424451,0.24089539388721481,0.24089539388721481,0.17804563065002152,0.17804563065002152,0.19500645716745588,0.19500645716745588,0.7605682307361171,0.7605682307361171,0.7346534653465346,0.7346534653465346,0.5791648730090401,0.5791648730090401,0.6765389582436504,0.6765389582436504,0.46569091691777875,0.46569091691777875,0.4802410675850194,0.4802410675850194,0.38252260008609557,0.38252260008609557,0.423331898407232,0.423331898407232,0.42668962548428757,0.42668962548428757,0.2705122686181662,0.2705122686181662,0.23331898407232027,0.23331898407232027,0.26457167455876024,0.26457167455876024
sensor_usage,1.0,1.0,1.0,1.0,0.9954954954954955,0.9954954954954955,0.527027027027027,0.527027027027027,0.5,0.5,1.0,1.0,1.0,1.0,0.990990990990991,0.990990990990991,1.0,1.0,0.990990990990991,0.990990990990991,0.9774774774774775,0.9774774774774775,0.8603603603603603,0.8603603603603603,0.8918918918918919,0.8918918918918919,0.9594594594594594,0.9594594594594594,0.7342342342342343,0.7342342342342343,0.6801801801801802,0.6801801801801802,0.7837837837837838,0.7837837837837838
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693,0.4251193404197693
test_loss,0.2967890501022339,0.2967890501022339,0.26537325978279114,0.26537325978279114,0.18670623004436493,0.18670623004436493,0.33133557438850403,0.33133557438850403,0.28950297832489014,0.28950297832489014,0.11325746774673462,0.11325746774673462,0.12474583834409714,0.12474583834409714,0.16990329325199127,0.16990329325199127,0.1272512972354889,0.1272512972354889,0.0617687851190567,0.0617687851190567,0.07296423614025116,0.07296423614025116,0.09100458025932312,0.09100458025932312,0.07318150997161865,0.07318150997161865,0.17259979248046875,0.17259979248046875,0.16426201164722443,0.16426201164722443,0.18849636614322662,0.18849636614322662,0.16123159229755402,0.16123159229755402
0,0.22784815728664398,0.3600752353668213,-0.15974608063697815,-0.15974608063697815,-0.23841311037540436,-0.23841311037540436,-0.09378376603126526,-0.09378376603126526,-0.13561636209487915,-0.13561636209487915,-0.31186187267303467,-0.31186187267303467,-0.30037349462509155,-0.30037349462509155,-0.2552160620689392,-0.2552160620689392,-0.2978680431842804,-0.2978680431842804,-0.3633505702018738,-0.3633505702018738,-0.35215508937835693,-0.35215508937835693,-0.33411476016044617,-0.33411476016044617,-0.35193783044815063,-0.35193783044815063,-0.25251954793930054,-0.25251954793930054,-0.26085734367370605,-0.26085734367370605,-0.23662297427654266,-0.23662297427654266,-0.26388776302337646,-0.26388776302337646
1,0.19849468767642975,0.34276288747787476,-0.03141579031944275,-0.03141579031944275,-0.11008282005786896,-0.11008282005786896,0.03454652428627014,0.03454652428627014,-0.00728607177734375,-0.00728607177734375,-0.18353158235549927,-0.18353158235549927,-0.17204320430755615,-0.17204320430755615,-0.12688575685024261,-0.12688575685024261,-0.169537752866745,-0.169537752866745,-0.23502026498317719,-0.23502026498317719,-0.22382481396198273,-0.22382481396198273,-0.20578446984291077,-0.20578446984291077,-0.22360754013061523,-0.22360754013061523,-0.12418925762176514,-0.12418925762176514,-0.13252703845500946,-0.13252703845500946,-0.10829268395900726,-0.10829268395900726,-0.13555745780467987,-0.13555745780467987
2,0.18200616538524628,0.35253170132637024,0.5638838410377502,0.290801465511322,1.012484073638916,0.2853446900844574,0.6728830337524414,0.3000237047672272,0.9513946175575256,0.31196144223213196,0.563681960105896,0.29673323035240173,0.7936410307884216,0.2894015312194824,0.972782552242279,0.34500253200531006,0.7068337798118591,0.2919534146785736,0.4037621319293976,0.3048422038555145,0.5331848859786987,0.34344974160194397,0.8613700270652771,0.4753265976905823,1.0146887302398682,0.30427253246307373,2.71439528465271,0.3470301330089569,2.8835694789886475,0.31602588295936584,2.8605408668518066,0.36002811789512634,2.8504884243011475,0.3879004120826721
3,0.17880448698997498,0.329554945230484,0.5907158255577087,0.2749980092048645,0.8078792095184326,0.2579408586025238,0.554404616355896,0.29675665497779846,0.716110110282898,0.3876461684703827,0.4163178503513336,0.2786347270011902,0.6721692085266113,0.2834737002849579,0.7928094267845154,0.26847851276397705,0.6049050092697144,0.28531506657600403,0.3465772867202759,0.28944462537765503,0.40562736988067627,0.29350802302360535,0.8052492141723633,0.3106595277786255,0.8896149396896362,0.264875203371048,1.997957706451416,0.2916041314601898,2.0673892498016357,0.3373112678527832,2.1719167232513428,0.33422455191612244,2.217777967453003,0.28670936822891235
4,0.16916805505752563,0.32311710715293884,0.4349018633365631,0.2736155390739441,0.7453982830047607,0.26203101873397827,0.4610649645328522,0.45213842391967773,0.6901783347129822,0.29476431012153625,0.3694225549697876,0.29348278045654297,0.5859304070472717,0.26614877581596375,0.6772554516792297,0.2636459469795227,0.58646559715271,0.2691108286380768,0.3286750614643097,0.3076198697090149,0.44946807622909546,0.35406896471977234,0.6761190891265869,0.2537808418273926,0.7357358336448669,0.26256489753723145,1.9279412031173706,0.34954795241355896,1.9138219356536865,0.28375959396362305,1.942796230316162,0.30243539810180664,2.037043571472168,0.28882896900177
5,0.15154802799224854,0.28972262144088745,0.35724401473999023,0.28662624955177307,0.7071142196655273,0.26514339447021484,0.42846372723579407,0.33998414874076843,0.6279297471046448,0.33903968334198,0.29980167746543884,0.2624768018722534,0.5177782773971558,0.2588236927986145,0.659099280834198,0.26235824823379517,0.5277612209320068,0.2552783787250519,0.29922446608543396,0.32594141364097595,0.35563310980796814,0.3242016136646271,0.5770360827445984,0.247745081782341,0.6234651207923889,0.2795298099517822,1.7122145891189575,0.3715510368347168,1.863433599472046,0.40359264612197876,1.8693428039550781,0.4295889735221863,1.801312804222107,0.3574792444705963
6,0.1434866487979889,0.315486878156662,0.3286488652229309,0.26941755414009094,0.5584582090377808,0.240800142288208,0.43276455998420715,0.2952966094017029,0.5982653498649597,0.27954497933387756,0.293094664812088,0.264554500579834,0.43167048692703247,0.248317688703537,0.5908510684967041,0.256226509809494,0.39112532138824463,0.24868135154247284,0.2787957787513733,0.3074268400669098,0.3189069926738739,0.3265443444252014,0.5627262592315674,0.24560824036598206,0.6867641806602478,0.24981822073459625,1.551830768585205,0.25975674390792847,1.7276148796081543,0.3504236042499542,1.7161321640014648,0.30835041403770447,1.747178316116333,0.32469749450683594
7,0.11097025126218796,0.645736575126648,0.29761818051338196,0.26124387979507446,0.5015630722045898,0.2553579807281494,0.34741801023483276,0.29447585344314575,0.4353039264678955,0.30344781279563904,0.285495400428772,0.2753223776817322,0.38918137550354004,0.3136615753173828,0.47195932269096375,0.24446620047092438,0.40927088260650635,0.2698807716369629,0.27282416820526123,0.2573148310184479,0.2987348735332489,0.3009307086467743,0.43158623576164246,0.24097159504890442,0.5609533786773682,0.2608370780944824,1.5602766275405884,0.30241450667381287,1.635809302330017,0.27543574571609497,1.6349666118621826,0.30519890785217285,1.5705610513687134,0.2809474468231201
8,0.1004147008061409,0.3509487509727478,0.2508726119995117,0.2576819658279419,0.4623008370399475,0.24120429158210754,0.33441564440727234,0.2867833077907562,0.392663836479187,0.2826184630393982,0.26328903436660767,0.2674744427204132,0.3943765163421631,0.3332076370716095,0.4138990640640259,0.24883420765399933,0.3706858456134796,0.2607159912586212,0.2451402097940445,0.27392762899398804,0.28055036067962646,0.2916771173477173,0.43964728713035583,0.23774413764476776,0.5501264929771423,0.2547267973423004,1.4476168155670166,0.29518505930900574,1.5183368921279907,0.6128752827644348,1.5051389932632446,0.301556259393692,1.5451146364212036,0.31351861357688904
9,0.13752397894859314,0.3505091965198517,0.289532333612442,0.2592226266860962,0.36924290657043457,0.24219341576099396,0.31887346506118774,0.29999521374702454,0.3460809886455536,0.31980955600738525,0.23326581716537476,0.29408857226371765,0.35155025124549866,0.27361321449279785,0.4250980317592621,0.2503780126571655,0.32192307710647583,0.2523454427719116,0.1826724261045456,0.25288426876068115,0.2626487612724304,0.37783297896385193,0.4365279972553253,0.2602125108242035,0.4948798716068268,0.25867223739624023,1.4483107328414917,0.2710636556148529,1.436637043952942,0.28332170844078064,1.4330182075500488,0.3278009295463562,1.3906513452529907,0.3075852692127228
10,0.08034873753786087,0.8883419036865234,0.38549914956092834,0.2781924903392792,0.38063907623291016,0.23904842138290405,0.2741241753101349,0.3040696084499359,0.4397645890712738,0.2796832025051117,0.21169927716255188,0.26436030864715576,0.3154125213623047,0.27046117186546326,0.31520378589630127,0.2501770853996277,0.3461046516895294,0.24281272292137146,0.17163793742656708,0.3040626049041748,0.24941237270832062,0.27048933506011963,0.35981884598731995,0.2673797607421875,0.4576820135116577,0.255618691444397,1.3400224447250366,0.22200828790664673,1.3865816593170166,0.27473488450050354,1.3515996932983398,0.32600995898246765,1.3407233953475952,0.2919604182243347
11,0.09775415062904358,0.3389526307582855,0.24531306326389313,0.2693641185760498,0.3492077887058258,0.23400525748729706,0.25272271037101746,0.2920856773853302,0.2806386947631836,0.3028145730495453,0.19599471986293793,0.26488327980041504,0.28042352199554443,0.28636398911476135,0.38572633266448975,0.26164737343788147,0.31230437755584717,0.2431812435388565,0.18040324747562408,0.2850954234600067,0.21640068292617798,0.28088074922561646,0.36712831258773804,0.2672467827796936,0.46798720955848694,0.24311241507530212,1.2205859422683716,0.2816382944583893,1.3000973463058472,0.29273954033851624,1.2785303592681885,0.264872670173645,1.2716178894042969,0.2475701868534088
12,0.11473599821329117,0.4740447998046875,0.2436002641916275,0.2717558443546295,0.29327139258384705,0.2551577687263489,0.22125385701656342,0.30609598755836487,0.3353902995586395,0.2898470461368561,0.1640452742576599,0.268816202878952,0.23256434500217438,0.24621997773647308,0.3198341727256775,0.24232614040374756,0.28531283140182495,0.24421823024749756,0.17452290654182434,0.2778525650501251,0.21071137487888336,0.27016350626945496,0.3375909924507141,0.2922910749912262,0.3368445038795471,0.25112012028694153,1.1973366737365723,0.2558120787143707,1.226552963256836,0.28409454226493835,1.1966441869735718,0.3044033348560333,1.2056111097335815,0.23564653098583221
13,0.05916120484471321,0.8879237771034241,0.1849333792924881,0.27061501145362854,0.32759276032447815,0.2546934485435486,0.20546579360961914,0.2928730845451355,0.2309645563364029,0.2966875731945038,0.173757404088974,0.24748817086219788,0.2831076681613922,0.27653568983078003,0.3082115650177002,0.2345181405544281,0.25131022930145264,0.2800396978855133,0.11897780001163483,0.28510117530822754,0.1990327090024948,0.27047717571258545,0.302859902381897,0.2678013741970062,0.34401530027389526,0.25538498163223267,1.0691947937011719,0.26653334498405457,1.181200385093689,0.2630487382411957,1.1868563890457153,0.2734670639038086,1.1859805583953857,0.2886274755001068
14,0.06496648490428925,0.35396140813827515,0.18858391046524048,0.2807905077934265,0.24508190155029297,0.2925136983394623,0.18579381704330444,0.3032815754413605,0.2613373398780823,0.3107619285583496,0.2666902542114258,0.3305813670158386,0.24176008999347687,0.24918311834335327,0.2598324120044708,0.2590751647949219,0.26513996720314026,0.2574309706687927,0.1282976120710373,0.3049846589565277,0.19975711405277252,0.28837594389915466,0.33023443818092346,0.25200772285461426,0.25278884172439575,0.24636900424957275,1.0606420040130615,0.26911887526512146,1.101325273513794,0.26366090774536133,1.0967198610305786,0.30404818058013916,1.0851399898529053,0.28382399678230286
