,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
14,0.72780734,0.52348316,0.9021156,0.5681488,0.94428986,0.5816473,0.886125,0.5461204,0.68849766,0.4826146,0.6245856,0.47541037,0.6578771,0.50299007,0.6165996,0.49109536,1.0542283,0.40475827,1.0507126,0.42852694,1.0947288,0.39858195,1.1416364,0.4475633,1.074052,0.44542813,1.1259559,0.48912323,1.3046148,0.6200955,1.3023992,0.54047585
15,0.6998274,0.5140263,0.90929544,0.5345831,0.90403366,0.5358748,0.87415785,0.544445,0.6603571,0.5195435,0.5922909,0.5204123,0.6336476,0.47426093,0.60374784,0.4605019,0.999562,0.4031215,1.0100365,0.42746773,1.0711621,0.43702587,1.0795348,0.40535483,1.0549785,0.42349747,1.1073227,0.49046972,1.2834549,0.68760604,1.2588294,0.49454373
16,0.670988,0.47375786,0.87146795,0.5302079,0.89864236,0.58732885,0.8394817,0.5297276,0.62914115,0.50393534,0.5708392,0.46532056,0.61851346,0.4675306,0.5779019,0.48271108,0.96167994,0.40939152,0.98560905,0.42550698,1.0159882,0.40061638,1.068726,0.39754963,1.0206645,0.4503246,1.0779856,0.4941994,1.2389021,0.68934864,1.2171766,0.5273064
17,0.65975505,0.47792405,0.8390924,0.56558275,0.9001426,0.5250992,0.82188636,0.58300394,0.60479355,0.51144356,0.53595185,0.46941012,0.5941111,0.48527628,0.5610681,0.49391577,0.95028603,0.4092252,0.9505218,0.40452853,1.0178231,0.40844098,1.0191588,0.40077612,1.0108682,0.42714158,1.040051,0.5115132,1.2140658,0.63201755,1.2064954,0.4806038
18,0.6441464,0.51573575,0.8224142,0.54990596,0.84107655,0.543907,0.8026391,0.52603024,0.6050546,0.47846815,0.5375396,0.44887415,0.57944167,0.4828073,0.52231544,0.48654357,0.92349297,0.4180372,0.92639667,0.41317734,0.95868665,0.41980693,0.9907856,0.47276002,0.978389,0.40338513,1.0116332,0.49556026,1.2040893,0.61349124,1.1527508,0.4885274
19,0.63134855,0.48338276,0.7807055,0.5384638,0.816722,0.5571558,0.7734825,0.53545576,0.5803347,0.492453,0.5319117,0.45800537,0.54591054,0.5020329,0.5263466,0.47563842,0.89348924,0.39783767,0.8933899,0.41072202,0.9506839,0.41301006,0.95594156,0.3963933,0.94856596,0.4270129,0.99789745,0.47739086,1.1602725,0.5640792,1.1425902,0.5687426
20,0.5828313,0.53516406,0.754866,0.5624674,0.804231,0.54078496,0.7390344,0.51039314,0.55714846,0.49920875,0.5082778,0.455955,0.5284479,0.48341766,0.51243556,0.46136948,0.8572089,0.39705,0.8788678,0.4410889,0.9275177,0.41782972,0.9297503,0.39425138,0.9221066,0.44753075,0.9637011,0.57052684,1.1300064,0.699427,1.1217849,0.49571875
21,0.58972627,0.5034646,0.7426815,0.5082287,0.78953844,0.52374643,0.70182496,0.5157792,0.53472835,0.46973082,0.4874295,0.49122733,0.51449746,0.45557755,0.4777665,0.53502226,0.83944124,0.3979024,0.8514339,0.41074646,0.8951973,0.3840643,0.90001166,0.4022973,0.9113862,0.42380017,0.95391554,0.51270163,1.111346,0.6231795,1.0951539,0.50255626
22,0.5453287,0.5093482,0.7230679,0.5418457,0.76002836,0.5662535,0.7109592,0.51402533,0.5150505,0.4636501,0.48690987,0.46237716,0.5005162,0.51026744,0.47189564,0.48875684,0.82342815,0.40027323,0.8242923,0.43362805,0.8770575,0.39301,0.87564945,0.38549,0.88331825,0.4007038,0.93255657,0.64393085,1.0791805,0.6103655,1.0733658,0.5473479
23,0.56735003,0.49338612,0.7022892,0.5450709,0.74121064,0.5468549,0.6743003,0.49774286,0.5114257,0.47075552,0.46327242,0.4614806,0.4851717,0.4708197,0.45601943,0.45075798,0.8020992,0.41161105,0.8205223,0.40724236,0.8569751,0.3941035,0.84414166,0.41178748,0.87063307,0.40842536,0.9154399,0.5178893,1.0565277,0.6060074,1.0529045,0.5588502
24,0.5458599,0.47496566,0.670435,0.55515665,0.72101533,0.5300477,0.6722042,0.52307,0.4896095,0.45488068,0.46894294,0.47254235,0.4773137,0.5117253,0.44662777,0.4908067,0.7745145,0.41183034,0.7862364,0.39895183,0.82623166,0.42468625,0.8347996,0.4129639,0.8530707,0.4092388,0.8796892,0.56563306,1.0436682,0.59372145,1.0299816,0.49775168
25,0.52708775,0.5135611,0.6732033,0.545019,0.69206315,0.5481611,0.6468209,0.537866,0.48448396,0.4711664,0.444915,0.48485988,0.46716103,0.47910905,0.4349975,0.45794111,0.7567578,0.39201748,0.76501775,0.39640597,0.8048951,0.40797964,0.8143284,0.3835623,0.82865876,0.42671564,0.8629309,0.5026981,1.0304049,0.7620864,1.0041753,0.5521013
26,0.5095744,0.49280953,0.6490038,0.5423724,0.68005604,0.5566861,0.62526,0.53916985,0.46087393,0.4655237,0.426422,0.5383454,0.4424188,0.4641049,0.4073278,0.46325085,0.7272438,0.39702168,0.74688387,0.4476048,0.7809549,0.38039783,0.78276265,0.42738312,0.80321753,0.4323462,0.8544244,0.54465663,1.0084529,0.5784387,0.9820286,0.49448797
27,0.77103806,0.47184628,0.62280214,0.5197717,0.6837666,0.6324434,0.61306745,0.517911,0.45567802,0.46458858,0.4358942,0.46429422,0.42522368,0.48271692,0.40497604,0.46145704,0.70975363,0.3942607,0.74262285,0.40305966,0.75682336,0.39596087,0.772611,0.39925504,0.7869418,0.41539606,0.83251655,0.4904564,0.96691126,0.5827738,0.96211845,0.51312554
28,0.68099225,0.45076707,0.58770716,0.5219953,0.650567,0.57336617,0.57829565,0.53146285,0.4346182,0.46346453,0.41387272,0.48149002,0.41089565,0.5193638,0.4043698,0.47210783,0.7060527,0.3968667,0.71165526,0.40809923,0.748015,0.39251077,0.7382277,0.3982746,0.7788162,0.4512579,0.8093097,0.531778,0.94727826,0.6914782,1.3565646,0.56552786
29,0.63926095,0.46816054,0.5937642,0.5114865,0.6288862,0.63615483,0.5819802,0.5214463,0.42307347,0.47726962,0.69008654,0.45958182,0.40412012,0.48014665,0.37195057,0.47069496,0.6710013,0.40091598,0.69929487,0.41826802,0.71954906,0.39940363,0.7302338,0.39778006,0.7566964,0.42334118,0.79139477,0.5051969,0.94409204,0.6709098,1.2245429,0.4967481
30,0.5950694,0.46426016,0.90748197,0.5154051,0.90115064,0.4908808,0.95402294,0.5079502,0.75850314,0.4778525,0.6080661,0.42330295,0.8071815,0.42742613,0.78578186,0.43238553,1.1727214,0.39310125,1.1641939,0.39509815,1.3271717,0.37489277,1.2537603,0.3685215,1.1107258,0.4241457,1.198658,0.48286495,1.2738401,0.5709047,1.1768292,0.4907781
31,0.57500625,0.45147127,0.78896606,0.4819086,0.8216867,0.5002442,0.8634754,0.52395815,0.6388121,0.4512489,0.5485461,0.44253853,0.6634236,0.41854066,0.6444123,0.41258195,0.99870056,0.3624655,1.0047476,0.39296508,1.1527635,0.36886573,1.0487828,0.36783856,1.0116906,0.39477468,1.0688176,0.47331238,1.1447351,0.5599432,1.1182576,0.55506873
32,0.5327991,0.4955112,0.7451798,0.5078739,0.7543067,0.5057424,0.7823528,0.4912702,0.60232645,0.40957367,0.5232129,0.42496258,0.58621657,0.42123964,0.5818655,0.45318374,0.94490683,0.39345235,0.92569077,0.37763318,1.0574831,0.3635455,0.98926425,0.35733315,0.94152045,0.4187134,1.0091351,0.47816718,1.116828,0.5587168,1.0808954,0.4994421
33,0.5229981,0.48384777,0.7172423,0.5432495,0.71441597,0.49071285,0.72077584,0.49990213,0.5536923,0.43578523,0.48938757,0.4437763,0.56478,0.42364562,0.5504212,0.4343076,0.884065,0.39145133,0.8743176,0.40426126,0.995993,0.35835668,0.92077184,0.37165493,0.9065846,0.38414276,0.96521914,0.4400208,1.0659797,0.65367675,1.046003,0.48235136
34,0.5094925,0.4513904,0.66541296,0.48116034,0.66973925,0.49638817,0.67803234,0.5012508,0.5397156,0.43346825,0.4861609,0.43034652,0.52985835,0.41321748,0.5154297,0.44972447,0.82431144,0.36753604,0.8263561,0.40269265,0.92635053,0.3627492,0.87804824,0.3533341,0.8635589,0.39492998,0.91078734,0.44284797,1.0253397,0.63212943,1.0246601,0.51981443
35,0.478138,0.45625755,0.6137781,0.48238426,0.6495193,0.49404356,0.647093,0.5350737,0.5250998,0.45315102,0.43445334,0.43762547,0.50915575,0.43166915,0.48880273,0.43223938,0.78586,0.36494696,0.7949829,0.3619851,0.8795812,0.35889488,0.82024634,0.37965012,0.84787667,0.40719846,0.8840626,0.4613478,0.99335265,0.62463754,0.9886469,0.5044315
36,0.46461418,0.5231997,0.58823204,0.48808515,0.6078807,0.5076682,0.6245938,0.511993,0.49392095,0.42393756,0.42917147,0.4405437,0.46922317,0.4455246,0.47727683,0.3990651,0.7573769,0.38130987,0.7594948,0.36409473,0.84137785,0.35730836,0.7970853,0.36126605,0.8045457,0.40980592,0.85308903,0.45876148,0.9586381,0.5958802,0.9651117,0.532623
37,0.44768792,0.47963643,0.55923474,0.5694215,0.59008306,0.5117976,0.5973566,0.5071017,0.48028722,0.41748348,0.41278052,0.43145564,0.47668216,0.4442316,0.4352897,0.4587462,0.71916693,0.36712173,0.7295803,0.3790087,0.82661504,0.39142567,0.76549804,0.3749337,0.77355576,0.40337104,0.82354623,0.50604665,0.9372969,0.5834578,0.9349962,0.52833885
38,0.45503682,0.44645774,0.5448512,0.49513528,0.5883328,0.50899565,0.5863643,0.51112473,0.46198747,0.42927912,0.40113348,0.4504286,0.4411524,0.4277349,0.43130264,0.42197102,0.69856495,0.36387056,0.70125186,0.36507544,0.77395266,0.36118084,0.73690563,0.35535267,0.7621543,0.36914113,0.7932685,0.46009976,0.9168516,0.6124074,0.92384493,0.51426846
39,0.42064005,0.47608504,0.52230054,0.5065471,0.5502712,0.5222569,0.54479307,0.5336382,0.44743717,0.43416247,0.37886477,0.42498663,0.41836563,0.43341124,0.4245865,0.43639433,0.68187743,0.37028906,0.68012834,0.38920313,0.74027187,0.36204052,0.70328975,0.3601794,0.7349973,0.3789387,0.7801398,0.47703046,0.88470197,0.70031804,0.8929715,0.48191616
40,0.40982133,0.47933203,0.50753987,0.508567,0.5478925,0.49840286,0.5500926,0.5143307,0.4348045,0.45249325,0.3708284,0.48042735,0.40560302,0.43891114,0.39828938,0.437386,0.66090244,0.36540714,0.64721227,0.37715057,0.7381651,0.37375793,0.68410164,0.37536907,0.70603657,0.3768324,0.74915886,0.5190681,0.86010474,0.6760999,0.8612388,0.5266749
41,0.40076512,0.46249253,0.5155063,0.49919233,0.53016245,0.4884458,0.5104377,0.49506703,0.42417213,0.4641924,0.70009196,0.42576626,0.3907234,0.4433595,0.38653356,0.43616366,0.6192688,0.3643022,0.643818,0.39077637,0.6881828,0.3605869,0.65448934,0.35736498,0.69755346,0.39006937,0.7190772,0.46145988,0.84622526,0.5777677,0.843694,0.5412701
42,0.38899177,0.4730609,0.49068528,0.5156208,0.49814647,0.51722527,0.5076813,0.5301837,0.40154892,0.4229915,0.5897157,0.42449382,0.38061568,0.43468043,0.37613627,0.43287897,1.1198993,0.3475885,0.6341381,0.37895426,0.68136275,0.36144897,0.637883,0.37726304,0.6799768,0.37692982,0.70394856,0.48117858,0.82194567,0.70111644,0.8268277,0.5316926
43,0.38985845,0.4531119,0.47400603,0.5035591,0.487854,0.51900303,0.7307116,0.5086747,0.69610626,0.43394002,0.5335213,0.411284,0.36839473,0.40925166,0.35957304,0.4516857,0.9433019,0.36487898,0.6024819,0.3865688,0.6693714,0.376781,0.6219887,0.35721865,0.6507903,0.3828512,0.69077337,0.4974945,1.1613305,0.60301477,0.80146056,0.48464248
44,0.37588915,0.51338726,0.44435647,0.50729424,0.4884952,0.52957195,0.6436588,0.50198376,0.58272094,0.41105682,0.5005666,0.40338725,0.3497386,0.4149854,0.34174457,0.43348777,0.87174875,0.3446309,0.58119214,0.38047954,0.64232725,0.3726211,0.59540766,0.37196642,0.6390436,0.4056287,1.0820161,0.48403886,1.0609798,0.6234337,0.7805993,0.5598657
45,0.3599276,0.45958468,0.7359614,0.5082685,0.4760901,0.53294396,0.604185,0.47665283,0.54430157,0.45089817,0.4664658,0.40657017,0.34238335,0.42620766,0.32915446,0.43017766,0.79692394,0.35234225,0.5647753,0.39734054,0.62146646,0.3746289,1.1397836,0.34541336,0.6282365,0.38938218,0.9827353,0.45019644,0.9977491,0.59343493,0.7690464,0.52212244
46,0.3645315,0.44438672,0.6358981,0.47531047,0.45237175,0.50665474,0.5593539,0.4877897,0.49636883,0.41224217,0.43650186,0.40906808,0.3247349,0.42727235,0.31897458,0.43836945,0.7522663,0.3419114,1.0555836,0.37968245,0.60843647,0.37796053,0.9668384,0.34231693,0.60727614,0.37611544,0.90614825,0.45834738,0.9522708,0.6286779,0.73742616,0.50677806
47,0.33856705,0.46771383,0.59583586,0.52127254,0.44395515,0.5327193,0.53046685,0.48445088,0.4659426,0.41336963,0.4270788,0.44087574,0.31800082,0.43946576,0.6847438,0.40326104,0.7231495,0.34809387,0.8930949,0.3631278,1.1872519,0.3611053,0.87387323,0.35666695,0.5894151,0.3820593,0.8525175,0.43553862,0.9056244,0.60038954,0.73533964,0.55174804
48,0.34645966,0.47599497,0.56134975,0.46670917,0.44715688,0.5095527,0.5018461,0.5353758,0.44782725,0.42410585,0.41579518,0.43556288,0.32070386,0.43688282,0.5788837,0.40513876,0.69292617,0.3435013,0.81615293,0.36998832,1.0111121,0.3349226,0.799368,0.3306625,0.58170396,0.4018438,0.8099804,0.47610864,0.87091887,0.618025,0.7129384,0.57264364
49,0.3297376,0.47607264,0.5391459,0.46726108,0.43061686,0.5246645,0.47524792,0.4994962,0.4419926,0.40472353,0.3820537,0.4196806,0.30475318,0.45209792,0.50812656,0.40627223,0.65805465,0.36724263,0.77833766,0.37288755,0.92570746,0.33346942,0.7526786,0.33679682,1.058092,0.36505505,0.7764688,0.43609574,0.8561031,0.5803309,0.69410145,0.5278372
50,0.32583725,0.52481955,0.50476503,0.498498,0.42426518,0.53864485,0.47217256,0.47856873,0.4198704,0.41755193,0.37352395,0.43183848,0.2918352,0.43347058,0.4668406,0.40091598,0.62302184,0.35356402,0.7346122,0.3569626,0.8425148,0.3387768,0.7189719,0.33482787,0.91405964,0.37009135,0.7514545,0.45075405,0.82780033,0.59844434,1.156211,0.49134263
51,0.31465703,0.48963407,0.49586472,0.47319645,0.43015864,0.5276225,0.45171973,0.5286244,0.40220407,0.41335145,0.3706052,0.4252903,0.2750889,0.43902886,0.4428568,0.42549074,0.60951596,0.34876707,0.6852502,0.34652022,0.8081942,0.34590957,0.67876846,0.33000168,0.8312898,0.34682673,0.7133287,0.46065414,0.7941416,0.6767897,1.0206305,0.51202726
52,0.30907318,0.48813915,0.4520502,0.4641044,0.72519886,0.49330533,0.429698,0.488843,0.3941729,0.43077084,0.35455036,0.43294945,0.27318892,0.44564724,0.43868545,0.44425702,0.5848185,0.3576962,0.64969647,0.3586054,0.7570006,0.34531096,0.6451745,0.33794242,0.7832889,0.3637757,0.69547653,0.4647574,0.7740337,0.64423037,0.95920885,0.45212698
53,0.30758184,0.5056851,0.46260372,0.46394002,0.61471784,0.48619282,0.42632437,0.50865835,0.3724854,0.41446632,0.3468916,0.41147318,0.26916915,0.43766397,0.3818258,0.42469573,0.5723862,0.34596804,0.62084943,0.35770306,0.71560866,0.3364877,0.62130976,0.3377882,0.7440428,0.34896594,0.6644746,0.47039798,0.7626511,0.6185879,0.91629523,0.47476387
54,0.31120893,0.5013478,0.4301138,0.46341017,0.58541375,0.4773072,0.418765,0.50407517,0.35646442,0.41008303,0.3363275,0.42540243,0.6943602,0.40721416,0.3843755,0.4157854,0.53976524,0.3516961,0.59360033,0.37282497,0.6805835,0.33417815,0.6006889,0.35073602,0.708229,0.3745265,0.6508286,0.48326927,0.72259146,0.648256,0.8727872,0.46996483
55,0.28896725,0.49209464,0.4285651,0.4726418,0.5164427,0.48433173,0.41386694,0.52415043,0.34183535,0.4144697,0.66908604,0.3917176,0.58111894,0.40369952,0.35685316,0.4166077,0.53183544,0.36544022,0.578235,0.35845578,0.66011316,0.33303165,0.5778527,0.34685227,0.67397046,0.3597674,0.6207707,0.4699228,0.71127284,0.6403651,0.82580405,0.50424594
56,0.29149464,0.48262447,0.41827562,0.4795214,0.50724643,0.4709038,0.64139926,0.48270577,0.3392574,0.42695722,0.5635468,0.40576014,0.5085434,0.39473397,0.35236692,0.40849346,0.510163,0.36772475,0.5699531,0.3559568,0.63311464,0.33414873,0.56174004,0.36518717,0.6533626,0.36583835,0.6082343,0.50118315,0.6924414,0.676441,0.79616094,0.5524824
57,0.6895584,0.47365007,0.40438855,0.47411063,0.48994568,0.50802445,0.55743074,0.4831026,0.32541868,0.4247694,0.52562505,0.39799115,0.46553528,0.412311,0.33814192,0.41132262,1.0293847,0.33168203,0.5371934,0.36020842,0.6184422,0.33851922,0.5460876,0.33999604,0.63114864,0.35742727,0.58579314,0.4723817,0.6748673,0.57202256,0.77151096,0.47093484
58,0.5845629,0.43859184,0.40165982,0.47079816,0.46203354,0.47141945,0.49762443,0.48418567,0.3283592,0.41681135,0.49060512,0.3948919,0.42531508,0.41026542,0.3335292,0.4111566,0.8724991,0.3310821,0.52236134,0.3643638,0.5856902,0.34575242,0.52503955,0.35239294,0.611973,0.3596992,0.9666051,0.4465152,0.6591172,0.7277807,0.74914205,0.48418695
59,0.5302822,0.42584273,0.3824197,0.4711562,0.44676092,0.48945406,0.48323122,0.51718235,0.30770722,0.4193873,0.44815436,0.40071076,0.40708372,0.40790117,0.31329137,0.4271228,0.7806352,0.33285984,0.51296556,0.36218965,0.57701755,0.333285,0.507249,0.3441287,0.59521866,0.3788313,0.8445787,0.4608905,0.63015854,0.6056298,0.7190844,0.5183281
60,0.47771564,0.44865856,0.3790491,0.50186926,0.43609276,0.5076523,0.4505148,0.49029127,0.69495595,0.38939187,0.4304108,0.39109352,0.39193916,0.39844236,0.29843318,0.4225282,0.71316415,0.3426202,0.47927856,0.38354862,0.55646294,0.34047678,0.4968169,0.3390553,0.567099,0.37453347,0.7789364,0.43339863,0.6219214,0.65107906,0.7043609,0.5313573
61,0.45045498,0.43225986,0.37152526,0.51677907,0.4389854,0.50894064,0.4389134,0.4742449,0.5566687,0.3849725,0.413755,0.3962836,0.36483032,0.4188084,0.67265046,0.39150718,0.6723393,0.33924916,0.47643906,0.3587687,0.5425574,0.34446746,0.47736138,0.35175318,0.5508929,0.37360123,0.7159829,0.44381276,0.6073058,0.62171644,0.68471056,0.4733872
62,0.41226953,0.42233443,0.3491456,0.47615653,0.4227081,0.47931042,0.42195636,0.50646925,0.5182651,0.37959602,0.39718166,0.4276098,0.3496295,0.40781805,0.5552503,0.39758185,0.63335836,0.36097977,0.992295,0.34784594,0.51426405,0.3475236,1.1004483,0.32395247,0.9293727,0.3444158,0.68436193,0.41828796,0.6043925,0.65312976,0.6647659,0.52439266
63,0.41806257,0.4276441,0.36799714,0.49693957,0.4105966,0.4871691,0.41288447,0.49341545,0.47729918,0.38668984,0.3814276,0.39610353,0.33799767,0.43640342,0.49187744,0.40727827,0.6108109,0.32721642,0.82853764,0.3460299,0.5106974,0.34292042,0.8822202,0.34236217,0.81801116,0.35232705,0.65217316,0.444574,0.5737537,0.5984842,1.0547537,0.46897972
