,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
test_loss,0.35936624,0.35936624,0.46530506,0.46530506,0.47848094,0.47848094,0.4910865,0.4910865,0.30852792,0.30852792,0.32547405,0.32547405,0.3173459,0.3173459,0.3189419,0.3189419,0.18075709,0.18075709,0.19217594,0.19217594,0.18432176,0.18432176,0.16991493,0.16991493,0.22403304,0.22403304,0.47334972,0.47334972,0.53263414,0.53263414,0.42489734,0.42489734
0,3.2545092,0.86243194,6.568333,0.9877765,6.151635,1.1047026,4.6873555,0.947725,3.1724424,0.98521334,3.2566588,1.112902,2.8663087,1.1484135,3.296713,1.0311134,4.4561357,1.0721728,4.880176,1.0062252,4.6749907,1.1192595,5.7694297,1.8672292,5.6275525,1.1947118,5.3691673,1.3909029,6.6342254,0.97568893,6.050297,1.2652581
1,1.6254904,0.7723145,1.8056548,0.88626844,2.1641548,0.90271556,1.8985459,0.8382631,1.6240144,0.90820044,1.4780335,0.79559726,2.018824,0.8856653,1.5322298,0.77324754,3.1356337,0.7815288,2.8118587,0.8057713,3.1427658,0.74289066,3.310308,0.84138376,3.2923803,0.860972,3.435389,0.8566045,3.510122,0.8883947,3.6846952,0.77605385
2,1.4775711,0.73398274,1.6082733,0.79143643,1.8107946,0.86325896,1.7235516,0.76667887,1.4142712,0.74285954,1.2548432,0.83392113,1.5602646,0.80456495,1.3448726,0.70931065,2.502139,0.7391977,2.4444306,0.6948074,2.570922,0.63889617,2.752936,0.7164753,2.9278374,0.77178866,2.9436152,0.7487989,2.9182577,0.9834224,2.93841,0.7837158
3,1.2832837,0.7687514,1.4315628,0.69310427,1.61562,0.7591774,1.590447,0.82829624,1.2596362,0.65486085,1.148494,0.66304934,1.3518796,0.7841975,1.2105601,0.70601565,2.198495,0.5811181,2.0810974,0.7461074,2.1620562,0.71965194,2.3527596,0.6432986,2.326329,0.7759462,2.404651,0.6389919,2.4917648,0.78426886,2.399617,0.68421084
4,1.1043347,0.61667067,1.3572632,0.6821549,1.4252957,0.6914567,1.5081586,0.70674276,1.1173327,0.6732488,1.0435596,0.6283026,1.1794059,0.63216573,1.1383225,0.6415755,1.835855,0.63425136,1.8306106,0.6288368,1.9141008,0.5033259,2.0638945,0.51651835,2.0037205,0.6493659,1.9954427,0.6048539,2.1355174,0.8660701,2.1180878,0.8108989
5,1.0661252,0.6126473,1.2537978,0.62351364,1.3218836,0.70788884,1.3225883,0.6632342,1.0681622,0.6144768,0.9521435,0.70571923,1.1155975,0.62792385,1.0345994,0.64838237,1.6807017,0.5132442,1.6316323,0.5711215,1.7048092,0.50828755,1.8483914,0.5524005,1.7661535,0.5888125,1.7782489,0.6438948,1.9716808,0.6449623,1.8992045,0.65785027
6,0.96827877,0.6061274,1.2019291,0.6218443,1.308386,0.6296432,1.2359289,0.6367019,0.9619956,0.58411986,0.8663787,0.6061987,1.0184985,0.5907866,0.97779363,0.5903622,1.5514503,0.5216789,1.5228815,0.47083285,1.593162,0.46625054,1.664804,0.5102352,1.5611837,0.5220002,1.6923026,0.5580139,1.8041085,0.6337109,1.7569435,0.6281979
7,0.9180973,0.5886734,1.1559203,0.59749097,1.1828201,0.683046,1.2144315,0.6122879,0.9203425,0.57130075,0.84177834,0.5366086,0.9621028,0.53662795,0.8986289,0.59088105,1.3957641,0.48321378,1.4519506,0.4904914,1.4444939,0.44941762,1.5666662,0.44825944,1.4665115,0.58893293,1.5474405,0.6160493,1.7061745,0.6529908,1.6848767,0.5566819
8,0.9033789,0.5587034,1.1029383,0.58094174,1.1998277,0.58423156,1.1351426,0.65672874,0.8341176,0.5762823,0.80261207,0.6062709,0.8908038,0.5826283,0.8425994,0.5240573,1.3265692,0.46933186,1.3183573,0.4641812,1.4060407,0.46518314,1.4725807,0.4794269,1.3489895,0.53530115,1.4229066,0.6169247,1.6479151,0.7653451,1.6099532,0.54375803
9,0.8696004,0.5218819,1.045661,0.58020437,1.077054,0.61878175,1.0995035,0.5973198,0.8257603,0.5751145,0.7552742,0.50890136,0.8152245,0.5341151,0.8093744,0.50188375,1.2357209,0.4865262,1.3071305,0.46102569,1.3386884,0.43383074,1.4211974,0.43722078,1.305336,0.46249965,1.3326412,0.57683414,1.5357904,0.6863782,1.5282935,0.53912127
10,0.8136276,0.5219354,1.0227339,0.66536784,1.0744922,0.6131848,1.0529925,0.5994486,0.7962404,0.5288582,0.7131324,0.49552897,0.75483626,0.5172468,0.7366195,0.5501959,1.1777157,0.5170122,1.2120514,0.44332537,1.2694091,0.4397384,1.3388908,0.4621367,1.2587581,0.53510356,1.3112513,0.55140543,1.4730344,0.6321819,1.4559221,0.56189495
11,0.7904695,0.6130235,1.0140625,0.570087,1.024687,0.5952988,1.0161352,0.5605871,0.74102974,0.52624375,0.6804731,0.50726455,0.73224354,0.5050655,0.7217919,0.5146454,1.1585006,0.42984512,1.1415069,0.412368,1.2194295,0.40632775,1.2778838,0.4236572,1.1972392,0.49845275,1.2454646,0.52861863,1.411906,0.58778775,1.4132335,0.64732414
12,0.75248194,0.549964,0.9539075,0.59206307,1.0073448,0.58307344,0.98195267,0.56991094,0.73601156,0.5225167,0.6792952,0.48926482,0.72387135,0.50299925,0.67604375,0.4962474,1.0983944,0.42317483,1.1022745,0.42279124,1.1582448,0.44772506,1.2468832,0.42718706,1.1557889,0.4328297,1.2306424,0.5607543,1.3887548,0.5938124,1.3650132,0.5464739
13,0.76072603,0.5129063,0.96228415,0.5386019,0.99700075,0.5465864,0.9330338,0.5519355,0.7046197,0.5511781,0.62098116,0.5689236,0.676251,0.5471597,0.65491366,0.48561844,1.0700024,0.43446428,1.0734551,0.41787753,1.1589715,0.41373482,1.1468059,0.43168047,1.110468,0.46259338,1.1509916,0.56794703,1.3548813,0.6061966,1.352404,0.5375402
