,spatial None PL train,spatial None PL val,spatial X_s1 max d_c train,spatial X_s1 max d_c val,spatial X_s1 avg d_c train,spatial X_s1 avg d_c val
t_iter_avg,21.1,21.1,35.1,35.1,36.0,36.0
budget_usage,0.7979383506805444,0.7979383506805444,0.13080464371497197,0.13080464371497197,0.15432345876701362,0.15432345876701362
sensor_usage,1.0,1.0,0.07692307692307693,0.07692307692307693,0.09230769230769231,0.09230769230769231
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0
test_loss,0.24872161,0.24872161,1.5975592136383057,1.5975592136383057,1.1390362977981567,1.1390362977981567
RF_loss,0.5601975,0.5601975,0.5601974725723267,0.5601974725723267,0.5601974725723267,0.5601974725723267
cand_subsample_rate,,,1.0,1.0,1.0,1.0
points_percluster_rate,,,0.0,0.0,0.0,0.0
0,0.5201742649078369,0.30562835931777954,2.83473801612854,1.0278007984161377,2.6298704147338867,1.0881297588348389
1,0.32925933599472046,0.2729775607585907,1.9592013359069824,1.9975746870040894,1.7001116275787354,1.2758666276931763
2,0.3071928918361664,0.251171350479126,1.760789155960083,1.964810848236084,1.534947395324707,1.5072814226150513
3,0.2706184387207031,0.2779656946659088,1.6434117555618286,1.711879014968872,1.4884976148605347,1.3029636144638062
4,0.2618294060230255,0.2556800842285156,1.578911304473877,1.6436647176742554,1.430039405822754,1.3235912322998047
5,0.24393750727176666,0.24630846083164215,1.5128756761550903,1.4143322706222534,1.3145649433135986,1.4541923999786377
6,0.2359810620546341,0.2871686816215515,1.4455159902572632,1.3380991220474243,1.2858350276947021,1.4754137992858887
7,0.21375387907028198,0.2899332344532013,1.4021389484405518,1.699859857559204,1.228285312652588,1.5444366931915283
8,0.20573540031909943,0.28264090418815613,1.3619942665100098,1.7918952703475952,1.1798322200775146,1.374348521232605
9,0.2006099671125412,0.2587719261646271,1.271087646484375,1.8305275440216064,1.1168116331100464,1.2889962196350098
10,0.19003599882125854,0.292807936668396,1.2571165561676025,1.9370841979980469,1.0696806907653809,1.3276616334915161
11,0.1778370589017868,0.26261910796165466,1.2747873067855835,0.5259971022605896,1.0979241132736206,0.6830683350563049
12,0.1756315678358078,0.25864699482917786,1.1844373941421509,0.4666267931461334,1.0284671783447266,0.4917631447315216
13,0.1567600965499878,0.28919854760169983,1.1568399667739868,0.462104856967926,0.9810882806777954,0.5886130928993225
14,0.16417820751667023,0.2726041376590729,1.11862313747406,0.5617867708206177,0.93752521276474,0.6360700130462646
15,0.14102429151535034,0.28696882724761963,1.0886647701263428,0.6056427359580994,0.8963639140129089,0.6947761178016663
16,0.2532321810722351,0.41974011063575745,1.0441856384277344,0.5237307548522949,0.8862850069999695,0.6661005020141602
