,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
9,0.13172632,0.2954083,0.10445232,0.31410655,0.17674668,0.25323108,0.17963564,0.27416304,0.17252621,0.2825678,0.29590705,0.22736676,0.23688266,0.22790678,0.18403812,0.24271409,0.32757878,0.23182994,0.17379183,0.22912587,0.19286449,0.24926709,0.19758473,0.28703228,0.26214612,0.24539176,0.28872693,0.24847457,0.15474135,0.35288832,0.1757354,0.29453835
10,0.10639468,0.30476192,0.054102942,0.32902873,0.13915062,0.2640677,0.1538323,0.29462355,0.19067498,0.2556752,0.29516646,0.2376086,0.21483845,0.22307792,0.18673088,0.24704947,0.29660466,0.24941988,0.14762138,0.24440348,0.17351411,0.28097898,0.15897289,0.24660823,0.23114191,0.2302628,0.23257051,0.26062438,0.16543353,0.3816294,0.15055665,0.28212535
11,0.112553425,0.3060615,0.096496284,0.29570627,0.13117427,0.25211835,0.14350726,0.27553284,0.14559501,0.25063565,0.26412708,0.24337508,0.21619709,0.2209095,0.16458192,0.25017884,0.23387398,0.24134734,0.16426283,0.2551592,0.18160108,0.26323766,0.1481397,0.27473357,0.21257347,0.23303577,0.22990768,0.24366122,0.14787836,0.44805312,0.20314528,0.2962146
12,0.09091726,0.30105665,0.09005609,0.29471758,0.119194545,0.2534268,0.12763491,0.28845343,0.14732476,0.2537127,0.23275103,0.22387221,0.20743972,0.22298269,0.14993638,0.25819853,0.2315558,0.25320786,0.13015656,0.24654092,0.15242742,0.25712007,0.13313472,0.27408856,0.18774836,0.2841865,0.21755552,0.23459741,0.19762218,0.2554973,0.12936373,0.27013576
13,0.10277261,0.28953525,0.103588596,0.30985162,0.12367165,0.2493548,0.12436088,0.2830547,0.46634802,0.22427417,0.22285263,0.22711176,0.19390444,0.22597513,0.51162314,0.2332979,0.24609655,0.23508741,0.13567533,0.23031616,0.15093863,0.29588413,0.1255473,0.24966303,0.20661932,0.24820098,0.22198105,0.23050947,0.11494315,0.3448418,0.20483536,0.29690075
14,0.4069053,0.24680279,0.091292754,0.29784957,0.11120857,0.2596203,0.114495195,0.2857848,0.34011233,0.26680374,0.24312711,0.25659898,0.18180163,0.23724811,0.36487222,0.2317499,0.17471646,0.2188778,0.14700891,0.23115534,0.15133218,0.27104306,0.13183649,0.27344176,0.18269137,0.24539264,0.19443695,0.23034039,0.13793868,0.28004792,0.17101024,0.2831179
15,0.32917815,0.23887378,0.10067612,0.32264864,0.1297481,0.2591134,0.09444167,0.29101303,0.2808633,0.22772934,0.23423511,0.27721182,0.17857094,0.22929417,0.29324356,0.22944185,0.1796767,0.23426434,0.10741481,0.23148358,0.13257483,0.3189376,0.10904112,0.26094,0.17832682,0.23781139,0.40242732,0.2052655,0.55635226,0.24237823,0.11720555,0.29002598
16,0.28486037,0.246542,0.08720506,0.31108004,0.47669947,0.22905333,0.096950635,0.2969678,0.27185416,0.20733494,0.19923143,0.24701603,0.15246941,0.2495193,0.26139575,0.23637873,0.1882835,0.21976131,0.11524437,0.23822185,0.12225417,0.26633942,0.10101655,0.30006605,0.16623707,0.26903746,0.33854493,0.23657663,0.40048692,0.24653062,0.14413515,0.28267938
17,0.1998069,0.24374035,0.092294596,0.31402478,0.38492742,0.23493585,0.33373016,0.2823224,0.23962004,0.23170193,0.33283553,0.23371716,0.16781141,0.2319335,0.23415375,0.25038797,0.15373018,0.29793495,0.16210312,0.2348781,0.11982577,0.27225077,0.10109393,0.27679437,0.16779439,0.27889657,0.26140758,0.21311454,0.37122962,0.21765134,0.117300004,0.29105315
18,0.1993894,0.2458842,0.08399611,0.31117225,0.32840672,0.23365268,0.21092291,0.27693334,0.19923602,0.26747027,0.25708655,0.21148525,0.1700699,0.22970837,0.19369434,0.24380895,0.13999298,0.26279265,0.106975585,0.22749993,0.12060712,0.2660229,0.11424732,0.252207,0.12259814,0.24139802,0.24392217,0.21925192,0.3425415,0.32473665,0.13428627,0.2883104
19,0.13932437,0.25674355,0.07473853,0.3136573,0.2549413,0.2472607,0.19299398,0.28684998,0.16473052,0.28879893,0.21645568,0.21638831,0.28243744,0.205436,0.23234463,0.2288729,0.16918989,0.223657,0.14443693,0.23908223,0.11120447,0.2534839,0.081537634,0.2766075,0.14049895,0.28648657,0.18608491,0.23023865,0.27572304,0.29275718,0.13050236,0.28131762
20,0.19210972,0.24616489,0.08738694,0.3130948,0.22764727,0.24926494,0.14497925,0.30729568,0.2293579,0.24037616,0.19027008,0.21469997,0.19904944,0.26731604,0.15250307,0.25636297,0.16839927,0.27005938,0.094060846,0.23422374,0.457622,0.27666238,0.08165865,0.26443353,0.15416317,0.3178596,0.18150984,0.23481824,0.27166173,0.24111791,0.12889393,0.29942742
21,0.11857095,0.24714427,0.062634856,0.30211985,0.20788471,0.24023825,0.16305092,0.2696556,0.17597635,0.22342505,0.17070147,0.21609864,0.18890236,0.2112293,0.17760342,0.25026372,0.1244196,0.22408026,0.14051443,0.2536095,0.43712297,0.24285583,0.561273,0.2222425,0.41888562,0.23532413,0.1774956,0.22427088,0.21845104,0.25357968,0.08239536,0.28753528
22,0.12137478,0.31531763,0.06754734,0.30217478,0.18289861,0.2678134,0.14655116,0.26412123,0.15214653,0.22855812,0.14520498,0.20219882,0.1576006,0.21033646,0.16058707,0.2477066,0.13354711,0.24132392,0.090548694,0.24763034,0.30149066,0.23496126,0.40921652,0.2748322,0.29260537,0.24138297,0.1353789,0.21762745,0.21608527,0.2630829,0.09181785,0.3039814
23,0.12119644,0.27352884,0.2621658,0.29011208,0.1572439,0.24976683,0.12912582,0.2760946,0.1515672,0.29649168,0.14860469,0.20555183,0.12814185,0.23146112,0.12399713,0.26104018,0.13627015,0.22527193,0.09277927,0.23706336,0.30557945,0.22531779,0.37157583,0.20958315,0.25615418,0.2586183,0.1464455,0.22223346,0.24013394,0.22329283,0.6613414,0.2575781
24,0.117944375,0.3031034,0.21835381,0.27045736,0.19253924,0.24548069,0.13191023,0.27137494,0.13547696,0.22657304,0.11539769,0.21353492,0.12568417,0.27205437,0.19422024,0.24191849,0.13432191,0.21772613,0.08175138,0.23688328,0.22634608,0.23743822,0.3161864,0.22791861,0.21356127,0.2621851,0.16671151,0.23378344,0.150907,0.2304174,0.39718732,0.21571405
25,0.13150188,0.25120783,0.21114361,0.29650202,0.1880162,0.25959712,0.11242036,0.2969582,0.12062934,0.22237381,0.11811736,0.22317262,0.1293405,0.2196715,0.10547013,0.23887843,0.10040801,0.2541479,0.11467576,0.2310097,0.22424163,0.21827231,0.28227374,0.22665991,0.21005243,0.26592773,0.12281266,0.22698805,0.15866041,0.23393819,0.40175027,0.25382698
26,0.40577558,0.2625719,0.18971688,0.29360417,0.12372463,0.2775517,0.10388679,0.26405245,0.1405936,0.24384987,0.1166225,0.24877669,0.107879415,0.25862154,0.13025141,0.28066692,0.11659197,0.29693872,0.09782181,0.28555742,0.17719012,0.23936243,0.29011834,0.2173029,0.16108583,0.24921067,0.71713614,0.18100584,0.13110492,0.2392219,0.29329813,0.22349584
27,0.38251624,0.23008555,0.18204154,0.26682645,0.3579396,0.25519934,0.09970698,0.28208542,0.33350956,0.20987254,0.10936001,0.23264065,0.09474848,0.22749138,0.21884832,0.2519339,0.09241701,0.21969673,0.077227384,0.24566467,0.18477264,0.28055513,0.2509381,0.28256541,0.17046532,0.2624989,0.50567263,0.17720903,0.12787582,0.25968805,0.2922975,0.37422547
28,0.2547685,0.25969043,0.18227811,0.27670294,0.21794495,0.25029436,0.10699494,0.33474827,0.26172787,0.21030153,0.098346256,0.22148654,0.098345764,0.24892043,0.09293309,0.26254356,0.15691333,0.3049211,0.07654164,0.24302585,0.17204511,0.23388347,0.23895997,0.25965127,0.16426791,0.23448427,0.47121838,0.20048079,0.33779806,0.20139468,0.29913074,0.31932008
29,0.26310545,0.2537133,0.15943632,0.29854232,0.18863672,0.25174114,0.11165416,0.26591736,0.19150369,0.22530782,0.08442888,0.22743207,0.09232925,0.25723997,0.10361528,0.2539531,0.08525011,0.23247565,0.564934,0.20522654,0.15285803,0.23102948,0.18796764,0.21675107,0.14614823,0.25760594,0.38589016,0.21595089,0.31517944,0.20337433,0.25296918,0.42686054
30,0.24208763,0.23734446,0.15777585,0.26915053,0.16925995,0.24643135,0.10051258,0.2742465,0.21051766,0.22550331,0.08965015,0.21778908,0.5858782,0.2388114,0.41979837,0.21479617,0.44584063,0.22458562,0.3801093,0.19900933,0.13481297,0.31457034,0.18850558,0.2693875,0.13833204,0.25595725,0.3492261,0.21009357,0.24415371,0.31133687,0.28489292,0.24911976
31,0.22738759,0.2421345,0.14000973,0.28323683,0.14898622,0.25061768,0.10873004,0.28621113,0.16921769,0.21408099,0.118593656,0.2238625,0.5010144,0.20945571,0.28718913,0.21420078,0.33721644,0.20645674,0.30440602,0.24399504,0.1392228,0.2501146,0.22039595,0.24125437,0.121026106,0.26516372,0.25145343,0.20115806,0.20757987,0.18805699,0.25674093,0.29520595
32,0.18888228,0.24272625,0.13080871,0.27727824,0.13670914,0.24633883,0.099149235,0.26150542,0.16337277,0.24614,0.07897701,0.2224813,0.348893,0.24048552,0.22201113,0.27734688,0.36839974,0.23720375,0.24801868,0.25314692,0.12768972,0.23912953,0.16784985,0.26747152,0.12845552,0.2577528,0.24425572,0.21481335,0.21521991,0.3320809,0.19059877,0.23111102
33,0.14199254,0.23281497,0.12364367,0.28843316,0.111345835,0.24941489,0.08410163,0.33252314,0.11595011,0.24398851,0.49680164,0.20316173,0.26356924,0.22964193,0.22383931,0.24085748,0.22901662,0.20857172,0.21771531,0.20692618,0.1269966,0.2290139,0.16786227,0.22310133,0.13005963,0.25964668,0.27122283,0.22268234,0.21760435,0.22459206,0.1792095,0.2411473
34,0.16173664,0.29334608,0.15340814,0.2883514,0.1299969,0.24369107,0.0972606,0.32463482,0.138987,0.22902423,0.38558713,0.19635938,0.2618127,0.23638293,0.16907337,0.23623937,0.18406215,0.21040173,0.17762814,0.20349294,0.12985758,0.2323975,0.4736638,0.22797336,0.1147286,0.27033734,0.2051546,0.21362245,0.16517037,0.25844008,0.17644206,0.27448174
35,0.12805122,0.2494406,0.11044729,0.27253962,0.09210906,0.2598861,0.10910999,0.25720364,0.19256248,0.23638421,0.30806386,0.20030753,0.22350305,0.2144507,0.21247774,0.23110294,0.1951775,0.21542655,0.22535875,0.2470157,0.11351803,0.24068753,0.27354658,0.30313542,0.108749636,0.2728204,0.20657605,0.21350053,0.1812014,0.25433183,0.46934333,0.2498218
36,0.17436633,0.23905507,0.13050714,0.2762717,0.12715098,0.24569272,0.08259328,0.25973332,0.0965252,0.3056966,0.23038517,0.21166275,0.15439504,0.22763711,0.16085449,0.22705409,0.13901705,0.23123232,0.1902526,0.22797948,0.58173156,0.30249935,0.26606426,0.21606623,0.0895904,0.27170852,0.18060331,0.20508902,0.16394843,0.20854153,0.3125963,0.20901175
37,0.13548239,0.2553187,0.107923016,0.28371865,0.08294582,0.24094895,0.081829116,0.31388766,0.11278372,0.23026548,0.1958464,0.19688712,0.17314835,0.2168103,0.1212625,0.21930254,0.141118,0.23278458,0.14679262,0.23398197,0.45381773,0.20062001,0.22271599,0.20958206,0.112241216,0.24743587,0.22547466,0.20144592,0.15705615,0.33554697,0.23138015,0.20619468
38,0.4628413,0.22368568,0.1880772,0.3025696,0.08822458,0.2497505,0.08660422,0.26920435,0.19056757,0.24162179,0.17187361,0.20080951,0.12817478,0.23914972,0.12974611,0.30181193,0.12800875,0.22925521,0.17389837,0.20775642,0.4320799,0.18965575,0.19738762,0.2566238,0.10729794,0.26279473,0.34315744,0.21655157,0.18914957,0.261459,0.18002371,0.2142702
39,0.34595954,0.22886364,0.14722337,0.3157995,0.065499984,0.26452208,0.077598594,0.28201365,0.14966,0.23701377,0.13384736,0.20217563,0.11500224,0.22743832,0.111662775,0.22467889,0.106758915,0.23009962,0.14643735,0.20219795,0.34463373,0.17864293,0.18490009,0.19543837,0.593129,0.22487988,0.23594451,0.21492484,0.13515188,0.3038132,0.17225891,0.23607405
40,0.29129902,0.25868502,0.12667507,0.32897687,0.0646929,0.25127482,0.08284905,0.28764018,0.117301546,0.21550748,0.17556524,0.2092781,0.211582,0.23036505,0.117880926,0.26109147,0.11808029,0.23201908,0.14142227,0.23200452,0.27504313,0.249355,0.17903472,0.19932859,0.39661813,0.20980258,0.18268305,0.22553478,0.12264856,0.20752542,0.18093506,0.21982011
41,0.23196091,0.21829718,0.1184681,0.28006056,0.09715305,0.2552362,0.06922588,0.29086986,0.11309186,0.24368583,0.1559546,0.19700399,0.11528485,0.22642851,0.0994523,0.22915053,0.10163396,0.22181551,0.42631802,0.18733993,0.30344605,0.19291843,0.19458452,0.18803313,0.38109836,0.21598403,0.20007607,0.21019639,0.16666126,0.20776783,0.13849609,0.23670389
42,0.23638617,0.21091238,0.10149508,0.27579919,0.053699255,0.2666401,0.058294516,0.2695268,0.091382414,0.27206606,0.12256462,0.19908541,0.53090775,0.19822367,0.42215014,0.22598639,0.48225546,0.22478618,0.31074306,0.1890581,0.23829038,0.2341896,0.16024277,0.3039585,0.3418833,0.20444478,0.1279136,0.21197346,0.44050944,0.18720715,0.13124818,0.22198234
43,0.16037126,0.23720886,0.08587455,0.27883425,0.055749852,0.25409892,0.08310817,0.26195636,0.11887697,0.22096208,0.10280252,0.20121273,0.40992138,0.18595302,0.35776207,0.2025509,0.2992611,0.22334518,0.20509434,0.34368068,0.27354383,0.19563372,0.14512628,0.20657605,0.2724303,0.21925823,0.10521379,0.21359901,0.2909916,0.2131628,0.13683933,0.23442498
44,0.14307341,0.25669855,0.074279964,0.27724805,0.07245957,0.2504266,0.05494037,0.29507118,0.08517698,0.27334026,0.14255673,0.20887373,0.26593584,0.19905451,0.29391828,0.2118752,0.23579714,0.21194881,0.19124825,0.20190375,0.22699243,0.19379315,0.18116482,0.18697554,0.2578385,0.21309574,0.10666321,0.23548737,0.33827135,0.17361169,0.12523031,0.262066
45,0.14722568,0.2115375,0.07335427,0.29945466,0.07570909,0.25156397,0.095235646,0.25553083,0.07493358,0.25670344,0.4454397,0.17274767,0.30247006,0.18475299,0.24915355,0.19376932,0.21649311,0.23359838,0.1564924,0.21261886,0.19357195,0.19412202,0.16739276,0.17919803,0.21391922,0.21393865,0.08841613,0.23117459,0.29714733,0.18741985,0.11786619,0.2238106
46,0.11516309,0.26354194,0.063264035,0.29918993,0.06246066,0.26087612,0.05653199,0.2843081,0.06997447,0.2600393,0.2803865,0.1942357,0.21963233,0.17187549,0.16628258,0.21133818,0.2006122,0.241201,0.20685534,0.2791141,0.19085838,0.19517928,0.14521585,0.21466598,0.14516406,0.21884362,0.10774568,0.22595742,0.2572969,0.19070293,0.1106417,0.2640162
47,0.11698459,0.21676372,0.060806308,0.29120243,0.046591,0.2677183,0.24119586,0.25928003,0.071908526,0.22843386,0.2875308,0.17274813,0.23042804,0.17750555,0.21529022,0.20912975,0.15452802,0.23384035,0.17208397,0.24445277,0.17939651,0.2066352,0.13199762,0.22468409,0.15473577,0.23276429,0.09596774,0.21806371,0.2327776,0.19827703,0.13567169,0.24471982
48,0.115450196,4.9447517,0.0518658,0.31050488,0.34488532,0.2998548,0.17372599,0.26503375,0.06312892,0.2476945,0.24187446,0.17894521,0.16170263,0.18163338,0.120270185,0.21008815,0.1850553,0.22224246,0.11772507,0.2620549,0.1441217,0.21731545,0.1254615,0.18933342,0.13544285,0.21962512,0.08678567,0.23053785,0.20574498,0.2019683,0.56765646,0.23300895
49,1.7692724,0.22435069,0.047016874,0.28047213,0.19353646,0.25805023,0.12686838,0.2676276,0.07439702,0.21999563,0.25314415,0.19304025,0.23035876,0.17805177,0.11608785,0.23019196,0.15108746,0.23915681,0.13276988,0.28130084,0.19547522,0.1996117,0.13033424,0.22379754,0.13548394,0.233539,0.08316008,0.2200911,0.17026295,0.19666602,0.47494793,0.20596236
50,0.0943275,0.22989443,0.046500497,0.30480936,0.124970235,0.2645851,0.09873267,0.2632365,0.06019457,0.24170153,0.19270289,0.17552312,0.19450215,0.17578161,0.15083034,0.21043047,0.1598843,0.23213755,0.11741257,0.19413774,0.4760741,0.17979619,0.112915024,0.19236955,0.13989697,0.22140072,0.080404826,0.23912506,0.1679975,0.20392376,0.48189348,0.1909897
51,0.10151612,0.2236259,0.0524259,0.3027373,0.08836189,0.28376785,0.09838933,0.29326862,0.33066747,0.2082107,0.19781996,0.20647128,0.13874775,0.18253426,0.12290079,0.21430998,0.12161328,0.26102751,0.11110691,0.21118385,0.3610868,0.18310377,0.09400346,0.20712711,0.15319297,0.22269008,0.10504642,0.23073387,0.12724473,0.20729902,0.3954474,0.18807514
52,0.08808909,0.2537857,0.04711469,0.29209235,0.078950144,0.26924136,0.08523516,0.31722978,0.21492366,0.24635726,0.14461412,0.24674743,0.14815193,0.18148209,0.09145221,0.25561306,0.16149403,0.20696484,0.4417537,0.18624876,0.24765044,0.18331686,0.12176217,0.19033699,0.13352852,0.22653042,0.54972845,0.18433964,0.14489764,0.21786503,0.38681698,0.20475575
53,0.40554386,0.20766471,0.32442343,0.27191135,0.06900602,0.2715846,0.08913132,0.2847621,0.25361285,0.20446737,0.1273665,0.20236619,0.14560921,0.18553393,0.08729753,0.21146314,0.14390743,0.21942033,0.3026204,0.1942581,0.2515787,0.18480463,0.14088966,0.20347801,0.36741328,0.26306835,0.32125923,0.18290162,0.13472392,0.19807166,0.269549,0.22418723
54,0.27924037,0.22231282,0.24973164,0.2659097,0.08331209,0.27358627,0.0818997,0.27636743,0.18100971,0.20582892,0.13708639,0.23455931,0.12072325,0.17897968,0.08649859,0.22354165,0.1008976,0.20927703,0.23535405,0.17901751,0.19444188,0.22998485,0.10163613,0.22102235,0.31950656,0.26082897,0.35647905,0.18223035,0.13853727,0.22056007,0.26825702,0.1874314
55,0.2506264,0.21475819,0.21860988,0.28646415,0.068752035,0.2840541,0.07932823,0.29248568,0.11972209,0.22130485,0.12571596,0.1918592,0.16694424,0.1836949,0.08606725,0.20495218,0.132883,0.21377611,0.2422608,0.18509059,0.22879145,0.19016445,0.10238896,0.18515313,0.29779097,0.2588827,0.31982478,0.19237772,0.52716905,0.185706,0.22335076,0.20925604
56,0.19814935,0.22325389,0.18073773,0.26673517,0.06851517,0.2835774,0.061089497,0.2959799,0.15659234,0.22077504,0.2923916,0.1832804,0.10557733,0.18338834,0.4221515,0.18923238,0.10432903,0.21747425,0.18764803,0.1907534,0.15728182,0.1948074,0.44805765,0.16308561,0.25268403,0.25385627,0.25984824,0.2082082,0.27891937,0.17651631,0.17741294,0.2062952
57,0.18950254,0.21056445,0.1396553,0.27562666,0.061010983,0.2647963,0.0556139,0.27436545,0.09753746,0.23323038,0.1907933,0.16072845,0.42841002,0.16601387,0.29413244,0.20216942,0.12560815,0.21085645,0.16199835,0.18687244,0.15199864,0.21148255,0.40743163,0.18058836,0.21110071,0.25330326,0.18264323,0.21845861,0.3043923,0.2160511,0.17256616,0.19816385
58,0.16321926,0.22579534,0.12549476,0.28900355,0.066251196,0.2871434,0.41039214,0.25041333,0.10986078,0.20599811,0.23461297,0.15899092,0.2326433,0.166495,0.272927,0.18213777,0.10750179,0.23022664,0.16794068,0.21047008,0.16174206,0.1980896,0.33091357,0.16895795,0.12654121,0.259131,0.18534593,0.17740358,0.22653988,0.1900995,0.16059297,0.20842224
59,0.14334072,0.22344361,0.116590485,0.3099429,0.05125586,0.32145458,0.33590776,0.25967684,0.0869939,0.24103798,0.13786156,0.20984209,0.207223,0.15829985,0.19779702,0.20710717,0.10673568,0.20693833,0.1505025,0.1996834,0.12761201,0.18352869,0.2515886,0.19089718,0.18579692,0.25252533,0.16492525,0.17752029,0.3049718,0.18447527,0.14736256,0.19657351
60,0.15424113,0.21622467,0.123022765,0.2667199,0.37796932,0.2449658,0.29738396,0.25425822,0.09413789,0.23534904,0.13230583,0.15941797,0.17137258,0.16598362,0.17802401,0.18816634,0.10067686,0.19624826,0.13879432,0.1934397,0.14009732,0.1933008,0.21281464,0.17392518,0.13962758,0.24907444,0.1504733,0.19309847,0.22984682,0.18636507,0.17323822,0.2268515
61,0.11886171,0.22156541,0.092515685,0.28513545,0.2263458,0.24511632,0.22735007,0.25018126,0.090087265,0.26519156,0.19728065,0.15798292,0.15043107,0.16168576,0.25156918,0.22863296,0.09994325,0.22821364,0.14011689,0.19031553,0.42116198,0.18364964,0.22094661,0.17063302,0.10618467,0.253231,0.1452838,0.17917547,0.20398895,0.19269656,0.13219874,0.21018012
62,0.120733514,0.22246888,0.105677076,0.27712703,0.16749556,0.23409858,0.21369946,0.29056382,0.11781006,0.21877587,0.15174352,0.15989403,0.20267192,0.21092954,0.18645638,0.19022366,0.09559022,0.20349811,0.123029046,0.19251053,0.33604494,0.17824484,0.18070167,0.17974927,0.121852964,0.25028148,0.12467751,0.19827546,0.21210256,0.18682872,0.14160046,0.19616605
63,0.115884595,0.21299069,0.07852209,0.2851562,0.12303475,0.22857974,0.19903603,0.2552926,0.088679016,0.21484233,0.122302756,0.16142863,0.16500558,0.17251626,0.12787265,0.19147022,0.0860573,0.22645776,0.09426468,0.2236199,0.2894047,0.17018366,0.15715373,0.18412396,0.098006144,0.25356653,0.114179745,0.19017725,0.16526233,0.21207486,0.1029505,0.20442694
64,0.4557158,0.19337736,0.07886994,0.2697943,0.108649045,0.28375733,0.1890393,0.26844686,0.566385,0.19101366,0.12013732,0.17197987,0.1411903,0.1656922,0.16331527,0.19067529,0.09777356,0.21390231,0.1289622,0.19359142,0.20957974,0.16668102,0.1595018,0.17681678,0.08055157,0.24959707,0.11930128,0.19114962,0.19019526,0.21716373,0.12444682,0.21316677
