,spatial None PL train,spatial None PL val,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,349.0,349.0,1876.0,1876.0,1861.0,1861.0,3225.0,3225.0,3314.0,3314.0,3048.0,3048.0,2767.0,2767.0,2881.0,2881.0,3016.0,3016.0,3552.0,3552.0,3278.0,3278.0,3283.0,3283.0,3457.0,3457.0,3327.0,3327.0,3268.0,3268.0,2767.0,2767.0,3080.0,3080.0
budget_usage,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135,0.9995997598559135
sensor_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9538461538461539,0.9538461538461539,0.9692307692307692,0.9692307692307692,1.0,1.0
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768,0.5000698566436768
test_loss,0.21173645555973053,0.21173645555973053,0.1476314812898636,0.1476314812898636,0.14467313885688782,0.14467313885688782,0.14809055626392365,0.14809055626392365,0.15191765129566193,0.15191765129566193,0.11071939766407013,0.11071939766407013,0.10731475800275803,0.10731475800275803,0.10797705501317978,0.10797705501317978,0.0959501713514328,0.0959501713514328,0.041553180664777756,0.041553180664777756,0.04375152662396431,0.04375152662396431,0.039406679570674896,0.039406679570674896,0.04065228998661041,0.04065228998661041,0.03937609866261482,0.03937609866261482,0.0451839379966259,0.0451839379966259,0.03924278914928436,0.03924278914928436,0.03823564574122429,0.03823564574122429
0,0.3111432194709778,0.25427138805389404,-0.35243839025497437,-0.35243839025497437,-0.35539671778678894,-0.35539671778678894,-0.3519793152809143,-0.3519793152809143,-0.348152220249176,-0.348152220249176,-0.3893504738807678,-0.3893504738807678,-0.39275509119033813,-0.39275509119033813,-0.3920927941799164,-0.3920927941799164,-0.40411967039108276,-0.40411967039108276,-0.4585166871547699,-0.4585166871547699,-0.45631831884384155,-0.45631831884384155,-0.46066316962242126,-0.46066316962242126,-0.45941758155822754,-0.45941758155822754,-0.46069374680519104,-0.46069374680519104,-0.45488592982292175,-0.45488592982292175,-0.4608270525932312,-0.4608270525932312,-0.46183422207832336,-0.46183422207832336
1,0.2659420669078827,0.2368665486574173,-0.06410497426986694,-0.06410497426986694,-0.06706331670284271,-0.06706331670284271,-0.06364589929580688,-0.06364589929580688,-0.059818804264068604,-0.059818804264068604,-0.1010170578956604,-0.1010170578956604,-0.1044216975569725,-0.1044216975569725,-0.10375940054655075,-0.10375940054655075,-0.11578628420829773,-0.11578628420829773,-0.17018327116966248,-0.17018327116966248,-0.16798493266105652,-0.16798493266105652,-0.17232978343963623,-0.17232978343963623,-0.17108416557312012,-0.17108416557312012,-0.172360360622406,-0.172360360622406,-0.16655251383781433,-0.16655251383781433,-0.17249366641044617,-0.17249366641044617,-0.17350080609321594,-0.17350080609321594
2,0.23092885315418243,0.22426626086235046,1.2889058589935303,0.2535402476787567,1.2995450496673584,0.28676652908325195,1.4296144247055054,0.2850010097026825,1.330358862876892,0.27633440494537354,0.37722650170326233,0.2522865831851959,0.2947721779346466,0.24844013154506683,0.42863601446151733,0.26249268651008606,0.4088531732559204,0.26964935660362244,0.6861156225204468,0.2446637749671936,0.670992910861969,0.27278244495391846,0.6966337561607361,0.24735909700393677,0.6157803535461426,0.24306060373783112,1.4269802570343018,0.31464022397994995,1.4253132343292236,0.27875378727912903,1.4966702461242676,0.5389717221260071,1.3789341449737549,0.3327387273311615
