,spatial None PL train,spatial None PL val,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,411.0,411.0,3687.0,3687.0,3785.0,3785.0,4199.0,4199.0,4384.0,4384.0,6421.0,6421.0,6815.0,6815.0,6535.0,6535.0,6653.0,6653.0,8180.0,8180.0,8479.0,8479.0,8041.0,8041.0,8217.0,8217.0,6752.0,6752.0,8783.0,8783.0,9040.0,9040.0,9748.0,9748.0
budget_usage,0.7989845968505292,0.7989845968505292,0.7176662937785044,0.7176662937785044,0.2590999053437742,0.2590999053437742,0.18311677136218915,0.18311677136218915,0.18397728250580844,0.18397728250580844,0.7574219086137165,0.7574219086137165,0.7268737630152311,0.7268737630152311,0.6008088804750021,0.6008088804750021,0.667068238533689,0.667068238533689,0.4770673780225454,0.4770673780225454,0.4897168918337492,0.4897168918337492,0.3763015231047242,0.3763015231047242,0.38723001462868945,0.38723001462868945,0.4323207985543413,0.4323207985543413,0.27613802598743653,0.27613802598743653,0.23010067980380347,0.23010067980380347,0.2528181739953532,0.2528181739953532
sensor_usage,1.0,1.0,1.0,1.0,0.990990990990991,0.990990990990991,0.40540540540540543,0.40540540540540543,0.4009009009009009,0.4009009009009009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9819819819819819,0.9819819819819819,0.972972972972973,0.972972972972973,0.8468468468468469,0.8468468468468469,0.8738738738738738,0.8738738738738738,0.9774774774774775,0.9774774774774775,0.7387387387387387,0.7387387387387387,0.6576576576576577,0.6576576576576577,0.7342342342342343,0.7342342342342343
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359,0.4258977770805359
test_loss,0.27515020966529846,0.27515020966529846,0.21584452688694,0.21584452688694,0.3032177984714508,0.3032177984714508,0.316328227519989,0.316328227519989,0.34980517625808716,0.34980517625808716,0.09030239284038544,0.09030239284038544,0.11384046077728271,0.11384046077728271,0.14158636331558228,0.14158636331558228,0.13595351576805115,0.13595351576805115,0.06417252123355865,0.06417252123355865,0.07277895510196686,0.07277895510196686,0.0850987359881401,0.0850987359881401,0.09396481513977051,0.09396481513977051,0.23688748478889465,0.23688748478889465,0.32818135619163513,0.32818135619163513,0.2851281762123108,0.2851281762123108,0.36729952692985535,0.36729952692985535
0,0.33837494254112244,0.3026934862136841,-0.2100532501935959,-0.2100532501935959,-0.12267997860908508,-0.12267997860908508,-0.10956954956054688,-0.10956954956054688,-0.07609260082244873,-0.07609260082244873,-0.33559536933898926,-0.33559536933898926,-0.3120573163032532,-0.3120573163032532,-0.2843114137649536,-0.2843114137649536,-0.28994426131248474,-0.28994426131248474,-0.3617252707481384,-0.3617252707481384,-0.3531188368797302,-0.3531188368797302,-0.3407990336418152,-0.3407990336418152,-0.3319329619407654,-0.3319329619407654,-0.18901029229164124,-0.18901029229164124,-0.09771642088890076,-0.09771642088890076,-0.1407696008682251,-0.1407696008682251,-0.05859825015068054,-0.05859825015068054
1,0.23749977350234985,0.30378392338752747,-0.05930568277835846,-0.05930568277835846,0.028067588806152344,0.028067588806152344,0.04117801785469055,0.04117801785469055,0.0746549665927887,0.0746549665927887,-0.18484781682491302,-0.18484781682491302,-0.16130974888801575,-0.16130974888801575,-0.1335638463497162,-0.1335638463497162,-0.13919669389724731,-0.13919669389724731,-0.2109776884317398,-0.2109776884317398,-0.2023712545633316,-0.2023712545633316,-0.19005146622657776,-0.19005146622657776,-0.18118539452552795,-0.18118539452552795,-0.03826272487640381,-0.03826272487640381,0.05303114652633667,0.05303114652633667,0.009977966547012329,0.009977966547012329,0.09214931726455688,0.09214931726455688
2,0.29074203968048096,0.3126600384712219,0.47930896282196045,0.30712610483169556,0.1726009100675583,0.37424513697624207,0.5231584906578064,0.3315921723842621,0.5220794081687927,0.32253026962280273,0.6453979015350342,0.28712737560272217,0.6476666331291199,0.3207452893257141,0.6534154415130615,0.3723653554916382,0.6457061171531677,0.31264325976371765,1.4391942024230957,0.2920680046081543,1.2738256454467773,0.25155580043792725,1.1938409805297852,0.23746827244758606,1.5211000442504883,0.23309257626533508,2.736266613006592,0.23489665985107422,2.8205907344818115,0.7778885364532471,2.980802536010742,0.2638877034187317,2.9887824058532715,0.2314925640821457
3,0.22378461062908173,0.3133280277252197,0.5014686584472656,0.30306053161621094,0.14051640033721924,0.3925528824329376,0.3731156885623932,0.3158687353134155,0.38415586948394775,0.33001041412353516,0.4953199625015259,0.27595698833465576,0.49779754877090454,0.2593972384929657,0.6442733407020569,0.27631455659866333,0.5138484239578247,0.3150550127029419,1.1059136390686035,0.2204584777355194,0.9268385767936707,0.2334548681974411,1.0228946208953857,0.23003023862838745,1.2287851572036743,0.2770693302154541,2.040776014328003,0.18931370973587036,2.2806217670440674,0.21941199898719788,2.0722458362579346,0.26270946860313416,2.2010929584503174,0.3387666344642639
4,0.26250159740448,0.29139819741249084,0.3924819529056549,0.28405871987342834,0.1189771369099617,0.3826999068260193,0.3591209948062897,0.31338682770729065,0.3465448319911957,0.31852656602859497,0.4136468768119812,0.3233996331691742,0.39842867851257324,0.2837378680706024,0.4898727834224701,0.2823741137981415,0.4945243299007416,0.24874798953533173,0.969806432723999,0.22264757752418518,0.8097402453422546,0.23838242888450623,0.9451901316642761,0.23841845989227295,1.110029697418213,0.24065661430358887,1.8929197788238525,0.3812429904937744,1.9220027923583984,0.2666788697242737,1.9136161804199219,0.3611874282360077,1.9039974212646484,0.27197265625
5,0.22567206621170044,0.2951600253582001,0.38353201746940613,0.3224787712097168,0.1080840453505516,0.38534384965896606,0.3078519403934479,0.2990575134754181,0.32411888241767883,0.3148077726364136,0.47456270456314087,0.2521159052848816,0.3756061792373657,0.28734564781188965,0.44446897506713867,0.2722550928592682,0.38066428899765015,0.2656383514404297,0.8976612091064453,0.2191344052553177,0.7338341474533081,0.23394834995269775,0.7879211902618408,0.24206332862377167,1.020711064338684,0.21331557631492615,1.7326231002807617,0.20985889434814453,1.8232637643814087,0.28885090351104736,1.86722731590271,0.26645627617836,1.912650227546692,0.20914462208747864
6,0.20887210965156555,0.2875164747238159,0.32944658398628235,0.2952166199684143,0.10059583187103271,0.394816517829895,0.27888914942741394,0.4288577139377594,0.33134663105010986,0.3554964065551758,0.43462440371513367,0.2995585799217224,0.34127217531204224,0.25981804728507996,0.3658641576766968,0.273968905210495,0.3338215947151184,0.25998756289482117,0.7595253586769104,0.21856798231601715,0.6120118498802185,0.22469539940357208,0.7598155736923218,0.23183849453926086,0.9020214080810547,0.23604170978069305,1.7479058504104614,0.21853135526180267,1.7548738718032837,0.2228861153125763,1.6876671314239502,0.22607463598251343,1.704405426979065,0.2549140751361847
7,0.2194562703371048,0.29853683710098267,0.29423534870147705,0.3066697120666504,0.0947771891951561,0.3865101635456085,0.3171103894710541,0.3327617645263672,0.2762296199798584,0.30239126086235046,0.3960341215133667,0.28404319286346436,0.301037460565567,0.25839412212371826,0.3026033341884613,0.25745946168899536,0.3226424753665924,0.2509142756462097,0.70759516954422,0.2415533810853958,0.5600898861885071,0.23835769295692444,0.7100680470466614,0.23019273579120636,0.8245197534561157,0.22308588027954102,1.5338921546936035,0.23454411327838898,1.5603384971618652,0.2967492640018463,1.6346780061721802,0.23849865794181824,1.6457698345184326,0.28756555914878845
8,0.17251405119895935,0.28320857882499695,0.26347774267196655,0.28822335600852966,0.08577558398246765,0.3812853693962097,0.255312979221344,0.30367007851600647,0.2527862787246704,0.3215927481651306,0.36175376176834106,0.26805755496025085,0.2561627924442291,0.27137523889541626,0.3035507798194885,0.278463214635849,0.27477651834487915,0.24356161057949066,0.6609423160552979,0.21947921812534332,0.5683870315551758,0.22474877536296844,0.6006608009338379,0.2478252798318863,0.8108875751495361,0.22976826131343842,1.500179409980774,0.21846777200698853,1.4784902334213257,0.27397823333740234,1.6384063959121704,0.22356785833835602,1.4827475547790527,0.26921015977859497
9,0.21399863064289093,0.2647445499897003,0.2577182650566101,0.2940118908882141,0.08240464329719543,0.38279837369918823,0.20169083774089813,0.3177167475223541,0.20789961516857147,0.31792256236076355,0.33495861291885376,0.3151470124721527,0.25773343443870544,0.25969383120536804,0.24932296574115753,0.2718971073627472,0.22326713800430298,0.30873796343803406,0.68587726354599,0.22614523768424988,0.5113112926483154,0.2388935536146164,0.5378494262695312,0.23162589967250824,0.6395028829574585,0.26626741886138916,1.5468072891235352,0.22728195786476135,1.5010186433792114,0.21217821538448334,1.4360365867614746,0.24649135768413544,1.5316063165664673,0.2653881311416626
10,0.20410782098770142,0.2600557804107666,0.22356319427490234,0.30281466245651245,0.07484547048807144,0.3902493715286255,0.20252317190170288,0.30650824308395386,0.20955827832221985,0.3372332453727722,0.3002304434776306,0.27989137172698975,0.24157196283340454,0.25176331400871277,0.19737392663955688,0.2717587351799011,0.2018640637397766,0.273041695356369,0.5515236258506775,0.21768677234649658,0.4453091621398926,0.29285481572151184,0.5708203911781311,0.2354106903076172,0.6513819098472595,0.21515032649040222,1.3234944343566895,0.2391728162765503,1.3826804161071777,0.2446117103099823,1.409670352935791,0.28082752227783203,1.4355944395065308,0.24099351465702057
11,0.20364001393318176,0.2515636682510376,0.23225238919258118,0.28892388939857483,0.07058001309633255,0.38252687454223633,0.19758722186088562,0.35346266627311707,0.18485137820243835,0.37508049607276917,0.32105183601379395,0.26004448533058167,0.22942307591438293,0.2581613063812256,0.22226031124591827,0.27359387278556824,0.20424312353134155,0.34232404828071594,0.517433226108551,0.23626166582107544,0.465792179107666,0.264151006937027,0.44874346256256104,0.24842891097068787,0.6300393342971802,0.21541300415992737,1.2450743913650513,0.20769083499908447,1.270005702972412,0.2328518033027649,1.3421131372451782,0.2880452275276184,1.3479467630386353,0.3607241213321686
