,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,302.0,302.0,5109.0,5109.0,5280.0,5280.0,5665.0,5665.0,5452.0,5452.0,6438.0,6438.0,3103.0,3103.0,2922.0,2922.0,2965.0,2965.0,3628.0,3628.0,3777.0,3777.0,3615.0,3615.0,6068.0,6068.0,8498.0,8498.0,8442.0,8442.0,8012.0,8012.0,7922.0,7922.0
budget_usage,0.7986758428434533,0.7986758428434533,0.7699276940500044,0.7699276940500044,0.3014199843191916,0.3014199843191916,0.21073264221622093,0.21073264221622093,0.21108110462583848,0.21108110462583848,0.764265179893719,0.764265179893719,0.7106890844150188,0.7106890844150188,0.5476086767139995,0.5476086767139995,0.6416935273107414,0.6416935273107414,0.43531666521473994,0.43531666521473994,0.4437668786479658,0.4437668786479658,0.3466329819670703,0.3466329819670703,0.3718965066643436,0.3718965066643436,0.3857478874466417,0.3857478874466417,0.26047565118912797,0.26047565118912797,0.2249324854081366,0.2249324854081366,0.2595173795626797,0.2595173795626797
sensor_usage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.959349593495935,0.959349593495935,1.0,1.0,0.9959349593495935,0.9959349593495935,0.9959349593495935,0.9959349593495935,1.0,1.0,1.0,1.0,1.0,1.0,0.991869918699187,0.991869918699187,0.991869918699187,0.991869918699187,0.9959349593495935,0.9959349593495935
RF_loss,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054,0.2815391421318054
test_loss,0.20096759498119354,0.20096759498119354,0.20723305642604828,0.20723305642604828,0.2559897005558014,0.2559897005558014,0.3243275284767151,0.3243275284767151,0.31156861782073975,0.31156861782073975,0.13341611623764038,0.13341611623764038,0.14998748898506165,0.14998748898506165,0.18280991911888123,0.18280991911888123,0.15090987086296082,0.15090987086296082,0.09961511194705963,0.09961511194705963,0.10481920838356018,0.10481920838356018,0.12850528955459595,0.12850528955459595,0.10771237313747406,0.10771237313747406,0.15860559046268463,0.15860559046268463,0.23620185256004333,0.23620185256004333,0.37824708223342896,0.37824708223342896,0.27622032165527344,0.27622032165527344
0,0.3314427137374878,0.2753705084323883,-0.07430608570575714,-0.07430608570575714,-0.02554944157600403,-0.02554944157600403,0.04278838634490967,0.04278838634490967,0.030029475688934326,0.030029475688934326,-0.14812302589416504,-0.14812302589416504,-0.13155165314674377,-0.13155165314674377,-0.0987292230129242,-0.0987292230129242,-0.1306292712688446,-0.1306292712688446,-0.1819240301847458,-0.1819240301847458,-0.17671993374824524,-0.17671993374824524,-0.15303385257720947,-0.15303385257720947,-0.17382676899433136,-0.17382676899433136,-0.12293355166912079,-0.12293355166912079,-0.045337289571762085,-0.045337289571762085,0.09670794010162354,0.09670794010162354,-0.005318820476531982,-0.005318820476531982
1,0.2623509168624878,0.2520989775657654,0.006265461444854736,0.006265461444854736,0.05502210557460785,0.05502210557460785,0.12335993349552155,0.12335993349552155,0.1106010228395462,0.1106010228395462,-0.06755147874355316,-0.06755147874355316,-0.0509801059961319,-0.0509801059961319,-0.018157675862312317,-0.018157675862312317,-0.05005772411823273,-0.05005772411823273,-0.10135248303413391,-0.10135248303413391,-0.09614838659763336,-0.09614838659763336,-0.0724623054265976,-0.0724623054265976,-0.09325522184371948,-0.09325522184371948,-0.04236200451850891,-0.04236200451850891,0.03523425757884979,0.03523425757884979,0.1772794872522354,0.1772794872522354,0.0752527266740799,0.0752527266740799
2,0.23619815707206726,0.2790738344192505,0.38758933544158936,0.2852126359939575,0.3238087594509125,0.2883149981498718,0.30151766538619995,0.28966158628463745,0.3075123429298401,0.3029975891113281,0.39251554012298584,0.25670158863067627,0.3788036108016968,0.27545857429504395,0.40863895416259766,0.26371991634368896,0.48266419768333435,0.2687344253063202,0.6974045634269714,0.37801435589790344,0.6770536303520203,0.2575148344039917,0.7383232116699219,0.2718988060951233,0.7278159856796265,0.25305289030075073,1.6249144077301025,0.3183254897594452,1.863407850265503,0.28323981165885925,1.6994906663894653,0.36129313707351685,1.8629329204559326,0.2781148850917816
