,spatial None PL train,spatial None PL val,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
t_iter_avg,24,24,76.2,76.2,78.1,78.1,79.9,79.9,81.8,81.8,93,93,97.9,97.9,100.5,100.5,103,103,105.6,105.6,110,110,109.1,109.1,114,114,103.9,103.9,99.6,99.6,104,104,101,101
budget_usage,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218,0.999856958947218
sensor_usage,1,1,1,1,1,1,0.954954954954955,0.954954954954955,0.954954954954955,0.954954954954955,1,1,1,1,1,1,1,1,0.995495495495496,0.995495495495496,0.990990990990991,0.990990990990991,0.995495495495496,0.995495495495496,0.981981981981982,0.981981981981982,0.981981981981982,0.981981981981982,0.959459459459459,0.959459459459459,0.95045045045045,0.95045045045045,0.941441441441441,0.941441441441441
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.13948175,0.13948175,0.157955124974251,0.157955124974251,0.150475576519966,0.150475576519966,0.217193022370338,0.217193022370338,0.204382240772247,0.204382240772247,0.070712804794312,0.070712804794312,0.080258846282959,0.080258846282959,0.075481757521629,0.075481757521629,0.057836309075356,0.057836309075356,0.040118779987097,0.040118779987097,0.046388652175665,0.046388652175665,0.081996731460095,0.081996731460095,0.069023177027702,0.069023177027702,0.034878481179476,0.034878481179476,0.038964666426182,0.038964666426182,0.041938241571188,0.041938241571188,0.04078008979559,0.04078008979559
RF_loss,0.27784833,0.27784833,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346,0.277848333120346
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.204680040478706,0.190183997154236,0.205405950546265,0.185084655880928,0.161596730351448,0.181452140212059,0.273651748895645,0.18823567032814,0.276174426078796,0.188118606805801,0.266913294792175,0.189050763845444,0.250832557678223,0.193210795521736,0.296305388212204,0.184519603848457,0.280506610870361,0.167819276452065,0.273335486650467,0.175539150834084,0.301434546709061,0.179378569126129,0.286044597625732,0.182089477777481,0.274805814027786,0.17350672185421,0.914271354675293,0.187605917453766,0.922991752624512,0.249575585126877,0.922885179519653,0.341365188360214,0.982910752296448,0.416567474603653
1,0.164394184947014,0.182969376444817,0.145548149943352,0.171434283256531,0.126816257834435,0.175296410918236,0.162559181451798,0.185039803385735,0.18456993997097,0.185701057314873,0.184798702597618,0.178161412477493,0.200885787606239,0.183654472231865,0.234374329447746,0.19185896217823,0.210909217596054,0.167506366968155,0.191729739308357,0.186284705996513,0.194454684853554,0.172878280282021,0.206469178199768,0.177613198757172,0.215997025370598,0.182618707418442,0.733340263366699,0.195775717496872,0.73687094449997,0.251608163118362,0.781946837902069,0.293061584234238,0.78857809305191,0.369413375854492
