,spatial None PL data,spatial None PL sensors,spatial None PL streamtimes,spatial None PL accuracy,spatial X_st rnd d_c data,spatial X_st rnd d_c sensors,spatial X_st rnd d_c streamtimes,spatial X_st rnd d_c accuracy,spatial X_st min d_c data,spatial X_st min d_c sensors,spatial X_st min d_c streamtimes,spatial X_st min d_c accuracy,spatial X_st max d_c data,spatial X_st max d_c sensors,spatial X_st max d_c streamtimes,spatial X_st max d_c accuracy,spatial X_st avg d_c data,spatial X_st avg d_c sensors,spatial X_st avg d_c streamtimes,spatial X_st avg d_c accuracy,"spatial X_(t,s) rnd d_c data","spatial X_(t,s) rnd d_c sensors","spatial X_(t,s) rnd d_c streamtimes","spatial X_(t,s) rnd d_c accuracy","spatial X_(t,s) min d_c data","spatial X_(t,s) min d_c sensors","spatial X_(t,s) min d_c streamtimes","spatial X_(t,s) min d_c accuracy","spatial X_(t,s) max d_c data","spatial X_(t,s) max d_c sensors","spatial X_(t,s) max d_c streamtimes","spatial X_(t,s) max d_c accuracy","spatial X_(t,s) avg d_c data","spatial X_(t,s) avg d_c sensors","spatial X_(t,s) avg d_c streamtimes","spatial X_(t,s) avg d_c accuracy","spatial Y_hat_(t,s) rnd d_c data","spatial Y_hat_(t,s) rnd d_c sensors","spatial Y_hat_(t,s) rnd d_c streamtimes","spatial Y_hat_(t,s) rnd d_c accuracy","spatial Y_hat_(t,s) min d_c data","spatial Y_hat_(t,s) min d_c sensors","spatial Y_hat_(t,s) min d_c streamtimes","spatial Y_hat_(t,s) min d_c accuracy","spatial Y_hat_(t,s) max d_c data","spatial Y_hat_(t,s) max d_c sensors","spatial Y_hat_(t,s) max d_c streamtimes","spatial Y_hat_(t,s) max d_c accuracy","spatial Y_hat_(t,s) avg d_c data","spatial Y_hat_(t,s) avg d_c sensors","spatial Y_hat_(t,s) avg d_c streamtimes","spatial Y_hat_(t,s) avg d_c accuracy","spatial Y_(t,s) rnd d_c data","spatial Y_(t,s) rnd d_c sensors","spatial Y_(t,s) rnd d_c streamtimes","spatial Y_(t,s) rnd d_c accuracy","spatial Y_(t,s) min d_c data","spatial Y_(t,s) min d_c sensors","spatial Y_(t,s) min d_c streamtimes","spatial Y_(t,s) min d_c accuracy","spatial Y_(t,s) max d_c data","spatial Y_(t,s) max d_c sensors","spatial Y_(t,s) max d_c streamtimes","spatial Y_(t,s) max d_c accuracy","spatial Y_(t,s) avg d_c data","spatial Y_(t,s) avg d_c sensors","spatial Y_(t,s) avg d_c streamtimes","spatial Y_(t,s) avg d_c accuracy"
0,10,100,92,46,10,100,100,60,10,82,100,59,10,38,100,5,10,35,100,50,10,100,92,47,10,97,95,47,10,83,75,50,10,94,95,48,10,91,90,28,10,91,92,38,10,78,80,6,10,75,80,35,10,82,90,59,10,58,95,52,10,54,95,52,10,60,92,54
1,19,100,98,41,17,100,100,66,16,92,100,66,15,45,100,36,15,46,100,53,20,100,98,54,19,100,98,55,19,91,92,55,19,100,100,52,19,98,98,61,19,95,98,68,19,88,100,46,19,77,98,60,15,86,98,63,14,69,98,56,13,62,95,56,13,66,95,60
2,29,100,98,44,23,100,100,71,21,95,100,68,19,45,100,35,19,48,100,45,28,100,98,58,28,100,98,56,26,100,95,57,28,100,100,58,26,100,98,79,26,98,100,81,25,95,100,73,24,91,98,76,19,91,98,59,16,71,98,65,15,68,95,61,16,68,98,63
3,37,100,98,55,28,100,100,74,25,97,100,69,22,46,100,0,22,48,100,33,37,100,98,59,35,100,98,51,32,100,98,59,35,100,100,60,31,100,98,79,31,100,100,85,28,97,100,82,29,94,98,80,23,94,98,70,18,74,98,67,17,68,95,63,17,74,98,63
4,45,100,98,54,32,100,100,75,28,97,100,70,25,48,100,3,25,48,100,33,44,100,100,61,43,100,98,61,37,100,98,57,41,100,100,62,34,100,98,86,34,100,100,87,31,97,100,83,32,95,98,83,26,95,98,70,20,75,98,68,18,68,98,63,19,74,98,59
5,53,100,98,48,36,100,100,78,31,98,100,72,28,51,100,0,27,48,100,3,51,100,100,60,49,100,98,65,42,100,98,65,47,100,100,62,37,100,98,88,37,100,100,88,34,97,100,85,36,95,98,85,29,95,98,74,21,75,98,68,19,68,98,62,20,74,98,64
6,60,100,98,55,39,100,100,77,35,98,100,72,30,51,100,0,30,48,100,23,58,100,100,66,55,100,98,66,46,100,98,66,53,100,100,67,40,100,98,87,39,100,100,89,36,97,100,86,38,95,98,87,31,97,98,74,22,75,98,70,19,69,98,61,21,74,98,66
7,67,100,98,58,42,100,100,79,38,98,100,73,32,51,100,0,31,48,100,34,64,100,100,68,60,100,98,70,50,100,98,69,58,100,100,68,42,100,98,88,42,100,100,89,37,98,100,88,39,95,98,88,33,98,98,74,23,77,98,68,20,69,98,64,22,74,98,65
8,74,100,98,56,46,100,100,79,40,100,100,73,34,51,100,0,33,48,100,24,70,100,100,70,65,100,98,73,53,100,98,69,62,100,100,71,44,100,100,89,44,100,100,89,38,98,100,87,40,95,98,89,36,98,98,73,24,77,98,70,21,71,98,67,22,74,98,67
9,80,100,98,58,49,100,100,80,43,100,100,69,35,51,100,0,35,48,100,0,76,100,100,70,70,100,98,75,57,100,98,71,67,100,100,72,46,100,100,90,46,100,100,89,39,98,100,89,41,95,98,88,38,98,98,76,25,77,98,71,21,72,98,56,23,74,98,61
