,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
test_loss,0.5801476,0.5801476,0.6383818,0.6383818,0.64084476,0.64084476,0.673667,0.673667,0.69301283,0.69301283,0.57689214,0.57689214,0.78784406,0.78784406,0.61586183,0.61586183,0.2630332,0.2630332,0.2906577,0.2906577,0.26236486,0.26236486,0.25169474,0.25169474,0.5098506,0.5098506,0.5423036,0.5423036,0.79498863,0.79498863,0.67201716,0.67201716
0,3.9584494,1.4004878,6.5787935,1.3113666,10.974956,1.3321164,8.850704,1.2904744,3.367964,1.5352725,3.3669288,1.4696369,2.8969026,1.5016211,3.186755,1.6457754,5.8649197,1.6038597,5.9357953,1.7759366,6.6992965,2.3939207,5.7316875,1.5743389,7.560249,1.5452034,9.763845,2.2666705,10.292505,2.5362306,10.6425085,2.2619822
1,2.921408,1.2733699,5.365187,1.195966,8.38884,1.2967002,7.4188466,1.4029953,2.443162,1.5457786,2.6944878,1.3337365,2.061887,1.3358608,2.5644524,1.3387742,4.8461432,1.2074482,4.916589,1.4746177,5.6243916,1.2470399,5.0306582,1.4010051,5.701149,1.153848,8.156223,1.3368868,8.320928,1.2979527,8.716378,1.4170781
2,2.8501713,1.2191774,5.2566247,1.1420212,8.405467,1.1188323,6.978083,1.0871241,2.2200396,1.3797928,2.5911405,1.3800342,2.0244474,1.4314556,2.4056387,1.2934192,4.5139723,1.1397532,4.557395,1.0669305,5.336778,1.1155877,4.523174,1.3290724,5.1444073,0.9494261,7.1621194,1.0032912,7.0348616,1.7601876,7.829548,1.691001
3,2.6477387,1.224711,4.9023156,1.0796812,7.91042,1.1190506,6.511285,1.0395942,2.1021001,1.2248381,2.5272593,1.5363638,1.9227245,1.4053015,2.2250955,1.2148887,4.230758,1.0367299,4.269064,1.0457759,4.834183,0.9962766,4.1869893,1.0002874,4.1718535,1.0106249,6.154185,0.9357533,6.413242,1.3086945,7.0293136,1.0491168
4,2.545876,1.1655406,4.757379,1.0587451,7.46948,1.2554201,5.439958,0.9629717,2.1178274,1.3247,2.4072685,1.1767044,1.955598,1.2852641,2.219791,1.1990043,3.9746237,0.958463,3.9165695,1.0092243,4.2415643,0.90612817,3.8585222,1.0542144,3.556534,0.8329795,4.888097,0.95886135,6.1049685,1.1563747,6.518339,1.0444493
5,2.543945,1.1743912,4.5900517,1.059659,7.251632,1.0263957,4.9445496,0.86426276,2.0337164,1.3515656,2.2194638,1.0992273,2.0159757,1.2390598,2.1487308,1.2065012,3.562252,0.84253734,3.5496914,0.9099794,3.811117,0.88758594,3.572437,0.91907746,3.1693933,0.9058284,4.360274,0.8608003,5.8613443,1.0929439,6.1349573,0.99850625
6,2.3085592,1.0964386,4.249748,0.9519004,6.460724,1.0127575,4.6398273,0.8856872,1.9851723,1.1790919,2.0438476,1.0225583,1.789962,1.2353045,2.0029926,1.1317881,3.2691214,0.8181707,3.25349,0.852512,3.5339437,0.8300206,3.2954888,0.9202377,3.0267146,0.844314,4.1155047,0.932,5.676035,1.0399528,5.0069914,0.9532684
7,2.1310112,1.1068263,3.8457427,0.89064854,6.0051312,1.0027103,4.401814,0.8443778,1.8147014,1.0673302,1.8219815,1.2508546,1.6226146,1.1991483,1.8762058,1.0954753,2.9888866,0.9453134,3.0884457,0.7999808,3.369917,0.8137426,3.0115545,0.8375072,2.8872695,1.1038476,3.8193944,0.85529095,5.543819,1.0460894,4.338154,0.9858432
8,1.9982096,1.0510757,3.4981854,0.8665613,5.505149,0.91998386,4.2810574,0.8398026,1.655002,1.0982898,1.7170739,0.9944108,1.4901226,1.0603815,1.7324816,0.9654359,2.8585703,0.7742185,2.9201636,0.81120926,3.0958312,0.83978176,2.9603293,1.0019634,2.7532744,0.81258565,3.6323984,0.9018145,5.455487,0.97138834,4.0597124,0.9401401
9,1.8409632,0.99904877,3.237313,0.86410564,5.2389684,1.0170498,4.161028,0.81126106,1.6581172,1.0230155,1.6183556,1.0178679,1.3822565,1.094575,1.6400295,1.0248826,2.7262788,0.78607416,2.7565174,0.8955264,3.011908,0.7991445,2.916266,0.8057244,2.591294,0.83791155,3.5103037,0.7528996,5.413407,0.97133905,3.8221352,0.859123
10,1.7055289,0.9534763,3.173006,0.89975744,5.1306057,0.83941454,3.9248884,0.8337395,1.5056049,1.0147415,1.5518607,0.89813447,1.3227981,1.0239384,1.6116691,0.9674424,2.6526723,0.7696342,2.6845498,0.8471535,2.8363228,0.86566955,2.8333194,0.79548573,2.4942594,0.9076536,3.3976333,0.98825693,5.365841,1.0067426,3.7664912,0.88267523
11,1.6633639,0.9760065,3.0971508,0.8139277,4.8250146,0.90327716,3.820175,1.0598809,1.3126444,0.9720569,1.440265,0.90867907,1.3000422,1.0537413,1.4878583,1.0731816,2.5582993,0.8451604,2.5456653,0.7756421,2.7632997,0.87505955,2.6553743,0.8347914,2.4422517,0.86645746,3.1671286,0.86881244,5.3282757,0.9533053,3.5454535,0.8205203
12,1.5445203,0.96444756,2.8818474,0.81686383,4.4867654,0.8919637,3.7844718,1.1924847,1.3077021,1.5693649,1.4054399,0.98117393,1.2273369,1.0466326,1.476738,1.0275294,2.4394643,0.82999027,2.5269768,0.77813405,2.6905742,0.75798565,2.5990102,0.88527834,2.3180637,0.838694,3.1204412,0.82305044,5.2942643,0.91663677,3.423529,0.85552794
13,1.4367235,0.9585682,2.6863735,0.83848554,4.4972506,0.82171774,3.5725338,0.8069032,1.2420588,0.95478165,1.3520367,0.9441531,1.1883386,1.1067894,1.8031512,1.0447056,2.3388479,0.818706,2.422309,0.89192855,2.4718456,0.80877626,2.5527961,0.816515,2.2590888,0.76361245,2.9679193,0.7556341,5.208331,0.9782406,3.350425,0.81356907
14,1.4329762,0.9920379,2.6969893,0.8152442,4.170431,0.93024623,3.4824677,0.87051517,1.1651685,1.0429693,1.3082578,1.0254453,1.148026,0.9867997,1.3285954,1.0016109,2.2916358,0.78773576,2.2903762,0.7897054,2.4032462,0.8210324,2.4028385,0.8348676,2.1803863,0.90934956,2.8972726,0.80118686,5.2093687,0.92102987,3.2771437,0.9584805
