,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,330.0,330.0,2391.0,2391.0,2311.0,2311.0,2523.0,2523.0,2314.0,2314.0,3461.0,3461.0,3480.0,3480.0,3545.0,3545.0,3395.0,3395.0,3891.0,3891.0,4130.0,4130.0,4090.0,4090.0,4036.0,4036.0,4247.0,4247.0,4162.0,4162.0,4477.0,4477.0,4196.0,4196.0
budget_usage,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349,0.9993805492463349
sensor_usage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606,1.4117881059646606
test_loss,0.7124406099319458,0.7124406099319458,0.439797580242157,0.439797580242157,0.5508750677108765,0.5508750677108765,0.49727725982666016,0.49727725982666016,0.46308112144470215,0.46308112144470215,0.4327388107776642,0.4327388107776642,0.3822842538356781,0.3822842538356781,0.3968430161476135,0.3968430161476135,0.4413376450538635,0.4413376450538635,0.08120103925466537,0.08120103925466537,0.08799021691083908,0.08799021691083908,0.07872489839792252,0.07872489839792252,0.08075746148824692,0.08075746148824692,0.0860605388879776,0.0860605388879776,0.08208853006362915,0.08208853006362915,0.09392527490854263,0.09392527490854263,0.08240988850593567,0.08240988850593567
0,4.904778957366943,1.4831708669662476,-0.9719905257225037,-0.9719905257225037,-0.8609130382537842,-0.8609130382537842,-0.9145108461380005,-0.9145108461380005,-0.9487069845199585,-0.9487069845199585,-0.9790493249893188,-0.9790493249893188,-1.0295038223266602,-1.0295038223266602,-1.0149450302124023,-1.0149450302124023,-0.9704504609107971,-0.9704504609107971,-1.3305870294570923,-1.3305870294570923,-1.3237979412078857,-1.3237979412078857,-1.3330632448196411,-1.3330632448196411,-1.3310306072235107,-1.3310306072235107,-1.3257275819778442,-1.3257275819778442,-1.3296995162963867,-1.3296995162963867,-1.317862868309021,-1.317862868309021,-1.3293782472610474,-1.3293782472610474
1,1.5214886665344238,1.375698208808899,-0.2726430296897888,-0.2726430296897888,-0.16156554222106934,-0.16156554222106934,-0.21516335010528564,-0.21516335010528564,-0.24935948848724365,-0.24935948848724365,-0.2797017991542816,-0.2797017991542816,-0.3301563560962677,-0.3301563560962677,-0.3155975937843323,-0.3155975937843323,-0.2711029648780823,-0.2711029648780823,-0.6312395930290222,-0.6312395930290222,-0.6244503855705261,-0.6244503855705261,-0.6337156891822815,-0.6337156891822815,-0.6316831707954407,-0.6316831707954407,-0.6263800859451294,-0.6263800859451294,-0.6303520798683167,-0.6303520798683167,-0.6185153126716614,-0.6185153126716614,-0.6300307512283325,-0.6300307512283325
2,1.099365234375,1.2140934467315674,33.46381759643555,1.4575344324111938,22.3111629486084,1.9103060960769653,28.33051872253418,1.0871275663375854,31.547367095947266,1.8621394634246826,14.685357093811035,1.9524070024490356,13.63211441040039,1.5560483932495117,18.370023727416992,3.074442148208618,20.936199188232422,3.574641227722168,20.6990966796875,1.27345871925354,14.880339622497559,1.7922707796096802,25.50571632385254,2.2548625469207764,21.97739028930664,2.092097520828247,16.66025161743164,2.4354472160339355,15.112570762634277,1.642887830734253,18.846982955932617,1.354413390159607,11.934734344482422,1.2412073612213135
