,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,902.0,902.0,19179.0,19179.0,17734.0,17734.0,15724.0,15724.0,16310.0,16310.0,20991.0,20991.0,21767.0,21767.0,21408.0,21408.0,22179.0,22179.0,25911.0,25911.0,26684.0,26684.0,34901.0,34901.0,34167.0,34167.0,24850.0,24850.0,24820.0,24820.0,23006.0,23006.0,23509.0,23509.0
budget_usage,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986,0.9998524747362986
sensor_usage,1.0,1.0,1.0,1.0,1.0,1.0,0.9279279279279279,0.9279279279279279,0.9324324324324325,0.9324324324324325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954954954954955,0.9954954954954955,1.0,1.0,1.0,1.0,0.9954954954954955,0.9954954954954955,0.9774774774774775,0.9774774774774775,0.9414414414414415,0.9414414414414415,0.9774774774774775,0.9774774774774775
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796,0.43262502551078796
test_loss,0.1956624984741211,0.1956624984741211,0.2249959111213684,0.2249959111213684,0.1976381242275238,0.1976381242275238,0.3480697274208069,0.3480697274208069,0.351946622133255,0.351946622133255,0.10362124443054199,0.10362124443054199,0.09320305287837982,0.09320305287837982,0.08635811507701874,0.08635811507701874,0.08123710751533508,0.08123710751533508,0.03828749433159828,0.03828749433159828,0.04097578674554825,0.04097578674554825,0.034972917288541794,0.034972917288541794,0.03502116724848747,0.03502116724848747,0.04379658401012421,0.04379658401012421,0.058276254683732986,0.058276254683732986,0.06058509275317192,0.06058509275317192,0.052049312740564346,0.052049312740564346
0,0.37574389576911926,0.3018403947353363,-0.20762911438941956,-0.20762911438941956,-0.23498690128326416,-0.23498690128326416,-0.08455529808998108,-0.08455529808998108,-0.08067840337753296,-0.08067840337753296,-0.32900378108024597,-0.32900378108024597,-0.33942198753356934,-0.33942198753356934,-0.3462669253349304,-0.3462669253349304,-0.3513879179954529,-0.3513879179954529,-0.39433753490448,-0.39433753490448,-0.3916492462158203,-0.3916492462158203,-0.39765211939811707,-0.39765211939811707,-0.3976038694381714,-0.3976038694381714,-0.38882845640182495,-0.38882845640182495,-0.3743487596511841,-0.3743487596511841,-0.37203994393348694,-0.37203994393348694,-0.3805757164955139,-0.3805757164955139
1,0.2912754714488983,0.27173739671707153,0.029333412647247314,0.029333412647247314,0.00197562575340271,0.00197562575340271,0.1524072289466858,0.1524072289466858,0.1562841236591339,0.1562841236591339,-0.0920412540435791,-0.0920412540435791,-0.10245944559574127,-0.10245944559574127,-0.10930438339710236,-0.10930438339710236,-0.11442539095878601,-0.11442539095878601,-0.1573750078678131,-0.1573750078678131,-0.15468671917915344,-0.15468671917915344,-0.160689577460289,-0.160689577460289,-0.16064132750034332,-0.16064132750034332,-0.1518659144639969,-0.1518659144639969,-0.1373862475156784,-0.1373862475156784,-0.13507740199565887,-0.13507740199565887,-0.14361318945884705,-0.14361318945884705
2,0.27517518401145935,0.2644711434841156,0.5832183361053467,0.34821903705596924,0.621919572353363,0.3441496193408966,0.5385164618492126,0.3789321482181549,0.43815767765045166,0.38005945086479187,0.5064091086387634,0.30568018555641174,0.47875750064849854,0.31040358543395996,0.5562945008277893,0.3077782094478607,0.3923199474811554,0.3021887242794037,0.6265960335731506,0.32152530550956726,0.7239859700202942,0.32776257395744324,0.7647016048431396,0.3167579174041748,0.6818134188652039,0.31051644682884216,1.9901139736175537,0.49000266194343567,1.9518758058547974,0.4428862929344177,1.8540351390838623,0.5031777024269104,2.0671374797821045,0.6131377816200256
