,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
test_loss,0.21101099,0.21101099,0.20267837,0.20267837,0.35988075,0.35988075,0.38520986,0.38520986,0.10163331,0.10163331,0.0923047,0.0923047,0.086624295,0.086624295,0.08115139,0.08115139,0.039285675,0.039285675,0.043348897,0.043348897,0.035847627,0.035847627,0.036672898,0.036672898,0.08072275,0.08072275,0.12543134,0.12543134,0.10176723,0.10176723,0.08647297,0.08647297
0,0.46959132,0.31004146,0.38669264,0.31107944,0.34283063,0.34994376,0.3496811,0.3679308,0.6562456,0.30062678,0.62145525,0.2975841,0.6094202,0.2940287,0.6397896,0.29800367,0.6527635,0.36368755,0.7407998,0.32695258,0.71876425,0.29078177,0.60477716,0.31172225,0.6939547,0.30736968,0.6522042,0.4082972,0.688712,0.3232646,0.56928074,0.3377049
1,0.28343832,0.28514084,0.28908283,0.2818435,0.22364493,0.34126353,0.23300044,0.34535226,0.42889008,0.27814597,0.44753116,0.27008808,0.45423055,0.2726651,0.45105442,0.27137634,0.50136536,0.27927658,0.48357594,0.3480041,0.50238097,0.29093584,0.5065259,0.29483604,0.50729626,0.27542043,0.5013196,0.31668454,0.523892,0.29265836,0.49796164,0.3018173
2,0.2676398,0.27289894,0.26351187,0.271988,0.21113683,0.33052456,0.22021087,0.33237576,0.39368042,0.2590516,0.4128746,0.25542772,0.4246306,0.2613432,0.42393768,0.26020133,0.46850744,0.24431613,0.45477262,0.25551343,0.46401608,0.26036087,0.48028865,0.2775374,0.4746441,0.27471107,0.47288862,0.29597774,0.4761798,0.27705166,0.46634027,0.31446686
3,0.25668746,0.26933044,0.25573954,0.26647305,0.20443204,0.3245676,0.20864175,0.32950938,0.36976108,0.24284658,0.38295195,0.2593822,0.40025085,0.26208988,0.39642134,0.24561125,0.44072706,0.2820393,0.4222507,0.23708785,0.43620694,0.25075823,0.4490189,0.25576562,0.44587025,0.25750393,0.4448784,0.29019758,0.44211036,0.26046264,0.4464227,0.30529815
4,0.2475221,0.27152953,0.24575214,0.2570071,0.19640768,0.3250415,0.19682854,0.32186407,0.35252735,0.23751383,0.36148623,0.2366495,0.3748105,0.24086004,0.37706402,0.25400123,0.41846552,0.23863569,0.39614317,0.25221586,0.40913582,0.24350688,0.41815555,0.24806078,0.42793894,0.24867378,0.4154963,0.27672634,0.4222756,0.27180433,0.41920647,0.26821664
5,0.23889253,0.24964522,0.23379073,0.24887082,0.18925169,0.312413,0.18684334,0.32458055,0.349639,0.23543318,0.34328255,0.22575533,0.35614625,0.23634163,0.35655397,0.23451371,0.3872407,0.23840144,0.37499273,0.23251386,0.390489,0.22380696,0.40926763,0.23932245,0.40711266,0.2518638,0.3939096,0.26047,0.3966267,0.26276138,0.40130267,0.25516468
6,0.22643793,0.24660842,0.22347932,0.24880184,0.1793381,0.29993123,0.17927964,0.33261055,0.31931826,0.23966333,0.33053687,0.22973947,0.34422258,0.23862045,0.33571434,0.23014596,0.3747607,0.21764567,0.35518992,0.22312367,0.37284106,0.22299112,0.383855,0.22707081,0.3904118,0.23734014,0.37676233,0.25826374,0.39290196,0.2730943,0.38461643,0.2534315
7,0.21742976,0.24589944,0.21864714,0.24760671,0.17253566,0.305502,0.17120254,0.3074856,0.30866596,0.23431844,0.31074038,0.22270128,0.32252637,0.22245659,0.32437015,0.22678064,0.35907918,0.2155889,0.34538898,0.21365875,0.36184856,0.21776432,0.37219104,0.23008306,0.37417924,0.2691242,0.35970232,0.24438497,0.36883363,0.2537753,0.36883911,0.2511168
8,0.20641227,0.24281873,0.2080713,0.2399587,0.16588917,0.30327386,0.16443151,0.31358933,0.3012968,0.22776484,0.3044161,0.21629713,0.31186527,0.22468,0.31047192,0.22234362,0.34336233,0.2991482,0.32537848,0.2238213,0.3425042,0.21544772,0.35519585,0.2307412,0.35797134,0.24477518,0.3499065,0.23693395,0.35101724,0.24777539,0.35410893,0.2620798
9,0.20336102,0.2376853,0.20116872,0.25305194,0.16049717,0.3154381,0.15772708,0.30922243,0.28558996,0.22378911,0.29406378,0.21730429,0.3050761,0.21579088,0.293312,0.22520421,0.33478773,0.2297241,0.31982216,0.22387758,0.33338803,0.21879128,0.34624153,0.22832996,0.34488598,0.23401846,0.34023428,0.24244988,0.34487966,0.25128266,0.3438833,0.26697323
10,0.18812701,0.23702066,0.19411337,0.24704249,0.15156634,0.31132853,0.15153822,0.30806774,0.27613714,0.22294258,0.28179863,0.21029565,0.2885553,0.22216561,0.29134718,0.22169249,0.31934088,0.21302277,0.3042937,0.22514129,0.32338032,0.22514865,0.34272137,0.22180876,0.33446407,0.23474203,0.3278007,0.24662481,0.33158284,0.27758682,0.3306348,0.2620037
11,0.18596824,0.2386909,0.1945105,0.22858362,0.1476816,0.3101764,0.14604455,0.30471084,0.2683831,0.22818387,0.2683264,0.21997562,0.28494826,0.22133568,0.27597764,0.22157271,0.31679335,0.20962614,0.2999059,0.21125288,0.30884504,0.20848155,0.32202262,0.21652505,0.32714894,0.2343582,0.31425193,0.24259005,0.32146198,0.24972942,0.32187545,0.23163316
12,0.17817087,0.24219787,0.18635534,0.23050924,0.14300092,0.30073172,0.14150006,0.3183812,0.26105008,0.21786475,0.262949,0.20991075,0.27259642,0.21699631,0.2678416,0.22208355,0.3034179,0.20717496,0.2874187,0.2218923,0.2998838,0.22936237,0.3174054,0.2143136,0.31827137,0.24401176,0.306259,0.23041335,0.31298655,0.25695655,0.31113055,0.2459676
13,0.17434058,0.24613106,0.18116233,0.23640208,0.13953865,0.29665464,0.1346515,0.30488458,0.25468752,0.22441249,0.25759527,0.20759611,0.26292604,0.21521457,0.26185268,0.21504873,0.29705542,0.21085481,0.281358,0.20283367,0.29218578,0.2155017,0.30606142,0.21301912,0.30397242,0.24356723,0.29538727,0.2866074,0.30741104,0.26806325,0.30218947,0.25650814
14,0.16606589,0.2467039,0.17963184,0.22731449,0.13252404,0.29336026,0.13169816,0.30045724,0.25010845,0.22901882,0.2480592,0.2189214,0.25861725,0.21075486,0.2518255,0.2195802,0.2827358,0.21249273,0.26979384,0.2092296,0.2814147,0.21319751,0.29821646,0.21575165,0.29672638,0.24588944,0.28844437,0.2905233,0.29140145,0.2583361,0.29422057,0.25734377
15,0.1612167,0.2511987,0.16922614,0.2306458,0.13146709,0.30211487,0.12904656,0.29902723,0.23904152,0.22176813,0.24280807,0.21151906,0.24838454,0.22720815,0.24378648,0.22421323,0.2795109,0.20564815,0.2644155,0.20754206,0.27558854,0.2147049,0.2933374,0.21508586,0.2824719,0.2505849,0.28178057,0.2508436,0.2890467,0.2693903,0.28670743,0.23282972
16,0.15685426,0.23811527,0.16962393,0.240081,0.1313367,0.30069342,0.12448013,0.3052237,0.23495466,0.21314466,0.23725234,0.21877138,0.24435928,0.21236895,0.23472875,0.2190725,0.27258733,0.220066,0.25805637,0.21316852,0.26912835,0.21294163,0.2808312,0.21614781,0.27729428,0.23450556,0.27710703,0.25680876,0.28307623,0.25872988,0.2801818,0.23460543
17,0.15255933,0.2459007,0.16406152,0.23179351,0.12370581,0.31994554,0.120334454,0.2992042,0.22375728,0.22827864,0.22873083,0.21609265,0.23586409,0.21273312,0.22758861,0.2180102,0.26339468,0.20462684,0.25273284,0.20883782,0.26134774,0.21590641,0.2769791,0.21853258,0.27409625,0.23708151,0.26750803,0.24682228,0.2726082,0.24633008,0.2691619,0.2433532
18,0.14746286,0.24741654,0.16044974,0.2328354,0.12042865,0.31800857,0.11678115,0.29796833,0.21870899,0.22241715,0.22439657,0.21611948,0.23422372,0.21320212,0.22434174,0.214568,0.25663045,0.20546424,0.2436362,0.21236655,0.25353777,0.22053772,0.27355754,0.21718292,0.2683893,0.23010562,0.26089314,0.25494215,0.265227,0.26817727,0.26297396,0.23923226
