,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,1210.0,1210.0,17930.0,17930.0,18327.0,18327.0,15774.0,15774.0,16515.0,16515.0,20938.0,20938.0,21568.0,21568.0,21330.0,21330.0,20934.0,20934.0,25593.0,25593.0,25998.0,25998.0,34029.0,34029.0,33508.0,33508.0,23898.0,23898.0,24318.0,24318.0,22819.0,22819.0,22471.0,22471.0
budget_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sensor_usage,1.0,1.0,1.0,1.0,1.0,1.0,0.9234234234234234,0.9234234234234234,0.9369369369369369,0.9369369369369369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990990990990991,0.990990990990991,0.9954954954954955,0.9954954954954955,0.9954954954954955,0.9954954954954955,0.9954954954954955,0.9954954954954955,0.9774774774774775,0.9774774774774775,0.9369369369369369,0.9369369369369369,0.9819819819819819,0.9819819819819819
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002,0.6474409699440002
test_loss,0.35851380228996277,0.35851380228996277,0.3142322599887848,0.3142322599887848,0.2619801461696625,0.2619801461696625,0.3100816011428833,0.3100816011428833,0.3041878342628479,0.3041878342628479,0.1517454981803894,0.1517454981803894,0.1469554305076599,0.1469554305076599,0.1530761569738388,0.1530761569738388,0.1697225123643875,0.1697225123643875,0.044083960354328156,0.044083960354328156,0.04223974421620369,0.04223974421620369,0.04327338561415672,0.04327338561415672,0.043350137770175934,0.043350137770175934,0.05612252652645111,0.05612252652645111,0.07857584953308105,0.07857584953308105,0.07461359351873398,0.07461359351873398,0.060294874012470245,0.060294874012470245
0,0.7655032873153687,0.5365014672279358,-0.33320870995521545,-0.33320870995521545,-0.38546082377433777,-0.38546082377433777,-0.33735936880111694,-0.33735936880111694,-0.34325313568115234,-0.34325313568115234,-0.49569547176361084,-0.49569547176361084,-0.5004855394363403,-0.5004855394363403,-0.49436479806900024,-0.49436479806900024,-0.4777184724807739,-0.4777184724807739,-0.6033570170402527,-0.6033570170402527,-0.605201244354248,-0.605201244354248,-0.6041675806045532,-0.6041675806045532,-0.6040908098220825,-0.6040908098220825,-0.5913184285163879,-0.5913184285163879,-0.5688651204109192,-0.5688651204109192,-0.5728273987770081,-0.5728273987770081,-0.5871461033821106,-0.5871461033821106
1,0.6471315026283264,0.4814734160900116,-0.04428154230117798,-0.04428154230117798,-0.09653365612030029,-0.09653365612030029,-0.04843220114707947,-0.04843220114707947,-0.05432596802711487,-0.05432596802711487,-0.20676830410957336,-0.20676830410957336,-0.21155837178230286,-0.21155837178230286,-0.20543764531612396,-0.20543764531612396,-0.18879128992557526,-0.18879128992557526,-0.3144298493862152,-0.3144298493862152,-0.3162740468978882,-0.3162740468978882,-0.31524041295051575,-0.31524041295051575,-0.31516367197036743,-0.31516367197036743,-0.30239129066467285,-0.30239129066467285,-0.2799379527568817,-0.2799379527568817,-0.2839002013206482,-0.2839002013206482,-0.2982189357280731,-0.2982189357280731
2,0.6095722913742065,0.46398600935935974,0.6979082822799683,0.570536732673645,0.8638674020767212,0.573548436164856,0.8730791211128235,0.5717137455940247,0.8708929419517517,0.5880034565925598,1.0379183292388916,0.5013017058372498,1.028688907623291,0.5343151688575745,1.0182968378067017,0.5226980447769165,0.9453743696212769,0.574480414390564,1.171609878540039,0.5627024173736572,1.0100629329681396,0.5927129983901978,1.4427976608276367,0.5134811401367188,1.3188151121139526,0.5340043902397156,5.166619300842285,0.9072368144989014,5.474329948425293,0.8043253421783447,5.373691558837891,0.8776130676269531,5.415172576904297,0.8547137975692749
