,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
24,0.19748223,0.41097498,0.22447537,0.5106331,0.18758595,0.5315343,0.21769424,0.4791552,0.2886343,0.38358268,0.25752583,0.3905076,0.27974847,0.37516606,0.27126145,0.40722248,0.39056423,0.36699307,0.28533778,0.41705963,0.33254397,0.39646623,0.32492936,0.35039845,0.28998572,0.42745093,0.48904026,0.42864418,0.39217684,0.48528078,0.77388436,0.4610066
25,0.20395139,0.39562294,0.21560597,0.4586164,0.5873971,0.46077138,0.20088166,0.48472896,0.25457948,0.42769498,0.22634108,0.39336124,0.28033915,0.40433937,0.25342566,0.42501205,0.36662838,0.3595385,0.29311654,0.403899,0.31620994,0.41883013,0.31918895,0.33891705,0.2930697,0.42303097,0.44889456,0.47046652,0.3498784,0.4808983,0.6669008,0.37634945
26,0.19068958,0.40620255,0.22115378,0.47195005,0.41254112,0.47544172,0.22597682,0.4653696,0.22995117,0.47059587,0.3059139,0.39716262,0.2804434,0.39261866,0.24439716,0.39589924,0.3707481,0.3681411,0.26345617,0.44906634,0.3150994,0.38141656,0.30333373,0.35583243,0.2741693,0.43270504,0.4590678,0.38301095,0.36972106,0.45786002,0.5932129,0.36283696
27,0.1983772,0.37910262,0.21707126,0.43693018,0.45307153,0.45089507,0.6230291,0.44758588,0.23455022,0.4460748,0.24173881,0.39206424,0.26122093,0.39744192,0.24022898,0.46905315,0.30316743,0.36966124,0.29729784,0.40634716,0.2936107,0.39664635,0.3032874,0.34815356,0.2532911,0.47073218,0.4093371,0.37097344,0.31862003,0.45647687,0.5421899,0.38573265
28,0.17802867,0.3808089,0.5113536,0.40306303,0.33963013,0.45590892,0.5168148,0.4305712,0.20580253,0.3874389,0.20376395,0.3871872,0.24435754,0.3910701,0.24747288,0.41120997,0.3423011,0.36865148,0.90471566,0.37040213,0.2993158,0.40533477,0.28735423,0.35106137,0.8717008,0.37557933,0.39448822,0.4071249,0.33330104,0.42829332,0.4936783,0.42499515
29,0.17712146,0.48786512,0.46656135,0.38124695,0.30903426,0.4479153,0.4443812,0.42158023,0.21926528,0.3932779,0.20407017,0.38774887,0.5224385,0.3816878,0.21489331,0.41607472,0.31409866,0.36891922,0.7969623,0.3953392,0.30713713,0.40291175,0.3006335,0.3389764,0.77073634,0.3663531,0.37084407,0.37468225,0.30302083,0.45193544,0.4726089,0.3659428
30,0.511076,0.40621886,0.40365744,0.38895315,0.27575296,0.50171065,0.419864,0.43266553,0.6236598,0.36915696,0.61679834,0.41675088,0.4786353,0.34500402,0.6436102,0.42164704,0.7976625,0.4143643,0.654123,0.36418703,0.8146508,0.35736683,0.540406,0.34866342,0.6724904,0.3914187,0.35196745,0.42365065,0.70974684,0.39148584,0.43728364,0.39915094
31,0.43297508,0.39604127,0.35673404,0.4059028,0.2643414,0.5004862,0.3589804,0.49687386,0.5004038,0.33729377,0.5228821,0.3903747,0.3782925,0.3632136,0.5711043,0.38920122,0.7397124,0.35063866,0.6374788,0.37631762,0.68371254,0.33518943,0.45068622,0.36860043,0.60072273,0.34531826,0.31873283,0.4154787,0.5900998,0.39275768,0.40110105,0.3812309
32,0.3863056,0.3959958,0.3537171,0.39368007,0.25011587,0.45662925,0.35332495,0.4635481,0.4497572,0.3670969,0.45434773,0.40204227,0.33565068,0.3580386,0.46055567,0.36130953,0.6569933,0.34865025,0.59759927,0.3545941,0.6099996,0.38109633,0.39714512,0.31844592,0.58458334,0.33851114,0.3166656,0.39451438,0.542053,0.39554307,0.39758843,0.40496263
33,0.32580867,0.3896294,0.33092177,0.37101915,0.23972794,0.45092034,0.33776608,0.41487435,0.4238716,0.34103987,0.4309943,0.3864295,0.3175197,0.3597872,0.43679896,0.37353876,0.5732646,0.32790297,0.5187549,0.3514038,0.5791888,0.34091136,0.35739103,0.33030176,0.4787696,0.33697653,0.36855265,0.409122,0.4908964,0.39052662,0.3797833,0.39192346
34,0.30462956,0.45702168,0.29000944,0.38250345,0.21028246,0.43898094,0.3045044,0.44200647,0.35444736,0.338708,0.39356628,0.39842838,0.31184354,0.34688824,0.45858684,0.36127082,0.5398589,0.32934046,0.53274155,0.36434746,0.50951535,0.34832662,0.3465362,0.315136,0.4835848,0.34745395,0.7320806,0.34192377,0.4417694,0.41154927,0.3625905,0.40784106
35,0.28418878,0.3830019,0.30935782,0.38184127,0.23395696,0.45443052,0.3539895,0.4351436,0.34379327,0.34849024,0.37862515,0.3782363,0.2697919,0.34763032,0.34113774,0.38907722,0.48504016,0.34540042,0.47736987,0.3357041,0.4688482,0.37318262,0.33009756,0.31470138,0.44955358,0.3589163,0.67436373,0.3694501,0.4269727,0.38297424,0.34781224,0.4005699
36,0.26473343,0.37763572,0.26803502,0.3841757,0.21141623,0.4781465,0.2935224,0.4307473,0.34864005,0.3944555,0.33758023,0.45449337,0.25987887,0.38719016,0.35140678,0.3840214,0.50385255,0.37281132,0.539197,0.33994818,0.48351085,0.3226394,0.29978886,0.3169903,0.44792262,0.37105244,0.53043664,0.3520547,0.3735038,0.41511285,0.34038538,0.3782866
37,0.25670767,0.3699207,0.24538957,0.37901792,0.21472509,0.47417006,0.2944626,0.43794844,0.31218883,0.37556627,0.320229,0.39579886,0.2580299,0.36076665,0.31490725,0.41606686,0.4176705,0.33131382,0.49517918,0.36114094,0.41341752,0.34423366,0.29867992,0.3158466,0.39206702,0.3481297,0.54850465,0.36856458,0.3703703,0.430883,0.72639716,0.35560846
38,0.21186227,0.4000452,0.2518125,0.45678145,0.19189176,0.53735405,0.2536121,0.4309421,0.3099009,0.33150363,0.31631103,0.39270076,0.24922034,0.3453174,0.31860486,0.37978452,0.50442916,0.3470552,0.41402048,0.33524388,0.3848793,0.38169348,0.29151902,0.3276133,0.42378005,0.35342222,0.44216016,0.35681546,0.34590513,0.4105301,0.57773495,0.38409883
39,0.21483591,0.39646974,0.2459723,0.39547694,0.18569344,0.47808945,0.26980904,0.41795236,0.2773493,0.37993094,0.30746037,0.4059339,0.24217732,0.365208,0.32869694,0.43555436,0.427866,0.38749576,0.4243472,0.33874527,0.4101629,0.33531785,0.28190348,0.37060267,0.36555088,0.37047786,0.44393376,0.34683615,0.34371457,0.39382613,0.52883947,0.377993
40,0.2058733,0.39233968,0.22156674,0.38372833,0.17860508,0.4730098,0.24480148,0.4410943,0.3043454,0.35588768,0.3049602,0.39333978,0.25370142,0.3504055,0.41434488,0.48455805,0.40544707,0.3361069,0.3930294,0.33410907,0.3484303,0.3482567,0.26337048,0.33340633,0.46978447,0.371397,0.37952396,0.39812014,0.31488684,0.41915992,0.4845667,0.38291213
41,0.21864605,0.40295386,0.20696251,0.38768294,0.18032843,0.44786316,0.26146707,0.45103836,0.22373831,0.42193973,0.29349795,0.39313865,0.59329325,0.39005542,0.5023091,0.387824,0.37058228,0.34065014,0.352573,0.34460557,0.3433289,0.33839267,0.26219803,0.3375551,0.3792274,0.3553035,0.4164256,0.39482906,0.3173226,0.40332425,0.40431863,0.41268516
42,0.20369457,0.37692463,0.21341346,0.43573317,0.2319693,0.48856556,0.22912408,0.4513135,0.2648703,0.3860178,0.26899952,0.38937044,0.5141936,0.3622637,0.28540385,0.40271443,0.34024528,0.35758376,0.42233494,0.34377936,0.31826466,0.34610385,0.2568959,0.32391572,0.34761378,0.35420612,0.36416465,0.34339586,0.31822917,0.43557206,0.39103812,0.3673652
43,0.20032886,0.3665906,0.22165251,0.37361953,0.17414512,0.44966424,0.22664265,0.44309154,0.25485778,0.3642947,0.24770631,0.3879937,0.4426758,0.33266497,0.26254165,0.37651268,0.36331767,0.33445522,0.35883883,0.34679583,0.30601883,0.33867723,0.2560161,0.31482297,0.33311105,0.35956562,0.3360469,0.38720664,0.2822002,0.43964756,0.35412726,0.38108522
44,0.1842238,0.39573324,0.6027833,0.37617823,0.18187575,0.45126975,0.5821216,0.45752767,0.22516325,0.36321777,0.2547469,0.39220315,0.41888884,0.33706975,0.24893935,0.36744943,0.6706246,0.36521536,0.35434934,0.34652692,0.29199594,0.34591228,0.23726372,0.317591,0.759751,0.41469836,0.358788,0.34309894,0.2838517,0.39323875,0.3512023,0.37889293
45,0.18815717,0.3895835,0.43598393,0.3747718,0.5748112,0.4207074,0.48008087,0.4900641,0.2062508,0.4361184,0.2465241,0.4079189,0.3192134,0.3428844,0.72503924,0.38143,0.5744253,0.32266504,0.31359348,0.41546085,0.28619102,0.34193328,0.2257746,0.33459884,0.633307,0.3884941,0.6060195,0.37180975,0.24936676,0.41098708,0.344978,0.38341454
46,0.1711126,0.44503993,0.43836144,0.3712657,0.43394917,0.40926716,0.45237425,0.44870853,0.22969164,0.35613436,0.55156064,0.3769282,0.32946518,0.3573485,0.5934098,0.3451687,0.5205079,0.35081398,0.3118068,0.34910652,0.27740222,0.34460092,0.68448275,0.42313674,0.5131565,0.36168316,0.47378445,0.36730942,0.8323116,0.43340302,0.32603493,0.3692616
47,0.1753591,0.3803949,0.3812556,0.35871848,0.35176694,0.3985489,0.45205098,0.5398418,0.22729862,0.35651484,0.4583291,0.42323828,0.29146996,0.38870674,0.56384194,0.34922266,0.5440801,0.34053478,0.2949642,0.35174385,0.7375651,0.3268096,0.5613443,0.35304466,0.5520078,0.34864143,0.44320413,0.40029025,0.61587614,0.44458368,0.2991285,0.3638666
48,0.18261503,0.39380786,0.33926648,0.3469346,0.31516132,0.41807044,0.390111,0.38929275,0.18966614,0.35773855,0.3969885,0.41469494,0.27117535,0.37148133,0.50435835,0.34669766,0.48711318,0.3178429,0.28484273,0.38523567,0.5857888,0.4219833,0.4614783,0.32019824,0.4334625,0.35366306,0.38243154,0.35234863,0.587101,0.4011372,0.7593208,0.36834243
49,0.17238759,0.40889475,0.32176366,0.35602403,0.2881052,0.41086832,0.34929967,0.3840082,0.79995924,0.3297241,0.3637322,0.36388367,0.2503964,0.36178553,0.47488824,0.468082,0.36576894,0.32108077,0.28533253,0.3492178,0.48920286,0.36923298,0.4575858,0.3214433,0.41801587,0.4066891,0.38718885,0.35990927,0.5040801,0.4508588,0.6036921,0.3293162
50,0.14820433,0.38263294,0.3055078,0.35506266,0.24787162,0.4100628,0.32246497,0.45051822,0.5964452,0.32434568,0.31366587,0.38813075,0.2487897,0.35641143,0.46027207,0.33663833,0.35323933,0.32211435,0.2794115,0.35398182,0.47285366,0.33002326,0.40166274,0.30131185,0.4059856,0.35152847,0.38802668,0.33542937,0.61032695,0.48156044,0.52061796,0.33242106
51,0.14501621,0.3916358,0.29631248,0.36954436,0.2857168,0.43572128,0.2929662,0.39454448,0.49818277,0.34939677,0.29373452,0.34255627,0.24920668,0.37672612,0.34349763,0.32158637,0.34966838,0.31814185,0.76047295,0.31541684,0.42994016,0.3167564,0.39878222,0.30299148,0.404247,0.3759824,0.33937407,0.3353261,0.47122642,0.3690774,0.47456124,0.3379681
52,0.13788424,0.39748046,0.2746024,0.34989646,0.24554983,0.40675244,0.3199326,0.40735134,0.5059478,0.32816127,0.27736512,0.38483384,0.21852659,0.37528056,0.30052,0.3351644,0.34458277,0.31923127,0.6183572,0.35319793,0.40474078,0.30930275,0.3372681,0.32335937,0.3379831,0.34738183,0.31839353,0.37428668,0.43900582,0.42722124,0.42504135,0.35357726
53,0.1497736,0.38959816,0.27162725,0.3770603,0.21573788,0.42384598,0.24026026,0.4090644,0.37773684,0.33239022,0.25736472,0.34480342,0.2158685,0.34515408,0.30479708,0.37520403,0.30367264,0.31651047,0.5700342,0.32294407,0.37947777,0.3167776,0.3389363,0.30022842,0.32907513,0.3984851,0.30534136,0.3434402,0.39323726,0.3842442,0.39861763,0.34499505
54,0.38821033,0.39608002,0.27339512,0.36528048,0.20999935,0.4167787,0.26211622,0.4967181,0.3922192,0.45973238,0.24743941,0.35262057,0.6153876,0.34881198,0.32476422,0.37835792,0.3065374,0.3350212,0.49573702,0.32253993,0.3445643,0.3236243,0.29533076,0.32305893,0.36534578,0.36758223,0.29246083,0.34965494,0.37505466,0.38343272,0.36710432,0.3358002
55,0.3476885,0.3618983,0.24152997,0.37553445,0.21437714,0.43433088,0.32188672,0.4154602,0.4148558,0.3389326,0.23369993,0.3533391,0.44273967,0.32184514,0.25695518,0.33469763,0.29015315,0.31110558,0.48577243,0.32305124,0.36537993,0.31077248,0.28364828,0.3307931,0.31917083,0.37660256,0.27105662,0.3539504,0.35863313,0.38878196,0.35712612,0.40074128
56,0.25262228,0.35665902,0.25326374,0.3517431,0.19545653,0.4135722,0.3837371,0.4415237,0.37121075,0.32979974,0.20766446,0.3467969,0.41158932,0.33926848,0.24236351,0.33192176,0.28363097,0.3274154,0.41001517,0.30843756,0.37960517,0.33941415,0.2641054,0.35302994,0.29489902,0.35567942,0.2524863,0.4343146,0.31173405,0.37056908,0.36773437,0.3536313
57,0.27854887,0.35066828,0.21220697,0.35582218,0.17755592,0.42457598,0.21910994,0.41894147,0.34567627,0.34478217,0.21289515,0.36156842,0.40350273,0.31810072,0.26014838,0.36760557,0.27682284,0.3313069,0.44992706,0.3260004,0.35664833,0.32696876,0.24871932,0.33077273,0.2942568,0.36259797,0.27735347,0.3766007,0.3090561,0.38393345,0.32419497,0.3728208
58,0.24231113,0.36650494,0.20158054,0.37297884,0.615825,0.4334487,0.23047575,0.41924503,0.34588555,0.33549717,0.21350588,0.363802,0.32135898,0.333399,0.25151333,0.39068547,0.29335704,0.32865474,0.36655697,0.31854203,0.32281482,0.33016238,0.24542496,0.33292902,0.27160072,0.3601119,0.24915402,0.4073213,0.28308505,0.4150018,0.29739437,0.34603554
59,0.1995914,0.3730175,0.46007356,0.3510026,0.54262733,0.42617634,0.19914955,0.42133287,0.31134295,0.3563042,0.18792959,0.3508865,0.3346814,0.3106282,0.22524174,0.3510479,0.27596492,0.33428457,0.3364124,0.31082186,0.341609,0.33676594,0.2315829,0.338506,0.25902322,0.37146205,0.24560726,0.42668948,0.2717947,0.39081413,0.2913148,0.34847885
60,0.21397646,0.37744144,0.34233606,0.3460456,0.47060227,0.44276968,0.66391003,0.40703753,0.276421,0.34008098,0.17991693,0.35574782,0.30763677,0.31968293,0.25547582,0.3293613,0.23343469,0.329348,0.30842412,0.32137647,0.2938364,0.3322759,0.2324182,0.32484418,0.28787586,0.3461406,0.23044044,0.3721605,0.28827167,0.4133662,0.61692345,0.3288172
61,0.19573496,0.35923305,0.3057874,0.3654528,0.44814327,0.41170624,0.5568152,0.39443684,0.45876688,0.369847,0.1933396,0.33156225,0.2980358,0.3356876,0.20605665,0.38887653,0.23306642,0.3256242,0.32394585,0.32052204,0.2833066,0.33765167,0.20554075,0.33176118,0.2645098,0.37164822,0.23970504,0.40939724,0.2603484,0.3996063,0.47926995,0.32824087
62,0.19317862,0.35378048,0.2673927,0.34715465,0.3808251,0.38295698,0.46746773,0.48403862,0.40049452,0.37825137,0.1650941,0.39310265,0.26530248,0.36235183,0.5318224,0.3239105,0.24222867,0.32102674,0.29043725,0.34317005,0.27773407,0.32961157,0.23779064,0.32553566,0.27951288,0.3685317,0.67895573,0.41113666,0.7919252,0.35281911,0.391964,0.34915447
63,0.1980651,0.36202064,0.26652968,0.36871985,0.35425863,0.40729973,0.4191056,0.41035897,0.3144901,0.3297658,0.16359624,0.40602955,0.27200714,0.31128046,0.37316722,0.34923416,0.21252537,0.346582,0.26496902,0.31989798,0.6041336,0.35945213,0.20876616,0.3366598,0.22815406,0.38312793,0.53123987,0.34485877,0.59586716,0.34505773,0.37664425,0.3347565
