,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
test_loss,0.31066447,0.31066447,0.25704303,0.25704303,0.34832588,0.34832588,0.32104325,0.32104325,0.15357411,0.15357411,0.1532382,0.1532382,0.16160214,0.16160214,0.17531501,0.17531501,0.046397187,0.046397187,0.046524078,0.046524078,0.041673936,0.041673936,0.046743073,0.046743073,0.12631288,0.12631288,0.15069717,0.15069717,0.1715058,0.1715058,0.12964039,0.12964039
0,0.75948995,0.56395084,0.6673755,0.5577641,0.6610276,0.5783689,0.7021782,0.563086,0.7943659,0.5800868,0.8176243,0.5433797,1.0461407,0.53071356,0.94360685,0.5631856,1.3122183,0.56263405,1.011151,0.60243726,1.0568668,0.57675195,1.2268522,0.52208245,0.8857113,0.815488,1.1424042,0.5245123,1.0147629,0.5312626,1.2317686,0.7276566
1,0.61153036,0.5276361,0.5716159,0.55113834,0.55977166,0.5647106,0.5432782,0.6290296,0.67872816,0.5043414,0.666184,0.537351,0.8349264,0.4809068,0.8745552,0.57778984,1.1374418,0.51398844,0.85232276,0.4840005,0.9081113,0.494612,1.0157908,0.4783627,0.81605816,0.55283093,0.9590842,0.5152982,0.9377859,0.5764631,1.0010905,0.53950334
2,0.5727961,0.5220155,0.558305,0.49563465,0.5068993,0.54966694,0.5562306,0.51626945,0.61022604,0.55592173,0.66324407,0.46036932,0.7697401,0.48766652,0.70396584,0.47598583,1.0400865,0.5132447,0.7621409,0.5289012,0.8953661,0.49784663,0.9392407,0.47643554,0.73663825,0.4909716,0.90611815,0.530424,0.8788694,0.48886254,0.9686327,0.51668334
3,0.58763105,0.46410027,0.49983442,0.48342678,0.5060996,0.5506066,0.5373154,0.5078646,0.61486065,0.5110492,0.6330216,0.51535124,0.7410142,0.4670993,0.6645683,0.47438678,0.9746822,0.44780058,0.6742374,0.44564608,0.8172111,0.49596322,0.87583894,0.4986829,0.70131934,0.43580228,0.8259302,0.47632733,0.82283825,0.49385136,0.9150352,0.48063138
4,0.49773267,0.51674175,0.46603796,0.43744284,0.48595798,0.56231207,0.48392862,0.552219,0.57786286,0.46762028,0.580306,0.52248335,0.67254424,0.44761857,0.6417982,0.4571011,0.90563416,0.49413317,0.6718089,0.46763906,0.7505132,0.47719148,0.8177858,0.3977187,0.6750919,0.4671348,0.8188059,0.47358206,0.7819174,0.5431518,0.90056634,0.5143818
5,0.5339948,0.43342665,0.43712983,0.43504933,0.44348922,0.55577874,0.49079314,0.5123163,0.53560686,0.47022784,0.57687366,0.41142213,0.6407611,0.42596546,0.657585,0.43771344,0.84879804,0.55038387,0.6245416,0.45460913,0.6669585,0.5013351,0.7152827,0.3757266,0.60114866,0.45023575,0.7252658,0.43268967,0.77047276,0.55844164,0.83591324,0.4810151
6,0.48186943,0.41070467,0.3825921,0.45256436,0.45386434,0.5269194,0.4478131,0.49036166,0.51820064,0.4572607,0.5070129,0.4429847,0.59816456,0.4539046,0.6001512,0.4462139,0.84550375,0.37575948,0.60667026,0.409536,0.67573625,0.42950177,0.6844463,0.37900278,0.5740553,0.4830944,0.6688966,0.39987755,0.7231326,0.5123626,0.78384507,0.48366416
7,0.45836374,0.40451574,0.35483506,0.43261954,0.40396926,0.5455783,0.42919502,0.47044742,0.49882814,0.43857992,0.47869924,0.40702623,0.5460439,0.44972166,0.5725518,0.46181652,0.7312184,0.40986907,0.57677394,0.40852824,0.62457955,0.43673772,0.6517614,0.37131006,0.59199077,0.49093106,0.6394326,0.45659703,0.6821532,0.44233304,0.7734387,0.44824982
8,0.40052417,0.40228844,0.31323385,0.4527572,0.40313712,0.5282931,0.41496277,0.4985107,0.47245437,0.41043943,0.4710599,0.50158674,0.51929593,0.4056318,0.52107435,0.4371162,0.73090845,0.3681713,0.5390252,0.39986253,0.608451,0.42119887,0.6140644,0.41058615,0.55515474,0.43365315,0.58541536,0.46130005,0.6464181,0.49638987,0.7275946,0.47685036
9,0.37708357,0.40167353,0.3379869,0.50068027,0.4231925,0.6016507,0.3872268,0.57894474,0.44812313,0.47002506,0.45194826,0.46161103,0.49828875,0.40891114,0.51565915,0.4042344,0.6708407,0.37478146,0.5126834,0.4002849,0.5647097,0.4092759,0.57088315,0.36929077,0.5166791,0.40823665,0.5939678,0.431778,0.61617666,0.48843527,0.7421583,0.43743762
10,0.345425,0.4030434,0.3447725,0.4181456,0.38627863,0.49314606,0.36793855,0.49280748,0.43354455,0.4363237,0.42876032,0.40571907,0.46422297,0.3912913,0.47923708,0.42767838,0.66483086,0.38216966,0.49961224,0.42349434,0.5377658,0.4222225,0.5275982,0.35467765,0.5079455,0.44586152,0.56229264,0.39950725,0.59731543,0.45478076,0.67489374,0.39958772
11,0.3261535,0.5166667,0.30784947,0.4189821,0.34275144,0.52413476,0.33435208,0.45971507,0.40402275,0.40034005,0.4623791,0.50495523,0.4353049,0.3965774,0.43979678,0.40098712,0.59985584,0.4376145,0.4853425,0.40074793,0.5273556,0.44728756,0.50399345,0.3539405,0.47608835,0.4244001,0.5360448,0.39986023,0.5621852,0.43837973,0.62570626,0.42458448
12,0.32151288,0.424084,0.28013903,0.42820707,0.34057176,0.4953162,0.33807334,0.46155763,0.38307709,0.40039587,0.41725343,0.4055756,0.426971,0.5100928,0.44092786,0.42207837,0.6287102,0.37502912,0.45684972,0.40809575,0.5181566,0.40159413,0.48380154,0.35650492,0.4414236,0.42910784,0.5258139,0.3807563,0.5752683,0.45483416,0.5932559,0.4064487
13,0.30860296,0.40320638,0.3001272,0.46461296,0.29552397,0.5149075,0.32313198,0.46491948,0.37946934,0.42021355,0.38876227,0.38883072,0.43748292,0.36933216,0.4106361,0.4021187,0.5738618,0.37895784,0.4576682,0.39295128,0.49461934,0.39161465,0.47341314,0.36095878,0.41280162,0.44298607,0.47734866,0.39453223,0.5232102,0.68331957,0.5752713,0.39175418
14,0.30360454,0.38756323,0.3211055,0.44606888,0.29849863,0.4860417,0.32867587,0.4633792,0.36852,0.40848774,0.35259512,0.41056255,0.40856898,0.41506645,0.43109763,0.4169906,0.5274678,0.37295973,0.4051469,0.42400095,0.45744717,0.41927582,0.4477817,0.34650686,0.42346102,0.41702864,0.43958986,0.39358312,0.6020144,0.47899652,0.5301111,0.4071905
15,0.27217376,0.38540673,0.29722852,0.44645205,0.28472823,0.49455374,0.31284663,0.4658115,0.34746873,0.41777256,0.3480294,0.38789335,0.4531269,0.37994745,0.3938697,0.394436,0.5251637,0.35463026,0.42033955,0.3822446,0.4523741,0.40981787,0.43154433,0.37338,0.3794812,0.42685243,0.461977,0.423051,0.48854962,0.50753224,0.50669986,0.4074054
16,0.25432888,0.3809127,0.2638116,0.42606938,0.2771553,0.52316344,0.27674928,0.44931516,0.32586932,0.40648988,0.317893,0.3942258,0.37985614,0.40846378,0.34616718,0.40585995,0.48931667,0.4282014,0.38878116,0.39336777,0.4130618,0.4108698,0.4259391,0.35980353,0.3692903,0.427537,0.44605547,0.4004231,0.48639822,0.46246842,0.48563576,0.41850984
17,0.24597576,0.3797892,0.2687771,0.4080149,0.25552234,0.5191059,0.27482522,0.47754204,0.3351229,0.38993418,0.31394526,0.40939602,0.39175433,0.38195956,0.36037862,0.39474127,0.47989717,0.35360768,0.3924137,0.3772155,0.4169022,0.38981926,0.43303478,0.34354788,0.3715064,0.40775424,0.42546523,0.38904637,0.46569318,0.47969228,0.450425,0.4314137
18,0.24738611,0.40591344,0.28907984,0.45770928,0.23505928,0.5101877,0.2731415,0.45753595,0.30136648,0.4159689,0.2940447,0.41806412,0.33157465,0.36812055,0.32298592,0.4302719,0.45972523,0.36764553,0.36412817,0.39904803,0.376738,0.41737825,0.38330242,0.3576874,0.356235,0.414893,0.43713456,0.39263654,0.4432007,0.44696522,0.44840863,0.42489582
19,0.20602947,0.49551556,0.23363416,0.43657088,0.2547458,0.52076423,0.26781437,0.4794991,0.28598398,0.4137078,0.30579913,0.44574773,0.34098357,0.3821724,0.32339185,0.40902346,0.49156988,0.36529222,0.33921546,0.377699,0.38223055,0.40700278,0.3826489,0.34993696,0.33860576,0.42863396,0.40854213,0.40077382,0.46005803,0.45032805,0.4125652,0.4176772
20,0.23372309,0.4028303,0.22741869,0.42482975,0.22183569,0.516646,0.24434644,0.46881267,0.30931652,0.4073898,0.27212733,0.38630873,0.31036624,0.39864144,0.314212,0.39727965,0.4057183,0.36451992,0.33563703,0.39518362,0.39190245,0.4014822,0.37303844,0.35284135,0.31407404,0.43255717,0.3852855,0.40234894,0.43036032,0.42987603,0.4136229,0.41565397
21,0.21538006,0.3923124,0.2348224,0.4186135,0.21867704,0.5398254,0.243686,0.45902562,0.27491724,0.42755055,0.28409097,0.42190439,0.32445073,0.37701926,0.3065804,0.43726173,0.43012914,0.35351396,0.31695566,0.38003457,0.34514326,0.38280872,0.3495532,0.36097592,0.31351477,0.4504721,0.37131047,0.38975072,0.43756145,0.43653306,0.3951101,0.43910775
22,0.20970003,0.37722468,0.22617257,0.4706326,0.26899594,0.549948,0.2603081,0.48924518,0.27831447,0.39264166,0.26964924,0.4180934,0.30690202,0.38740227,0.2792691,0.40958798,0.3923009,0.37176883,0.3094437,0.4023351,0.3637975,0.41167688,0.33398294,0.3626776,0.29447567,0.4467638,0.3470468,0.4838025,0.3735756,0.49826512,0.38376716,0.45609203
23,0.19470552,0.40459812,0.24333556,0.44450435,0.20836222,0.5291896,0.22911401,0.4636461,0.31851006,0.4967847,0.25746754,0.40789935,0.2745413,0.4649603,0.29051584,0.3866235,0.36941692,0.35115185,0.30204862,0.39781758,0.3381614,0.4469464,0.3356965,0.3420931,0.2943982,0.42625618,0.64746696,0.36845878,0.39768508,0.4581376,0.37443006,0.4172075
