,spatial None PL train,spatial None PL val,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
t_iter_avg,24.5,24.5,78.4,78.4,79,79,80.1,80.1,83.3,83.3,95.6,95.6,98,98,99.3,99.3,102.9,102.9,107.8,107.8,112.7,112.7,111.7,111.7,115.2,115.2,105.4,105.4,102.9,102.9,105.5,105.5,103,103
budget_usage,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292,1.00073583517292
sensor_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.938461538461538,0.938461538461538,0.984615384615385,0.984615384615385,0.984615384615385,0.984615384615385
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,0.975609756097561,0.975609756097561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.23183693,0.23183693,0.158532232046127,0.158532232046127,0.152466252446175,0.152466252446175,0.158139944076538,0.158139944076538,0.161223098635674,0.161223098635674,0.172529757022858,0.172529757022858,0.172116547822952,0.172116547822952,0.214414790272713,0.214414790272713,0.188895955681801,0.188895955681801,0.045569095760584,0.045569095760584,0.052260965108872,0.052260965108872,0.045942738652229,0.045942738652229,0.04564755037427,0.04564755037427,0.045247122645378,0.045247122645378,0.060430482029915,0.060430482029915,0.051573924720287,0.051573924720287,0.051597341895104,0.051597341895104
RF_loss,0.50735855,0.50735855,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391,0.507358551025391
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.646075367927551,0.457709103822708,2.67032361030579,0.26475802063942,2.41287755966187,0.26188662648201,2.45101881027222,0.272326827049255,2.94417715072632,0.294214457273483,0.582378327846527,0.377125829458237,0.618008732795715,0.401972651481628,0.806535840034485,0.313371181488037,0.670331001281738,0.339189410209656,0.456345468759537,0.744390308856964,0.398952156305313,0.734531283378601,0.465715169906616,0.740450501441956,0.43541294336319,0.75547057390213,2.15176939964294,0.332894146442413,1.91456437110901,0.366860538721085,1.90983510017395,0.520156621932983,1.94646871089935,0.438073813915253
1,0.345595628023148,0.289705514907837,1.14717078208923,0.275491774082184,1.05567049980164,0.237881168723106,1.0863071680069,0.275449097156525,1.12571740150452,0.275485992431641,0.325974136590958,0.315440237522125,0.291470587253571,0.320725232362747,0.42491340637207,0.335394650697708,0.3547523021698,0.311007559299469,0.395144551992416,0.723268747329712,0.339571416378021,0.721748352050781,0.380034267902374,0.740268170833588,0.376340806484222,0.741872847080231,1.12315082550049,0.311269640922546,1.11486613750458,0.382982611656189,1.21179616451263,0.331804037094116,1.14096176624298,0.351246267557144
2,0.307450026273727,0.32635036110878,0.97012209892273,0.231063157320023,0.947184979915619,0.233998402953148,0.911016285419464,0.269333839416504,0.94444477558136,0.271089494228363,0.273446142673492,0.267691135406494,0.286408871412277,0.302136093378067,0.38170513510704,0.278592050075531,0.304197251796722,0.313625007867813,0.364240765571594,0.710014402866364,0.318532288074493,0.710162460803986,0.346633493900299,0.738498568534851,0.341742008924484,0.742843449115753,0.9496990442276,0.244755685329437,0.943299353122711,0.311346530914307,1.08121705055237,0.355099439620972,1.05126452445984,0.351680964231491
3,0.276238471269608,0.279380261898041,0.857159197330475,0.2245202511549,0.880214810371399,0.226578086614609,0.833906054496765,0.276741236448288,0.89217084646225,0.267290025949478,0.296118408441544,0.276651263237,0.26742559671402,0.306272774934769,0.3485267162323,0.318889230489731,0.282331973314285,0.260615944862366,0.34437495470047,0.714026212692261,0.297983705997467,0.697805643081665,0.316973030567169,0.726568639278412,0.318941444158554,0.718431711196899,0.923350930213928,0.325273156166077,0.892398178577423,0.297035127878189,0.985680878162384,0.317759841680527,0.976690948009491,0.348267823457718
