,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,812.0,812.0,22943.0,22943.0,21455.0,21455.0,21941.0,21941.0,21897.0,21897.0,26351.0,26351.0,26768.0,26768.0,25576.0,25576.0,26972.0,26972.0,44085.0,44085.0,40927.0,40927.0,33394.0,33394.0,29225.0,29225.0,27588.0,27588.0,23405.0,23405.0,22445.0,22445.0,32197.0,32197.0
budget_usage,0.8016077881849694,0.8016077881849694,0.7199645991592301,0.7199645991592301,0.2992477321336382,0.2992477321336382,0.2399513238439413,0.2399513238439413,0.23810753005383878,0.23810753005383878,0.7593849103916218,0.7593849103916218,0.7415738623792315,0.7415738623792315,0.5990117265285051,0.5990117265285051,0.6639501438159157,0.6639501438159157,0.4642672763478133,0.4642672763478133,0.47960764068146616,0.47960764068146616,0.392211815030607,0.392211815030607,0.41135039457187106,0.41135039457187106,0.3965631683752489,0.3965631683752489,0.2751677852348993,0.2751677852348993,0.22435282837967402,0.22435282837967402,0.2589423998819972,0.2589423998819972
sensor_usage,1.0,1.0,1.0,1.0,0.9954954954954955,0.9954954954954955,0.6531531531531531,0.6531531531531531,0.6576576576576577,0.6576576576576577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954954954954955,0.9954954954954955,0.9954954954954955,0.9954954954954955,0.9864864864864865,0.9864864864864865,0.9954954954954955,0.9954954954954955,0.990990990990991,0.990990990990991,0.7837837837837838,0.7837837837837838,0.5765765765765766,0.5765765765765766,0.7162162162162162,0.7162162162162162
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106,0.6738160252571106
test_loss,0.20390987396240234,0.20390987396240234,0.22312796115875244,0.22312796115875244,0.2531124949455261,0.2531124949455261,0.36807218194007874,0.36807218194007874,0.3741472065448761,0.3741472065448761,0.1570904552936554,0.1570904552936554,0.1842958778142929,0.1842958778142929,0.22726665437221527,0.22726665437221527,0.1782488077878952,0.1782488077878952,0.11601724475622177,0.11601724475622177,0.11715319007635117,0.11715319007635117,0.13385111093521118,0.13385111093521118,0.12711752951145172,0.12711752951145172,0.16965742409229279,0.16965742409229279,0.3218679428100586,0.3218679428100586,0.5831328630447388,0.5831328630447388,0.4394635558128357,0.4394635558128357
0,0.4162524938583374,0.3285791873931885,-0.45068806409835815,-0.45068806409835815,-0.4207035303115845,-0.4207035303115845,-0.30574384331703186,-0.30574384331703186,-0.2996688187122345,-0.2996688187122345,-0.5167255401611328,-0.5167255401611328,-0.4895201325416565,-0.4895201325416565,-0.44654935598373413,-0.44654935598373413,-0.4955672025680542,-0.4955672025680542,-0.5577988028526306,-0.5577988028526306,-0.5566628575325012,-0.5566628575325012,-0.5399649143218994,-0.5399649143218994,-0.5466985106468201,-0.5466985106468201,-0.504158616065979,-0.504158616065979,-0.351948082447052,-0.351948082447052,-0.09068316221237183,-0.09068316221237183,-0.2343524694442749,-0.2343524694442749
1,0.3399949073791504,0.3033159673213959,0.019218087196350098,0.019218087196350098,0.04920262098312378,0.04920262098312378,0.1641623079776764,0.1641623079776764,0.17023733258247375,0.17023733258247375,-0.04681941866874695,-0.04681941866874695,-0.019613996148109436,-0.019613996148109436,0.023356780409812927,0.023356780409812927,-0.02566106617450714,-0.02566106617450714,-0.08789262920618057,-0.08789262920618057,-0.08675668388605118,-0.08675668388605118,-0.07005876302719116,-0.07005876302719116,-0.07679234445095062,-0.07679234445095062,-0.03425244987010956,-0.03425244987010956,0.11795806884765625,0.11795806884765625,0.3792229890823364,0.3792229890823364,0.23555368185043335,0.23555368185043335
2,0.31422555446624756,0.29761695861816406,0.45811522006988525,0.3374256193637848,0.5135796666145325,0.3473060131072998,0.47930967807769775,0.3919113576412201,0.4301159977912903,0.3881056606769562,0.45429229736328125,0.351095974445343,0.4390968382358551,0.3564533591270447,0.4496813416481018,0.33705034852027893,0.46057820320129395,0.3308703303337097,0.43352603912353516,0.3380340337753296,0.4585089683532715,0.3510468602180481,0.47566285729408264,0.34070780873298645,0.42831867933273315,0.34551990032196045,2.010253429412842,0.5681877136230469,1.9768816232681274,0.5832749605178833,2.053846836090088,0.6132794618606567,2.0158607959747314,0.8615595102310181
