,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
test_loss,0.4057275,0.4057275,0.55819166,0.55819166,1.7874434,1.7874434,1.702473,1.702473,0.32050988,0.32050988,0.367018,0.367018,0.33675393,0.33675393,0.33766,0.33766,0.1920429,0.1920429,0.19469409,0.19469409,0.19880828,0.19880828,0.19520889,0.19520889,0.20478383,0.20478383,0.28909263,0.28909263,0.6766924,0.6766924,0.43269184,0.43269184
0,3.4416285,0.9790638,9.159522,1.1124666,6.4663906,0.9377011,6.1177125,0.85117996,3.1079001,1.4112569,2.9193492,1.1073738,3.6692238,1.5842979,3.374561,1.4658806,5.1733155,0.8625678,5.084243,0.85007155,6.7323637,1.4069358,5.276435,0.83499247,6.0506763,0.8549519,8.1263685,0.911568,6.6409526,0.8364902,7.0952787,0.8430231
1,1.2334179,0.78307927,2.0514953,0.7768906,2.2906888,0.9228293,2.417752,0.78769267,1.7920624,0.7968301,1.4356221,0.8208038,2.2235754,0.95793796,1.7060966,1.1647159,2.3847783,0.8035265,2.3740697,0.79895425,3.740758,0.7658972,2.8839378,0.75711876,3.1154149,0.7351052,3.6211388,0.9121278,3.5438488,0.943762,3.7460852,0.8131536
2,1.074522,0.8029736,1.3230999,0.7738206,2.0811758,0.82783073,2.3393161,0.7607688,1.4536401,0.7076036,1.2516171,0.7502922,1.6010345,0.7582798,1.3749669,0.76105034,2.1104217,0.7561248,2.0059373,0.701176,2.935824,0.71610886,2.6415012,0.69584143,2.739179,0.86014825,3.180179,0.6979028,2.9770024,0.72921276,3.3756309,0.68048793
3,0.9389216,0.74886024,1.1402986,0.7507222,2.007467,0.7366018,2.0391576,0.75028795,1.2472154,0.76023173,1.2012905,0.8118201,1.4425918,0.7109124,1.2634586,0.72151494,2.0273712,0.66315365,1.8352088,0.6281129,2.6477385,0.5757284,2.3409293,0.65438616,2.5172014,0.64457154,2.7259338,0.59925246,2.76554,0.7024762,2.8788936,0.7338658
4,0.9205106,0.8212877,1.1251787,0.8363453,1.8039578,0.73691434,1.8850875,0.8089467,1.140616,0.68247,1.0277716,0.6934679,1.3726305,0.68462795,1.1589584,0.7430913,1.7266597,0.60162824,1.5932403,0.607104,2.4443285,0.86647284,2.1429117,0.6110225,2.2690413,0.6269768,2.3695304,0.64699763,2.4315705,0.6405599,2.5514667,0.72124577
5,0.88336045,0.73719096,0.998222,0.8311004,1.6561732,0.86282504,1.7140356,0.839306,1.0754429,0.6439854,1.0458024,0.66517526,1.2687914,0.6865273,1.1280223,0.8017561,1.6668864,0.5917321,1.532544,0.60375094,2.1168675,0.73535234,1.9235512,0.56255484,2.0761442,0.6011916,2.1130128,0.58077157,2.2450256,0.6248332,2.3239653,0.5932564
6,0.8413791,0.7505289,0.9742076,0.76775634,1.6184487,0.7380265,1.6741182,0.8198267,0.99437445,0.74425876,0.8445343,0.74244463,1.1877215,0.6834033,0.9970159,0.70074916,1.5886217,0.6361741,1.4845712,0.5760376,1.9671868,0.7446114,1.9398606,0.57093316,1.9971374,0.5589218,1.9213246,0.646817,2.0883665,0.5906008,2.0956028,0.57949543
7,0.7804717,0.6644481,0.9506137,0.7234768,1.530865,0.80146575,1.5185449,0.9530152,0.946728,0.64496857,0.8144677,0.62390035,1.1077664,0.6536439,0.9946552,0.6884873,1.4213656,0.6611392,1.3593762,0.5609406,1.8016503,0.50821745,1.6479418,0.5110763,1.7527657,0.56217426,1.8685027,0.56925696,1.9534981,0.70698667,1.8898137,0.5477862
8,0.7298987,0.6496274,0.92343014,0.79698485,1.3279694,0.7108226,1.471246,0.83839667,0.8604374,0.60883003,0.772711,0.7341806,1.0512124,0.624402,0.90233624,0.7016843,1.2844502,0.5656658,1.2928549,0.57120967,1.6024747,0.5292774,1.6205584,0.51665735,1.7467351,0.64669836,1.6937069,0.5418205,1.84311,0.5436815,1.7521614,0.62485796
9,0.66738725,0.6640238,0.8567951,0.7131577,1.3435746,0.9030022,1.4088833,0.8848779,0.8138271,0.62539244,0.7081057,0.6220368,0.93529016,0.653171,0.8355168,0.6254314,1.2391559,0.61589706,1.2053411,0.5058992,1.5258052,0.48571792,1.446104,0.48216408,1.4677547,0.5547726,1.6036186,0.50703454,1.7990835,0.5681254,1.6586605,0.50500125
10,0.65484554,0.63850164,0.8288447,0.7047475,1.2356721,0.7723884,1.3583055,1.1723078,0.7373736,0.6294346,0.66279185,0.5980534,0.9309006,0.61676294,0.82659477,0.65962476,1.1418221,0.4976983,1.1061356,0.49360627,1.3926239,0.48320183,1.3614948,0.4728476,1.3407104,0.5543742,1.4519577,0.5451126,1.7228991,0.6178855,1.6085455,0.57132
11,0.61730427,0.65439343,0.7935178,0.7062812,1.1789341,0.94769496,1.3743595,0.8320249,0.6934067,0.5822785,0.63081294,0.627627,0.87367606,0.62245816,0.7802747,0.6297367,1.048661,0.47793385,1.0515399,0.5395313,1.3831214,0.45801443,1.2803123,0.45182213,1.3826993,0.5093215,1.4757487,0.5030085,1.5576746,0.5563653,1.5276283,0.61160994
12,0.6300651,0.6404208,0.7589718,0.71729684,1.1403483,1.0186003,1.2628623,0.9556907,0.6987265,0.63395756,0.61601,0.6207383,0.78429294,0.5951213,0.74299914,0.6006403,1.0717659,0.51003605,1.0397395,0.48388746,1.2807097,0.44915307,1.2118753,0.45408648,1.3392972,0.481256,1.3280517,0.4801799,1.5160625,0.544179,1.4786041,0.54292756
13,0.5523788,0.6150276,0.8079323,0.6549118,1.1324407,0.7753111,1.2186896,0.85984695,0.6494683,0.62252814,0.58338046,0.5784143,0.8351977,0.590921,0.64830303,0.63586783,0.9670158,0.53340274,0.94891286,0.4868816,1.1544144,0.448733,1.0835214,0.46044886,1.2260785,0.525083,1.3324558,0.47350052,1.4193766,0.57374537,1.3863747,0.5266321
14,0.5606549,0.65345174,0.7207597,0.7118981,1.0395943,0.8170794,1.2688279,0.73806095,0.57157093,0.63529193,0.5514808,0.6333793,0.71974283,0.5489199,0.72850746,0.6451597,0.89132476,0.47044367,0.8969177,0.5025199,1.0934052,0.4437447,1.0845906,0.4188332,1.1109008,0.49817201,1.2164516,0.5214922,1.4053271,0.56908154,1.3212237,0.4799213
15,0.54134446,0.6148199,0.7039905,0.65863055,1.0454643,0.7564468,1.1782981,0.929162,0.5760564,0.5583382,0.4904577,0.593751,0.70732594,0.55868,0.5774343,0.74131835,0.850839,0.5329035,0.82139194,0.6835397,1.0599723,0.5122572,1.0038244,0.46709105,1.1180851,0.5180931,1.1839162,0.46225882,1.2577666,0.594744,1.2903216,0.50930107
16,0.48451027,0.63851887,0.66970706,0.71314836,0.9758445,0.77123874,1.1017005,0.90519774,0.5742611,0.66257405,0.52019703,0.5699729,0.6089376,0.6219201,0.5935431,0.570483,0.81141526,0.44501594,0.8262955,0.46322492,1.029813,0.47685972,0.9990893,0.4349529,1.1183909,0.5186374,1.1777213,0.4404283,1.2681221,0.6015441,1.1966374,0.5286068
17,0.4494275,0.6940674,0.6652302,0.6972808,0.8779001,0.7321462,1.1298391,1.0159978,0.5722973,0.6381544,0.50523585,0.57430214,0.5764447,0.5835706,0.5609428,0.57266194,0.7601955,0.50127345,0.79700387,0.4680749,1.0015464,0.42867476,0.98255056,0.47495684,1.0371735,0.44769478,1.0397674,0.4621302,1.2130708,0.54045695,1.1864098,0.5811443
18,0.4415354,0.7865453,0.6329499,0.710235,0.9005021,0.86319494,1.1381531,0.7140563,0.5186405,0.5078449,0.45329803,0.54254425,0.5898549,0.5734268,0.5096181,0.56315356,0.77934337,0.4719778,0.7305282,0.44756994,0.92628455,0.43718243,0.9109782,0.42527685,0.98054606,0.4868097,1.0816094,0.507649,1.1273656,0.5723733,1.107148,0.45856798
19,0.43293044,0.6029346,0.65911096,0.6571507,1.0129504,0.88982564,1.11104,0.83159065,0.47420168,0.62953377,0.409122,0.553107,0.5901996,0.6145015,0.45488945,0.5722134,0.7011995,0.44049016,0.729976,0.499623,0.8869425,0.44701362,0.8709015,0.44932932,0.9344972,0.48126265,1.0222368,0.42786047,1.1866423,0.5441135,1.1135432,0.5314166
20,0.4468551,0.5630024,0.6126369,0.70233965,0.9899636,0.7382392,1.0667062,0.926243,0.4671521,0.5911953,0.41700724,0.5447467,0.5055303,0.5459088,0.45885333,0.585169,0.6743535,0.45680547,0.68606657,0.47128075,0.90333843,0.5020101,0.85782444,0.39786112,0.9272822,0.4963581,0.9909593,0.49070838,1.0702269,0.6399181,1.0518776,0.5199818
21,0.3813395,0.6104771,0.64092004,0.69302964,0.9179441,0.68136656,0.9913005,0.78589606,0.45250124,0.5516037,0.3933657,0.5754608,0.4747929,0.5436487,0.43941322,0.5839214,0.69008225,0.45258904,0.7038491,0.47676805,0.8191227,0.4187574,0.7499732,0.415488,0.85887235,0.48027644,0.9688975,0.51777864,1.0359706,0.5596628,1.0290822,0.4678624
22,0.37493342,0.64624006,0.5895112,0.6315741,0.86316013,0.8392721,0.99588037,1.1012145,0.41828474,0.5827355,0.38738897,0.5306546,0.4466724,0.54558134,0.39928484,0.53530246,0.61333203,0.48609728,0.67435676,0.43989253,0.8175279,0.42129454,0.76731277,0.42471442,0.8769797,0.46828872,0.93547606,0.4636686,1.0281675,0.63762957,0.9719928,0.4996329
