,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
test_loss,0.31649324,0.31649324,0.3035568,0.3035568,0.34042636,0.34042636,0.36304337,0.36304337,0.23920418,0.23920418,0.37970507,0.37970507,0.27345684,0.27345684,0.28174374,0.28174374,0.059981346,0.059981346,0.06373658,0.06373658,0.0614357,0.0614357,0.060831808,0.060831808,0.19977494,0.19977494,0.14534733,0.14534733,0.22890484,0.22890484,0.211441,0.211441
0,6.8150153,1.6010716,4.801507,2.978101,5.802901,1.4437065,5.2016344,1.4372869,4.458367,1.4712784,4.717079,1.8790894,4.4697795,1.5168424,5.6058083,1.5903553,4.705734,1.7969179,5.8632927,1.5962749,5.2982025,1.6912223,5.9849634,1.649673,6.1162987,1.562044,5.6408696,2.4996157,6.318135,1.9080515,7.069778,1.683458
1,2.0343275,1.2888054,2.6751647,1.417074,2.539873,1.2961317,2.2151985,1.191838,2.4771826,1.4123274,2.6674347,1.325947,2.4723182,1.4249192,2.5289686,1.2256004,2.7705412,1.4436448,2.5527549,1.2905977,2.9905949,1.4492642,3.15113,1.4412432,2.9486182,1.3334204,2.7002602,1.2303649,2.801421,1.3998917,2.4057016,1.3359909
2,1.8868455,1.204492,2.4785573,1.1794848,2.3353035,1.2080754,1.9994322,1.2053016,2.1313074,1.2616864,2.3510442,1.4495972,2.2213724,1.3802004,2.3515832,1.2789794,2.4039228,1.2659863,2.2883065,1.2071393,2.1967254,1.36981,2.6737087,2.0121486,2.609327,1.1683149,2.532047,1.1902817,2.4741237,1.3445835,2.2159476,1.3804376
3,1.7511169,1.2997191,2.3049903,1.1674788,2.2143102,1.1691978,1.8907374,1.1840369,2.065675,1.2516791,2.030243,1.2525777,2.0880566,1.1611674,2.28212,1.1333147,2.1693816,1.2172776,2.222427,1.1723084,2.060966,1.1993421,2.4975224,1.1167237,2.443451,1.176256,2.3398252,1.1310557,2.413287,1.3679076,2.0960443,1.2130864
4,1.7236872,1.0471563,2.3161151,1.171959,2.089369,1.1211904,1.843811,1.1591763,2.0005047,1.155997,1.9496856,1.3070138,2.0100353,1.1856854,2.1638432,1.1497887,2.066074,1.1755965,2.1993766,1.1702112,1.987487,1.1532438,2.353969,1.179364,2.3510213,1.0485172,2.2707546,1.151729,2.3297021,1.2437843,1.9401643,1.1350453
5,1.5419374,1.1469588,2.197579,1.1241865,1.9341873,1.1295923,1.7391238,1.285876,1.885153,1.1273699,1.9088941,1.1735717,1.9054681,1.5489917,2.0490358,1.134571,1.904231,1.0741842,2.0813951,1.0502617,1.9038993,1.2902563,2.153369,1.0696285,2.0841298,0.99349934,2.0517783,1.0348686,2.2082078,1.1349045,1.761503,1.0502102
6,1.4190906,1.0595483,2.0443838,1.1970774,1.6565125,1.0410348,1.6949466,1.1489033,1.798162,1.1743789,1.8604722,1.2318282,1.6756074,1.0883914,1.9903023,1.0734656,1.7416776,0.9765156,1.869483,0.9736004,1.7984933,1.1441953,2.0407004,0.9550114,1.8514503,1.0266688,1.8819467,0.99076563,1.9976891,1.1291885,1.5771233,0.9547295
7,1.3132142,0.9023886,1.9123548,1.0125043,1.6574236,0.9387302,1.54925,1.0198874,1.6440924,1.1272963,1.6582907,1.2946078,1.6204683,1.0615126,1.8710214,0.98372555,1.6544145,0.9161416,1.7047629,1.0491657,1.749748,1.088906,1.8890224,1.1475191,1.7932861,0.9229352,1.7617574,0.93985534,1.9429315,1.143137,1.5341278,0.9412792
8,1.2492259,0.9430117,1.721554,1.082298,1.561045,1.0177922,1.4562827,1.071397,1.4858153,0.92273265,1.5853007,1.0279292,1.4674971,0.9564934,1.666952,0.9886473,1.5421755,0.9823163,1.6004437,0.9856876,1.7517995,1.1520779,1.898157,1.0997331,1.6043513,0.9752548,1.5897746,0.91603506,1.7210608,1.0569861,1.4167961,1.0068803
