,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,999.0,999.0,13221.0,13221.0,13334.0,13334.0,16011.0,16011.0,14657.0,14657.0,10652.0,10652.0,8232.0,8232.0,8399.0,8399.0,12225.0,12225.0,18730.0,18730.0,19496.0,19496.0,17544.0,17544.0,13138.0,13138.0,15329.0,15329.0,14253.0,14253.0,14448.0,14448.0,13479.0,13479.0
budget_usage,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727,0.9996140486298727
sensor_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9692307692307692,0.9692307692307692,0.9846153846153847,0.9846153846153847
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296,1.981902837753296
test_loss,0.8400115370750427,0.8400115370750427,0.29985329508781433,0.29985329508781433,0.2851899564266205,0.2851899564266205,0.31602805852890015,0.31602805852890015,0.31026172637939453,0.31026172637939453,0.24275918304920197,0.24275918304920197,0.37553641200065613,0.37553641200065613,0.27462881803512573,0.27462881803512573,0.275754451751709,0.275754451751709,0.055234018713235855,0.055234018713235855,0.0593455471098423,0.0593455471098423,0.05662114918231964,0.05662114918231964,0.052981361746788025,0.052981361746788025,0.05117763578891754,0.05117763578891754,0.06279473006725311,0.06279473006725311,0.0786469578742981,0.0786469578742981,0.0660398006439209,0.0660398006439209
0,4.498187065124512,1.714936375617981,-1.6820495128631592,-1.6820495128631592,-1.696712851524353,-1.696712851524353,-1.665874719619751,-1.665874719619751,-1.6716411113739014,-1.6716411113739014,-1.7391436100006104,-1.7391436100006104,-1.6063663959503174,-1.6063663959503174,-1.7072739601135254,-1.7072739601135254,-1.706148386001587,-1.706148386001587,-1.9266687631607056,-1.9266687631607056,-1.9225572347640991,-1.9225572347640991,-1.9252816438674927,-1.9252816438674927,-1.9289214611053467,-1.9289214611053467,-1.9307252168655396,-1.9307252168655396,-1.9191081523895264,-1.9191081523895264,-1.9032559394836426,-1.9032559394836426,-1.915863037109375,-1.915863037109375
1,1.490216851234436,1.4902459383010864,-0.5401582717895508,-0.5401582717895508,-0.5548216104507446,-0.5548216104507446,-0.5239834785461426,-0.5239834785461426,-0.5297498106956482,-0.5297498106956482,-0.597252368927002,-0.597252368927002,-0.4644751250743866,-0.4644751250743866,-0.565382719039917,-0.565382719039917,-0.5642570853233337,-0.5642570853233337,-0.7847775220870972,-0.7847775220870972,-0.7806659936904907,-0.7806659936904907,-0.7833904027938843,-0.7833904027938843,-0.7870301604270935,-0.7870301604270935,-0.7888339161872864,-0.7888339161872864,-0.7772167921066284,-0.7772167921066284,-0.7613645792007446,-0.7613645792007446,-0.7739717364311218,-0.7739717364311218
2,1.2932665348052979,1.1874827146530151,10.566421508789062,1.4430779218673706,7.9015045166015625,1.4380197525024414,11.45617961883545,1.351940393447876,14.460681915283203,1.5839260816574097,7.70294713973999,1.3649909496307373,5.915680408477783,1.7971948385238647,9.795220375061035,1.576676607131958,5.8458027839660645,1.4590349197387695,7.0406365394592285,1.7219308614730835,5.92001485824585,7.98051643371582,7.04552698135376,1.7913836240768433,7.447013854980469,2.258596420288086,15.838202476501465,1.5147929191589355,17.42363739013672,1.6114054918289185,16.10889434814453,2.1761560440063477,16.22307014465332,1.8140590190887451
