,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,445.0,445.0,4748.0,4748.0,4390.0,4390.0,2980.0,2980.0,1903.0,1903.0,2428.0,2428.0,2493.0,2493.0,2446.0,2446.0,2432.0,2432.0,2871.0,2871.0,2983.0,2983.0,3722.0,3722.0,5834.0,5834.0,5996.0,5996.0,5576.0,5576.0,5889.0,5889.0,6186.0,6186.0
budget_usage,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618,0.9996516893068618
sensor_usage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967,0.33807647228240967
test_loss,0.18607042729854584,0.18607042729854584,0.2040390819311142,0.2040390819311142,0.16623015701770782,0.16623015701770782,0.2652958929538727,0.2652958929538727,0.254214346408844,0.254214346408844,0.1238400936126709,0.1238400936126709,0.12645332515239716,0.12645332515239716,0.1293916255235672,0.1293916255235672,0.11507386714220047,0.11507386714220047,0.048145100474357605,0.048145100474357605,0.05579134449362755,0.05579134449362755,0.04420092701911926,0.04420092701911926,0.04609756916761398,0.04609756916761398,0.06091419234871864,0.06091419234871864,0.07283198088407516,0.07283198088407516,0.06331069767475128,0.06331069767475128,0.057037193328142166,0.057037193328142166
0,0.3381005525588989,0.3183537423610687,-0.13403739035129547,-0.13403739035129547,-0.17184631526470184,-0.17184631526470184,-0.07278057932853699,-0.07278057932853699,-0.08386212587356567,-0.08386212587356567,-0.21423637866973877,-0.21423637866973877,-0.2116231471300125,-0.2116231471300125,-0.20868484675884247,-0.20868484675884247,-0.2230026125907898,-0.2230026125907898,-0.28993135690689087,-0.28993135690689087,-0.2822851240634918,-0.2822851240634918,-0.2938755452632904,-0.2938755452632904,-0.2919788956642151,-0.2919788956642151,-0.2771622836589813,-0.2771622836589813,-0.2652444839477539,-0.2652444839477539,-0.2747657895088196,-0.2747657895088196,-0.2810392677783966,-0.2810392677783966
1,0.29041385650634766,0.30173829197883606,0.01796865463256836,0.01796865463256836,-0.019840270280838013,-0.019840270280838013,0.07922546565532684,0.07922546565532684,0.06814391911029816,0.06814391911029816,-0.06223033368587494,-0.06223033368587494,-0.05961710214614868,-0.05961710214614868,-0.05667880177497864,-0.05667880177497864,-0.07099656015634537,-0.07099656015634537,-0.13792532682418823,-0.13792532682418823,-0.130279079079628,-0.130279079079628,-0.14186950027942657,-0.14186950027942657,-0.13997286558151245,-0.13997286558151245,-0.1251562386751175,-0.1251562386751175,-0.11323844641447067,-0.11323844641447067,-0.12275972962379456,-0.12275972962379456,-0.12903323769569397,-0.12903323769569397
2,0.2576330602169037,0.30373069643974304,0.38781610131263733,0.32536953687667847,0.2633702754974365,0.31664952635765076,0.1071140393614769,0.33729514479637146,0.10893911123275757,0.3414483666419983,0.39964747428894043,0.31249549984931946,0.4348444938659668,0.31910422444343567,0.43726322054862976,0.3234039545059204,0.48971402645111084,0.3206518590450287,0.7953248620033264,0.307526171207428,0.751392126083374,0.311635285615921,0.7766208648681641,0.31554022431373596,0.7462258338928223,0.3120678961277008,3.009469747543335,0.36693069338798523,3.0126616954803467,0.3122910261154175,3.173407554626465,0.3932189345359802,3.0708673000335693,0.3551293909549713
