,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
t_iter_avg,23.4,23.4,75.1,75.1,76.3,76.3,75.2,75.2,76.8,76.8,79.3,79.3,94.1,94.1,91,91,89.3,89.3,93,93,92.5,92.5,97.3,97.3,99.2,99.2,95,95,92.1,92.1,91.2,91.2,100.2,100.2
budget_usage,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978,1.0002895193978
sensor_usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.26045036,0.26045036,0.250178307294846,0.250178307294846,0.267301887273788,0.267301887273788,0.302685409784317,0.302685409784317,0.361244440078735,0.361244440078735,0.201818019151688,0.201818019151688,0.175120353698731,0.175120353698731,0.192614123225212,0.192614123225212,0.187271133065224,0.187271133065224,0.054180357605219,0.054180357605219,0.053641960024834,0.053641960024834,0.048536766320467,0.048536766320467,0.048660196363926,0.048660196363926,0.064110465347767,0.064110465347767,0.07744874060154,0.07744874060154,0.061612837016583,0.061612837016583,0.077692233026028,0.077692233026028
RF_loss,0.28476438,0.28476438,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924,0.284764379262924
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.447904199361801,0.418028712272644,0.481115311384201,0.387672007083893,0.565205514431,0.442520767450333,0.474265486001968,1.9948148727417,0.490101158618927,0.423363029956818,0.611484944820404,0.339651346206665,0.584291577339172,0.350359886884689,0.877243936061859,0.42568963766098,0.750565886497498,0.404761970043182,1.23433101177216,0.409388095140457,0.890812873840332,0.376177668571472,1.05777668952942,0.299208641052246,1.21949279308319,0.301980644464493,2.96121740341187,0.370171159505844,2.32838416099548,0.344370394945145,2.23573589324951,0.354465842247009,2.49507856369019,0.424917280673981
1,0.366631299257278,0.317600935697556,0.378975182771683,0.339150965213776,0.515748023986816,0.430176049470902,0.339841902256012,0.352619379758835,0.362262964248657,0.423550665378571,0.439868092536926,0.303606539964676,0.426061242818832,0.297949761152267,0.671355783939362,0.335604935884476,0.566300392150879,0.306243538856506,0.881569087505341,0.332233995199203,0.603793978691101,0.298742830753326,0.714007198810577,0.289148181676865,0.662268936634064,0.274393767118454,1.82967638969421,0.341608941555023,1.79285109043121,0.276898264884949,1.88165068626404,0.476953983306885,1.91962218284607,0.430085629224777
