,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
t_iter_avg,64.6,64.6,465.9,465.9,471.6,471.6,472.4,472.4,473.7,473.7,618,618,591.1,591.1,654.3,654.3,643.4,643.4,727.4,727.4,710.1,710.1,711.3,711.3,754.2,754.2,712.8,712.8,741.4,741.4,712.7,712.7,713,713
budget_usage,0.799534370787894,0.799534370787894,0.711432422497243,0.711432422497243,0.626455091287832,0.626455091287832,0.297696360740105,0.297696360740105,0.293162602622228,0.293162602622228,0.765163582894253,0.765163582894253,0.763448106849651,0.763448106849651,0.613466486950129,0.613466486950129,0.703100110280603,0.703100110280603,0.44773924764122,0.44773924764122,0.470898174243353,0.470898174243353,0.406812890577135,0.406812890577135,0.394559490258547,0.394559490258547,0.362516848425438,0.362516848425438,0.267491728954785,0.267491728954785,0.228525915941674,0.228525915941674,0.257934076706286,0.257934076706286
sensor_usage,1,1,1,1,1,1,0.779279279279279,0.779279279279279,0.72972972972973,0.72972972972973,1,1,1,1,1,1,1,1,1,1,1,1,0.972972972972973,0.972972972972973,0.990990990990991,0.990990990990991,0.941441441441441,0.941441441441441,0.720720720720721,0.720720720720721,0.545045045045045,0.545045045045045,0.657657657657658,0.657657657657658
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.41186675,0.41186675,0.385946303606033,0.385946303606033,0.33096119761467,0.33096119761467,0.505147814750671,0.505147814750671,0.442355334758759,0.442355334758759,0.319860458374023,0.319860458374023,0.326476514339447,0.326476514339447,0.389820277690887,0.389820277690887,0.316391706466675,0.316391706466675,0.12556055188179,0.12556055188179,0.133795559406281,0.133795559406281,0.151091068983078,0.151091068983078,0.1402388215065,0.1402388215065,0.279761373996735,0.279761373996735,0.414640188217163,0.414640188217163,0.782280325889587,0.782280325889587,0.58141303062439,0.58141303062439
RF_loss,0.6540868,0.6540868,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812,0.654086828231812
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.853051364421845,0.677250325679779,1.07842528820038,0.733639538288116,1.32525277137756,0.705807507038116,1.90284097194672,0.685184955596924,2.57588458061218,0.716790556907654,3.63892817497253,0.717708826065064,3.13076424598694,0.70464813709259,2.68212342262268,0.636818885803223,2.97459244728088,2.51490497589111,2.80381631851196,0.767124652862549,1.69571590423584,0.766374230384827,2.51277089118958,0.722581684589386,3.74937057495117,0.70455527305603,6.14266490936279,2.14385414123535,5.92604780197144,0.904566168785095,6.15012550354004,1.50958776473999,5.66440439224243,1.05500280857086
1,0.676524519920349,0.61234325170517,0.612174093723297,0.623287558555603,0.823639392852783,0.685037553310394,1.35187351703644,0.593844652175903,1.2978652715683,0.605153799057007,1.5571426153183,0.590881049633026,1.75887060165405,0.64159506559372,1.32246696949005,0.568658590316772,1.67620754241943,0.520500600337982,1.01228475570679,0.659315526485443,1.00613391399384,0.716415643692017,0.845752775669098,0.688409924507141,0.94020938873291,0.692905962467194,4.66419363021851,0.997240722179413,4.78939056396484,1.06116092205048,4.80036926269531,1.1568740606308,4.70553541183472,1.10937321186066
