,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,406.0,406.0,3141.0,3141.0,3130.0,3130.0,3056.0,3056.0,3150.0,3150.0,4368.0,4368.0,4751.0,4751.0,4814.0,4814.0,4854.0,4854.0,5759.0,5759.0,5472.0,5472.0,5696.0,5696.0,5670.0,5670.0,5527.0,5527.0,5649.0,5649.0,5419.0,5419.0,5675.0,5675.0
budget_usage,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208,0.999912899573208
sensor_usage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524,0.7702471017837524
test_loss,0.6013745069503784,0.6013745069503784,0.46057164669036865,0.46057164669036865,0.47988981008529663,0.47988981008529663,0.345620721578598,0.345620721578598,0.3723169267177582,0.3723169267177582,0.1443779617547989,0.1443779617547989,0.1503254920244217,0.1503254920244217,0.12389783561229706,0.12389783561229706,0.1547962725162506,0.1547962725162506,0.0509626530110836,0.0509626530110836,0.05334457382559776,0.05334457382559776,0.050066571682691574,0.050066571682691574,0.05030243471264839,0.05030243471264839,0.05917632207274437,0.05917632207274437,0.08215545117855072,0.08215545117855072,0.0704423114657402,0.0704423114657402,0.07091955095529556,0.07091955095529556
0,0.5496208667755127,0.8589518070220947,-0.3096754550933838,-0.3096754550933838,-0.2903572916984558,-0.2903572916984558,-0.4246263802051544,-0.4246263802051544,-0.39793017506599426,-0.39793017506599426,-0.6258691549301147,-0.6258691549301147,-0.6199216246604919,-0.6199216246604919,-0.6463492512702942,-0.6463492512702942,-0.6154508590698242,-0.6154508590698242,-0.7192844748497009,-0.7192844748497009,-0.7169025540351868,-0.7169025540351868,-0.7201805114746094,-0.7201805114746094,-0.7199446558952332,-0.7199446558952332,-0.7110707759857178,-0.7110707759857178,-0.6880916357040405,-0.6880916357040405,-0.6998047828674316,-0.6998047828674316,-0.6993275284767151,-0.6993275284767151
1,0.44519174098968506,0.8282173275947571,-0.14080286026000977,-0.14080286026000977,-0.12148469686508179,-0.12148469686508179,-0.2557537853717804,-0.2557537853717804,-0.22905758023262024,-0.22905758023262024,-0.4569965600967407,-0.4569965600967407,-0.4510490298271179,-0.4510490298271179,-0.47747665643692017,-0.47747665643692017,-0.4465782344341278,-0.4465782344341278,-0.5504118800163269,-0.5504118800163269,-0.5480299592018127,-0.5480299592018127,-0.5513079166412354,-0.5513079166412354,-0.5510720610618591,-0.5510720610618591,-0.5421981811523438,-0.5421981811523438,-0.5192190408706665,-0.5192190408706665,-0.5309321880340576,-0.5309321880340576,-0.5304549336433411,-0.5304549336433411
2,0.4044187366962433,0.7984605431556702,1.3457622528076172,0.7797505259513855,2.4374184608459473,0.8103142976760864,1.0237181186676025,0.9014363884925842,0.6340716481208801,1.0024852752685547,2.177818775177002,0.7802666425704956,2.302985429763794,0.740169107913971,2.0924904346466064,0.7341099977493286,2.1223795413970947,0.7765896320343018,4.537572860717773,0.5827083587646484,4.669335842132568,0.6082217693328857,4.943001747131348,0.5445828437805176,4.446105003356934,0.6279851198196411,8.891955375671387,0.5803198218345642,10.42027473449707,0.42289334535598755,8.91939926147461,0.699590802192688,10.860189437866211,0.8363302946090698
3,0.3889559209346771,0.8862724900245667,0.9817356467247009,0.800639808177948,0.9987189173698425,0.7788825035095215,0.8474757075309753,0.8445696830749512,0.5418943762779236,0.865885317325592,1.5179263353347778,0.6734114289283752,1.6847327947616577,0.7084680795669556,1.603425145149231,0.7065441608428955,1.680497169494629,0.7005677223205566,3.875419855117798,0.5689473152160645,3.6311264038085938,0.5820360779762268,3.7376742362976074,0.6072755455970764,3.5775961875915527,0.5674395561218262,6.715383529663086,0.4471094310283661,7.125529766082764,0.5256425738334656,6.581393241882324,0.41143283247947693,7.267377853393555,0.44441086053848267
4,0.3869975805282593,0.9067005515098572,0.9301180839538574,0.8050283789634705,1.0058637857437134,0.7506271600723267,0.722334623336792,0.7914058566093445,0.5221772789955139,0.9438439607620239,1.475636601448059,0.6782032251358032,1.5308003425598145,0.7016729712486267,1.4733715057373047,0.6821496486663818,1.5884300470352173,0.6856399774551392,3.4851086139678955,0.5771663784980774,3.3873984813690186,0.5268236398696899,3.4228549003601074,0.506304919719696,3.2328646183013916,0.5926932096481323,5.295437812805176,0.4108295738697052,6.124978065490723,0.4754828214645386,5.48376989364624,0.44652029871940613,6.19884729385376,0.4461110234260559
5,0.3891848027706146,0.8166854977607727,0.9641671180725098,0.8054407835006714,1.001780390739441,0.6868277192115784,0.7672621607780457,0.8897280693054199,0.4623139202594757,0.9824437499046326,1.3396563529968262,0.7120176553726196,1.373104453086853,0.7089965343475342,1.3085967302322388,0.6691893935203552,1.3499454259872437,0.6653002500534058,3.433398723602295,0.49024292826652527,3.0502169132232666,0.5207404494285583,3.0125410556793213,0.5276684165000916,3.312556743621826,0.5272178649902344,4.986299991607666,0.37185290455818176,5.289025783538818,0.3869135081768036,4.891643047332764,0.5372952222824097,5.389772891998291,0.569982647895813
