,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
test_loss,0.61127996,0.61127996,0.49327195,0.49327195,0.6537904,0.6537904,0.57817787,0.57817787,0.20998093,0.20998093,0.20206377,0.20206377,0.21998033,0.21998033,0.24088186,0.24088186,0.087947376,0.087947376,0.0916772,0.0916772,0.08646095,0.08646095,0.08500847,0.08500847,0.24834514,0.24834514,0.22614394,0.22614394,0.2501843,0.2501843,0.27068755,0.27068755
0,3.3597085,1.2949986,6.2734537,1.497308,3.7365992,2.1061766,5.631897,1.2840823,4.8195577,1.4234562,4.612491,1.2850673,3.5042474,1.2631023,3.1258125,1.3165871,4.866401,1.3476408,4.4383903,1.2581182,4.1114917,1.219173,6.397389,1.3050088,5.5745273,1.2616134,6.4258146,1.526026,5.369646,1.5637352,6.2424083,2.3365355
1,1.7452571,1.1678857,1.8189601,1.1718819,1.9859405,1.3662192,2.050509,1.1997995,2.4325469,1.1822603,2.171865,1.2568442,2.1959007,1.3297805,1.9160908,1.1744488,2.2592387,1.1816798,2.3370337,1.1623845,2.2320085,1.1303424,2.3260531,1.1701744,2.1317303,1.2224727,2.3066952,1.1933149,2.1470408,1.1685416,2.4532244,1.2008998
2,1.655327,1.2026613,1.6170319,1.1544931,1.7213566,1.1166904,1.7803942,1.2576371,2.2122118,1.1332605,2.069896,1.1313447,1.9882246,1.1466138,1.7876517,1.1724226,2.0669394,1.1330236,2.2414405,1.121603,2.0268593,1.106135,2.0630066,1.3242433,1.9226277,1.1280159,2.090886,1.1286546,2.2135546,1.1559751,2.2662466,1.1403162
3,1.5336376,1.1036482,1.5277427,1.1304876,1.6243489,1.1312357,1.7167073,1.1671044,2.1148329,1.0916736,1.9654622,1.1268163,1.8350408,1.1007075,1.6990068,1.0953138,2.0322168,1.091358,2.1354873,1.1662722,2.1756682,1.0777069,2.0633748,1.1202102,1.9088312,1.1145955,2.0361204,1.1637157,1.9382833,1.1097608,2.1473818,1.1233283
4,1.5530027,1.1173527,1.473878,1.127753,1.5865184,1.090154,1.6794765,1.1641091,2.0921397,1.0947742,1.8984149,1.0782989,1.7850552,1.1133182,1.6567401,1.0927492,1.9692702,1.1050028,2.0277352,1.1085236,2.0938888,1.1111224,1.9354416,1.1836025,1.8149827,1.1948469,2.012749,1.1274753,2.0435133,1.1381046,2.069568,1.1237271
5,1.4255275,1.0858749,1.4882698,1.1670351,1.5646199,1.3583055,1.6512944,1.1405777,2.380596,1.1305473,1.8398324,1.1221269,1.692958,1.1307167,1.5740567,1.1136477,1.909978,1.1223768,1.9715837,1.0771728,1.8844016,1.1034181,1.9032115,1.1748493,1.7392646,1.125077,1.8289418,1.0561593,1.8886682,1.0636994,1.9814175,1.1028038
6,1.3791488,1.1150364,1.415255,1.1131438,1.4489814,1.1390835,1.5272651,1.1760389,1.8419716,1.0292394,1.7483598,1.0807544,1.7261382,1.1495528,1.5761169,1.0664049,1.8646189,1.0415245,2.1141734,1.0848005,1.8189291,1.0655907,1.805762,1.1051438,1.6503481,1.0886191,1.715242,0.9846384,1.7878878,1.0644774,1.967542,1.0913438
7,1.3483461,1.0835624,1.3873626,1.0754215,1.4054269,1.1558437,1.4872054,1.1351767,1.7560371,1.2259834,1.7284331,1.0828913,1.6912731,1.1107975,1.3826693,1.0690941,1.7661921,1.0471485,1.7150828,1.1607203,1.7484462,1.0495297,1.757642,1.0828332,1.6703804,1.1570734,1.6624818,0.9728676,1.6390492,1.0760041,1.8260118,1.0676552
8,1.2625809,1.0836619,1.318132,1.2433462,1.3783542,1.0541518,1.4284116,1.0725405,1.6690663,1.0281899,1.682706,0.9968294,1.5940597,1.0671489,1.3781983,1.0631192,1.7125416,1.1915201,1.7049831,1.2296559,1.6370087,1.1895164,1.6414219,0.973185,1.5672936,0.99357253,1.6041579,1.0590547,1.6458125,1.1304154,1.7892016,1.0326768
9,1.2875519,1.0903966,1.2427635,1.1373335,1.230629,1.0748048,1.3777966,1.0865862,1.6396288,0.9866575,1.5720775,0.961756,1.5483329,1.0172694,1.3365777,1.0366476,1.609969,1.2008812,1.5978054,1.0458025,1.5796221,0.99515957,1.5386683,0.97658014,1.4360088,1.0063937,1.4553082,0.932322,1.5920709,0.9912621,1.6513767,1.0286572
10,1.1548582,1.1031979,1.2216665,1.0737506,1.243459,1.0092974,1.263704,1.1797122,1.5833598,0.9280993,1.4630034,0.958379,1.4141393,0.98902285,1.2343118,1.007193,1.5123804,1.0465615,1.4856099,1.0752442,1.4639246,0.978355,1.4683669,0.9462315,1.3295368,0.99919283,1.3745826,1.1755674,1.4800858,0.9923455,1.610715,1.0618151
11,1.1503639,1.1589797,1.1245043,1.1067567,1.1707133,1.0147872,1.2534419,1.0686421,1.5186247,0.92718595,1.3966326,0.9370754,1.3787762,0.95749915,1.1801554,0.9956342,1.4721187,0.95534676,1.4888661,1.0080116,1.4595733,0.9403612,1.4048369,0.9129088,1.325973,0.9576132,1.2962954,0.9055403,1.3406006,0.9675701,1.4955864,1.0857414
12,1.0806401,1.1668903,1.1037415,1.1024339,1.1048739,1.0973815,1.1617981,1.0159253,1.3542699,0.91966504,1.3062813,0.9445482,1.3153288,1.0215062,1.1561137,1.1347488,1.399822,0.94304544,1.3772091,0.98115504,1.3512577,1.0348063,1.3044288,0.9637113,1.2561544,0.95315766,1.18959,0.9517879,1.259812,0.9826745,1.3968284,0.963219
13,1.0050015,1.0687834,1.0684526,1.0013696,1.0376513,0.9511187,1.1455619,1.0731514,1.2842456,0.8990068,1.217527,0.9186495,1.1923612,0.95315766,1.0698537,0.9611369,1.2766817,0.9726522,1.2979738,1.0146245,1.2543958,0.9027357,1.1941403,1.1284894,1.1481057,0.97603244,1.1788179,0.91182166,1.1988881,0.99535567,1.3197277,0.9957345
14,1.024575,0.95753115,0.9967442,1.1945722,0.99410886,0.966649,1.0796812,1.0262493,1.1705292,1.0760906,1.2151988,0.9172854,1.1441581,1.0195607,0.9668693,1.0198749,1.2187606,0.9380562,1.2798855,0.95431536,1.2497424,0.92146045,1.2266959,0.8895869,1.0521419,1.048313,1.0639297,0.89841694,1.13682,0.9129854,1.2177677,0.89241165
15,0.87259525,0.9715787,0.9646529,1.0697113,0.9225138,1.0030783,1.0149388,1.0463536,1.1502687,0.92916876,1.1030837,0.8910285,1.0944061,0.9179159,0.9376327,1.0829196,1.2316229,0.9467198,1.1971946,0.9256295,1.1323858,1.0103914,1.121998,0.9562624,0.9762718,1.1238588,1.0802426,0.85632133,1.0995375,0.8977163,1.0938576,0.96901757
16,0.87801564,0.98386633,0.91782993,0.99914753,0.8588982,1.0197744,0.97641194,0.96870136,1.0463637,0.91189134,1.0788757,0.92347443,1.0518407,0.9251996,0.9040629,0.96519715,1.1685935,0.88951343,1.1255057,0.95332384,1.0669744,0.8954009,1.1066539,0.8836045,0.98364085,0.90882427,0.9916626,0.84673136,1.0571126,0.9634506,1.0598418,0.8607211
17,0.8069473,1.0375932,0.8961855,1.1105533,0.8145088,0.90354204,0.8973271,1.0247425,0.9822676,0.91073495,1.005341,0.9607918,0.974765,0.92418295,0.8423327,0.9228696,1.0872891,0.8965556,1.1375079,0.95469004,1.0551562,0.90276754,0.99757034,0.9441011,0.91603035,0.97110647,0.9459915,0.81974,0.993092,0.8704288,0.9867597,0.8945875
18,0.8260208,0.93943113,0.8628685,1.0949979,0.84037167,0.91148835,0.9168022,1.0169581,0.96658534,0.9794865,1.0489116,0.92973495,0.89013255,0.8843675,0.82129544,0.9429154,1.0832478,0.862522,1.065222,0.85832775,0.9646889,0.885066,1.0238754,0.9449454,0.8753878,0.8942108,0.9038521,0.8822489,0.9614591,0.96915877,0.93527883,0.89386874
19,0.7212445,1.0640056,0.8428296,1.023027,0.68175995,0.91237915,0.8182079,0.97792184,0.9066457,0.84530455,0.9554732,0.90565467,0.8493201,0.90155524,0.8027307,0.91319245,1.0270019,0.8773852,0.9888466,0.90965456,0.95730937,0.87412786,0.97361577,0.9007882,0.81908834,0.83967716,0.8420324,0.8477532,0.8854754,0.9604508,0.91027874,0.8416766
20,0.70124215,0.9271424,0.7600545,0.993137,0.6617562,0.90087515,0.7923819,1.202081,0.8600108,0.87595296,0.94687736,0.89508367,0.8338978,0.915221,0.73080707,0.9506497,0.92208683,0.8705564,0.9498041,0.9534341,0.88208455,0.9049604,0.94085145,0.86384964,0.77590585,0.9805454,0.81046027,0.93960786,0.82169354,0.9367159,0.81717145,0.9222642
21,0.6907129,0.9805547,0.7139228,1.0191628,0.67209846,0.9441255,0.7765379,0.9645237,0.8021147,0.9336681,0.9064939,0.9028307,0.7889025,0.864015,0.7133337,0.9066622,0.91690254,0.8712455,0.96262085,0.87888235,0.85441226,0.88563603,0.87075883,0.91524637,0.7798983,0.87901664,0.7711725,0.8828769,0.8303591,0.8782475,0.801349,0.8521807
22,0.6876058,0.95462483,0.72788113,1.0131646,0.6628503,0.85920805,0.7637407,0.9401143,0.7709355,0.82840794,0.8385804,0.8593891,0.7744512,0.85994804,0.6774918,0.9365361,0.8673453,0.9021229,0.8793897,0.8919889,0.8119771,0.86405855,0.8474403,0.8831325,0.69909,0.89140636,0.76034284,0.8413491,0.7703771,0.9349788,0.7833541,0.8682606
23,0.6112356,0.9550168,0.67935055,1.038689,0.5678352,0.9064918,0.70337737,0.9818357,0.746287,0.9060931,0.78784496,0.88408256,0.6942648,0.94332194,0.6737694,0.90167147,0.84959227,0.94323134,0.86981094,0.9955404,0.82278365,0.86628205,0.80222166,0.83490247,0.696322,0.94793016,0.70305854,0.8642144,0.72824365,0.87439406,0.7196128,0.8506416
24,0.5816168,0.9706297,0.66035545,0.9758226,0.5707411,0.90444213,0.6828499,0.9939052,0.70897377,0.8485037,0.75488245,0.9347294,0.6523237,0.9365986,0.62678736,0.89014894,0.8221638,0.8764765,0.75380147,0.8595379,0.76216197,0.8682225,0.7646826,0.86065584,0.63561076,0.9176004,0.7032924,0.8475196,0.71249217,0.91547567,0.68185997,0.91124064
25,0.5564051,1.0157875,0.6099511,0.9854492,0.5474411,0.88278174,0.68486804,0.9671851,0.6916734,0.9604674,0.7073088,0.8876589,0.6882284,0.89445204,0.5955896,1.038098,0.7682918,0.85784954,0.8102767,0.9396177,0.7584619,0.8452623,0.726832,0.8784713,0.6365128,0.8707172,0.6354121,0.8627754,0.67884576,0.9044265,0.6696005,0.85484236
26,0.55742735,0.9674838,0.58388984,1.0062127,0.536381,0.89578575,0.608527,0.96921843,0.63857484,0.88983124,0.70968944,0.8678296,0.63451684,0.90356493,0.58786184,0.9186492,0.7872332,0.8948737,0.7403816,0.89868677,0.7294766,0.8659648,0.71979386,0.8663557,0.6141522,0.97948515,0.62557185,0.86982167,0.65436304,0.87579054,0.6544551,0.8520109
27,0.53684616,0.9596172,0.56189305,1.0311124,0.5018486,0.88886315,0.60814005,0.98578304,0.6367847,0.8625452,0.6457031,0.88681275,0.5918365,0.93010044,0.5410561,0.929186,0.711333,0.9180474,0.6985992,0.89781314,0.65026283,0.8440444,0.68700516,0.8512427,0.574848,0.89630663,0.6427735,0.88259953,0.64143586,1.0222971,0.61783016,0.92861116
28,0.49049073,0.8959978,0.5400321,0.9952174,0.5109794,0.8801648,0.54762894,0.9374758,0.59825957,0.8888238,0.6397663,0.86995316,0.5896673,0.88054997,0.5413545,1.0685064,0.6602706,0.899789,0.6572363,0.9151779,0.65733325,0.85439724,0.64220583,0.9159115,0.56302345,0.87290716,1.4709548,0.74013036,1.5184811,0.7767916,0.587259,0.87499624
29,0.48108733,0.9312087,0.5186571,1.0340197,0.4704558,0.8786271,0.5510445,0.97356814,0.5694884,0.9081549,0.624175,0.93318063,0.54161334,0.8409255,0.49948314,0.9228661,0.68612564,0.8609267,1.6970267,0.7794634,0.62561023,0.8734526,0.60884315,0.87458426,0.5288599,0.890486,1.1415025,0.7718287,1.1676496,0.78347224,0.5508762,0.8809532
30,1.1741719,0.83824354,1.3465096,0.8645653,1.2171597,0.85585505,1.1604524,0.89258194,1.5384898,0.7810127,1.5420418,0.7748699,1.4455943,0.78274876,1.6056546,0.7976812,1.600703,0.780717,1.3200951,0.7424242,1.6379079,0.7988777,1.6381348,0.7828577,1.5540636,0.7613238,1.0394566,0.7581063,1.0490876,0.76943856,1.3625321,0.7903403
31,0.9475448,0.7855259,1.0952289,0.86839175,0.9565837,0.83881813,0.87614477,1.0131236,1.1953405,0.77002347,1.2289436,0.8743869,1.1463534,0.78347653,1.2000376,0.75439715,1.2316612,0.7546921,1.2046664,0.7376514,1.2834973,0.77593225,1.3615873,0.74395317,1.2667013,0.7125892,0.9125981,0.79294413,0.96145403,0.7652573,1.0861102,0.77303535
32,0.8844893,0.82348615,1.0120169,0.8189522,0.86702657,0.8125924,0.8025536,0.8200105,1.0057815,0.7534226,1.0986733,0.77704287,1.0086771,0.8034508,1.0965936,0.754115,1.0998099,0.77171695,1.1065038,0.73087174,1.1371139,0.7250857,1.2020985,0.77443,1.086798,0.7280042,0.86384785,0.7142515,0.90853894,0.7431839,0.99956816,0.7383662
33,0.7439212,0.79749286,0.87952656,0.8272793,0.77131873,0.81990856,0.7344144,0.8226789,0.89307433,0.72870505,0.99536693,0.76861936,0.8951277,0.7426789,1.0144538,0.78249884,1.0399526,0.7225296,1.0157825,0.7462659,1.0358225,0.7461363,1.1015606,0.9257361,1.0450007,0.72686964,0.7896577,0.749484,0.8282526,0.8213723,0.90152776,0.73755306
34,0.7007399,0.7792433,0.82214457,0.8389777,0.71188146,0.78640616,0.6399384,0.8752725,0.8526802,0.7351297,0.9145282,0.74343914,0.8399643,0.7456245,0.87373734,0.743989,0.9507893,0.7653411,0.9419434,0.79007703,0.99511564,0.8212081,1.0589334,0.7469931,0.97001666,0.7636297,0.7767983,0.7353465,0.77853763,0.7929909,0.83853793,0.7456329
