,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
test_loss,0.14740673,0.14740673,0.14984533,0.14984533,0.16457957,0.16457957,0.15777297,0.15777297,0.10330838,0.10330838,0.1084726,0.1084726,0.109206125,0.109206125,0.10848543,0.10848543,0.043867253,0.043867253,0.044540275,0.044540275,0.03997944,0.03997944,0.044115625,0.044115625,0.09141607,0.09141607,0.11786054,0.11786054,0.08764967,0.08764967,0.08268395,0.08268395
0,0.37026507,0.25650656,0.35302737,0.25346845,0.41492474,0.24483272,0.31694147,0.2678557,0.4019496,0.24877311,0.46517253,0.246896,0.37913245,0.24726331,0.38645473,0.2601585,0.5053969,0.2617393,0.4517626,0.3740209,0.5017972,0.25270233,0.45782372,0.25153857,0.52398837,0.24946459,0.45034423,0.25474522,0.4505982,0.24800983,0.47000897,0.26103607
1,0.5538255,0.2410948,0.28707734,0.24200791,0.24457693,0.24014637,0.27453715,0.24698211,0.3212962,0.24762788,0.37071362,0.24408995,0.29489666,0.24190642,0.3451051,0.2345942,0.40201864,0.23343694,0.47327137,0.22866909,0.40179688,0.2342178,0.37364313,0.31047234,0.3764816,0.227807,0.3788698,0.26050237,0.40002617,0.23387003,0.39239106,0.22933896
2,0.25374436,0.25296915,0.2627572,0.24670376,0.22280271,0.23061682,0.23628634,0.2517153,0.29257575,0.25075457,0.31377622,0.23624314,0.27142948,0.24614899,0.30625758,0.23385239,0.3636345,0.23598357,0.31946298,0.23790388,0.34397346,0.2648007,0.36388355,0.22545706,0.34814066,0.26954684,0.32598218,0.2533853,0.33126646,0.23825406,0.34446666,0.2526993
3,0.24021654,0.24288848,0.23022091,0.23165306,0.20740429,0.23492852,0.21398582,0.25219768,0.26842138,0.2178085,0.3090076,0.22518271,0.25277445,0.23189627,0.29642954,0.22707178,0.34161204,0.22341855,0.28814465,0.22335161,0.35410857,0.24768604,0.32629424,0.2232247,0.30506626,0.24593562,0.30230555,0.3012814,0.31970873,0.23438519,0.32065335,0.24178855
4,0.29432854,0.23262805,0.2279946,0.23865777,0.18907294,0.23787937,0.18451777,0.24743408,0.241718,0.22587946,0.2692446,0.22022259,0.23527496,0.22737055,0.2592705,0.22534673,0.3284126,0.2243053,0.2857159,0.24520443,0.3147577,0.26861492,0.3234504,0.23491122,0.28989506,0.23454474,0.28889188,0.22618847,0.31675828,0.22996713,0.3022625,0.24828857
5,0.21501634,0.23093231,0.21509986,0.23167543,0.17610182,0.23084395,0.16698258,0.24920177,0.22738072,0.22215185,0.2592784,0.22102386,0.22877525,0.21495101,0.2539137,0.23280387,0.3121194,0.22465399,0.30514646,0.21799104,0.30370653,0.22227675,0.28358558,0.23790133,0.296832,0.22486158,0.26736152,0.24352595,0.28446603,0.216181,0.28519484,0.22120756
6,0.19342992,0.2272397,0.19243647,0.2233582,0.1770056,0.2204502,0.15308966,0.25759974,0.22697757,0.22121662,0.2441609,0.21943182,0.21635415,0.23434727,0.24155325,0.21556292,0.27868867,0.22164929,0.24009037,0.21998732,0.26420254,0.23380719,0.27298766,0.23065285,0.2558812,0.21275575,0.25870192,0.2294606,0.26314256,0.22109722,0.27580866,0.23289242
7,0.18444325,0.22909163,0.16373368,0.24569702,0.16645025,0.2365845,0.14530012,0.25374925,0.2117051,0.2254389,0.2263365,0.2175531,0.20730102,0.21974523,0.23383899,0.21419387,0.25571096,0.24565203,0.23543969,0.22902238,0.25933322,0.23099984,0.2586417,0.21513018,0.24391963,0.21484406,0.23722416,0.2606638,0.2597635,0.21503286,0.2632621,0.25387895
8,0.17585273,0.24751459,0.18730257,0.24305017,0.14639415,0.22957946,0.12633823,0.29430807,0.19358057,0.21602556,0.21365832,0.25362217,0.19822067,0.23269348,0.21575591,0.26115948,0.24626389,0.24093868,0.22351234,0.24538021,0.24061495,0.23967712,0.2410986,0.22708046,0.24823159,0.21804588,0.23680125,0.24102485,0.23851153,0.21732217,0.24368587,0.26795816
9,0.182224,0.22684193,0.17335808,0.2488721,0.14644967,0.22154132,0.1308851,0.27164066,0.18752567,0.21731767,0.20832418,0.21553923,0.18881787,0.24632551,0.2023696,0.2327497,0.24825622,0.21628422,0.20862007,0.2161685,0.23825677,0.22410177,0.22393735,0.24602856,0.21918389,0.2247342,0.21727991,0.23439749,0.22655663,0.23290986,0.23935394,0.23735243
10,0.16013317,0.22789127,0.16121837,0.23389259,0.13067614,0.22226816,0.11169979,0.2665216,0.18789692,0.2192276,0.20693956,0.22694644,0.17525263,0.22871566,0.18994421,0.23064995,0.2192451,0.2254439,0.2036446,0.2124821,0.22292888,0.23305163,0.21587561,0.23995005,0.21214208,0.24700351,0.21108177,0.22223121,0.2289646,0.2420993,0.23428223,0.22296123
11,0.16813271,0.22266419,0.14323656,0.23615453,0.12844792,0.23053071,0.11356229,0.25965315,0.17271745,0.21643125,0.17584519,0.2202415,0.1760913,0.22510175,0.18185815,0.22213042,0.2219515,0.2294912,0.18996629,0.22147936,0.22053564,0.24455653,0.2114676,0.22087416,0.21340843,0.24495724,0.18989171,0.2454035,0.20264493,0.25214908,0.21611266,0.24255076
12,0.14775334,0.23365201,0.13832389,0.23059872,0.13279545,0.22474451,0.33194348,0.2209653,0.17145571,0.21992896,0.17601654,0.21642968,0.15929477,0.21832573,0.1678266,0.21420231,0.20714268,0.25018045,0.18440501,0.22897324,0.21508135,0.21731827,0.19722646,0.22908221,0.19321242,0.22739874,0.1957029,0.23063429,0.20802408,0.21667974,0.2164298,0.2359463
