,spatial None PL train,spatial None PL val,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
t_iter_avg,36.8,36.8,121.5,121.5,122.5,122.5,124.2,124.2,129.1,129.1,148.2,148.2,151.9,151.9,153.9,153.9,159.5,159.5,167.1,167.1,174.7,174.7,173.1,173.1,178.6,178.6,162.8,162.8,159.5,159.5,163.5,163.5,159.7,159.7
budget_usage,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854,1.00058858151854
sensor_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.938461538461538,0.938461538461538,0.938461538461538,0.938461538461538,0.984615384615385,0.984615384615385
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.77859527,0.77859527,0.222045868635178,0.222045868635178,0.192067041993141,0.192067041993141,0.234859198331833,0.234859198331833,0.228956878185272,0.228956878185272,0.45389512181282,0.45389512181282,0.146499052643776,0.146499052643776,0.173574388027191,0.173574388027191,0.157877638936043,0.157877638936043,0.038397502154112,0.038397502154112,0.041923895478249,0.041923895478249,0.03819864615798,0.03819864615798,0.040835369378328,0.040835369378328,0.037850335240364,0.037850335240364,0.048804424703121,0.048804424703121,0.040978785604239,0.040978785604239,0.037056036293507,0.037056036293507
RF_loss,1.305116,1.305116,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594,1.30511605739594
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.87869155406952,1.21791779994965,7.69022417068481,0.733160197734833,6.17337560653687,0.767644822597504,10.4150810241699,0.871810555458069,8.12347984313965,1.22555923461914,2.64941740036011,1.33185756206512,1.87202894687653,0.936871767044067,2.22684645652771,1.31646740436554,2.29475617408752,1.18434429168701,0.280594825744629,1.54005360603333,0.201742097735405,1.54041874408722,0.241137892007828,1.54024648666382,0.218536600470543,1.53577411174774,10.6341953277588,1.01361548900604,10.2372989654541,0.923634231090546,11.3957405090332,1.05691659450531,11.6477117538452,1.31377482414246
1,1.58044254779816,1.15447175502777,4.80111789703369,0.716834783554077,3.4594144821167,0.711455523967743,6.92189693450928,0.840443730354309,7.19125604629517,1.22576773166657,2.12238883972168,1.06371819972992,1.62375712394714,1.14320147037506,2.04752683639526,1.22813892364502,2.06528353691101,1.05067944526672,0.251847922801971,1.52656257152557,0.164105519652367,1.52944183349609,0.199554949998856,1.52891826629639,0.178669899702072,1.52554559707642,5.80534601211548,0.744232475757599,5.84420108795166,0.899132192134857,6.07517337799072,0.849927246570587,6.36607885360718,0.806830763816834
