,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
test_loss,0.19939536,0.19939536,0.33436078,0.33436078,0.8293183,0.8293183,0.49043196,0.49043196,0.33603725,0.33603725,0.46572152,0.46572152,0.40269703,0.40269703,0.35113508,0.35113508,0.13598119,0.13598119,0.14197545,0.14197545,0.12443052,0.12443052,0.11792257,0.11792257,0.26901084,0.26901084,0.29879162,0.29879162,0.47395426,0.47395426,0.32513043,0.32513043
0,3.09237,0.60517836,3.7202132,0.58952016,6.9565787,0.43092722,5.5338106,0.5285149,1.5810779,0.86453414,1.4437691,0.90766555,1.9924105,0.85160166,1.5364199,0.8771201,3.3878047,0.595522,3.7431796,0.6113528,3.9134312,0.5462883,4.0531983,0.7709309,3.9732313,0.644869,4.42099,0.65894693,5.4261794,0.56164277,4.7996054,0.71668166
1,2.1804202,0.63355273,2.4477243,0.5415393,5.0850053,0.40752256,3.7776089,0.5927155,1.2791915,0.8445972,1.1319567,0.9332641,1.5486906,0.73709923,1.2947255,0.9675546,2.6293838,0.5545976,2.715314,0.60645014,2.8411334,0.49455798,3.1547303,0.6282904,2.899864,0.5370081,2.996019,0.6155616,3.2650306,0.5286119,3.4410841,0.5472054
2,2.129839,0.5463239,2.173166,0.57112384,4.895866,0.41663635,3.4560163,0.52039325,1.1636012,0.6885049,1.0750701,0.7470635,1.38527,0.79269207,1.2509501,0.7908184,2.327947,0.5266609,2.4284537,0.5303031,2.4613502,0.51608485,3.0345128,0.50366867,2.506782,0.9483831,2.9158542,0.51499474,2.801877,0.52608734,2.9995313,0.54161066
3,1.9216344,0.54373175,1.9824024,0.58100075,4.7505207,0.38980433,3.2256026,0.49688974,1.0125433,0.6553678,0.9188052,0.8053645,1.1945183,0.71312356,1.1204786,0.8385736,2.1507986,0.4972918,2.3717332,0.5390493,2.3329477,0.5324089,2.6807647,0.5033036,2.464754,0.5785946,2.6586437,0.53968084,2.74099,0.52118903,2.6839828,0.64456004
4,1.7676724,0.52560306,1.9075671,0.5162288,4.4054155,0.4620157,3.0733042,0.4977774,1.0186943,0.81691664,0.8618632,0.78718346,1.1790695,0.73045874,1.1109751,0.7824001,2.021662,0.6285014,2.1181781,0.52450806,2.1527731,0.5489337,2.6115348,0.48270518,2.3360748,0.5087775,2.3935752,0.51960427,2.4346423,0.6220526,2.7070966,0.47882923
5,1.7554955,0.56651896,1.7688673,0.5765517,4.3420115,0.40092933,2.788599,0.5220641,1.065074,0.7733435,0.75130713,0.7376349,1.1060462,0.69553685,1.0182176,0.8070179,2.0146546,0.50419736,1.9625739,0.52349234,2.0385761,0.4977926,2.364554,0.53760016,2.1666322,0.5724288,2.4717793,0.53447086,2.2309299,0.5838965,2.602121,0.46052966
6,1.6022342,0.5458115,1.686541,0.53209114,3.93445,0.42454278,2.692091,0.4695858,0.9141575,0.6538163,0.7350602,0.7814444,0.9680172,0.60911876,0.9150937,0.66469777,1.84772,0.51306075,1.8374581,0.5533435,1.964939,0.4975411,2.413555,0.4743025,2.0701358,0.6559185,2.3649666,0.6106675,2.2740011,0.63071716,2.3062983,0.6966909
7,1.4267007,0.5424845,1.5704575,0.53215337,3.7790818,0.5196899,2.490486,0.52608836,0.89955854,0.6986414,0.6571984,0.6933169,0.91651505,0.66325426,0.8369506,0.6998389,1.8006066,0.52504796,1.8077192,0.5279306,1.8863271,0.5223227,2.0662403,0.48062745,1.8623052,0.54937047,2.1473763,0.480645,2.074114,0.6193049,2.2123096,0.5706605
8,1.3526598,0.6514454,1.4554327,0.5631385,3.598549,0.49400285,2.5361938,0.496996,0.82864946,0.72576046,0.6585579,0.70405334,0.8440507,0.64036244,0.7121372,0.76123595,1.6711333,0.6076149,1.7336618,0.56868404,1.6205765,0.50859106,1.9821995,0.51497656,1.7236848,0.72735125,2.0881982,0.5175393,1.9546455,0.579637,2.1879346,0.52027416
