,spatio-temporal None PL data,spatio-temporal None PL sensors,spatio-temporal None PL streamtimes,spatio-temporal None PL accuracy,spatio-temporal X_st rnd d_c data,spatio-temporal X_st rnd d_c sensors,spatio-temporal X_st rnd d_c streamtimes,spatio-temporal X_st rnd d_c accuracy,spatio-temporal X_st min d_c data,spatio-temporal X_st min d_c sensors,spatio-temporal X_st min d_c streamtimes,spatio-temporal X_st min d_c accuracy,spatio-temporal X_st max d_c data,spatio-temporal X_st max d_c sensors,spatio-temporal X_st max d_c streamtimes,spatio-temporal X_st max d_c accuracy,spatio-temporal X_st avg d_c data,spatio-temporal X_st avg d_c sensors,spatio-temporal X_st avg d_c streamtimes,spatio-temporal X_st avg d_c accuracy,"spatio-temporal X_(t,s) rnd d_c data","spatio-temporal X_(t,s) rnd d_c sensors","spatio-temporal X_(t,s) rnd d_c streamtimes","spatio-temporal X_(t,s) rnd d_c accuracy","spatio-temporal X_(t,s) min d_c data","spatio-temporal X_(t,s) min d_c sensors","spatio-temporal X_(t,s) min d_c streamtimes","spatio-temporal X_(t,s) min d_c accuracy","spatio-temporal X_(t,s) max d_c data","spatio-temporal X_(t,s) max d_c sensors","spatio-temporal X_(t,s) max d_c streamtimes","spatio-temporal X_(t,s) max d_c accuracy","spatio-temporal X_(t,s) avg d_c data","spatio-temporal X_(t,s) avg d_c sensors","spatio-temporal X_(t,s) avg d_c streamtimes","spatio-temporal X_(t,s) avg d_c accuracy","spatio-temporal Y_hat_(t,s) rnd d_c data","spatio-temporal Y_hat_(t,s) rnd d_c sensors","spatio-temporal Y_hat_(t,s) rnd d_c streamtimes","spatio-temporal Y_hat_(t,s) rnd d_c accuracy","spatio-temporal Y_hat_(t,s) min d_c data","spatio-temporal Y_hat_(t,s) min d_c sensors","spatio-temporal Y_hat_(t,s) min d_c streamtimes","spatio-temporal Y_hat_(t,s) min d_c accuracy","spatio-temporal Y_hat_(t,s) max d_c data","spatio-temporal Y_hat_(t,s) max d_c sensors","spatio-temporal Y_hat_(t,s) max d_c streamtimes","spatio-temporal Y_hat_(t,s) max d_c accuracy","spatio-temporal Y_hat_(t,s) avg d_c data","spatio-temporal Y_hat_(t,s) avg d_c sensors","spatio-temporal Y_hat_(t,s) avg d_c streamtimes","spatio-temporal Y_hat_(t,s) avg d_c accuracy","spatio-temporal Y_(t,s) rnd d_c data","spatio-temporal Y_(t,s) rnd d_c sensors","spatio-temporal Y_(t,s) rnd d_c streamtimes","spatio-temporal Y_(t,s) rnd d_c accuracy","spatio-temporal Y_(t,s) min d_c data","spatio-temporal Y_(t,s) min d_c sensors","spatio-temporal Y_(t,s) min d_c streamtimes","spatio-temporal Y_(t,s) min d_c accuracy","spatio-temporal Y_(t,s) max d_c data","spatio-temporal Y_(t,s) max d_c sensors","spatio-temporal Y_(t,s) max d_c streamtimes","spatio-temporal Y_(t,s) max d_c accuracy","spatio-temporal Y_(t,s) avg d_c data","spatio-temporal Y_(t,s) avg d_c sensors","spatio-temporal Y_(t,s) avg d_c streamtimes","spatio-temporal Y_(t,s) avg d_c accuracy"
0,10,100,97,36,10,100,100,46,10,100,100,42,10,97,99,49,10,98,98,52,10,100,94,45,10,100,96,42,10,77,81,40,10,88,83,40,10,100,78,21,10,98,82,26,10,88,68,14,10,98,71,16,10,83,97,54,10,71,95,61,10,62,98,49,10,65,98,50
1,19,100,100,41,18,100,100,55,14,100,100,51,14,100,100,64,14,100,100,60,19,100,100,45,20,100,100,45,19,100,93,42,19,100,98,43,19,100,99,52,19,100,99,54,19,94,98,47,19,100,98,42,16,89,100,56,14,78,99,55,13,62,99,43,14,72,100,49
2,28,100,100,39,24,100,100,59,16,100,100,57,15,100,100,61,16,100,100,60,28,100,100,50,28,100,100,54,27,100,96,44,28,100,99,46,27,100,100,71,27,100,100,65,26,94,100,69,27,100,100,58,20,92,100,63,16,82,99,61,15,63,100,40,16,74,100,50
3,37,100,100,40,29,100,100,66,17,100,100,59,16,100,100,62,16,100,100,58,36,100,100,52,36,100,100,58,34,100,97,49,35,100,100,52,32,100,100,80,32,100,100,76,30,94,100,77,32,100,100,76,24,94,100,63,18,86,99,66,17,65,100,42,18,75,100,59
4,45,100,100,34,34,100,100,66,17,100,100,60,16,100,100,61,17,100,100,55,44,100,100,57,44,100,100,61,39,100,98,50,41,100,100,53,36,100,100,83,36,100,100,82,33,95,100,80,36,100,100,82,27,95,100,67,20,86,100,65,18,65,100,42,19,75,100,57
5,53,100,100,31,39,100,100,68,18,100,100,61,17,100,100,60,17,100,100,56,51,100,100,57,51,100,100,66,44,100,98,52,47,100,100,61,39,100,100,85,39,100,100,84,35,95,100,81,38,100,100,84,30,98,100,70,21,86,100,65,19,66,100,43,21,75,100,53
6,60,100,100,27,43,100,100,70,18,100,100,62,17,100,100,58,17,100,100,56,58,100,100,62,57,100,100,68,48,100,99,51,52,100,100,61,41,100,100,86,42,100,100,86,37,95,100,83,40,100,100,84,32,98,100,67,22,86,100,65,20,66,100,41,22,77,100,55
7,67,100,100,46,47,100,100,70,19,100,100,62,17,100,100,59,18,100,100,58,64,100,100,65,62,100,100,71,52,100,99,55,57,100,100,66,44,100,100,87,44,100,100,86,38,95,100,84,42,100,100,86,34,100,100,70,23,86,100,66,21,66,100,47,23,77,100,55
8,74,100,100,44,51,100,100,68,19,100,100,63,17,100,100,58,18,100,100,57,70,100,100,68,68,100,100,74,55,100,99,55,62,100,100,68,45,100,100,87,46,100,100,87,39,95,100,82,43,100,100,86,37,100,100,70,24,86,100,67,21,66,100,47,23,77,100,56
9,80,100,100,45,54,100,100,71,20,100,100,63,18,100,100,60,18,100,100,57,75,100,100,70,72,100,100,76,58,100,99,56,66,100,100,69,47,100,100,88,48,100,100,87,40,97,100,85,44,100,100,86,39,100,100,72,25,86,100,68,22,66,100,47,24,77,100,57
