,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
t_iter_avg,57.4,57.4,313.5,313.5,310,310,370.5,370.5,371,371,399,399,410.4,410.4,412,412,404.7,404.7,473.1,473.1,478.8,478.8,467.4,467.4,478.8,478.8,461.7,461.7,459,459,459.9,459.9,460.5,460.5
budget_usage,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391,1.00025227043391
sensor_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.938461538461538,0.938461538461538,0.953846153846154,0.953846153846154
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,1.1684104,1.1684104,0.45313423871994,0.45313423871994,0.45655545592308,0.45655545592308,0.492128968238831,0.492128968238831,0.511285364627838,0.511285364627838,0.118329048156738,0.118329048156738,0.232686892151833,0.232686892151833,0.183726042509079,0.183726042509079,0.126460045576096,0.126460045576096,0.062207687646151,0.062207687646151,0.067445948719978,0.067445948719978,0.061995267868042,0.061995267868042,0.064003735780716,0.064003735780716,0.055805813521147,0.055805813521147,0.068027354776859,0.068027354776859,0.124978713691235,0.124978713691235,0.070524327456951,0.070524327456951
RF_loss,2.5671828,2.5671828,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213,2.56718277931213
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,2.56636595726013,1.79332268238068,5.18643140792847,1.56068527698517,4.48912954330444,1.40958571434021,8.74715137481689,1.32450866699219,8.89573574066162,1.33980739116669,4.18174934387207,1.49045157432556,4.17737340927124,1.44766330718994,3.99506759643555,1.51478230953217,4.04834461212158,1.65632116794586,4.23694705963135,1.85776495933533,3.73117613792419,1.57695305347443,3.76711821556091,1.80742168426514,4.13864278793335,1.53323924541473,13.6294860839844,1.55692219734192,13.53342628479,1.74986696243286,13.0901117324829,4.84219884872437,13.9159622192383,1.92448031902313
1,1.79732584953308,1.48577177524567,3.30800843238831,1.4956910610199,3.04562091827393,1.3718900680542,6.82772779464722,1.31161367893219,6.62031221389771,1.22769403457642,2.78158164024353,1.4214038848877,2.66532778739929,1.53800523281097,2.58149170875549,1.47830390930176,2.64232850074768,1.48990082740784,2.44790363311768,1.49471807479858,2.26584053039551,1.48790919780731,2.30183911323547,1.51245200634003,2.40751528739929,1.51086127758026,8.91323471069336,1.51720058917999,9.2627420425415,1.71717393398285,9.09696960449219,2.43918347358704,9.59159088134766,1.62928736209869
2,1.71406078338623,1.45045256614685,3.21474242210388,1.42623829841614,2.88770651817322,1.34510433673859,6.42666053771973,1.22107219696045,6.29479312896729,1.19366276264191,2.57141637802124,1.44621312618256,2.62654662132263,1.4756942987442,2.43056344985962,1.44750082492828,2.52115774154663,1.46713089942932,2.25911140441895,1.43857848644257,2.11989665031433,1.50431954860687,2.07485890388489,1.75165855884552,2.37423300743103,1.46677541732788,7.47788619995117,1.07193005084991,7.65248966217041,1.36149322986603,7.54911804199219,1.55523598194122,8.01426887512207,1.19389760494232
3,1.54363894462585,1.44132483005524,3.18575978279114,1.30469477176666,2.8279504776001,1.38900589942932,5.65427160263062,1.13182687759399,5.72647476196289,1.19083654880524,2.50749969482422,1.46902585029602,2.55977845191956,1.41871094703674,2.38936352729797,1.46287155151367,2.4205539226532,1.6999990940094,2.11437487602234,1.42787420749664,2.05231761932373,1.43740439414978,2.09565901756287,1.53926849365234,2.34464430809021,1.44011497497559,6.61676025390625,0.98223602771759,6.68193769454956,1.08453214168549,6.74824285507202,1.30120396614075,7.26748752593994,1.78349852561951
4,1.62637841701508,1.41066372394562,3.05579590797424,1.29803502559662,2.67995238304138,1.29747295379639,5.30040502548218,1.39601945877075,5.45320320129395,1.09667134284973,2.42787384986877,1.39491713047028,2.48730969429016,1.34773123264313,2.26519393920898,1.43511581420898,2.38155078887939,1.44649088382721,2.20026969909668,1.41610097885132,1.99597907066345,1.43586146831512,1.92663216590881,1.37845361232758,2.23584794998169,1.51847851276398,6.05463838577271,1.30932366847992,6.2301607131958,1.06172859668732,6.29672622680664,1.47681450843811,6.7436146736145,1.67101895809174
5,1.51427018642426,1.39169263839722,2.88453412055969,1.30518841743469,2.55287981033325,1.36358022689819,5.10038375854492,1.12976181507111,5.19943332672119,1.0610408782959,2.33362674713135,1.35783433914185,2.42561101913452,1.31699633598328,2.10798192024231,1.43286120891571,2.36229729652405,1.38433480262756,2.01599621772766,1.40331506729126,1.92881774902344,1.38257122039795,1.84664297103882,1.48363566398621,2.21945476531982,1.47925591468811,5.75133085250855,0.995075762271881,5.78689956665039,0.837661862373352,5.92533683776856,1.469597697258,6.34614515304565,1.25365138053894
6,1.376833319664,1.36838066577911,2.67086482048035,1.25966846942902,2.31627321243286,1.27222430706024,4.91067361831665,1.07708311080933,4.93891048431397,1.11863744258881,2.20181512832642,1.3372665643692,2.31249928474426,1.33037686347961,2.08293294906616,1.43915998935699,2.2376663684845,1.35133183002472,1.91115379333496,1.3951575756073,1.86737954616547,1.28572499752045,1.75376486778259,1.31170773506165,2.23347234725952,1.41745150089264,5.55222129821777,1.10406184196472,5.6715931892395,1.03000664710999,5.75242853164673,1.58793199062347,6.01240873336792,1.11213386058807
7,1.27154147624969,1.41304063796997,2.51092195510864,1.25850045681,2.26715850830078,1.33458173274994,4.70112085342407,1.16682255268097,4.75972557067871,1.07552742958069,2.08795142173767,1.30563426017761,2.1677520275116,1.35169839859009,1.99825012683868,1.32261145114899,2.15039825439453,1.38498198986053,1.83149969577789,1.30940508842468,1.76515293121338,1.25948750972748,1.62802946567535,1.37993741035461,2.06486916542053,1.40024697780609,5.39820766448975,0.867712318897247,5.41448354721069,1.20927727222443,5.51955080032349,2.00343155860901,5.83490800857544,1.26171314716339
8,1.22940003871918,1.34983050823212,2.35627365112305,1.10174643993378,2.12070345878601,1.16644096374512,4.64812803268433,1.10535705089569,4.57631015777588,1.09021723270416,1.87365818023682,1.25507390499115,2.06605625152588,1.31159746646881,1.89931285381317,1.28735554218292,2.07780385017395,1.3063303232193,1.70965909957886,1.27446138858795,1.65882194042206,1.22115874290466,1.60619783401489,1.30963504314423,1.96947610378265,1.35784184932709,5.27144384384155,0.947095215320587,5.18435955047607,1.1521292924881,5.4217004776001,1.25158071517944,5.58711194992065,1.46653985977173
9,1.12369573116303,1.31170582771301,2.2079906463623,1.14216673374176,2.01588702201843,1.1666100025177,4.42368984222412,1.06794142723084,4.39180517196655,1.01898586750031,1.90731036663055,1.19251346588135,1.98156106472015,1.25488078594208,1.81578838825226,1.28591895103455,2.01881742477417,1.32469272613525,1.59098482131958,1.26657402515411,1.61603271961212,1.24606692790985,1.45867884159088,1.302001953125,1.91725599765778,1.43466699123383,5.10990619659424,0.932888984680176,5.00912237167358,0.978329002857208,5.22841882705689,1.59038829803467,5.57520341873169,1.04735052585602
10,1.04358744621277,1.34892559051514,2.10597205162048,1.19542384147644,1.90675210952759,1.13936603069305,4.45188617706299,1.12223708629608,4.20908069610596,0.981712400913238,1.61129653453827,1.21978187561035,1.83376061916351,1.25851631164551,1.77265202999115,1.2576858997345,1.94723570346832,1.24565255641937,1.52358889579773,1.25872921943665,1.50135898590088,1.11928069591522,1.46749019622803,1.19705426692963,1.84607255458832,1.42469453811646,4.812087059021,1.04400789737701,4.9811863899231,0.86155104637146,5.08479404449463,1.26316857337952,5.2933292388916,1.04280316829681
11,0.915468335151672,1.40284907817841,2.0306031703949,1.13958120346069,1.8668600320816,1.1393975019455,4.19940853118897,1.0404292345047,4.15634107589722,1.04147410392761,1.65066468715668,1.18171691894531,1.75498795509338,1.08095097541809,1.67155945301056,1.29302227497101,1.76339423656464,1.24879467487335,1.45033383369446,1.19046413898468,1.40710592269897,1.18247938156128,1.44533145427704,1.28329026699066,1.72287976741791,1.33067512512207,4.85462522506714,0.886596441268921,4.79633045196533,1.06363034248352,4.94508123397827,1.42571377754211,5.18945121765137,1.38024139404297
12,0.883075296878815,1.18068945407867,1.92138338088989,1.09174704551697,1.73072183132172,1.12173509597778,4.00263357162476,1.02620792388916,4.03292369842529,1.02629792690277,1.5007541179657,1.18547093868256,1.58242857456207,1.20356357097626,1.62108206748962,1.2845915555954,1.7979040145874,1.21709513664246,1.35234344005585,1.2508692741394,1.26331055164337,1.19043874740601,1.31702780723572,1.23151695728302,1.60742497444153,1.55292105674744,4.70166540145874,0.93083244562149,4.72701787948608,0.875221908092499,4.84158372879028,1.68987166881561,5.07289171218872,1.38589489459991
13,0.835463464260101,1.24828159809113,1.83880972862244,1.08180058002472,1.68431711196899,1.12528777122498,3.89886784553528,1.02336072921753,3.8575131893158,1.03781116008759,1.46085965633392,1.20776391029358,1.57816016674042,1.34645593166351,1.48572313785553,1.28219079971313,1.71734368801117,1.18562006950378,1.31876862049103,1.21932101249695,1.2700502872467,1.15789556503296,1.34292602539063,1.23038601875305,1.60203552246094,1.31243348121643,4.57495594024658,0.867617249488831,4.48516654968262,0.848205149173737,4.7554988861084,1.11465573310852,4.87777328491211,1.2373034954071
14,0.846547901630402,1.32483398914337,1.77592301368713,1.06563663482666,1.64680528640747,1.12584173679352,3.78665018081665,1.03042232990265,3.71975708007812,1.1692818403244,1.41906797885895,1.13622581958771,1.48760199546814,1.11543726921082,1.5277384519577,1.43513023853302,1.65096569061279,1.182448387146,1.32819247245789,1.25473463535309,1.19062399864197,1.20424509048462,1.2513062953949,1.28798747062683,1.43294751644135,1.28162443637848,4.50878477096558,0.93880432844162,4.461097240448,0.863330185413361,4.62991094589233,1.42517364025116,5.02744054794312,1.37742054462433
15,0.777171432971954,1.25542151927948,1.67761957645416,1.12460541725159,1.55021238327026,1.09107506275177,3.72799348831177,1.04214763641357,3.63106775283813,1.06020522117615,1.3509441614151,1.16430985927582,1.46023046970367,1.1238409280777,1.48695313930511,1.22525441646576,1.53807330131531,1.1782523393631,1.24352359771729,1.28923428058624,1.132288813591,1.16205871105194,1.17823219299316,1.26147603988647,1.3781281709671,1.63281083106995,4.39176845550537,0.891155600547791,4.37853860855103,0.858732461929321,4.5398120880127,1.30686116218567,4.71592473983765,1.05488038063049
16,0.738697528839111,1.24323415756226,1.61557805538178,1.06739544868469,1.48808193206787,1.12375831604004,3.61456680297852,1.04556477069855,3.5229344367981,1.05605447292328,1.24290108680725,1.19973254203796,1.38891661167145,1.16312539577484,1.44117426872253,1.26203906536102,1.50661635398865,1.22731018066406,1.17262291908264,1.26265132427216,1.08904409408569,1.10332775115967,1.14486181735992,1.25699687004089,1.3649765253067,1.25368320941925,4.28875350952148,0.893057405948639,2.45432734489441,0.657419621944428,4.42662286758423,1.28888213634491,4.55552196502686,1.29285967350006
17,0.753973066806793,1.36264705657959,1.5283488035202,1.12175643444061,1.45881402492523,1.14902698993683,3.49022197723389,1.06684720516205,3.28131222724915,1.01875042915344,1.21980452537537,1.1325671672821,1.35474491119385,1.13730502128601,1.36310088634491,1.27351093292236,1.44990432262421,1.16467773914337,1.13841211795807,1.25815141201019,1.0236691236496,1.1559134721756,1.10450839996338,1.25201320648193,1.21491956710815,1.28125429153442,4.11422729492188,0.979949414730072,2.14774584770203,0.538773834705353,4.34173822402954,1.17259013652802,4.45443964004517,1.31702923774719
18,0.689291596412659,1.17577564716339,1.44188177585602,1.09881091117859,1.41293776035309,1.1206545829773,3.36520838737488,1.03249049186707,3.23962616920471,1.03898274898529,1.20045411586761,1.2198086977005,1.31373906135559,1.08748376369476,1.29824566841125,1.29531896114349,1.38141691684723,1.24088764190674,1.13299167156219,1.20089113712311,1.02165830135345,1.15090131759644,1.07072472572327,1.2606235742569,1.30057406425476,1.62161099910736,4.05211496353149,0.923903346061706,2.01022982597351,0.463644206523895,4.16994714736939,1.23395371437073,4.30159187316895,1.20833051204681
19,0.646034479141235,1.19152617454529,1.4498884677887,1.09718060493469,1.36486446857452,1.07326340675354,3.16756391525269,1.08871579170227,3.16999578475952,1.20325481891632,1.1656893491745,1.10245394706726,1.21659743785858,1.12692952156067,1.33442425727844,1.25227463245392,1.298708319664,1.20649194717407,1.06772196292877,1.18323135375977,0.980854094028473,1.16277134418488,1.05501186847687,1.26813817024231,1.17242777347565,1.28134477138519,3.99863195419312,1.00664234161377,1.91679573059082,0.48018890619278,4.16511726379395,1.3181037902832,4.27424955368042,1.1580753326416
20,0.64888733625412,1.20956373214722,1.39141356945038,1.1383193731308,1.21272909641266,1.28784489631653,3.08190727233887,1.09967005252838,2.99872756004333,1.03663468360901,1.13874042034149,1.21201503276825,1.20373523235321,1.14331519603729,1.19335865974426,1.25824344158173,1.27530360221863,1.1687935590744,1.00967144966125,1.2251433134079,0.924537420272827,1.24408531188965,1.05371689796448,1.27433943748474,1.13702309131622,1.30040895938873,3.87407636642456,0.882990419864654,1.82595837116241,0.451608806848526,4.00701951980591,1.24069321155548,4.16707181930542,1.10459697246552
21,0.653937578201294,1.21494424343109,1.30180239677429,1.0958297252655,1.26918637752533,1.07945835590363,3.02131509780884,1.06733703613281,3.30175113677979,0.839901626110077,1.07071840763092,1.16532826423645,1.18532633781433,1.1489429473877,1.19479489326477,1.27847933769226,1.26186096668243,1.20269858837128,1.02120018005371,1.20475947856903,0.8619544506073,1.14155745506287,6.18786144256592,0.723588943481445,1.00361096858978,1.42907869815826,3.76510810852051,0.931958615779877,1.78141188621521,0.536504507064819,3.9724645614624,1.60919570922852,2.45566844940186,0.669015884399414
22,0.5818772315979,1.37942636013031,1.24262356758118,1.04023706912994,1.1609525680542,1.13260447978973,2.98189663887024,1.03560066223145,3.00165605545044,0.860605955123901,1.05154192447662,1.16704523563385,2.12615633010864,0.95445191860199,1.1402245759964,1.41440999507904,1.19942009449005,1.20913064479828,0.935568630695343,1.22020208835602,0.88662987947464,1.17159056663513,5.20991230010986,0.774718105792999,1.04728972911835,1.36143684387207,3.67161965370178,0.986470520496368,1.70784533023834,0.528975486755371,3.8346745967865,1.59628427028656,2.16262674331665,0.746023237705231
23,0.69049596786499,1.29907751083374,1.17868363857269,1.10929751396179,1.09111511707306,1.14021968841553,2.66569113731384,1.09337246417999,2.62298345565796,0.810283064842224,1.05835771560669,1.15427470207214,1.75344002246857,0.90585720539093,1.13008892536163,1.2728157043457,1.15334177017212,1.1660647392273,0.965881824493408,1.1782900094986,0.84078723192215,1.21195793151855,4.94757843017578,0.736957728862762,0.973746418952942,1.31862604618073,3.53292107582092,0.868813514709473,1.6638206243515,0.495328187942505,3.81117367744446,1.47856116294861,1.97401106357574,0.792637646198273
24,0.578943133354187,1.15791165828705,1.1178572177887,1.08862257003784,1.03459548950195,1.21773660182953,4.04541301727295,0.780117213726044,2.37433171272278,0.810226440429688,0.966512203216553,1.17471873760223,1.61546432971954,0.886778175830841,1.10279333591461,1.24295783042908,1.08450210094452,1.20444428920746,0.902803897857666,1.21904599666595,0.838135361671448,1.27440857887268,4.60730648040772,0.707519829273224,0.936926484107971,1.33962547779083,2.3910915851593,0.477505058050156,1.59638440608978,0.555747389793396,2.37423849105835,0.979146718978882,1.86247146129608,0.885727941989899
25,0.564420282840729,1.21045780181885,1.12605404853821,1.14395916461945,1.04130637645721,1.14301705360413,3.17992973327637,0.766042411327362,2.2832145690918,0.744006276130676,0.909006059169769,1.20407819747925,1.47748696804047,0.936912536621094,1.0495867729187,1.29364919662476,1.07975459098816,1.25389730930328,0.870014548301697,1.23638606071472,0.789774835109711,1.26781570911407,4.47350168228149,0.688638865947723,0.909118175506592,1.36482071876526,2.04275226593018,0.467593014240265,1.54663252830505,0.493323385715485,2.01364731788635,0.852547943592072,1.79350233078003,0.785967886447907
26,0.530882000923157,1.31282413005829,1.0258264541626,1.07851839065552,1.02629911899567,1.11498820781708,2.82239651679993,0.740470826625824,2.13724660873413,0.784197807312012,0.907030403614044,1.18290257453918,1.38138830661774,0.874120473861694,2.01105952262878,1.0827624797821,1.0295090675354,1.23694849014282,0.829234480857849,1.18676733970642,0.778015077114105,1.26862096786499,4.19198036193848,0.716082036495209,0.916624903678894,1.36009001731873,1.91132438182831,0.455154150724411,1.50863659381866,0.50061023235321,1.84851431846619,0.736002564430237,1.73694705963135,0.657630145549774
27,0.494564026594162,1.28433501720428,1.03774511814117,1.16315364837646,0.915726184844971,1.11598479747772,2.6983425617218,0.760127305984497,2.0137894153595,0.774919927120209,0.890778303146362,1.18892323970795,1.3043555021286,1.02742075920105,1.68381106853485,1.0704243183136,0.97260570526123,1.20420718193054,0.792837500572205,1.27872800827026,7.47043609619141,0.649658143520355,4.24454832077026,0.713541507720947,7.10692596435547,0.720475554466248,1.77475225925446,0.455228388309479,1.47763311862946,0.515434384346008,1.76121377944946,1.00948333740234,1.65707814693451,0.922178864479065
28,0.472824990749359,1.17466688156128,0.97381466627121,1.14086306095123,0.889723360538483,1.1844140291214,2.59673762321472,0.761627018451691,1.95401227474213,0.780634522438049,0.783919274806976,1.18500697612762,1.27872657775879,1.0075318813324,1.63042306900024,1.02601063251495,2.63431000709534,0.950295627117157,0.738574683666229,1.25444400310516,6.44099521636963,0.626678586006165,4.12690210342407,0.707603275775909,5.96750164031982,0.660935640335083,1.73860847949982,0.420091807842255,1.42005622386932,0.55817723274231,1.67271423339844,0.879835069179535,1.6121506690979,0.678191006183624
29,0.489293962717056,1.16856110095978,0.95622718334198,1.10457062721252,0.897612988948822,1.14649903774261,2.42795538902283,0.730265974998474,1.76598429679871,0.762042284011841,0.828081011772156,1.15187704563141,1.23472559452057,1.07697629928589,1.34789371490479,1.00744259357452,2.15576434135437,0.912362098693848,0.741562068462372,1.27187538146973,6.15231847763062,0.6031653881073,3.81847596168518,0.729853391647339,5.41200494766235,0.66473799943924,1.65303254127502,0.432496637105942,1.37024569511414,0.544228076934814,1.62309563159943,0.763023614883423,1.54102671146393,0.888163030147553
