,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,"spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val"
2,1.56760954856873,1.48029971122742,4.96416187286377,1.28151071071625,5.42837619781494,1.31563782691956,5.81040000915527,1.13766074180603,6.456374168396,1.11990940570831,1.88485181331635,1.32288253307343,1.9163498878479,1.35539376735687,2.02926182746887,1.37854588031769,1.922083735466,1.38420927524567,0.982712924480438,1.69773054122925,0.948184370994568,1.73709297180176,0.923237025737762,1.43032777309418,0.988221168518066,1.79968965053558,8.45930576324463,1.22695124149323,8.50114917755127,1.29288017749786,7.70162153244019,1.17535269260407,8.11205005645752,1.21383273601532
3,1.46523058414459,1.71429646015167,4.67406988143921,1.26185786724091,5.33518648147583,1.23259520530701,5.38529253005981,1.11056137084961,5.95706748962402,1.03584611415863,1.84867489337921,1.2853832244873,1.83702611923218,1.30221784114838,1.80715525150299,1.29264032840729,1.71091735363007,1.31415915489197,0.992253065109253,1.70104348659515,0.921768188476562,1.76555263996124,0.926070094108582,1.50920879840851,0.841306507587433,1.68641078472137,7.03784370422363,1.50894415378571,6.98509740829468,1.19522452354431,6.70133256912231,1.05681025981903,6.9877142906189,1.14544439315796
4,1.40423619747162,1.32287669181824,4.0968189239502,1.2894514799118,4.81024694442749,1.34412455558777,4.9451961517334,1.0515615940094,5.340256690979,0.984883069992065,1.69787847995758,1.36165034770966,1.80893993377686,1.25933635234833,1.68151426315308,1.44741594791412,1.58506608009338,1.4466118812561,0.873017191886902,1.69945466518402,0.839269638061523,1.70237863063812,0.799966990947723,1.45112454891205,0.794459640979767,1.72522377967834,6.50273323059082,1.2579333782196,6.47504997253418,1.22858047485352,6.20139312744141,0.822313845157623,6.51109600067139,1.51753401756287
5,1.40658140182495,1.39785206317902,3.87156295776367,1.21496856212616,4.49241399765015,1.3361519575119,4.51978826522827,1.03333675861359,4.96294260025024,0.950248062610626,1.554119348526,1.52382433414459,1.64522314071655,1.31162524223328,1.60516917705536,1.27774798870087,1.4762636423111,1.55643391609192,0.877879440784454,1.68777084350586,0.838548958301544,1.64593100547791,0.814279437065125,1.39529275894165,0.72368735074997,1.67530763149261,6.10980367660522,0.989777207374573,6.05643272399902,1.25862371921539,5.84059715270996,1.0859215259552,6.01388168334961,1.6653618812561
6,1.2673351764679,1.54725074768066,3.63861846923828,1.16105818748474,4.1410813331604,1.3171820640564,4.33524227142334,1.04588985443115,4.81360673904419,1.02820658683777,1.47247314453125,1.29098618030548,1.59557473659515,1.26732921600342,1.52976584434509,1.24864745140076,1.3805330991745,1.27011024951935,0.796332716941834,1.72460544109344,0.779428601264954,1.69167172908783,0.781993687152862,1.39843475818634,0.737643003463745,1.62436270713806,5.89037799835205,1.07804942131042,5.72454452514648,1.14509010314941,5.55687713623047,0.936775684356689,5.67132997512817,0.993431925773621
7,1.20168769359589,1.2521984577179,3.36696863174438,1.26399278640747,3.92040348052979,1.42385721206665,3.95985531806946,1.00746870040894,4.58493089675903,0.904781579971314,1.35312581062317,1.27360880374908,1.38690197467804,1.21972644329071,1.46491312980652,1.25933945178986,1.39075076580048,1.23504388332367,0.785351514816284,1.67867541313171,0.759256064891815,1.55431497097015,0.754545211791992,1.59112048149109,0.696087837219238,1.65243887901306,5.72301197052002,1.27594220638275,5.60259008407593,0.998849868774414,5.39896106719971,1.22275531291962,5.50552463531494,1.01374733448029
8,1.18619251251221,1.26929497718811,3.28679275512695,1.14413487911224,3.81065034866333,1.29737496376038,3.84511995315552,1.01342785358429,4.3687801361084,0.897052228450775,1.20696687698364,1.227170586586,1.35896503925323,1.24810481071472,1.33911538124084,1.32570683956146,1.26902318000793,1.21828591823578,0.76241409778595,1.70105028152466,0.729085922241211,1.61920249462128,0.753675699234009,1.45270240306854,0.678914844989777,1.68500208854675,5.46397066116333,0.928850054740906,5.42669916152954,1.24087631702423,5.20195007324219,1.05618298053741,5.38585805892944,1.26863884925842
9,1.04090189933777,1.14070427417755,3.06010413169861,1.20367670059204,3.72075295448303,1.38464331626892,3.75886249542236,1.01700115203857,4.27489614486694,0.947595655918121,1.16129875183105,1.39358711242676,1.31686246395111,1.18323576450348,1.30420410633087,1.29982960224152,1.18248784542084,1.16056525707245,0.743879616260529,1.72425997257233,0.701453387737274,1.67591035366058,0.705961108207703,1.5641998052597,0.648593485355377,1.67929232120514,5.35722589492798,1.08939552307129,5.28519248962402,1.14889514446259,5.09689378738403,1.68701124191284,5.11140871047974,0.951430559158325
10,0.959114611148834,1.170285820961,3.02768564224243,1.22796750068665,3.48832726478577,1.37092661857605,3.61838936805725,0.993299424648285,4.1546630859375,0.881525695323944,1.0832017660141,1.21393728256226,1.20791947841644,1.17440259456635,1.18723821640015,1.23752427101135,1.06023049354553,1.16126036643982,0.710575520992279,1.74064111709595,0.700197756290436,1.64473164081574,0.677350223064423,1.60219025611877,0.659464538097382,1.65945827960968,5.28047704696655,1.06129658222198,5.17356634140015,1.08675622940063,4.98546171188355,1.21829390525818,5.02757072448731,1.14460241794586
11,0.98671305179596,1.16347467899323,2.96318244934082,1.1867755651474,3.40676426887512,1.08399176597595,3.43269276618958,0.993448197841644,3.97264766693115,0.926681816577911,1.05765044689178,1.22923314571381,1.10550320148468,1.18130803108215,1.15274369716644,1.29157590866089,1.03144538402557,1.17368257045746,2.90673184394836,1.44322514533997,0.644751489162445,1.62220180034637,0.665163278579712,1.51074743270874,0.614276945590973,1.64496243000031,5.03718566894531,1.17200982570648,4.98686981201172,1.41053652763367,4.84128284454346,1.17880368232727,4.96443605422974,1.26267170906067
12,0.909800231456757,1.18556940555573,2.68436861038208,1.21257507801056,3.05098652839661,1.11387538909912,3.25879621505737,0.980657994747162,3.91012263298035,0.918344795703888,0.97506058216095,1.24547290802002,1.06605017185211,1.17741191387177,1.07351183891296,1.18533194065094,0.967055201530456,1.14895927906036,2.40782856941223,1.28518533706665,2.85602855682373,1.1264750957489,0.64894437789917,1.61225080490112,0.593905687332153,1.6443647146225,4.99628496170044,1.06107139587402,4.85130310058594,1.2115284204483,4.64742469787598,1.028151512146,4.78404951095581,1.48509204387665
13,0.850599586963654,1.18505144119263,2.61351728439331,1.21864783763886,2.86732840538025,1.14165651798248,3.17765331268311,0.98294198513031,3.71615600585937,0.889653742313385,0.915394723415375,1.20578181743622,1.0005373954773,1.18891477584839,0.990325212478638,1.21445488929749,0.982270956039429,1.22210121154785,2.14274430274963,1.1636323928833,2.40199828147888,1.06292068958282,0.617355406284332,1.61015963554382,0.572215974330902,1.66014277935028,4.87964630126953,1.1341632604599,4.72192239761353,1.15365850925446,4.66086339950562,1.12775361537933,4.70430183410645,1.22206079959869
14,0.822069585323334,1.20065057277679,2.53894639015198,1.2745897769928,2.63810586929321,1.19835734367371,3.03331589698791,0.964567184448242,3.68413043022156,0.95766031742096,0.919266879558563,1.29804742336273,0.95789498090744,1.18244647979736,0.953474938869476,1.29447042942047,0.871065378189087,1.13865399360657,1.95807552337646,1.27223801612854,2.19032216072083,1.1235842704773,0.608133792877197,1.60739040374756,0.571385085582733,1.68027484416962,4.75977373123169,1.27702152729034,4.70583486557007,0.993643760681152,4.4658784866333,1.28247475624084,4.56279754638672,1.23744511604309
15,0.775867521762848,1.12035632133484,2.45762920379639,1.21187460422516,2.57315397262573,1.04173529148102,3.02696895599365,1.00541722774506,3.49715733528137,0.917393982410431,0.886883199214935,1.25759732723236,0.880083799362183,1.13893163204193,0.856155395507813,1.33397078514099,0.918514907360077,1.1226601600647,1.79672837257385,1.14010643959045,2.01071405410767,1.01309275627136,0.576314032077789,1.59792721271515,0.557281315326691,1.63817512989044,4.62247133255005,1.38363647460938,4.55903196334839,0.92726057767868,2.13640785217285,0.665781676769257,4.40140962600708,0.828357517719269
16,0.740379095077515,1.35062503814697,2.2989456653595,1.22674143314362,2.37400484085083,1.03511559963226,2.9263744354248,0.987144768238068,3.35708951950073,0.964798033237457,0.851875245571137,1.2889666557312,0.845836520195007,1.14576435089111,0.861088633537293,1.17958676815033,0.836575508117676,1.14904475212097,1.68061006069183,1.06324577331543,1.8817218542099,1.03843867778778,3.18963742256165,0.948160231113434,0.551561772823334,1.60860013961792,4.53739213943481,1.21468460559845,4.50256586074829,1.23744559288025,1.91881906986237,0.786127388477325,4.39725017547607,1.16488575935364
17,0.668118417263031,1.13851630687714,2.16680598258972,1.2071099281311,2.27550625801086,1.10458850860596,2.65255618095398,1.05934178829193,3.25022554397583,0.927703022956848,0.798888325691223,1.22807908058167,0.835469186306,1.27641582489014,0.77194207906723,1.18225967884064,0.745047271251678,1.14768695831299,1.61173689365387,1.17737901210785,1.795281291008,0.903534412384033,2.66608166694641,1.00061583518982,0.526156544685364,1.59335255622864,4.45914220809937,1.05105292797089,4.35468482971191,1.23818755149841,1.79774248600006,0.656852006912231,4.28245449066162,1.04230999946594
18,0.625914573669434,1.17029201984406,2.14252114295959,1.17808318138123,2.22741150856018,1.26854705810547,2.66246795654297,0.975515961647034,3.23940181732178,0.932069301605225,0.764506340026856,1.30748212337494,0.806583225727081,1.2701313495636,0.791620254516602,1.20506429672241,0.758284151554108,1.14108073711395,1.52021086215973,1.11467278003693,1.66215026378632,1.05348289012909,2.47053480148315,0.920975863933563,0.512511312961578,1.63699877262115,4.39197158813477,1.01403307914734,4.27547121047974,1.34568190574646,1.72543931007385,0.730435490608215,4.2382493019104,0.955831527709961
19,0.650362253189087,1.1740894317627,3.88830041885376,1.09803831577301,2.185387134552,1.20368313789368,2.53068232536316,0.971329689025879,3.07830739021301,0.958520948886871,0.759368717670441,1.25752341747284,0.793153643608093,1.33132803440094,0.724659979343414,1.19468665122986,0.672207832336426,1.15254652500153,1.49697732925415,1.20226848125458,1.6238386631012,1.02759540081024,2.18003225326538,0.896350026130676,0.498662501573563,1.52763032913208,2.13525581359863,0.75924813747406,4.11708354949951,0.945341885089874,1.66957628726959,0.528216540813446,4.07043123245239,1.15611553192139
20,0.644017696380615,1.23057401180267,3.25701284408569,1.0703763961792,1.93797934055328,1.21066498756409,2.48838138580322,1.02920126914978,2.96573114395142,0.952462077140808,0.692897856235504,1.34620320796967,0.684424221515656,1.45230078697205,0.660464882850647,1.25292873382568,0.677583694458008,1.28831052780151,1.41040146350861,1.18601822853088,1.5524640083313,0.963725447654724,2.07230567932129,0.985283672809601,0.481355607509613,1.60901069641113,1.9075231552124,0.723984599113464,4.08579158782959,1.34741318225861,1.60717082023621,0.706713080406189,4.02297019958496,1.18694365024567
21,0.601616263389587,1.16122996807098,3.127925157547,1.2740421295166,1.93728041648865,1.20961582660675,2.29183459281921,0.990655183792114,4.1373438835144,0.733244955539703,0.683137357234955,1.29883444309235,0.722480416297913,1.17815542221069,0.673117339611053,1.25889313220978,0.608725905418396,1.24010252952576,1.38602888584137,1.12201070785522,1.49511098861694,0.984128832817077,1.97821938991547,0.904220998287201,0.472285926342011,1.52687811851501,1.74874126911163,0.886875033378601,3.96707367897034,1.30323934555054,1.55017411708832,0.576346337795258,3.90669631958008,1.25679278373718
22,0.540800094604492,1.27551102638245,2.93333506584167,1.06552076339722,1.88875639438629,1.221111536026,2.299396276474,0.993335127830505,3.45525908470154,0.708247005939483,0.676548957824707,1.31715083122253,0.714690029621124,1.2055037021637,0.703557014465332,1.21311259269714,0.66449373960495,1.14195621013641,1.31613230705261,1.08062016963959,1.44918942451477,1.10044729709625,1.8422372341156,0.97148609161377,0.461941182613373,1.5358761548996,1.6856564283371,0.7502161860466,3.86909198760986,1.08575916290283,1.50999939441681,0.582902014255524,3.80340766906738,1.21990203857422
23,0.592365920543671,1.18093919754028,2.71197128295898,1.24168026447296,1.84597766399384,1.13521468639374,2.29393815994263,0.965798735618591,3.07892465591431,0.730967164039612,0.624182164669037,1.44150185585022,0.697171986103058,1.16727268695831,0.60030210018158,1.19463992118835,0.560657918453217,1.17493283748627,1.31302070617676,1.12803196907043,1.38398599624634,1.05709481239319,1.85342824459076,0.955794811248779,0.436918020248413,1.57662916183472,1.62912893295288,0.753190577030182,3.79650068283081,1.40901982784271,1.48205626010895,0.683507025241852,3.71729588508606,1.55803620815277
24,0.47840878367424,1.34546875953674,2.63473439216614,1.18513989448547,1.69580268859863,1.13353562355042,2.14558792114258,0.993257284164429,2.98409509658813,0.681711971759796,3.71260142326355,0.930305123329163,0.644580185413361,1.26014626026154,0.598993539810181,1.2805073261261,0.553945899009705,1.16199004650116,1.22937512397766,1.19951224327087,1.33393704891205,1.07865107059479,1.71295893192291,0.926837503910065,0.436752468347549,1.53738582134247,1.52477145195007,0.818867743015289,3.68634462356567,1.25920736789703,1.4442480802536,0.687265336513519,3.59146928787231,1.21656250953674
25,0.476620197296143,1.18383300304413,2.36838483810425,1.08535015583038,1.6557891368866,1.10418236255646,4.28621339797974,0.771514415740967,2.78950572013855,0.698147118091583,3.20062875747681,0.891408562660217,0.595570862293243,1.14526510238647,0.581153750419617,1.2397872209549,0.573035538196564,1.20203590393066,1.20100057125092,1.16206383705139,1.28397393226624,1.07308065891266,1.67980539798737,0.895479559898376,0.429103314876556,1.59615063667297,1.48298788070679,0.670727729797363,3.57913017272949,1.22236514091492,1.38957321643829,0.65030711889267,3.57085132598877,1.28859603404999
26,1.20260632038116,1.18865597248077,2.29959726333618,1.23359537124634,1.54643213748932,1.10243427753448,3.44641876220703,0.779512345790863,2.61281847953796,0.67815375328064,2.87507748603821,0.850699543952942,2.75628972053528,0.965990662574768,0.555444180965424,1.23477935791016,2.59399914741516,1.07292914390564,1.17712092399597,1.16378080844879,1.23612880706787,1.07288038730621,1.59361827373505,0.932759702205658,0.414887398481369,1.56424999237061,1.42826616764069,0.82229870557785,2.05484247207642,0.744934439659119,1.33180487155914,0.662074983119965,2.08005285263062,0.627029776573181
27,0.913328170776367,1.13195550441742,2.18635678291321,1.13563859462738,3.44756770133972,0.892285346984863,3.27438807487488,0.774578034877777,2.39981508255005,0.694821536540985,2.54949259757996,0.8454549908638,2.14316344261169,0.932482779026032,3.81678485870361,0.882768809795379,2.25045990943909,0.879477858543396,3.71701884269714,0.686303436756134,1.20690274238586,1.03410995006561,1.54567444324493,0.904992461204529,0.398964822292328,1.5180743932724,1.40777444839478,0.782579362392426,1.80575680732727,0.606534361839294,1.31408166885376,0.671909868717194,1.80959177017212,0.457618981599808
28,0.878981232643127,1.11485266685486,1.97282576560974,1.12828147411346,3.01468634605408,0.803765296936035,3.00229859352112,0.774563252925873,2.26595425605774,0.687990248203278,2.56204891204834,0.815683543682098,2.05926132202148,0.920086145401001,3.22271633148193,0.843186557292938,1.94163572788239,0.95145833492279,3.1792106628418,0.762543797492981,5.1680850982666,0.610498428344727,1.45708847045898,0.985373556613922,0.381693333387375,1.55648803710938,1.33736515045166,0.733172416687012,1.64158582687378,0.614703297615051,1.26496422290802,0.550030410289764,1.67015969753265,0.650315463542938
29,0.791880428791046,1.14765977859497,1.85027182102203,1.10282623767853,2.46469640731812,0.733897566795349,2.87165808677673,0.817104697227478,2.26652884483337,0.675898909568787,2.30841064453125,0.834958553314209,1.83301413059235,0.943307459354401,2.90967345237732,0.76915442943573,1.76792287826538,0.958570063114166,2.95284938812256,0.682918071746826,4.57641124725342,0.589324295520783,1.46189284324646,0.866932034492493,0.38230288028717,1.58036029338837,1.31360757350922,0.721390247344971,1.56935703754425,0.565989434719086,1.25563216209412,0.622976541519165,1.5862044095993,0.552659571170807
30,0.719492137432098,1.1816121339798,1.78108549118042,1.05462181568146,2.31181693077087,0.739351809024811,2.59080743789673,0.797373831272125,1.99126493930817,0.671419560909271,2.24811124801636,0.909704804420471,1.69214725494385,1.01854836940765,2.85579371452332,0.800223231315613,1.61721420288086,0.994462966918945,2.76331067085266,0.668634235858917,4.26294803619385,0.593014121055603,1.38008344173431,0.980983018875122,3.33606791496277,1.03143548965454,1.27503490447998,0.835722982883453,1.47524666786194,0.7494797706604,1.28647720813751,0.396531134843826,1.51485097408295,0.483205497264862
31,0.638210237026215,1.16493391990662,1.7680538892746,1.29360270500183,2.16130948066711,0.835736930370331,2.4405415058136,0.800617754459381,1.90535807609558,0.680636882781982,2.01702904701233,0.842937052249908,1.62904763221741,0.898953258991241,2.66074371337891,0.811735272407532,1.62588906288147,0.927887916564941,2.70645904541016,0.741603434085846,3.98068785667419,0.74494469165802,1.39414918422699,0.995163857936859,2.6989221572876,1.04145729541779,1.213259100914,0.755261063575745,1.40022432804108,0.646209478378296,1.16700518131256,0.467461854219437,1.47187316417694,0.557684302330017
32,0.629958391189575,1.11701762676239,1.67578446865082,1.11799848079681,2.05325508117676,0.743441760540008,2.27645182609558,0.808815598487854,1.82224774360657,0.707273364067078,1.9534113407135,0.972585737705231,1.48530781269074,0.916143655776978,2.39020490646362,0.8023921251297,1.46653711795807,0.903505027294159,2.55840659141541,0.670985639095306,3.8822455406189,0.593726813793182,1.29526233673096,0.967879116535187,2.49969792366028,0.873352408409119,1.19641888141632,0.899453163146973,1.35245490074158,0.700875878334045,1.04253721237183,0.481583952903748,1.40040791034699,0.564765274524689
33,0.54151713848114,1.31147384643555,1.5236964225769,1.13524806499481,1.92727994918823,0.749599635601044,2.11483240127563,0.839889049530029,1.73129844665527,0.689528167247772,1.84760773181915,0.975670516490936,1.46571564674377,0.906919717788696,2.26714062690735,0.810371816158295,1.34128499031067,1.03688251972198,2.4530303478241,0.691461145877838,3.57170128822327,0.616315484046936,1.27654469013214,0.960250854492188,2.35779666900635,0.810909688472748,1.16428446769714,1.08240103721619,1.29843294620514,0.609087705612183,0.993324041366577,0.568695783615112,1.36437630653381,0.66282594203949
34,0.536108314990997,1.24763405323029,1.51905190944672,1.10869073867798,1.76036083698273,0.792104840278626,2.0413863658905,0.854532361030579,1.61954629421234,0.708821356296539,1.70927226543427,0.899377822875977,1.35558032989502,0.940635979175568,2.20192837715149,0.789738118648529,1.19124138355255,0.943361759185791,2.44135808944702,0.6524618268013,3.5346417427063,0.608827710151672,1.21709680557251,0.926368117332458,2.18281149864197,0.8612419962883,1.12204778194428,0.976321637630463,1.2547082901001,0.732434153556824,0.943773746490478,0.621921122074127,1.30476045608521,0.535138309001923
35,0.484013944864273,1.26194965839386,1.36461508274078,1.23330926895142,1.56959092617035,0.793720662593842,1.8809757232666,0.828712582588196,1.60760807991028,0.68834400177002,1.55625772476196,0.898401498794556,1.2996312379837,0.93997448682785,2.1145715713501,0.873556435108185,1.17833006381989,0.928993225097656,2.28284049034119,0.703608334064483,3.22568917274475,0.586327612400055,1.19731438159943,0.992487549781799,2.08662915229797,0.937092006206512,1.10585534572601,0.830994248390198,1.20300996303558,0.71121484041214,0.914909422397614,0.541729807853699,1.2650808095932,0.612477123737335
36,0.468958228826523,1.15844893455505,1.3607017993927,1.18100559711456,1.58775925636292,0.740437507629395,2.27708292007446,0.724980294704437,1.47836792469025,0.706513941287994,1.54690980911255,0.910123467445374,1.19332265853882,1.06371188163757,2.02783274650574,0.780809819698334,1.09521400928497,0.912415623664856,2.29289221763611,0.699122428894043,3.16729521751404,0.708155572414398,1.17713069915771,0.924879312515259,2.00908899307251,0.914518415927887,1.20001602172852,0.529042959213257,1.17383801937103,0.785106301307678,0.866752922534943,0.465289920568466,1.23980224132538,0.633547067642212
37,0.451952487230301,1.26561605930328,1.29681181907654,1.16760468482971,1.49004852771759,0.771434307098389,1.81489372253418,0.695986151695251,1.48423838615417,0.692978799343109,1.44542515277863,0.895263314247131,1.15946292877197,0.968318819999695,1.97915232181549,0.794857382774353,1.06257092952728,0.95603346824646,2.19052934646606,0.692465662956238,3.06654477119446,0.633237779140472,1.12969017028809,0.995635271072388,1.91624009609222,0.917142510414124,1.03966593742371,0.713802218437195,1.16664922237396,0.72032368183136,0.827067732810974,0.415339022874832,1.18761038780212,0.596372485160828
38,0.426892817020416,1.18100190162659,1.21482503414154,1.10752999782562,1.41341996192932,0.743829488754272,1.59466516971588,0.676169276237488,1.42862987518311,0.705615758895874,1.31483149528503,0.939694583415985,1.09370756149292,1.01281809806824,1.85788655281067,0.869019627571106,2.65522646903992,0.854334950447083,2.04198241233826,0.716063380241394,2.86070895195007,0.615632832050324,1.15004527568817,0.940126478672028,1.85074996948242,0.914895415306091,0.957270681858063,0.552880764007568,1.10382461547852,0.692778825759888,0.812954664230347,0.480910897254944,1.30941414833069,0.44136443734169
39,1.02291369438171,1.12100005149841,1.20438861846924,1.08755123615265,1.37299418449402,0.767793715000153,1.44556784629822,0.740005612373352,1.32811188697815,0.718810319900513,2.77559041976929,0.767674922943115,1.00749576091766,1.04928386211395,1.66838717460632,0.85374516248703,2.04689526557922,0.806426644325256,1.95887923240662,0.707222759723663,3.02468347549438,0.728071570396423,1.03489351272583,0.98273241519928,1.7763899564743,0.9222052693367,0.894185245037079,0.542688310146332,1.06692230701447,0.733609735965729,0.791618704795837,0.432281643152237,1.12176477909088,0.381230771541595
40,0.85026341676712,1.06668519973755,1.17941117286682,1.11603903770447,0.722380816936493,0.565436601638794,1.25746512413025,0.696488261222839,1.29053175449371,0.711233079433441,2.19352221488953,0.741382777690887,0.979747831821442,0.947180330753326,3.01638078689575,0.67668491601944,1.79628944396973,0.809362649917602,1.93016171455383,0.723633110523224,2.68763589859009,0.649082601070404,6.15191650390625,0.565971076488495,1.75371742248535,0.876022934913635,0.859494864940643,0.482010036706924,1.28347408771515,0.542086362838745,0.759928941726685,0.461242288351059,1.03098702430725,0.469704747200012
