,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,random spatio-temporal X_st rnd d_c train,random spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,random spatio-temporal X_st min d_c train,random spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,random spatio-temporal X_st max d_c train,random spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,random spatio-temporal X_st avg d_c train,random spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","random spatio-temporal X_(t,s) rnd d_c train","random spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","random spatio-temporal X_(t,s) min d_c train","random spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","random spatio-temporal X_(t,s) max d_c train","random spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","random spatio-temporal X_(t,s) avg d_c train","random spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","random spatio-temporal Y_hat_(t,s) rnd d_c train","random spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","random spatio-temporal Y_hat_(t,s) min d_c train","random spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","random spatio-temporal Y_hat_(t,s) max d_c train","random spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","random spatio-temporal Y_hat_(t,s) avg d_c train","random spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","random spatio-temporal Y_(t,s) rnd d_c train","random spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","random spatio-temporal Y_(t,s) min d_c train","random spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","random spatio-temporal Y_(t,s) max d_c train","random spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val","random spatio-temporal Y_(t,s) avg d_c train","random spatio-temporal Y_(t,s) avg d_c val"
17,0.8945079,0.5523354,0.6343133,0.6086734,0.87868017,0.55240667,0.6700887,0.56030214,1.0498658,0.76904374,0.83920336,0.77375656,0.9644041,0.91700464,0.7430602,0.7259056,0.67477345,0.607062,0.63955814,0.5547449,0.51784676,0.68582344,0.60675216,0.57066447,0.86534166,0.66855323,0.6358337,0.558455,0.7911653,0.64538133,0.60262024,0.61847216,0.6995691,0.65903944,1.010642,0.45464537,0.5460736,0.8333874,1.0254834,0.45216417,0.7239959,0.8680691,1.1153166,0.47006375,0.76402843,0.68372196,1.0687504,0.45814034,1.4935031,0.5567678,1.1517634,0.48766157,1.4416815,0.64481074,1.2432263,0.54977643,1.6149954,0.87117285,1.3733122,0.79624933,1.5713543,1.0252733,1.3045174,0.60558754
18,0.8634886,0.54605335,0.61768305,0.5983844,0.85752815,0.5199982,0.6540699,0.57714814,1.0358409,0.8310155,0.78449297,0.79427695,0.9356352,0.8006341,0.69421655,0.73763126,0.6282307,0.6556216,0.6281138,0.53393376,0.5031271,0.68059534,0.5858508,0.5469659,0.8540439,0.6128004,0.6147402,0.557939,0.768183,0.6428208,0.56545144,0.5733248,0.6799851,0.68784314,0.97254974,0.45601833,0.5270663,0.8295699,0.99082524,0.45882297,0.702938,0.6753896,1.0569489,0.44780433,0.73109406,0.7203437,1.0734177,0.44488484,1.4473323,0.5739953,1.1046664,0.4836775,1.3931888,0.5600567,1.192142,0.5473848,1.5522777,1.1536384,1.5806953,0.7369774,1.7873687,0.7431438,1.2793921,0.7745373
19,0.8362697,0.5737935,0.5862891,0.5792322,0.81624913,0.5480528,0.6295878,0.5531155,1.0184555,0.74344647,0.7806571,0.8232643,0.9046346,0.90113646,0.69273216,0.76502985,0.62698585,0.59459025,0.6225834,0.54081434,0.49141353,0.6856342,0.5851518,0.52676016,0.81218326,0.60388654,0.60460365,0.5770979,0.74551487,0.62832355,0.5585954,0.59151417,0.6674037,0.67193484,0.93194544,0.47859466,0.5127737,0.7514535,0.9880611,0.4569503,0.6888567,0.7056651,1.0670315,0.43149617,0.72440916,0.7336514,1.0101155,0.44221348,1.4277655,0.53639257,1.0517808,0.4790946,1.3616796,0.5574548,1.1708902,0.4904481,1.53486,0.8943181,1.458203,0.7436021,1.6529039,0.8286125,1.2563969,0.7209893
20,0.82356286,0.52864796,0.5499696,0.6040262,0.78534603,0.5274932,0.6098347,0.5796997,0.9952865,0.88192993,0.75398463,0.8501483,0.89284414,0.8176595,0.63953537,0.742295,0.5863403,0.6400117,0.5891873,0.5846521,0.48155367,0.68579924,0.5456013,0.5524766,0.80392694,0.6162255,0.56021905,0.5275124,0.7339199,0.6103514,0.5270756,0.5679336,0.6356352,0.6980742,0.9216938,0.456087,0.48195297,0.80063045,0.95020634,0.5110689,0.6702044,0.68113744,1.0207589,0.435012,0.7113966,0.69053197,1.0005648,0.54763883,1.4069604,0.57511836,1.0584894,0.51492894,1.3234646,0.6358784,1.1491339,0.53644425,1.5143353,1.0106599,1.4215277,0.73493654,1.5990412,0.661217,1.222541,0.66224056
21,0.75045127,0.5761418,0.5390024,0.576041,0.76343566,0.54483485,0.5869632,0.57399493,0.9729885,0.7927714,0.7117564,0.73798114,0.8626149,0.74497306,0.64313287,0.76708037,0.59682244,0.62545514,0.5869716,0.5517035,0.46083197,0.65199244,0.53134024,0.5778819,0.7785486,0.59458095,0.5545001,0.5965773,0.7283365,0.6525629,0.51416516,0.5461726,0.6310362,0.7702527,0.8881362,0.44784415,0.48242894,0.77527934,0.93365127,0.4672078,0.6361558,0.6779169,1.0065405,0.46385667,0.6776907,0.6862936,0.95430905,0.45197806,1.377646,0.5801512,1.0026582,0.49055165,1.2783704,0.6733104,1.1185204,0.5425103,1.4689647,1.1622045,1.3638241,0.72752357,1.5398891,0.8878385,1.208245,0.74619895
22,0.783683,0.53963846,0.54244804,0.624045,0.7571959,0.53109306,0.58723295,0.5657188,0.9780515,0.7901492,0.71326166,0.8031134,0.8348991,0.7391697,0.6269969,0.78473884,0.5744565,0.6015024,0.55926263,0.5455629,0.45795712,0.69719297,0.518809,0.5607915,0.76611304,0.62019414,0.5525708,0.5720354,0.7102711,0.63457924,0.50541085,0.54491913,0.613609,0.6786654,0.87822384,0.4407852,0.46912163,0.78279996,0.9109378,0.47199523,0.6245461,0.69642895,0.96928275,0.46460596,0.6564509,0.7219022,1.3759662,0.40348503,1.3439531,0.54323107,0.99158156,0.4733383,1.2764037,0.6204897,1.1068304,0.5234049,1.7086382,0.8703985,1.3354446,0.8395927,1.5030649,0.7979217,1.1606809,0.779855
23,0.7307815,0.56714743,0.49305296,0.5897882,0.723928,0.5441453,0.5692765,0.56733763,0.9127366,0.80252653,0.6987952,0.74598694,0.8270323,0.76881295,0.5927838,0.77928644,0.55863076,0.6153029,0.561121,0.5416871,0.4399565,0.69092345,0.50441486,0.5367923,0.73197937,0.5953026,0.5140565,0.54906845,0.6804856,0.67064685,0.4813297,0.54929066,0.57323956,0.6684102,0.8411532,0.45843416,0.4576233,0.7826144,0.87761724,0.47020853,0.600783,0.69906515,0.95787126,0.45872033,0.6536765,0.7150745,1.2109653,0.3794283,1.3300775,0.567724,0.98693717,0.53168446,1.2495804,0.5527944,1.0732999,0.4778886,1.5945002,0.88935834,1.2732245,0.7733511,1.4870855,0.73473907,1.1253012,0.7231754
24,0.69850475,0.5619581,0.49929443,0.58522344,0.7178913,0.5498741,0.53997993,0.56439257,0.90105176,0.8232103,0.65033454,0.7512238,1.361199,0.8086578,0.5809612,0.7388865,0.55317515,0.59176385,0.52680427,0.57468086,0.43055925,0.6743109,0.47812602,0.5355927,0.7137524,0.6124027,0.49260807,0.5732166,0.6702525,0.64281416,0.47406372,0.5538287,0.5816146,0.65176135,0.82042676,0.44959748,0.43772036,0.77594924,0.86708456,0.48909277,0.5957724,0.75512683,0.92030734,0.4338678,0.62040335,0.7019667,1.1326064,0.37064865,1.3095102,0.5160435,0.94797075,0.46374938,1.2055155,0.52944267,1.0415615,0.47560698,1.5502425,1.0020574,1.2640055,0.7616353,1.437321,0.91931957,1.1249552,0.8104533
25,0.7043933,0.53794676,0.9026029,0.5234731,0.68861574,0.52829146,0.5260359,0.5453812,0.8732292,0.8317146,1.0150824,0.6209855,1.1833404,0.63848895,0.56421745,0.73238707,0.5309007,0.5960047,0.52895516,0.54059273,0.41875014,0.7225912,0.47070053,0.54742944,0.69198346,0.61327803,0.49426174,0.5943558,0.66544837,0.6647929,0.45731047,0.56400174,0.54910076,0.6809038,1.2152469,0.4083554,0.42613518,0.7932177,0.82284135,0.46685857,0.57311356,0.68054813,0.89894843,0.4450488,0.6244727,0.7155062,1.0739166,0.3872294,1.2760043,0.63604903,0.9253788,0.47285908,1.5199047,0.54456496,1.0181844,0.56378716,1.5051392,1.1438364,1.2327348,0.82262635,1.4154935,0.74063563,1.0963215,0.81237996
26,0.65815926,0.55722684,0.7376286,0.49288887,0.659348,0.52912956,0.51897633,0.5644657,0.8828131,0.7692859,0.91073406,0.66970116,1.119532,0.61678624,0.5334486,0.71270674,0.5134886,0.5905775,0.51659095,0.5309355,0.4044312,0.7152768,0.47274733,0.5785365,0.69730616,0.59462243,0.47894594,0.56312793,0.64563745,0.6302419,0.8311894,0.5341003,0.536272,0.70177406,1.0792186,0.39352867,0.42010775,0.7661692,0.80234736,0.5212822,0.54514676,0.7280476,0.8672117,0.45498952,0.5872773,0.7818162,1.0291877,0.38978517,1.2407901,0.58696795,0.9056193,0.4883488,1.4036592,0.495112,1.3848575,0.474952,1.4632559,1.0409747,1.1905776,0.8252762,1.3916023,0.9299504,1.06845,0.761074
27,0.6621309,0.6018858,0.6573978,0.50687265,0.64730734,0.54696083,0.5013941,0.555023,1.3100286,0.72793823,0.8256439,0.63183635,1.0883899,0.622812,1.0032519,0.6324382,0.51092213,0.59651005,0.48991838,0.5325865,0.39980456,0.72743267,0.45946357,0.5431274,0.67150843,0.62135637,0.45712978,0.5610468,0.6306159,0.72242,0.7072428,0.5044274,0.5238317,0.63539565,0.99178094,0.38866636,0.400689,0.80426997,0.79040694,0.49576408,0.5450405,0.6889978,0.82821625,0.49045295,0.59483606,0.74716014,1.0102493,0.3705622,1.243872,0.5108376,0.8941191,0.51826876,1.33317,0.5581214,1.2735435,0.48242825,1.4461113,1.1213955,1.1725758,0.72656965,1.3405074,0.8582817,1.0434216,0.7811795
28,0.63819176,0.597398,0.65231186,0.50027746,0.61202586,0.54651046,0.48192716,0.5741935,1.2008969,0.73155576,0.7678065,0.62027794,1.012067,0.62038875,0.85110754,0.65343064,0.485292,0.6282088,0.46290132,0.5352259,0.3747927,0.64994913,0.42492908,0.55121726,0.64743096,0.614801,0.44780767,0.54477984,0.6210938,0.6189201,0.6316674,0.5125636,0.5142741,0.66943276,0.94329154,0.38667482,0.39908493,0.82352805,1.2758651,0.38904303,0.5192982,0.6976849,0.8160511,0.51563007,2.293189,0.50698215,0.9491909,0.37034968,1.199589,0.5571101,0.86542505,0.5001345,1.3127412,0.48447526,1.1916512,0.47929767,1.3887551,1.0435069,1.163872,0.650673,1.3247296,0.8364924,1.485212,0.642845
29,0.6118872,0.5476334,0.6198001,0.5227058,1.0772915,0.4737952,0.4722203,0.5505013,1.1417431,0.7545843,0.7335973,0.622928,0.98741204,0.62451285,0.789605,0.6515575,0.47278926,0.59143424,0.47062775,0.5316924,0.3729609,0.69378877,0.429835,0.5429386,0.6279488,0.5924415,0.43829,0.56959045,0.60920316,0.6209151,0.6035234,0.5081634,0.50214785,0.6548297,0.8956936,0.411693,0.38957462,0.84021014,1.1262838,0.38858482,2.2993305,0.46152106,0.7939312,0.5149565,1.9172963,0.4659702,0.92592824,0.38388464,1.1822491,0.5690277,0.8349983,0.5208224,1.2514614,0.4706462,1.1220107,0.5124145,1.3692774,1.3273138,1.1146728,0.7936596,1.3136396,0.9282805,1.3156077,0.67794913
30,1.1508325,0.49259087,0.5932751,0.5384898,0.90919155,0.48672175,0.8722958,0.5065732,1.0689385,0.64840114,0.6862469,0.6232424,0.94287485,0.63147074,0.7207878,0.6421558,0.992702,0.5055931,0.9210431,0.4769271,0.940236,0.6297908,0.86182463,0.49579954,1.0133657,0.50035805,0.88195896,0.50469047,1.0168866,0.52394044,0.576871,0.50581914,2.0084941,0.46731183,0.84979373,0.38626558,2.542541,0.4871651,1.0190028,0.39443493,1.8703427,0.4875361,1.4457444,0.39752358,1.7282479,0.46399835,0.8834947,0.3794217,1.6308047,0.4363239,1.4901923,0.41530934,1.2168165,0.4760462,1.1035023,0.4824645,1.3319993,1.0164554,1.0960895,0.8004097,1.2794902,0.9579797,1.2480551,0.6832346
31,1.000144,0.47783005,0.5421589,0.5311102,0.8841279,0.5143107,0.71495503,0.5179114,1.0408928,0.6979723,0.66055304,0.5943167,0.9399515,0.6905757,0.67116916,0.70792514,0.8583545,0.4979936,0.76497364,0.5143607,0.7995427,0.5334048,0.7165496,0.48088253,0.8204755,0.5085985,0.7484728,0.5017863,0.8318967,0.57274765,0.52868664,0.50629514,1.5910293,0.43567422,0.8285838,0.39873254,1.9470221,0.55560833,0.98070294,0.4061192,1.7220674,0.45855808,1.2419208,0.36292556,1.6095607,0.46235418,0.87436193,0.3873541,1.4660192,0.44597948,1.2691365,0.39974558,1.1857351,0.4694509,1.0746899,0.47842744,1.2802047,0.9443845,1.0603329,0.8606007,1.5279535,0.71504897,1.2030517,0.6197792
32,0.9242207,0.50867754,0.55831116,0.5070523,0.85054874,0.48145327,0.6710897,0.49925634,0.99593765,0.71744514,0.63912135,0.6507651,0.89885503,0.6426902,0.6537568,0.6152759,0.7952216,0.50014293,0.7043269,0.48249432,0.69817424,0.64567536,0.6608495,0.5053683,0.73584086,0.46172753,0.68320096,0.51779896,0.7527131,0.49177152,0.5121782,0.50537175,1.4797981,0.44441706,0.81085485,0.37907264,1.7596369,0.40819967,0.9369263,0.39458278,1.6019351,0.5311818,1.1523789,0.3852552,1.5333942,0.46826497,0.8155828,0.39710692,1.3981804,0.4298661,1.207158,0.40236527,1.1728297,0.5127151,1.0110315,0.49406543,1.2634124,1.0917825,1.0521717,0.9165634,1.4119079,0.7193464,1.1505959,0.6442195
33,0.90255165,0.47816586,0.52133864,0.52867246,0.81202745,0.47757193,0.61702824,0.48023626,0.9568561,0.72545815,0.6172305,0.6477728,0.8452835,0.6385225,0.6216043,0.59043276,0.7068526,0.49624032,0.65818566,0.5004302,0.65288997,0.5346888,0.60771847,0.5055793,0.70275414,0.48675695,0.64719224,0.49068475,0.6586994,0.5180497,0.48235002,0.5182871,1.3831413,0.41921332,0.76273614,0.39131784,1.6445163,0.42588592,0.8942908,0.41122302,1.5163723,0.5442645,1.0841275,0.37393343,1.4784772,0.47735578,0.80985975,0.39097127,1.3537263,0.40912306,1.1277001,0.40664357,1.120006,0.44816175,1.0161716,0.43747872,1.4692172,0.9189741,1.0209434,0.751297,1.3711852,0.7933608,1.1051173,0.7086753
34,0.8604544,0.47383738,0.5176909,0.5081843,0.76300097,0.5058063,0.56697005,0.49227217,0.91516453,0.7766608,0.5701413,0.6428807,0.8365161,0.650949,0.5672566,0.6845668,0.6887846,0.48017722,0.6214469,0.46729198,0.614178,0.5234378,0.5744179,0.4931699,0.6627758,0.4642166,0.58858573,0.50570124,0.6420263,0.5028278,0.46878925,0.52000695,1.3129274,0.41697797,0.74507093,0.38523227,1.5348797,0.4362606,0.86280954,0.41340014,1.4604094,0.4712357,1.0254428,0.38556018,1.4354244,0.5079996,0.79913044,0.3826738,1.3010414,0.4442326,1.0947006,0.39597097,1.1034728,0.49110186,0.9652967,0.44642103,1.388707,0.98658204,0.98894554,0.9465187,1.3242741,0.6991676,1.0702529,0.6820862
35,0.8312618,0.5388845,0.47773018,0.5181914,0.72872114,0.47267878,0.5497007,0.536468,0.8570018,0.707986,0.56017035,0.71650237,0.7819672,0.67801815,0.5779415,0.60646147,0.66330904,0.51926714,0.59555864,0.49047714,0.5772355,0.532606,0.5543962,0.5156429,0.605347,0.47456968,0.5595205,0.57105386,0.6139008,0.5438493,0.4474279,0.55055165,1.278972,0.41749373,0.72367734,0.4484652,1.4797648,0.39552978,0.81170946,0.39262936,1.3914832,0.46776873,0.96529037,0.38019264,1.3781319,0.46984437,0.7426802,0.40248883,1.2649097,0.44047293,1.0348113,0.38935286,1.0876789,0.5223935,0.9280766,0.48809898,1.3186951,0.9670155,0.95533675,0.79847664,1.2968745,0.6518792,1.047552,0.5817162
36,0.77926415,0.4831801,0.45175698,0.5228283,0.7215249,0.5959812,0.5182119,0.5059553,0.864547,0.6818435,0.53648233,0.6835243,0.7681239,0.70029736,0.5611688,0.6748639,0.6257276,0.48565567,0.56576663,0.49006832,0.5308254,0.6363077,0.53220075,0.49109322,0.58145046,0.48926774,0.5475689,0.5212096,0.55676275,0.50947475,0.43378222,0.51038665,1.2291954,0.39668268,0.7052808,0.39449233,1.3719207,0.4049338,0.7989465,0.4011151,1.3477329,0.469247,0.94953847,0.3857807,1.3159693,0.47765496,0.73046,0.4039526,1.2203794,0.4568227,0.99949664,0.4012406,1.0605038,0.5249059,0.9163558,0.5111756,1.2796535,0.95686567,0.9404546,0.7709989,1.2575098,0.73637605,1.0098757,0.68588686
37,0.75235325,0.4876753,0.7918981,0.5199174,0.69872713,0.5092354,0.50920993,0.5128501,0.8317003,0.70546615,0.5293974,0.6824622,1.0831146,0.6827783,0.515433,0.64382863,0.6073755,0.5304029,0.5279157,0.4891223,0.53569275,0.5380476,0.5087607,0.50136715,0.5640949,0.47377843,0.51703775,0.52430665,0.5422363,0.51797384,0.4176394,0.4959741,1.1672193,0.39758715,0.6728663,0.3842561,1.3184026,0.39958358,0.77044886,0.41304982,1.281711,0.4656509,0.8956826,0.38970456,1.2429473,0.4699323,0.71570224,0.40446487,1.1930764,0.45623142,0.9679331,0.4057937,1.0234152,0.51226395,0.8799594,0.5212825,1.2466358,0.98101074,0.9312913,0.90180427,1.2292598,0.6206757,0.989919,0.5472548
38,0.7444566,0.46757266,0.67279863,0.48966676,0.66920424,0.5044674,0.46776342,0.5029993,0.80585426,0.70796835,0.52070576,0.7091859,0.959149,0.65230733,0.5145526,0.6525505,0.5696494,0.51494676,0.5208171,0.497042,0.5129633,0.53906214,0.49663776,0.5241251,0.52660406,0.46003735,0.4951785,0.508157,0.50389725,0.4976069,0.4054137,0.54370606,1.126226,0.40450332,0.6374523,0.40380177,1.2656085,0.41191924,0.7375743,0.42226452,1.21275,0.46255606,0.8397799,0.3766957,1.203193,0.45571795,0.6892217,0.3991734,1.1824702,0.4557107,0.93705535,0.38014764,1.0123411,0.5637547,0.8566768,0.5222405,1.2273835,0.91302127,0.8919422,0.8909169,1.1763976,0.7683972,0.95410705,0.7155872
39,0.6976365,0.49142256,0.60372305,0.47265267,0.6506851,0.5143455,0.4582583,0.5721373,0.7760586,0.72897726,0.49196112,0.6519142,0.885309,0.7174826,0.48020452,0.6392841,0.5619565,0.47620076,0.49741447,0.4909641,0.47174916,0.5199472,0.4733286,0.4892081,0.50898665,0.5069009,0.47640732,0.5008722,0.49358064,0.5315764,0.3903707,0.5079727,1.0887483,0.41310158,0.62777454,0.396733,1.2248018,0.4181681,0.7098653,0.41249734,1.1736356,0.47420886,0.8267193,0.39250255,1.1871303,0.45813963,1.2765656,0.3372965,1.1437305,0.48213512,0.89964193,0.41640565,0.97969323,0.5070753,0.8442089,0.48198655,1.1893551,0.9922286,1.3670112,0.75387436,1.1608312,0.7301301,0.93645424,0.6562432
40,0.66624373,0.50477237,0.55817205,0.4869708,0.6387914,0.47542548,0.45228666,0.51385945,0.7535298,0.77856016,0.48081955,0.67302614,0.85548353,0.6530233,0.4856185,0.6975487,0.5476324,0.50348717,0.48094583,0.48490444,0.46831766,0.5525622,0.46045893,0.4933924,0.504632,0.48515347,0.4539019,0.5372465,0.48599887,0.52665126,0.37282497,0.5138024,1.0728725,0.3993815,0.61450016,0.3970392,1.1876081,0.41047987,1.207475,0.3547383,1.1497531,0.47625518,0.79306686,0.40914255,1.1509409,0.50558245,1.0884777,0.33515254,1.096961,0.50168216,0.88156986,0.43401882,0.94686145,0.44717497,0.80433434,0.49760312,1.1388391,1.0297437,1.2244146,0.6887421,1.1279582,0.8003865,0.9053516,0.56910414
41,0.6451239,0.56517357,0.53750986,0.50134945,0.6172707,0.51453215,0.44554344,0.53740823,1.099647,0.5924261,0.45973822,0.7137504,0.81748724,0.62186384,0.46859336,0.6383317,0.51301676,0.5183151,0.46073624,0.50022876,0.45450023,0.5352255,0.4459561,0.49789533,0.48996866,0.5160145,0.44486234,0.50728035,0.45268846,0.52396625,0.37101382,0.5371075,1.0256974,0.4131923,0.5791103,0.39646372,1.1243262,0.44870296,1.0430746,0.35859042,1.1155597,0.48244002,0.7587926,0.40145093,1.0851938,0.48932394,1.0157317,0.33617613,1.075424,0.45665485,0.8484574,0.39299482,0.9327526,0.5479158,0.79133976,0.46900752,1.1224431,1.222359,1.1433562,0.6964884,1.1086808,0.79228204,0.86492157,0.7531416
42,0.6458996,0.5048843,0.5053938,0.49874085,0.5992604,0.4812364,0.41271657,0.5512787,1.0038275,0.6575948,0.912782,0.5968481,0.7577878,0.6888574,0.43685204,0.6688031,0.49484277,0.505895,0.4490523,0.50719225,0.43148094,0.52173656,0.8349379,0.4374671,0.4642828,0.49811265,0.42794612,0.51549274,0.44364545,0.56000435,0.34000775,0.5282006,1.0144902,0.432862,0.5605261,0.3943411,1.1057581,0.44136977,0.94530505,0.3609517,1.5648746,0.39944375,1.278913,0.33421445,1.068217,0.4850832,0.9526523,0.33667067,1.0553501,0.48502335,0.8107027,0.44503868,0.9149647,0.5609313,0.7684006,0.46636635,1.0912744,1.0671995,1.1083064,0.8101756,1.0843564,0.79714847,0.8546105,0.7879313
43,0.5975571,0.49336255,0.46770254,0.51029515,0.5770263,0.5517887,0.4129568,0.5473803,0.9494002,0.63834023,0.76001906,0.582436,0.7347102,0.6450764,0.435099,0.6344908,0.48586443,0.5077252,0.43264636,0.5300458,0.43072245,0.54441804,0.6725716,0.4400097,0.45444572,0.4946873,0.39596096,0.55595344,0.81829906,0.49642542,0.3380383,0.5383283,0.9763997,0.4066165,1.1760787,0.34490117,1.0597519,0.44207862,0.88610935,0.3369339,1.35498,0.35313025,1.0896019,0.327801,1.0440737,0.47558346,0.89863116,0.3605553,1.0262655,0.48936915,0.80876774,0.40422225,0.8956435,0.560379,0.73659515,0.50540274,1.064992,0.9163662,1.0332447,0.75855684,1.0462277,0.83473796,0.8255499,0.58467275
44,0.57274306,0.521265,0.46603987,0.49394608,0.5664884,0.5059279,0.7958406,0.48166943,0.8856582,0.64386666,0.6939327,0.60827315,0.68762946,0.7017707,0.88559556,0.63596624,0.46801823,0.49701297,0.42072335,0.5064852,0.39905894,0.54888505,0.60514927,0.44807425,0.45156574,0.47225752,0.7791675,0.45706555,0.703943,0.49833354,0.328272,0.52845854,0.9347311,0.42076248,1.0013725,0.34480992,1.0105386,0.42202607,0.844183,0.352134,1.2813133,0.35160658,0.99154407,0.32672602,1.0212222,0.4998258,0.86432594,0.35491267,1.4298675,0.41356602,0.75945413,0.42172238,0.86901414,0.52845764,1.2233032,0.42067826,1.0415366,0.9776036,1.0100883,0.89271486,1.0341445,0.8581659,0.81228375,0.77813935
45,0.5833489,0.50743425,0.44474727,0.4725377,0.54873824,0.5211446,0.6589534,0.47409806,0.7980763,0.60602534,0.61528957,0.5638458,0.68070143,0.6713583,0.7469736,0.5935957,0.45916831,0.5199965,0.8287916,0.4685391,0.3907718,0.5939548,0.5676922,0.4484549,0.42970735,0.5172606,0.6619636,0.444577,0.6145047,0.51781577,0.30934894,0.54887617,0.9097992,0.42898676,0.8944419,0.34120378,0.98820263,0.42952472,0.8003859,0.34877545,1.1796912,0.3439059,0.9441227,0.33248186,0.9485495,0.49845096,0.8111619,0.33751115,1.3012943,0.38477895,0.74175376,0.42368728,0.8550988,0.5454376,1.071896,0.42840672,1.0089546,0.84960437,0.98026687,0.7645331,1.0026536,0.79600066,0.7818896,0.6292601
46,0.5320976,0.4973767,0.42290777,0.5265448,0.82967454,0.4961906,0.592084,0.46846136,0.78109115,0.6077727,0.58251506,0.56519294,0.6521506,0.65704393,0.65911466,0.6002105,0.43365332,0.51383466,0.65291333,0.48140797,0.3775374,0.5800609,0.53931975,0.46249267,0.41281128,0.49882162,0.6021566,0.48169938,0.5825014,0.51204836,0.30169407,0.54740644,0.883486,0.41451758,0.8464776,0.34136066,1.5544308,0.33319917,0.75521344,0.35573688,1.1226724,0.3566659,0.86084783,0.33214507,0.9546272,0.5119239,0.7767295,0.33916572,1.210531,0.42747527,0.73068994,0.44625467,0.831408,0.5166782,0.99116033,0.4183857,0.98882246,1.109906,0.9446956,0.7517286,0.9776896,0.95071274,0.7662374,0.6651636
47,0.5417917,0.5232372,0.42375076,0.5084925,0.70842063,0.44824108,0.5646969,0.4729859,0.75864744,0.6143509,0.55050415,0.54536587,0.6299598,0.73424506,0.60804915,0.5766841,0.43350247,0.52024907,0.60521513,0.4455665,0.3678655,0.555333,0.49394625,0.4523789,0.39763653,0.52534944,0.5437348,0.4832734,0.54552454,0.46477407,0.2935592,0.552416,1.6253927,0.34199858,0.8029996,0.35012823,1.3454872,0.34572607,0.74819887,0.3576248,1.0766908,0.33669516,0.8484489,0.33914295,0.9264135,0.518277,0.76530623,0.3518779,1.1695557,0.4274617,0.70528764,0.4284624,0.82170707,0.5250121,0.9408898,0.40410742,0.9622219,1.0122802,0.91217387,0.69922507,0.95465004,0.70652443,0.73827344,0.62244904
48,0.5167784,0.5231221,0.39236993,0.48908827,0.6557586,0.46809053,0.5176908,0.47915402,0.75103897,0.62878084,0.5162303,0.563799,0.6176804,0.7686562,0.5738188,0.6114812,0.40398273,0.5297302,0.5433397,0.50749856,0.3553802,0.5417941,0.47343644,0.45097852,0.39335343,0.4965606,0.5322327,0.48459762,0.51055986,0.47409233,0.7712974,0.49810058,1.4053034,0.34765956,0.7547979,0.34674436,1.234512,0.32895252,0.6912137,0.36262035,1.0086964,0.33327937,0.80435944,0.34652016,0.87830335,0.5032691,0.7106068,0.3514624,1.1199703,0.38367265,0.6875757,0.44389448,0.7943921,0.5134118,0.8909609,0.4318413,0.92683464,1.0858277,0.8775275,0.8329629,1.3014427,0.8386479,1.3181584,0.60776156
49,0.9221614,0.46137294,0.38588935,0.50884455,0.63531715,0.44925144,0.4981329,0.48843923,0.70570034,0.6511182,0.48849794,0.58768594,0.60362595,0.69153565,0.5470271,0.56776416,0.40303338,0.51476926,0.5169676,0.46645877,0.34660298,0.61948395,0.4540501,0.46109644,0.8343629,0.46520278,0.48670867,0.47350526,0.47488603,0.48805118,0.6046149,0.49442902,1.3080792,0.368181,0.71944475,0.349994,1.1860477,0.33764625,0.6619978,0.35692063,0.9642942,0.33995035,0.7616082,0.33309707,1.6320873,0.39390627,0.6858253,0.34766784,1.0872098,0.40888327,1.1852127,0.38815925,0.7788847,0.5525502,0.8412978,0.42105588,0.9035023,1.0701398,0.8558171,0.6833941,1.196601,0.884807,1.1421131,0.6216627
