,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,"spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val"
t_iter_avg,37.9,37.9,99.9,99.9,153.2,153.2,203.6,203.6,255,255,149.1,149.1,194.1,194.1,289.1,289.1,338.2,338.2,166,166,205.9,205.9,349.9,349.9,399,399,291.5,291.5,338.2,338.2,360,360,425.6,425.6
budget_usage,0.799709907296462,0.799709907296462,0.266191587311597,0.266191587311597,0.276912404616258,0.276912404616258,0.375606987450337,0.375606987450337,0.370372706060415,0.370372706060415,0.507914485716087,0.507914485716087,0.532320110991991,0.532320110991991,0.538626474112379,0.538626474112379,0.564482562905972,0.564482562905972,0.392823358768998,0.392823358768998,0.418553320300183,0.418553320300183,0.438670618654222,0.438670618654222,0.43230119190263,0.43230119190263,0.215110046036451,0.215110046036451,0.221731727312859,0.221731727312859,0.236614744276975,0.236614744276975,0.233524626347985,0.233524626347985
sensor_usage,1,1,0.784615384615385,0.784615384615385,0.923076923076923,0.923076923076923,0.984615384615385,0.984615384615385,1,1,1,1,1,1,1,1,1,1,0.969230769230769,0.969230769230769,1,1,1,1,0.984615384615385,0.984615384615385,0.553846153846154,0.553846153846154,0.553846153846154,0.553846153846154,0.6,0.6,0.646153846153846,0.646153846153846
streamtime_usage,1,1,0.995901639344262,0.995901639344262,1,1,1,1,1,1,0.975409836065574,0.975409836065574,0.983606557377049,0.983606557377049,0.997950819672131,0.997950819672131,0.997950819672131,0.997950819672131,1,1,1,1,1,1,1,1,1,1,1,1,0.997950819672131,0.997950819672131,1,1
test_loss,1.1192852,1.1192852,2.62504458427429,2.62504458427429,1.5764981508255,1.5764981508255,2.17002058029175,2.17002058029175,1.46856045722961,1.46856045722961,0.727201282978058,0.727201282978058,0.695156633853912,0.695156633853912,0.615850687026978,0.615850687026978,0.648132860660553,0.648132860660553,1.40423405170441,1.40423405170441,0.339699298143387,0.339699298143387,0.737442016601563,0.737442016601563,0.312578439712524,0.312578439712524,1.85921764373779,1.85921764373779,1.54147434234619,1.54147434234619,1.94600915908813,1.94600915908813,1.80252850055695,1.80252850055695
RF_loss,1.723637,1.723637,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513,1.72363698482513
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,0.25,0.25,0.5,0.5,0.75,0.75,1,1,0.25,0.25,0.5,0.5,0.75,0.75,1,1,0.25,0.25,0.5,0.5,0.75,0.75,1,1,0.25,0.25,0.5,0.5,0.75,0.75,1,1
0,1.99982619285584,1.63491129875183,9.29979038238525,1.38052606582642,9.20078754425049,1.3406081199646,10.0579404830933,1.3651294708252,9.63051795959473,1.44036793708801,3.77946019172668,1.60822808742523,3.71146392822266,1.50813984870911,3.61375403404236,1.56008160114288,3.72102832794189,1.8230391740799,1.77668118476868,1.98212575912476,1.59496879577637,1.83545470237732,1.55077457427979,1.79396092891693,1.73481345176697,2.11891031265259,15.0289964675903,1.79485893249512,14.8379335403442,2.29938340187073,14.0824613571167,1.69594192504883,15.0620965957642,1.57489931583405
1,1.56519889831543,1.65324723720551,7.37986421585083,1.3422714471817,7.52115964889526,1.23729491233826,7.76998567581177,1.21811592578888,8.09942626953125,1.29329776763916,3.01211619377136,1.51789605617523,2.97239279747009,1.49776697158813,2.82821846008301,1.51416766643524,3.00565695762634,1.5336012840271,1.23658680915833,1.85654723644257,1.11254286766052,1.83724367618561,1.14936411380768,1.83417236804962,1.24037158489227,1.86398386955261,10.3536624908447,1.58824145793915,11.1061477661133,1.10858035087585,9.84152126312256,1.794753074646,10.8362417221069,1.86834120750427
