,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
t_iter_avg,63.5,63.5,406.4,406.4,425.5,425.5,423,423,412.8,412.8,565.2,565.2,577.9,577.9,565.2,565.2,571.5,571.5,648.7,648.7,685.8,685.8,666.8,666.8,660.4,660.4,673.1,673.1,717.6,717.6,711.2,711.2,704.9,704.9
budget_usage,0.79976034308779,0.79976034308779,0.502964177598386,0.502964177598386,0.484106962663976,0.484106962663976,0.387172048435923,0.387172048435923,0.395875378405651,0.395875378405651,0.716448032290615,0.716448032290615,0.649154894046418,0.649154894046418,0.498234106962664,0.498234106962664,0.587727043390515,0.587727043390515,0.48845862764884,0.48845862764884,0.483791624621594,0.483791624621594,0.404074167507568,0.404074167507568,0.42595862764884,0.42595862764884,0.379225529767911,0.379225529767911,0.267028254288597,0.267028254288597,0.235242179616549,0.235242179616549,0.255423814328961,0.255423814328961
sensor_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.815384615384615,0.815384615384615,0.630769230769231,0.630769230769231,0.784615384615385,0.784615384615385
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989754098360656,0.989754098360656,0.997950819672131,0.997950819672131,1,1,1,1,1,1,1,1,1,1,1,1,0.995901639344262,0.995901639344262,1,1
test_loss,0.47969684,0.47969684,0.517759621143341,0.517759621143341,0.47757750749588,0.47757750749588,0.930063247680664,0.930063247680664,0.695050895214081,0.695050895214081,0.254617750644684,0.254617750644684,0.229785487055778,0.229785487055778,0.302306264638901,0.302306264638901,0.289419531822205,0.289419531822205,0.194264739751816,0.194264739751816,0.208103880286217,0.208103880286217,0.220429047942162,0.220429047942162,0.221974849700928,0.221974849700928,0.224203988909721,0.224203988909721,0.395257830619812,0.395257830619812,0.929397821426392,0.929397821426392,0.693741619586945,0.693741619586945
RF_loss,1.0854352,1.0854352,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383,1.08543515205383
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,5.06488847732544,0.921430766582489,4.47992706298828,0.934738576412201,5.61505699157715,0.99867433309555,7.64687299728394,0.988367199897766,7.05803680419922,1.05600905418396,6.12592744827271,0.898878574371338,3.32302188873291,0.92076975107193,4.44099617004395,0.882735013961792,4.90594244003296,0.916674673557282,5.20754957199097,0.984205842018127,7.79772520065308,0.900570333003998,4.03661346435547,0.917816281318665,8.27381896972656,0.933591663837433,6.63770771026611,1.14709424972534,7.86493110656738,1.17418122291565,7.39098262786865,1.74158298969269,7.76414108276367,1.33892583847046
1,0.911791920661926,0.85163813829422,1.33039951324463,0.808754622936249,1.6793532371521,0.844950258731842,1.2528383731842,0.944478750228882,1.27952432632446,0.908486902713776,1.26873302459717,0.86279296875,1.11444115638733,0.865526795387268,1.16512811183929,0.925045013427734,1.19014322757721,0.856468260288239,1.3392745256424,0.886020600795746,1.28255033493042,0.85428524017334,1.32486176490784,0.903880953788757,1.44378507137299,0.839377105236053,4.39483118057251,0.974045038223267,4.54267835617065,0.748434722423553,4.53423309326172,1.32281732559204,4.49550342559814,1.5761376619339
2,0.82427853345871,0.926659226417542,1.18061709403992,0.757254123687744,1.4149044752121,0.774436950683594,1.13993215560913,0.875344634056091,1.1419221162796,0.930584013462067,1.16053891181946,0.769551277160645,1.0342515707016,0.785578548908233,1.08153188228607,0.829076647758484,1.10628163814545,0.778473377227783,1.16149652004242,0.801482915878296,1.17556190490723,0.842629492282867,1.24784755706787,0.796347677707672,1.29629373550415,0.767812550067902,3.76810884475708,0.717326283454895,3.83653545379639,0.644777894020081,3.76604247093201,0.820998847484589,3.8769850730896,1.04901564121246
