,spatio-temporal None PL data,spatio-temporal None PL sensors,spatio-temporal None PL streamtimes,spatio-temporal None PL accuracy,spatio-temporal X_st rnd d_c data,spatio-temporal X_st rnd d_c sensors,spatio-temporal X_st rnd d_c streamtimes,spatio-temporal X_st rnd d_c accuracy,spatio-temporal X_st min d_c data,spatio-temporal X_st min d_c sensors,spatio-temporal X_st min d_c streamtimes,spatio-temporal X_st min d_c accuracy,spatio-temporal X_st max d_c data,spatio-temporal X_st max d_c sensors,spatio-temporal X_st max d_c streamtimes,spatio-temporal X_st max d_c accuracy,spatio-temporal X_st avg d_c data,spatio-temporal X_st avg d_c sensors,spatio-temporal X_st avg d_c streamtimes,spatio-temporal X_st avg d_c accuracy,"spatio-temporal X_(t,s) rnd d_c data","spatio-temporal X_(t,s) rnd d_c sensors","spatio-temporal X_(t,s) rnd d_c streamtimes","spatio-temporal X_(t,s) rnd d_c accuracy","spatio-temporal X_(t,s) min d_c data","spatio-temporal X_(t,s) min d_c sensors","spatio-temporal X_(t,s) min d_c streamtimes","spatio-temporal X_(t,s) min d_c accuracy","spatio-temporal X_(t,s) max d_c data","spatio-temporal X_(t,s) max d_c sensors","spatio-temporal X_(t,s) max d_c streamtimes","spatio-temporal X_(t,s) max d_c accuracy","spatio-temporal X_(t,s) avg d_c data","spatio-temporal X_(t,s) avg d_c sensors","spatio-temporal X_(t,s) avg d_c streamtimes","spatio-temporal X_(t,s) avg d_c accuracy","spatio-temporal Y_hat_(t,s) rnd d_c data","spatio-temporal Y_hat_(t,s) rnd d_c sensors","spatio-temporal Y_hat_(t,s) rnd d_c streamtimes","spatio-temporal Y_hat_(t,s) rnd d_c accuracy","spatio-temporal Y_hat_(t,s) min d_c data","spatio-temporal Y_hat_(t,s) min d_c sensors","spatio-temporal Y_hat_(t,s) min d_c streamtimes","spatio-temporal Y_hat_(t,s) min d_c accuracy","spatio-temporal Y_hat_(t,s) max d_c data","spatio-temporal Y_hat_(t,s) max d_c sensors","spatio-temporal Y_hat_(t,s) max d_c streamtimes","spatio-temporal Y_hat_(t,s) max d_c accuracy","spatio-temporal Y_hat_(t,s) avg d_c data","spatio-temporal Y_hat_(t,s) avg d_c sensors","spatio-temporal Y_hat_(t,s) avg d_c streamtimes","spatio-temporal Y_hat_(t,s) avg d_c accuracy","spatio-temporal Y_(t,s) rnd d_c data","spatio-temporal Y_(t,s) rnd d_c sensors","spatio-temporal Y_(t,s) rnd d_c streamtimes","spatio-temporal Y_(t,s) rnd d_c accuracy","spatio-temporal Y_(t,s) min d_c data","spatio-temporal Y_(t,s) min d_c sensors","spatio-temporal Y_(t,s) min d_c streamtimes","spatio-temporal Y_(t,s) min d_c accuracy","spatio-temporal Y_(t,s) max d_c data","spatio-temporal Y_(t,s) max d_c sensors","spatio-temporal Y_(t,s) max d_c streamtimes","spatio-temporal Y_(t,s) max d_c accuracy","spatio-temporal Y_(t,s) avg d_c data","spatio-temporal Y_(t,s) avg d_c sensors","spatio-temporal Y_(t,s) avg d_c streamtimes","spatio-temporal Y_(t,s) avg d_c accuracy"
0,10,100,97,44,10,100,100,46,10,100,100,44,10,95,96,36,10,94,96,35,10,100,89,45,10,100,81,44,10,97,69,40,10,100,74,43,10,100,63,47,10,100,62,45,10,100,54,37,10,100,57,44,10,83,96,54,10,72,94,48,10,51,94,7,10,66,94,35
1,19,100,100,45,17,100,100,51,17,100,100,47,16,97,100,38,16,98,100,41,19,100,99,56,19,100,97,58,19,100,85,57,19,100,93,55,19,100,97,64,19,100,96,64,19,100,95,64,19,100,96,60,16,89,100,62,14,74,99,59,14,55,98,27,14,69,98,31
2,28,100,100,49,23,100,100,51,22,100,100,52,20,97,100,34,20,100,100,42,28,100,100,61,28,100,99,61,26,100,92,62,27,100,97,59,26,100,100,70,26,100,100,72,25,100,99,70,25,100,100,72,20,92,100,60,17,75,99,53,16,58,99,24,17,72,99,23
3,37,100,100,48,27,100,100,53,27,100,100,54,24,98,100,32,24,100,100,43,36,100,100,62,35,100,100,65,31,100,94,64,33,100,99,62,32,100,100,75,32,100,100,75,29,100,100,73,30,100,100,74,24,94,100,64,19,75,100,60,18,62,99,15,19,72,99,31
4,45,100,100,51,31,100,100,52,31,100,100,51,27,98,100,32,27,100,100,43,43,100,100,66,42,100,100,69,36,100,97,67,39,100,99,64,36,100,100,73,36,100,100,73,32,100,100,76,33,100,100,77,27,97,100,70,21,78,100,63,19,62,100,14,21,74,100,24
5,53,100,100,48,36,100,100,51,35,100,100,53,30,98,100,28,30,100,100,41,50,100,100,69,47,100,100,73,39,100,98,69,43,100,99,67,40,100,100,79,40,100,100,79,34,100,100,76,36,100,100,78,30,100,100,72,23,78,100,64,20,63,100,25,22,77,100,41
6,60,100,100,54,39,100,100,52,38,100,100,55,33,98,100,28,33,100,100,43,56,100,100,71,52,100,100,74,43,100,98,70,48,100,100,69,43,100,100,81,42,100,100,79,36,100,100,78,38,100,100,79,32,100,100,74,24,78,100,63,21,63,100,12,23,78,100,41
7,67,100,100,52,43,100,100,53,42,100,100,56,35,98,100,32,35,100,100,43,61,100,100,73,57,100,100,76,45,100,99,71,52,100,100,71,45,100,100,81,45,100,100,80,38,100,100,79,40,100,100,80,34,100,100,75,25,80,100,62,22,63,100,11,24,78,100,42
8,74,100,100,53,47,100,100,51,45,100,100,56,37,100,100,30,38,100,100,41,67,100,100,75,61,100,100,77,47,100,99,72,56,100,100,72,47,100,100,82,47,100,100,81,39,100,100,78,41,100,100,80,36,100,100,79,26,80,100,66,23,63,100,12,25,78,100,34
9,80,100,100,56,50,100,100,52,48,100,100,56,39,100,100,14,40,100,100,36,72,100,100,77,65,100,100,79,50,100,99,72,59,100,100,73,49,100,100,82,48,100,100,81,40,100,100,80,43,100,100,80,38,100,100,79,27,82,100,64,24,63,100,14,26,78,100,36
