,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
t_iter_avg,40.8,40.8,179.52,179.52,183.6,183.6,181.1,181.1,195.7,195.7,261.1,261.1,269.3,269.3,265.2,265.2,262.2,262.2,262.5,262.5,260.7,260.7,281.5,281.5,269.3,269.3,285.6,285.6,277.4,277.4,273.5,273.5,281.5,281.5
budget_usage,0.795623451692816,0.795623451692816,0.70014450867052,0.70014450867052,0.537262592898431,0.537262592898431,0.218414533443435,0.218414533443435,0.223781998348472,0.223781998348472,0.668559042113955,0.668559042113955,0.659062758051197,0.659062758051197,0.498864574731627,0.498864574731627,0.564616019818332,0.564616019818332,0.402146985962015,0.402146985962015,0.408753096614368,0.408753096614368,0.31420313790256,0.31420313790256,0.344240297274979,0.344240297274979,0.333711808422791,0.333711808422791,0.209950454170107,0.209950454170107,0.185074318744839,0.185074318744839,0.203344343517754,0.203344343517754
sensor_usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.956824512534819,0.956824512534819,0.995821727019499,0.995821727019499,1,1,1,1,1,1,1,1,0.995821727019499,0.995821727019499,0.987465181058496,0.987465181058496,0.97075208913649,0.97075208913649,0.974930362116992,0.974930362116992
test_loss,1.61314,1.61314,1.23564994335175,1.23564994335175,1.65333306789398,1.65333306789398,1.30490732192993,1.30490732192993,1.49372160434723,1.49372160434723,0.34922206401825,0.34922206401825,0.396281629800797,0.396281629800797,0.48435166478157,0.48435166478157,0.378642946481705,0.378642946481705,0.247419059276581,0.247419059276581,0.266029208898544,0.266029208898544,0.284616559743881,0.284616559743881,0.258925914764404,0.258925914764404,0.712457239627838,0.712457239627838,1.38147079944611,1.38147079944611,2.22791147232056,2.22791147232056,1.57198560237885,1.57198560237885
RF_loss,1.6840756,1.6840756,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836,1.68407559394836
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,6.69047403335571,2.09348368644714,13.2615251541138,1.98623108863831,11.616491317749,2.07131814956665,18.8238162994385,1.59792363643646,17.8782367706299,1.52434754371643,10.8206987380981,1.9781905412674,12.4511041641235,1.95098650455475,12.5468711853027,1.90720105171204,13.7448530197144,2.40384340286255,19.7717819213867,1.82366120815277,26.3652667999268,1.94243824481964,14.4251899719238,1.6238888502121,15.9937696456909,1.65418636798859,29.3365688323975,1.22720992565155,25.7935695648193,1.08568501472473,23.3230400085449,1.48107314109802,25.8541221618652,1.98131835460663
1,2.39581084251404,2.0118932723999,4.4400486946106,1.86525130271912,2.8647575378418,2.09202814102173,9.72792434692383,1.47453331947327,10.7422285079956,1.53710210323334,4.48614406585693,2.19517397880554,4.36343288421631,2.03668236732483,5.61756801605225,1.72515320777893,5.77763319015503,1.73918318748474,7.06190347671509,1.73533880710602,6.73239898681641,1.72761428356171,7.34899234771729,1.69854974746704,7.51664924621582,1.61174523830414,16.447093963623,1.32601273059845,16.5992469787598,1.27556204795837,15.9048271179199,1.04602611064911,17.9709091186523,1.28236436843872
2,2.2339551448822,1.96363091468811,4.37142276763916,1.81426560878754,2.54342555999756,1.99751079082489,9.04976940155029,1.46558225154877,9.44330787658691,1.49952113628387,4.50791311264038,1.93143486976624,4.27616739273071,1.83215379714966,5.1211576461792,1.77525341510773,5.13850593566895,1.77179455757141,6.50102138519287,1.64981615543365,6.2828860282898,1.57784795761108,7.02618646621704,1.70962405204773,7.09128570556641,1.70361077785492,14.305474281311,1.02970087528229,14.1480283737183,1.30654323101044,13.8818645477295,1.27769756317139,14.8155813217163,1.56991636753082
