,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,1123.0,1123.0,25558.0,25558.0,21534.0,21534.0,21907.0,21907.0,22732.0,22732.0,28541.0,28541.0,29576.0,29576.0,29677.0,29677.0,31492.0,31492.0,44232.0,44232.0,35964.0,35964.0,32921.0,32921.0,27309.0,27309.0,25730.0,25730.0,20156.0,20156.0,27827.0,27827.0,31781.0,31781.0
budget_usage,0.8016595980084824,0.8016595980084824,0.7238060114327863,0.7238060114327863,0.2835330997602803,0.2835330997602803,0.21866125760649088,0.21866125760649088,0.21807117831458603,0.21807117831458603,0.7211137746634704,0.7211137746634704,0.7079107505070994,0.7079107505070994,0.5848423381891942,0.5848423381891942,0.6226811727825926,0.6226811727825926,0.44126867047759544,0.44126867047759544,0.4489028213166144,0.4489028213166144,0.3724506730591923,0.3724506730591923,0.3879402544716946,0.3879402544716946,0.38399409920708094,0.38399409920708094,0.2660520007375991,0.2660520007375991,0.22522588972893232,0.22522588972893232,0.25539369352756774,0.25539369352756774
sensor_usage,1.0,1.0,1.0,1.0,1.0,1.0,0.7027027027027027,0.7027027027027027,0.6846846846846847,0.6846846846846847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954954954954955,0.9954954954954955,1.0,1.0,0.9954954954954955,0.9954954954954955,1.0,1.0,0.9774774774774775,0.9774774774774775,0.8018018018018018,0.8018018018018018,0.5765765765765766,0.5765765765765766,0.6936936936936937,0.6936936936936937
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319,0.6859908699989319
test_loss,0.3441011607646942,0.3441011607646942,0.34828460216522217,0.34828460216522217,0.36503568291664124,0.36503568291664124,0.507122814655304,0.507122814655304,0.5294076800346375,0.5294076800346375,0.14303842186927795,0.14303842186927795,0.16129907965660095,0.16129907965660095,0.18018558621406555,0.18018558621406555,0.14968359470367432,0.14968359470367432,0.11932618916034698,0.11932618916034698,0.11786150187253952,0.11786150187253952,0.1625315397977829,0.1625315397977829,0.13066458702087402,0.13066458702087402,0.24295568466186523,0.24295568466186523,0.3498940169811249,0.3498940169811249,0.5249177813529968,0.5249177813529968,0.4353303611278534,0.4353303611278534
0,0.725731372833252,0.5490142107009888,-0.3377062678337097,-0.3377062678337097,-0.32095518708229065,-0.32095518708229065,-0.17886805534362793,-0.17886805534362793,-0.15658318996429443,-0.15658318996429443,-0.5429524183273315,-0.5429524183273315,-0.5246918201446533,-0.5246918201446533,-0.505805253982544,-0.505805253982544,-0.5363072752952576,-0.5363072752952576,-0.5666646957397461,-0.5666646957397461,-0.5681293606758118,-0.5681293606758118,-0.5234593152999878,-0.5234593152999878,-0.5553262829780579,-0.5553262829780579,-0.44303518533706665,-0.44303518533706665,-0.336096853017807,-0.336096853017807,-0.16107308864593506,-0.16107308864593506,-0.2506605088710785,-0.2506605088710785
1,0.5601080656051636,0.5091981291770935,0.004183441400527954,0.004183441400527954,0.02093452215194702,0.02093452215194702,0.16302165389060974,0.16302165389060974,0.18530651926994324,0.18530651926994324,-0.20106273889541626,-0.20106273889541626,-0.18280208110809326,-0.18280208110809326,-0.16391557455062866,-0.16391557455062866,-0.1944175660610199,-0.1944175660610199,-0.22477497160434723,-0.22477497160434723,-0.2262396514415741,-0.2262396514415741,-0.18156962096691132,-0.18156962096691132,-0.2134365737438202,-0.2134365737438202,-0.10114547610282898,-0.10114547610282898,0.005792856216430664,0.005792856216430664,0.1808166205883026,0.1808166205883026,0.09122920036315918,0.09122920036315918
2,0.5154479742050171,0.5837544202804565,0.7423271536827087,0.6474276781082153,1.1870530843734741,0.5455542802810669,0.985824704170227,0.6165105700492859,1.07213294506073,0.6259371638298035,0.9117782711982727,0.5783227682113647,1.0016459226608276,0.6123722791671753,0.9703621864318848,0.6502566337585449,0.9858254194259644,0.6017767190933228,0.7107635736465454,0.6409082412719727,0.7823754549026489,0.6622074246406555,0.7190985679626465,0.6313245296478271,0.7532519102096558,0.6292590498924255,5.093177318572998,0.6983693838119507,5.210543632507324,0.8831002116203308,5.203800678253174,0.829042911529541,5.207798004150391,0.8257948756217957
