,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
test_loss,0.36193463,0.36193463,0.34101698,0.34101698,0.4806006,0.4806006,0.48522434,0.48522434,0.20022866,0.20022866,0.21551847,0.21551847,0.20411406,0.20411406,0.18874589,0.18874589,0.12159254,0.12159254,0.123786405,0.123786405,0.13519402,0.13519402,0.11152281,0.11152281,0.21522467,0.21522467,0.28981638,0.28981638,0.46103767,0.46103767,0.3856473,0.3856473
0,0.5407848,0.60767114,1.3652973,0.5635107,1.4605684,0.5910932,1.5297458,0.5749332,1.3785157,0.55040824,1.2771056,0.5580655,1.3274288,0.5318699,1.4645947,0.53965986,2.129616,0.5497815,2.2695158,0.6182183,2.5083086,0.5770832,2.5395565,0.54015505,2.393575,0.64460754,3.0664825,0.6285987,3.113018,0.766049,2.941996,0.65005565
1,0.43348247,0.53696156,1.0489918,0.54265153,1.1449114,0.6566995,1.2361618,0.57010055,1.0798416,0.51908755,1.093704,0.48835218,1.1161201,0.48997164,1.2626594,0.5022244,1.7073771,0.49253818,1.8183829,0.48284766,2.0876882,0.45281065,2.0968266,0.5317904,1.9178171,0.5255811,2.443098,0.60560745,2.6317751,0.70367855,2.360921,0.6024814
2,0.39466023,0.5217659,1.0023534,0.55558926,1.0227594,0.5463635,1.0923036,0.5475754,1.0803694,0.47354245,0.98855805,0.5182697,1.0357937,0.46783915,1.1880963,0.4721604,1.5359873,0.5096894,1.6661881,0.44196728,1.8177806,0.4135551,1.8754932,0.5376973,1.7153254,0.7274264,1.9357356,0.54709345,2.117669,0.6560452,1.9500136,0.63083106
3,0.3872893,0.5141095,0.9726359,0.4611468,0.98236066,0.5350555,0.970309,0.594553,1.0020077,0.47125772,0.8746643,0.44990823,0.9634345,0.4553686,1.0679609,0.45616627,1.4144821,0.41011423,1.5012343,0.40974423,1.5987251,0.4350986,1.6832575,0.4034679,1.4300493,0.49080652,1.7654955,0.53565794,1.8313266,0.659671,1.7625837,0.6121631
4,0.3673425,0.5556795,0.8904392,0.43683815,0.88646495,0.515453,0.94387627,0.5299242,0.9498022,0.49138305,0.8098167,0.44517183,0.9157184,0.4363299,0.97885674,0.52165544,1.3218462,0.42471808,1.3321053,0.39372835,1.4655089,0.40549088,1.557051,0.438632,1.3341872,0.43688673,1.6386925,0.46384308,1.6060476,0.4668598,1.6330054,0.4742804
5,0.34441677,0.533366,0.81625134,0.4413084,0.8432326,0.50752664,0.9031058,0.52987033,0.9293411,0.43754193,0.72152895,0.44765115,0.82351506,0.42710868,0.8770093,0.3967052,1.2145845,0.3951887,1.2235241,0.36952594,1.3637282,0.35912287,1.4039823,0.3626559,1.2015204,0.4955274,1.5380515,0.43911865,1.5759101,0.6135583,1.5529683,0.58058554
6,0.3372883,0.5256098,0.7588499,0.40502176,0.7866167,0.51875794,0.8546402,0.49554348,0.87048405,0.42074993,0.7323373,0.39390254,0.7416757,0.4763045,0.85087883,0.38255662,1.2017143,0.39153808,1.1755617,0.34655762,1.2813783,0.45515612,1.3815626,0.34886402,1.179858,0.41778228,1.4445486,0.5965877,1.4789832,0.5867573,1.5016699,0.5761664
7,0.31191945,0.5581419,0.6994211,0.420568,0.7511177,0.50907904,0.7626502,0.54039,0.7709894,0.43471652,0.62033284,0.43425727,0.7720148,0.38716218,0.81660885,0.4523463,1.0612766,0.3690621,1.0743058,0.369671,1.2420583,0.36647496,1.2757721,0.35756502,1.1236913,0.3893912,1.4556319,0.50202745,1.3740376,0.54110634,1.4040892,0.601583
8,0.29693297,0.4893592,0.62406874,0.4562294,0.6370934,0.49680907,0.7517418,0.50750804,0.8308611,0.4406116,0.5885408,0.5625121,0.7591532,0.39431944,0.74185836,0.40416926,1.0071295,0.36566937,1.0070643,0.3560068,1.1928804,0.34478214,1.2130191,0.35791293,1.0429697,0.43899685,1.2874452,0.44612595,1.2906283,0.63742703,1.3679402,0.49085134
