,spatial None PL train,spatial None PL val,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
t_iter_avg,25.4,25.4,77.7,77.7,78.1,78.1,80.6,80.6,80.6,80.6,92.2,92.2,96,96,96,96,101,101,106.6,106.6,109,109,108.3,108.3,111,111,104.4,104.4,100,100,102,102,99.7,99.7
budget_usage,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069,0.999713958810069
sensor_usage,1,1,1,1,1,1,0.927927927927928,0.927927927927928,0.923423423423423,0.923423423423423,1,1,1,1,0.990990990990991,0.990990990990991,1,1,0.990990990990991,0.990990990990991,0.981981981981982,0.981981981981982,0.963963963963964,0.963963963963964,0.963963963963964,0.963963963963964,0.995495495495496,0.995495495495496,0.963963963963964,0.963963963963964,0.941441441441441,0.941441441441441,0.977477477477478,0.977477477477478
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.4145747,0.4145747,0.142114847898483,0.142114847898483,0.13887794315815,0.13887794315815,0.158922925591469,0.158922925591469,0.15306943655014,0.15306943655014,0.095924265682697,0.095924265682697,0.078262269496918,0.078262269496918,0.072496585547924,0.072496585547924,0.061727926135063,0.061727926135063,0.076051682233811,0.076051682233811,0.0713961571455,0.0713961571455,0.754632592201233,0.754632592201233,0.504417061805725,0.504417061805725,0.041258074343205,0.041258074343205,0.039007004350424,0.039007004350424,0.03640353307128,0.03640353307128,0.034953027963638,0.034953027963638
RF_loss,0.40090492,0.40090492,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444,0.400904923677444
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.351099640130997,0.35941755771637,0.690074324607849,0.362752258777618,0.723200857639313,0.364624559879303,0.555036544799805,0.371514141559601,0.434614568948746,0.363590568304062,1.01337492465973,0.362105250358582,0.436486721038818,0.366352945566177,0.581586599349976,0.372333824634552,0.761079668998718,0.36340394616127,0.129051029682159,0.369192093610764,0.127468571066856,0.36904513835907,0.122556202113628,0.369986444711685,0.122300215065479,0.375778794288635,4.47771644592285,0.360640317201614,3.64394068717957,0.452088862657547,3.64495754241943,0.336736679077148,3.72602558135986,0.311507374048233
1,0.304241091012955,0.324177622795105,0.646079063415527,0.303460419178009,0.700916707515717,0.358641356229782,0.50380665063858,0.320075035095215,0.479156970977783,0.361542403697968,0.941924095153809,0.293302983045578,0.397871851921082,0.331616997718811,0.520567417144775,0.336305916309357,0.70939165353775,0.346084326505661,0.101998694241047,0.360675513744354,0.09950615465641,0.362012892961502,0.096714727580547,0.367725372314453,0.100892379879951,0.367602556943893,3.1520299911499,0.318501114845276,2.79874038696289,0.328619956970215,2.98555016517639,0.369665443897247,2.92281174659729,0.31923708319664
