,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,random spatio-temporal X_st rnd d_c train,random spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,random spatio-temporal X_st min d_c train,random spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,random spatio-temporal X_st max d_c train,random spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,random spatio-temporal X_st avg d_c train,random spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","random spatio-temporal X_(t,s) rnd d_c train","random spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","random spatio-temporal X_(t,s) min d_c train","random spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","random spatio-temporal X_(t,s) max d_c train","random spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","random spatio-temporal X_(t,s) avg d_c train","random spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","random spatio-temporal Y_hat_(t,s) rnd d_c train","random spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","random spatio-temporal Y_hat_(t,s) min d_c train","random spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","random spatio-temporal Y_hat_(t,s) max d_c train","random spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","random spatio-temporal Y_hat_(t,s) avg d_c train","random spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","random spatio-temporal Y_(t,s) rnd d_c train","random spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","random spatio-temporal Y_(t,s) min d_c train","random spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","random spatio-temporal Y_(t,s) max d_c train","random spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val","random spatio-temporal Y_(t,s) avg d_c train","random spatio-temporal Y_(t,s) avg d_c val"
26,0.37323964,0.31412712,0.18817791,0.35414255,0.1957809,0.35925186,0.23359142,0.35033345,0.3007983,0.38067982,0.22859333,0.3535463,0.28425074,0.38554582,0.27412876,0.33745474,0.24811909,0.32656738,0.45886517,0.3008671,0.25761035,0.33590734,0.36135274,0.3003057,0.29406077,0.33730525,0.40856948,0.28117242,0.20520748,0.36464134,0.2254397,0.33671856,0.95546323,0.2198406,0.30521545,2.883826,0.5484562,0.24317676,0.40569484,0.25765818,0.53068286,0.28123695,0.5042658,0.29339895,1.4697967,0.24497391,0.2815335,0.30511555,0.55620605,0.20787759,0.26260605,0.3491935,0.8849182,0.20429948,0.3840141,0.263464,0.5034713,0.43606734,0.27423474,0.3784775,0.46864972,0.2917581,0.4612738,0.28361723
27,0.34338772,0.3220585,0.1826437,0.3421992,0.18449089,0.37153482,0.21700582,0.37669706,0.28036666,0.39109963,0.22706626,0.35998583,0.28010917,0.38004306,0.23271623,0.3383419,0.23973316,0.32672796,0.37927207,0.29376784,0.22737658,0.3654479,0.35614046,0.30894208,0.25209394,0.3364905,0.39155906,0.2826383,0.1952206,0.3329572,0.21038131,0.3296549,0.9330422,0.21173553,0.2880338,3.172311,0.53646696,0.25314322,0.36528695,0.26243493,0.52333736,0.32139713,0.47440135,0.26811635,1.1015269,0.23767167,0.2764335,0.31501383,0.5422889,0.25593722,0.25645444,0.33044624,0.4557789,0.18921508,0.36389956,0.2772279,0.4841959,0.43928045,0.2575022,0.36030072,0.4512722,0.34665364,0.41490233,0.2866335
28,0.30363673,0.33633706,0.3696484,0.31089354,0.2031808,0.36156645,0.19834562,0.3377415,0.26909494,0.38779667,0.24220544,0.349255,0.26163366,0.4393658,0.21686548,0.3261731,0.23495792,0.31611982,0.32586122,0.29830268,0.22324032,0.37868384,0.31801805,0.28472447,0.24294378,0.3366988,0.34922537,0.2823167,0.17650868,0.38332525,0.2002214,0.34663054,0.8877702,0.21804357,0.2792602,1.412017,0.51524764,0.24917652,0.36530277,0.25619397,0.5067177,0.29588246,0.42144254,0.2619079,0.9861959,0.2588775,0.27038965,0.33490005,0.5265513,0.20499222,0.5335536,0.3058019,0.43532023,0.17464095,0.3501881,0.26118872,0.46408054,0.373112,0.26368266,0.38269535,0.50244224,0.19044916,0.39280337,0.29775766
29,0.29400328,0.3289125,0.2979949,0.2969716,0.18600751,0.39312378,0.20998786,0.37294647,0.25848177,0.38853282,0.19277298,0.35316685,0.2574446,0.38635877,0.1991941,0.3232862,0.21723332,0.31714693,0.31280854,0.29874405,0.2090399,0.3383257,0.31802684,0.30064908,0.23133259,0.35750973,0.3407663,0.2848533,0.16687056,0.36181667,0.19897774,0.33298743,0.80440843,0.2289039,0.2673733,9.23212,0.50659585,0.25227806,0.33139876,0.25925756,0.4818467,0.28166634,0.39694202,0.25394988,0.9531284,0.23938201,0.5276349,0.26684123,0.5016629,0.23203775,0.44155642,0.3088285,0.40325004,0.16982202,0.32460955,0.28282475,0.4542496,0.36133364,0.5879047,0.315419,0.4380815,0.19502217,0.36164942,0.28607824
30,0.27356413,0.34459445,0.29156935,0.29985553,0.36931428,0.34990913,0.39435416,0.31181464,0.26263392,0.3916279,0.17834212,0.34419233,0.26081872,0.38743395,0.17548902,0.35414264,0.19568326,0.31709433,0.29035026,0.2929454,0.19889098,0.3302395,0.2799792,0.29550904,0.21602601,0.32562605,0.32147262,0.29020047,0.1644526,0.38899985,0.4509652,0.2929177,0.81103903,0.2130407,0.26320106,9.815804,0.4641321,0.25629276,0.31208128,0.25259158,0.45981312,0.2874951,0.37649396,0.271952,0.8854827,0.24259523,0.43687436,0.2578064,0.47926673,0.28822768,0.41459218,0.3257835,0.38196668,0.20019755,0.3193955,0.26944795,0.43656722,0.4511209,0.49475974,0.32743183,0.40972263,0.24014205,0.34353226,0.3049371
31,0.268634,0.31102076,0.25928748,0.2900476,0.32717922,0.3249415,0.32156116,0.3133586,0.24663404,0.388079,0.18968786,0.3429073,0.2324687,0.38183707,0.17765231,0.3315372,0.20497492,0.32003945,0.26870614,0.29513603,0.19358096,0.35462782,0.25926867,0.28948593,0.19284827,0.33760777,0.31774545,0.27715537,0.15407403,0.36255535,0.37518293,0.29018626,0.7690266,0.21002942,0.53517354,4.257297,0.4591611,0.24664323,0.30321923,0.26845652,0.45178297,0.30916804,0.36712107,0.27245003,0.8370169,0.22682683,0.39608443,0.25309914,0.4728661,0.24409798,0.37666658,0.32070056,0.37439078,0.23769425,0.31410807,0.27829272,0.4153119,0.39908662,0.45410046,0.28830102,0.3743781,0.21633594,0.33514026,0.318576
32,0.25476816,0.31813794,0.2523895,0.31527635,0.307926,0.3331449,0.29034534,0.32265553,0.25319248,0.39215738,0.17102425,0.3476344,0.24408402,0.38656762,0.18068452,0.35493636,0.17900027,0.31430936,0.2617867,0.29533112,0.17570221,0.36254635,0.25393972,0.30687758,0.18911582,0.33519906,0.29878834,0.27531114,0.14038561,0.35240212,0.33219707,0.29826632,0.7315146,0.21923947,0.4443621,4.846928,0.4338916,0.2518513,0.29011375,0.2679705,0.43407366,0.2993807,0.35078037,0.25332394,0.7907364,0.22491622,0.37813583,0.28070074,0.45827627,0.2553992,0.3636138,0.2891939,0.35579234,0.24254574,0.29941693,0.29316893,0.3963208,0.45477355,0.41787863,0.2919194,0.35881034,0.23097175,0.31789398,0.33188206
33,0.24073024,0.3142728,0.24445723,0.34378535,0.28018275,0.32995805,0.26571536,0.3202427,0.23629513,0.38375685,0.1698834,0.34155676,0.23079151,0.38158092,0.16441028,0.3301759,0.17115535,0.32577464,0.2491195,0.2962034,0.1751979,0.3396015,0.23729828,0.30139256,0.18955426,0.32877606,0.27888557,0.28427652,0.14061922,0.3463857,0.29994074,0.283402,0.7137315,0.2388566,0.41270018,2.7094946,0.4265122,0.2563433,0.2764131,0.26567337,0.4151755,0.3065519,0.33251867,0.2732692,0.7633088,0.22410658,0.35159487,0.25309667,0.44076493,0.2731219,0.34355175,0.28699607,0.33643568,0.21583207,0.2935256,0.27142912,0.39916387,0.4554876,0.39909634,0.29268765,0.3446705,0.22147524,0.30459195,0.31618282
34,0.250144,0.3562041,0.22922134,0.2961995,0.2867716,0.33919892,0.2517967,0.33098626,0.22853345,0.39976326,0.15967879,0.3446767,0.2254535,0.38508692,0.16906941,0.33075675,0.1599913,0.31223282,0.22814925,0.29137877,0.15663534,0.33284855,0.23752518,0.29511714,0.18064965,0.32542697,0.26408416,0.27657095,0.12868403,0.38808998,0.282685,0.28683978,0.6902284,0.22034213,0.39963576,3.3076987,0.4344039,0.24189487,0.26855358,0.26317182,0.4007617,0.2882746,0.31435344,0.2642409,0.71786755,0.22163798,0.32788274,0.24512534,0.4315339,0.27243394,0.3243588,0.294717,0.3500355,0.2025812,0.2653756,0.29642,0.37360635,0.472099,0.38850236,0.38161215,0.32731584,0.23087636,0.29356426,0.31528336
35,0.22271399,0.33908474,0.22696437,0.38286707,0.25828987,0.33690688,0.24281466,0.30642143,0.20579445,0.3883633,0.15094547,0.35532972,0.20379363,0.39234623,0.16166735,0.34540036,0.16284549,0.31553587,0.23060918,0.29550594,0.16391896,0.38565376,0.21846178,0.3131521,0.17634499,0.3332537,0.25402468,0.28644285,0.13163897,0.34708437,0.2679369,0.31223023,0.6539596,0.21242881,0.37080568,2.4862525,0.39977524,0.24856393,0.25783813,0.27001074,0.38079816,0.29678637,0.3112315,0.2594001,0.68628067,0.23747632,0.31838676,0.26490197,0.405078,0.26516062,0.30812672,0.27724525,0.32137576,0.22027947,0.2647614,0.27004534,0.37211597,0.5080309,0.37045765,0.29826552,0.31319764,0.2254389,0.26818344,0.35182303
36,0.2166005,0.3377744,0.20506556,0.34076843,0.25098327,0.34070504,0.22772986,0.32712358,0.21610722,0.38655823,0.15382035,0.35392419,0.2151191,0.39926866,0.14469762,0.35457867,0.14785454,0.36164752,0.21201833,0.32032105,0.15035185,0.35477388,0.21513261,0.30500928,0.16366571,0.3318706,0.41281816,0.2431604,0.45636758,0.31728035,0.24733725,0.30616716,0.6646667,0.21060826,0.34971604,2.7942693,1.3572127,0.17193663,0.24535793,0.2682355,0.38365248,0.29166773,0.28729215,0.26699516,0.69069564,0.22874968,0.2999557,0.2669168,0.48727995,0.16468921,0.2953229,0.30351248,0.3181178,0.22352001,0.25623155,0.31674373,0.50785154,0.31943646,0.33832312,0.30394074,0.2969835,0.25427115,0.26699084,0.28423938
37,0.19768989,0.34201324,0.20678134,0.34314728,0.23412766,0.3270146,0.2077946,0.32475296,0.2928776,0.37704688,0.14897233,0.3499681,0.21167913,0.3866576,0.13994813,0.34879145,0.15081312,0.33762795,0.20536268,0.32085866,0.14832456,0.3491828,0.21927877,0.29882327,0.15510333,0.34066385,0.35336176,0.24021469,0.3713053,0.31029782,0.24044442,0.29986638,0.60248727,0.2388664,0.33756146,2.2104635,1.0985674,0.17186707,0.24557267,0.27004305,1.656059,0.17843808,0.28221387,0.2752431,0.6468552,0.24226247,0.27923065,0.2604893,0.41826302,0.16201656,0.28331384,0.2934423,0.29563162,0.2539536,0.2563177,0.30217725,0.4234461,0.2673172,0.3281477,0.320671,0.28773186,0.27158925,0.4656474,0.2603469
38,0.19779351,0.34170544,0.20342264,0.31427926,0.22530364,0.32933193,0.20085672,0.31965226,0.25662807,0.39683262,0.14154823,0.35944924,0.3249317,0.38463506,0.14181322,0.34175444,0.1407558,0.32600006,0.19644554,0.29684696,0.14355555,0.37084475,0.18574497,0.31773153,0.15274297,0.3271127,0.32691333,0.24474506,0.34013566,0.34358466,0.22708394,0.28887072,0.59544617,0.2221844,0.31793067,4.47382,0.9785304,0.16791874,0.22944273,0.2789131,1.3044456,0.17552087,0.27824447,0.26263657,0.62397486,0.2268135,0.27817354,0.2665787,0.38237622,0.16539054,0.269203,0.28464368,0.29082498,0.2290361,0.23618346,0.27999786,0.37751582,0.24687783,0.30329078,0.3181053,0.27748278,0.22952752,0.40525228,0.28502056
39,0.19136944,0.32397133,0.18820511,0.31541538,0.2224324,0.3451458,0.18924713,0.32653183,0.24315882,0.37838444,0.1260098,0.35924566,0.26609617,0.3886662,0.1317861,0.34095177,0.19819224,0.33766872,0.1932099,0.3041524,0.14143527,0.34255973,0.44732848,0.2709697,0.1369304,0.33667126,0.29832262,0.25728306,0.3191807,0.30464938,0.20986262,0.31405595,0.5901281,0.21570987,0.30527622,3.0250554,0.9155643,0.16824698,0.22533289,0.2695614,1.124379,0.18262865,0.25944033,0.26335928,0.586032,0.22896619,0.26478586,0.2583315,0.35655767,0.15776046,0.26378483,0.3021158,0.48945996,0.34439424,0.48503566,0.24174935,0.3601894,0.2549596,0.2980414,0.33923775,0.2924595,0.17419887,0.37098032,0.2539125
40,0.20260425,0.32421538,0.18914016,0.32590872,0.2014339,0.34750605,0.19209118,0.310657,0.23100322,0.37976658,0.13022777,0.3653539,0.24514519,0.3874083,0.27901724,0.34541553,0.12683634,0.3268556,0.18175247,0.31421596,0.12821457,0.3445417,0.3667498,0.26979995,0.13510036,0.330438,0.27819398,0.24343327,0.2861597,0.33154768,0.21894026,0.29996142,0.5688513,0.21108782,0.3005127,1.070784,0.8450679,0.17143323,0.2143508,0.27278426,1.075896,0.16681948,0.25929725,0.2694393,0.556711,0.23566303,0.2513354,0.259342,0.34390777,0.1652409,0.24530569,0.2857125,0.3024414,0.1736576,0.41376168,0.22796117,0.32940418,0.3026004,0.2787751,0.3144259,0.26094136,0.16606751,0.3431632,0.26907754
41,0.1924729,0.3391795,0.1798143,0.3206543,0.2120472,0.3372009,0.17752339,0.3200759,0.20764895,0.37738034,0.12138776,0.36878592,0.2274483,0.39571646,0.25905496,0.33188477,0.13379161,0.3504611,0.17122436,0.31045145,0.3868107,0.29923198,0.3337459,0.26193386,0.13161042,0.33792865,0.2636205,0.27946007,0.29003605,0.2899652,0.19983171,0.29644603,0.549993,0.215574,0.28514823,2.1623375,0.8107111,0.16414803,0.467675,0.23143417,1.0126464,0.18162534,0.23849219,0.26675615,0.5718662,0.22860412,0.24335408,0.25969207,0.3194714,0.16756244,0.2501222,0.38824925,0.2633292,0.18525575,0.36442468,0.26538986,0.31831893,0.28868893,0.27487594,0.32441196,0.23718013,0.15794376,0.3260382,0.2719014
42,0.3704279,0.2890749,0.32023555,0.28886968,0.3454152,0.3393597,0.16001526,0.32262772,0.20697969,0.3751139,0.117620066,0.3689939,0.2174272,0.3903572,0.22506016,0.33560255,0.124206685,0.3308973,0.17991947,0.2936371,0.3194021,0.31495938,0.2952231,0.29295698,0.1284684,0.3557687,0.2520236,0.25758725,0.25960574,0.30821067,0.19856565,0.3121521,1.1091452,0.15262304,0.27420092,3.5167916,0.7651853,0.16237213,0.38821563,0.24941367,0.9229422,0.17251503,0.24446464,0.26668862,0.5253775,0.25462297,0.22987318,0.26605693,0.3088949,0.18249406,0.23926882,0.28963372,0.24515137,0.16885608,0.34771323,0.23180181,0.30163062,0.27147582,0.47007275,0.26539204,0.22333409,0.16832632,0.312398,0.2706911
43,0.31995818,0.28623492,0.2676554,0.2841847,0.31029275,0.31217882,0.16924137,0.31686547,0.19781251,0.3818851,0.11698771,0.3583678,0.21853554,0.38483778,0.21642226,0.31411853,0.11675928,0.34452844,0.16708106,0.31576642,0.28150952,0.30524924,0.27411467,0.26245242,0.120271996,0.3462587,0.24496433,0.24809602,0.2342061,0.3216845,0.17504656,0.30870196,0.92512053,0.1486827,0.26838413,2.251205,0.7248899,0.1634259,0.3463235,0.24598043,0.88930917,0.18778859,0.55389476,0.2275438,0.5022704,0.2353955,0.22086956,0.26183155,0.2909744,0.18148811,0.23608583,0.30202562,0.23036422,0.16161643,0.32308602,0.24988306,0.28412795,0.3108716,0.3995641,0.26159796,0.21243408,0.19555952,0.2859454,0.2629206
44,0.2805157,0.29644895,0.25071445,0.30473983,0.26442322,0.30232212,0.16225418,0.3114223,0.18983148,0.3840318,0.30601528,0.3439868,0.19729461,0.40003094,0.20506826,0.34258154,0.12004287,0.34538856,0.15862684,0.3053754,0.26997113,0.2965284,0.25773868,0.29102597,0.11269748,0.3625142,0.22790794,0.25290802,0.22893213,0.30214435,0.38107878,0.28911185,0.8780938,0.15225746,0.25653258,3.5378456,0.67221075,0.17080647,0.32893005,0.22657692,0.8358467,0.25328273,0.46810338,0.22712925,0.49179527,0.23823746,0.21978727,0.26900077,0.2801947,0.15616512,0.22470728,0.2912538,0.21838619,0.1627706,0.30375853,0.24286845,0.27573773,0.28655905,0.3589738,0.2609667,0.20196357,0.1857143,0.28089464,0.28460285
45,0.24912333,0.29652083,0.21389179,0.2954382,0.24883778,0.31275347,0.15772887,0.32540658,0.18191515,0.3816941,0.24172223,0.3333233,0.20914467,0.37908742,0.19352546,0.32759866,0.37066522,0.3366359,0.42008752,0.271934,0.24250259,0.30366966,0.25174928,0.26573852,0.5856092,0.28182054,0.22164215,0.25640923,0.21962258,0.29667774,0.3171538,0.26540807,0.8088424,0.15671133,0.2510384,5.7976575,0.65860635,0.16735356,0.3089753,0.23261446,0.7960278,0.24604055,0.42472783,0.229176,1.1705006,0.16198066,0.52015525,0.23968281,0.2699147,0.16654025,0.23462853,0.29814267,0.20948118,0.18501818,0.29265806,0.24273308,0.26288626,0.2955947,0.3251635,0.3120123,0.19352251,0.19428399,0.2762587,0.27840093
46,0.24695857,0.45204887,0.21680735,0.28658786,0.33544913,0.3102395,0.3487745,0.30046424,0.18077794,0.3891129,0.20927685,0.3264537,0.19704875,0.38646707,0.18504329,0.34174502,0.30623123,0.3053301,0.3360911,0.26539224,0.23521687,0.29940444,0.24173039,0.2716505,0.45005044,0.2811729,0.2051304,0.26825258,0.22175662,0.33317876,0.27731532,0.29486483,0.76539093,0.14957456,0.2411353,1.2930487,0.61341316,0.16518584,0.29476473,0.23673144,0.7713139,0.24970211,0.39854857,0.22139695,0.98740906,0.16359882,0.42680907,0.22493903,0.26172477,0.1599368,0.53783536,0.27672794,0.20072393,0.3187448,0.28187335,0.25131148,0.25235406,0.26744795,0.31512132,0.26121092,0.18767852,0.20295449,0.25484848,0.2526373
47,0.24855904,0.3000382,0.19590846,0.34458652,0.21884277,0.3052217,0.29753134,0.31173238,0.175237,0.37944758,0.2064776,0.3307552,0.17310423,0.3866901,0.16279463,0.34347677,0.2666648,0.29547015,0.2939498,0.29171047,0.23457563,0.32133123,0.22003299,0.28235054,0.40166527,0.27467093,0.2007756,0.27813792,0.19502798,0.3252735,0.24459541,0.2668858,0.72561836,0.15123944,0.23605105,2.7725265,0.589353,0.16616672,0.277901,0.22603853,0.7364795,0.22216877,0.36678672,0.21521519,0.88689536,0.16029052,0.3958061,0.22019178,0.2520696,0.17195201,0.44426402,0.27528244,0.20695977,0.16022938,0.26185182,0.26012656,0.24556653,0.3004672,0.29268223,0.26251963,0.17586498,0.19077663,0.24426462,0.27231327
48,0.21609293,0.30521092,0.18467458,0.28646356,0.21525078,0.2955403,0.26433906,0.2998276,0.16655351,0.38918963,0.17754035,0.3443679,0.16638084,0.39512575,0.15849183,0.34039807,0.2444797,0.2877612,0.27189493,0.29737878,0.21107273,0.32035017,0.20655559,0.2762811,0.35740215,0.27526414,0.50334543,0.23883247,0.19608349,0.3079791,0.24066134,0.26471102,0.69880503,0.15036225,0.23703893,1.6878933,0.5721782,0.1700825,0.2634126,0.2357519,0.6891842,0.28119937,0.34380117,0.22141333,0.8215165,0.15986794,0.35710922,0.21674028,0.24387027,0.1991921,0.38312832,0.26220235,0.18357207,0.15898027,0.26424828,0.25584257,0.23427792,0.3002964,0.28543466,0.27644938,0.17373864,0.1678256,0.23257454,0.2705052
49,0.19474332,0.3214943,0.18261676,0.31229824,0.19905382,0.29538444,0.24707973,0.29651716,0.16651304,0.3817224,0.17382495,0.33586478,0.16912162,0.3855152,0.15223607,0.3413752,0.24117188,0.29852417,0.253932,0.2787947,0.1974781,0.30520403,0.19817834,0.27672967,0.3391748,0.27165574,0.41624555,0.25896934,0.17988712,0.3297968,0.22275464,0.26489562,0.6573863,0.15672694,0.21099325,1.8446838,0.5360313,0.16781703,0.24757808,0.23329675,0.6791124,0.30752182,0.32807735,0.21861698,0.7912894,0.16299556,0.3238654,0.23018801,0.23230326,0.19148092,0.35719445,0.24608268,0.1789198,0.17266838,0.259299,0.26487392,0.31303534,0.21362627,0.26048172,0.2909357,0.16675778,0.18323399,0.2303428,0.27437598
50,0.21306476,0.31112075,0.17718628,0.32246944,0.20654304,0.2922359,0.23362371,0.2892496,0.16385765,0.38749775,0.16359624,0.33641583,0.16278777,0.4050561,0.15302546,0.33264476,0.21893698,0.31212756,0.24687469,0.26545978,0.18477362,0.30488276,0.18578334,0.26941434,0.31184393,0.2710219,0.38083,0.23438348,0.1854776,0.31129342,0.2047781,0.27359965,0.6416086,0.15024501,0.20587552,1.1406844,0.5148312,0.16725582,0.2451374,0.23850475,0.6492984,0.4622355,0.3117453,0.22958188,0.7329597,0.16297887,0.31259617,0.23661052,0.22250494,0.15616068,0.3346729,0.25196317,0.17983867,0.16603316,0.23542784,0.26890576,0.25966486,0.1936241,0.26430133,0.323642,0.16155764,0.16381617,0.22075944,0.2706302
51,0.19358468,0.31073925,0.17858434,0.33137462,0.18939434,0.29141325,0.21531524,0.2960975,0.15774967,0.37841502,0.15861581,0.34648624,0.16317327,0.39881223,0.14520319,0.33226556,0.20894356,0.31184146,0.22596656,0.27118108,0.1807291,0.29873782,0.17732012,0.2961189,0.30335933,0.27310997,0.34208465,0.22302832,0.16852584,0.31241977,0.19384064,0.2989294,0.61817837,0.15286663,0.5071084,0.42043874,0.5105772,0.17674637,0.24152079,0.23771913,0.7502199,0.12625158,0.29327708,0.22720234,0.7198706,0.16288994,0.3099108,0.22804566,0.2212987,0.18277678,0.3100488,0.23828627,0.16627812,0.14935628,0.47352657,0.21929944,0.23302998,0.22161673,0.23963429,0.31079078,0.153186,0.21050082,0.21244092,0.27920374
52,0.19364879,0.29493105,0.16918845,0.2947437,0.18980765,0.30174002,0.2078301,0.28162652,0.15520646,0.38377297,0.15718389,0.3363659,0.15885976,0.40614176,0.14293501,0.34368485,0.19102116,0.29437563,0.21995468,0.26970252,0.1723768,0.30544594,0.4167061,0.23938628,0.26842362,0.27596942,0.3176144,0.22275783,0.43963665,0.27853376,0.19162777,0.27718586,0.5868035,0.15656748,0.42027843,0.23176707,0.47044623,0.1733906,0.221945,0.2705761,0.5961779,0.12430321,0.2814196,0.2241639,0.65637386,0.16051026,0.2815821,0.23397316,0.2090886,0.17653783,0.2999892,0.2790904,0.16071604,0.17364891,0.4073531,0.2303579,0.21921188,0.20045614,0.23739676,0.29296014,0.2055193,0.1299248,0.20300288,0.29662526
53,0.18133304,0.30720976,0.1597399,0.29473615,0.17170162,0.3120179,0.19799578,0.31001785,0.22932991,0.38724923,0.13830812,0.34436426,0.14525552,0.39954904,0.13930678,0.33126977,0.18588972,0.28815156,0.20698076,0.2716715,0.17140792,0.30423367,0.35193855,0.24575724,0.2777326,0.2784438,0.30674654,0.21509169,0.3688082,0.26468045,0.17820229,0.2818322,0.54947495,0.15436944,0.3521455,0.459032,0.6635013,0.13003738,0.21628603,0.23508099,0.55805326,0.12240554,0.28000998,0.22873218,0.6471027,0.16042337,0.28195497,0.2314514,0.20729373,0.18121736,0.29268444,0.24608633,0.15683049,0.16613878,0.3568557,0.22707605,0.20561713,0.22738189,0.21746261,0.2911742,0.17722343,0.14210172,0.20154831,0.28632239
54,0.3454837,0.27620447,0.42914584,0.2842384,0.18150087,0.29631075,0.18441646,0.29841903,0.21291055,0.38761133,0.13121744,0.36001632,0.14787838,0.40550944,0.26030847,0.32904282,0.17372607,0.3423002,0.20823145,0.27632326,0.15551713,0.32397747,0.31268024,0.23207161,0.25766566,0.28737158,0.27316,0.22466443,0.31627846,0.28192452,0.18003555,0.29146162,0.5848516,0.11920227,0.34925,0.2833046,0.56069124,0.124900244,0.20757256,0.23797052,0.5194295,0.120880894,0.26739112,0.23311786,0.6116149,0.17199604,0.24934344,0.25270137,0.19386862,0.18575214,0.26577172,0.26508838,0.15143262,0.2129145,0.31208006,0.2481469,0.19462268,0.22113359,0.2129828,0.2817421,0.16564679,0.1516343,0.1902508,0.28022918
55,0.28226283,0.27736187,0.2512697,0.31350982,0.15919629,0.32130125,0.1742395,0.3175334,0.17969586,0.38063914,0.13818544,0.33230218,0.13650128,0.40895692,0.23138802,0.32309833,0.17843103,0.29860154,0.19190861,0.3387376,0.5209189,0.27257323,0.27587774,0.23147187,0.24906865,0.27195904,0.25763607,0.22320679,0.3050323,0.26402116,0.15767036,0.29072067,0.50925624,0.1190486,0.32716227,0.5667354,0.5032328,0.12492875,0.19632897,0.24132226,0.47881383,0.12359051,0.24568439,0.23478337,0.5886413,0.16339314,0.25436452,0.24189343,0.1910204,0.1882351,0.25588828,0.26794162,0.14852396,0.17578539,0.3044536,0.23080288,0.1825426,0.23647961,0.47229356,0.27231818,0.1549007,0.16079155,0.19319415,0.27108228
56,0.26049158,0.2787975,0.23975988,0.27134284,0.1608949,0.30177537,0.17431556,0.31725606,0.1672207,0.37723505,0.12654449,0.3520825,0.24701816,0.3851651,0.2021827,0.3116678,0.16162258,0.32099393,0.18753506,0.28319374,0.44179142,0.2775855,0.2721565,0.23579153,0.2311136,0.2850434,0.22763307,0.23047633,0.266504,0.26258335,0.15823162,0.28454596,0.46546134,0.11702482,0.31236595,0.7308103,0.46870804,0.12430696,0.19813333,0.24122544,0.4566399,0.12064508,0.24559894,0.23912168,0.5705245,0.16211364,0.23736587,0.23033677,0.18266486,0.17454378,0.2496131,0.2816326,0.14273567,0.16429096,0.27953783,0.25975975,0.17398152,0.20735599,0.41066998,0.2589392,0.14471707,0.16119973,0.18118511,0.278619
57,0.2453128,0.27206808,0.23951171,0.28117943,0.1595793,0.29543725,0.16794007,0.31271398,0.16151702,0.3731911,0.27859518,0.32981566,0.21290901,0.3804904,0.18331657,0.316086,0.15698653,0.31566215,0.39355657,0.2526143,0.37108418,0.25932935,0.24903582,0.247027,0.22220619,0.28089797,0.23779649,0.22664064,0.25370935,0.26166236,0.1474808,0.29620415,0.4432256,0.11579854,0.29841888,0.5237333,0.4354004,0.12430322,0.18815026,0.244891,0.43494907,0.12507018,0.23359773,0.22996348,0.5321841,0.16138019,0.22599046,0.23325449,0.17954482,0.2012554,0.24197468,0.2742818,0.1377553,0.1974903,0.27276623,0.25367343,0.16919519,0.23025082,0.3497321,0.24736099,0.13843751,0.13519907,0.49207982,0.25841132
