,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
t_iter_avg,52,52,286,286,286,286,296.4,296.4,291.2,291.2,369.2,369.2,374.4,374.4,364,364,369.2,369.2,442,442,442,442,431.6,431.6,426.4,426.4,405.6,405.6,421.2,421.2,395.2,395.2,410.8,410.8
budget_usage,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971,1.00012256403971
sensor_usage,1,1,1,1,1,1,0.968468468468468,0.968468468468468,0.981981981981982,0.981981981981982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995495495495496,0.995495495495496,0.959459459459459,0.959459459459459,0.914414414414414,0.914414414414414,0.954954954954955,0.954954954954955
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.22653967,0.22653967,0.248586729168892,0.248586729168892,0.241636291146278,0.241636291146278,0.31722828745842,0.31722828745842,0.297495037317276,0.297495037317276,0.13811194896698,0.13811194896698,0.191428348422051,0.191428348422051,0.125083535909653,0.125083535909653,0.110779754817486,0.110779754817486,0.043909221887589,0.043909221887589,0.047924805432558,0.047924805432558,0.04460496455431,0.04460496455431,0.043546449393034,0.043546449393034,0.057252321392298,0.057252321392298,0.080206252634525,0.080206252634525,0.059162478893995,0.059162478893995,0.068257734179497,0.068257734179497
RF_loss,0.3783442,0.3783442,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209,0.37834420800209
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.47781789302826,1.61099076271057,2.94438672065735,0.412045300006866,3.21712732315063,0.414783418178558,1.92737901210785,0.425070136785507,2.77549648284912,0.428159117698669,1.82619297504425,0.412894785404205,2.73278212547302,0.423156708478928,1.56791973114014,0.408560246229172,2.15941095352173,0.404758453369141,1.59345149993896,0.425362288951874,2.87010788917542,0.429805904626846,1.73708021640778,0.427047699689865,2.58573436737061,0.422778069972992,4.19261646270752,1.52842235565186,5.03323984146118,1.79528319835663,3.95388007164001,14.3576803207397,4.71348524093628,12.4572353363037
1,0.375451117753983,0.351746380329132,0.542187809944153,0.419543027877808,0.497538268566132,0.404129087924957,0.551290810108185,0.474992394447327,0.574539840221405,0.422379583120346,0.607883214950562,0.380857557058334,0.535646378993988,0.411031037569046,0.569542109966278,0.333956480026245,0.570355415344238,0.408371597528458,0.577346563339233,0.423916846513748,0.529354572296143,0.428774952888489,0.639352083206177,0.429764539003372,0.612805724143982,0.419117093086243,2.12938070297241,0.416487395763397,1.94148898124695,0.740878462791443,1.94555830955505,4.27329301834106,2.02970194816589,5.87270021438599
