,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,"spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val"
t_iter_avg,43,43,98.7,98.7,147.5,147.5,194,194,245.1,245.1,103.8,103.8,162.2,162.2,245,245,301,301,125.1,125.1,211.7,211.7,206.9,206.9,356.9,356.9,113.8,113.8,182.4,182.4,255.3,255.3,326.8,326.8
budget_usage,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814,0.999877465996814
sensor_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.941441441441441,0.941441441441441,0.945945945945946,0.945945945945946,0.923423423423423,0.923423423423423,0.945945945945946,0.945945945945946
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.3994896,0.3994896,0.349914193153381,0.349914193153381,0.272710412740707,0.272710412740707,0.240324959158897,0.240324959158897,0.245365664362907,0.245365664362907,0.149434477090836,0.149434477090836,0.143648043274879,0.143648043274879,0.100247278809547,0.100247278809547,0.142843991518021,0.142843991518021,0.083542548120022,0.083542548120022,0.048748701810837,0.048748701810837,0.042465511709452,0.042465511709452,0.042900394648314,0.042900394648314,0.090685203671455,0.090685203671455,0.058581046760082,0.058581046760082,0.061497997492552,0.061497997492552,0.062342751771212,0.062342751771212
RF_loss,0.7043805,0.7043805,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549,0.704380512237549
cand_subsample_rate,,,0.25,0.25,0.5,0.5,0.75,0.75,1,1,0.25,0.25,0.5,0.5,0.75,0.75,1,1,0.25,0.25,0.5,0.5,0.75,0.75,1,1,0.25,0.25,0.5,0.5,0.75,0.75,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,2.62899684906006,0.690994560718536,2.05016255378723,0.708176493644714,2.40532827377319,0.627025008201599,2.66111469268799,0.63220202922821,5.00456142425537,0.613548815250397,3.54258584976196,0.66813451051712,5.84626197814941,0.598998725414276,3.08212494850159,0.637787282466888,4.9249963760376,0.627326250076294,3.74685192108154,0.683497488498688,4.89943838119507,0.796894788742065,5.1726188659668,0.62155419588089,4.48328685760498,0.614064455032349,3.60232758522034,0.653291285037994,5.68430042266846,0.731544315814972,6.92814111709595,0.702059626579285,8.31798458099365,0.631176769733429
1,0.742941975593567,0.611297070980072,1.02990567684174,0.61862713098526,1.17067575454712,0.882170021533966,1.29523277282715,0.605310201644897,1.35710465908051,0.516070306301117,1.36618447303772,0.543625771999359,1.88298666477203,0.474164336919785,1.81701600551605,0.51819372177124,2.03544187545776,0.454484671354294,1.69937551021576,0.640706598758698,1.7288064956665,0.532876551151276,1.92798233032227,0.61160683631897,1.98718547821045,0.595783770084381,2.25128626823425,0.681744992733002,3.04126238822937,0.980916380882263,3.95988893508911,0.706194043159485,4.70040130615234,0.908250093460083
2,0.677354216575623,0.531418383121491,0.812482118606567,0.527188301086426,0.985951125621796,0.491605520248413,1.04204618930817,0.490531265735626,1.03562366962433,0.516092002391815,1.09234344959259,0.469021946191788,1.40709471702576,0.445177525281906,1.40430319309235,0.467153787612915,1.55458915233612,0.450625687837601,1.51202464103699,0.530172109603882,1.25192868709564,0.452028810977936,1.53922235965729,0.494526118040085,1.59938943386078,0.458661407232285,2.02576684951782,0.625903069972992,2.8669548034668,0.637690722942352,3.4830048084259,0.937810242176056,4.24864959716797,0.604290008544922
3,0.59689199924469,0.513033926486969,0.671138525009155,0.554596304893494,0.774209141731262,0.604746580123901,0.936526775360107,0.478482127189636,0.977662444114685,0.499491095542908,1.05367422103882,0.450163573026657,1.31261372566223,0.424513429403305,1.29170620441437,0.537748336791992,1.3667573928833,0.46280500292778,1.2949059009552,0.497488439083099,1.20712518692017,0.448100119829178,1.43610465526581,0.443695515394211,1.50229060649872,0.443233788013458,1.91626727581024,0.599136412143707,2.64593768119812,0.658758759498596,3.09520506858826,1.04051721096039,3.67606687545776,0.953351199626923
