,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,404.0,404.0,2584.0,2584.0,2478.0,2478.0,2195.0,2195.0,2413.0,2413.0,3638.0,3638.0,3626.0,3626.0,3563.0,3563.0,3670.0,3670.0,3986.0,3986.0,4315.0,4315.0,4172.0,4172.0,4089.0,4089.0,3782.0,3782.0,4220.0,4220.0,3804.0,3804.0,3306.0,3306.0
budget_usage,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289,0.9992773820584289
sensor_usage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986072423398329,0.9986072423398329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582,1.2390141487121582
test_loss,0.8204396367073059,0.8204396367073059,0.6169096827507019,0.6169096827507019,0.4368230998516083,0.4368230998516083,0.6008976101875305,0.6008976101875305,0.5591235756874084,0.5591235756874084,0.2050469070672989,0.2050469070672989,0.19719667732715607,0.19719667732715607,0.21757721900939941,0.21757721900939941,0.22969351708889008,0.22969351708889008,0.08374448120594025,0.08374448120594025,0.0847785547375679,0.0847785547375679,0.08346983045339584,0.08346983045339584,0.08229254186153412,0.08229254186153412,0.07293840497732162,0.07293840497732162,0.09098364412784576,0.09098364412784576,0.0829022005200386,0.0829022005200386,0.06909198313951492,0.06909198313951492
0,4.693080425262451,1.4218326807022095,-0.6221044659614563,-0.6221044659614563,-0.8021910190582275,-0.8021910190582275,-0.6381165385246277,-0.6381165385246277,-0.6798905730247498,-0.6798905730247498,-1.0339672565460205,-1.0339672565460205,-1.0418174266815186,-1.0418174266815186,-1.0214369297027588,-1.0214369297027588,-1.009320616722107,-1.009320616722107,-1.1552696228027344,-1.1552696228027344,-1.154235601425171,-1.154235601425171,-1.1555442810058594,-1.1555442810058594,-1.156721591949463,-1.156721591949463,-1.1660757064819336,-1.1660757064819336,-1.1480305194854736,-1.1480305194854736,-1.1561119556427002,-1.1561119556427002,-1.169922113418579,-1.169922113418579
1,1.351900339126587,1.2109285593032837,-0.203529953956604,-0.203529953956604,-0.38361653685569763,-0.38361653685569763,-0.2195420265197754,-0.2195420265197754,-0.26131606101989746,-0.26131606101989746,-0.6153927445411682,-0.6153927445411682,-0.623242974281311,-0.623242974281311,-0.6028624176979065,-0.6028624176979065,-0.5907461047172546,-0.5907461047172546,-0.7366951704025269,-0.7366951704025269,-0.7356610894203186,-0.7356610894203186,-0.7369698286056519,-0.7369698286056519,-0.7381470799446106,-0.7381470799446106,-0.7475012540817261,-0.7475012540817261,-0.7294560074806213,-0.7294560074806213,-0.7375374436378479,-0.7375374436378479,-0.7513476610183716,-0.7513476610183716
2,1.4778515100479126,1.2507399320602417,11.796483039855957,1.3787800073623657,7.127032279968262,1.5125471353530884,10.54372787475586,1.3246185779571533,8.841272354125977,1.5299798250198364,6.07677698135376,1.4340455532073975,7.4745774269104,1.4777655601501465,7.298567295074463,1.4459054470062256,10.195921897888184,1.3175538778305054,6.436343193054199,1.276035189628601,9.022059440612793,1.845778226852417,9.246171951293945,1.4451099634170532,8.944685935974121,1.3093435764312744,10.726035118103027,1.214808464050293,9.66624641418457,1.2928863763809204,9.378244400024414,1.7667248249053955,10.979177474975586,1.5111374855041504
