,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
t_iter_avg,41.1,41.1,143.9,143.9,144.1,144.1,143.3,143.3,144.2,144.2,180.8,180.8,197.3,197.3,189.1,189.1,185,185,197.3,197.3,196,196,196.5,196.5,199.3,199.3,193.2,193.2,194,194,192.1,192.1,199.2,199.2
budget_usage,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558,1.00010320982558
sensor_usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.993036211699164,0.993036211699164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.28213927,0.28213927,0.127824455499649,0.127824455499649,0.193918690085411,0.193918690085411,0.109570525586605,0.109570525586605,0.10973596572876,0.10973596572876,0.130399793386459,0.130399793386459,0.144882962107658,0.144882962107658,0.14601331949234,0.14601331949234,0.152251243591309,0.152251243591309,0.053328573703766,0.053328573703766,0.054801948368549,0.054801948368549,0.047508012503386,0.047508012503386,0.047541365027428,0.047541365027428,0.049579709768295,0.049579709768295,0.055297512561083,0.055297512561083,0.052554540336132,0.052554540336132,0.047412268817425,0.047412268817425
RF_loss,0.62079775,0.62079775,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045,0.620797753334045
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.666296362876892,0.629865169525147,1.8181779384613,0.498166292905808,1.88790464401245,0.506473958492279,3.06662726402283,0.432341367006302,2.69017648696899,0.456305235624313,0.882078111171722,0.562473356723785,0.746477663516998,0.608764708042145,0.656359970569611,0.566151201725006,0.591729819774628,0.566039800643921,0.791404902935028,0.559041023254395,0.822765290737152,0.567563474178314,0.887566924095154,0.740947723388672,0.865404307842254,0.487762123346329,5.15922021865845,0.444803357124329,5.25145292282105,0.31620255112648,5.18647003173828,0.554380655288696,5.5132622718811,0.431130647659302
1,0.542669355869293,0.506104230880737,1.44544565677643,0.485422104597092,1.5063488483429,0.457634180784226,2.44680738449097,0.410148918628693,2.23656129837036,0.431679248809814,0.644724786281586,0.552851915359497,0.560441851615906,0.560573995113373,0.490094721317291,0.5294229388237,0.488160520792007,0.533264517784119,0.570821225643158,0.492730885744095,0.603111922740936,0.629694044589996,0.657562673091888,0.583075225353241,0.630402743816376,0.615521132946014,3.74972605705261,0.310744762420654,3.8539092540741,0.293319314718246,4.0256552696228,0.380712330341339,4.20994710922241,0.322981774806976
2,0.5160031914711,0.541694223880768,1.33647894859314,0.456945955753326,1.3398277759552,0.421745508909226,2.13079118728638,0.403101861476898,1.93188035488129,0.357436627149582,0.576823353767395,0.539823770523071,0.488376557826996,0.525956809520721,0.43172237277031,0.52636444568634,0.396444290876389,0.523295998573303,0.482881158590317,0.507885098457336,0.518151044845581,0.53074437379837,0.576142132282257,0.56852000951767,0.560080289840698,0.526512444019318,2.86843371391296,0.278434664011002,2.97443914413452,0.236589401960373,3.16699004173279,0.338018834590912,3.32983922958374,0.360991507768631
3,0.477529644966126,0.494407415390015,1.18151092529297,0.400021493434906,1.17696082592011,0.39213889837265,1.80013298988342,0.339071959257126,1.66441595554352,0.305250763893127,0.534280359745026,0.550972461700439,0.437804013490677,0.524888575077057,0.351150423288345,0.522968828678131,0.379908502101898,0.547464191913605,0.424237161874771,0.550764203071594,0.445608288049698,0.477071106433868,0.472775846719742,0.563496649265289,0.451777279376984,0.537319481372833,2.39375925064087,0.229759737849236,2.4669075012207,0.236686408519745,2.52081274986267,0.333464413881302,2.56708478927612,0.298434644937515
4,0.437560528516769,0.511529982089996,1.04998338222504,0.402876973152161,0.996788322925568,0.529442191123962,1.47099173069,0.308061540126801,1.33691155910492,0.338142514228821,0.530189692974091,0.559317648410797,0.460295498371124,0.606353342533112,0.327858656644821,0.625530958175659,0.375579953193665,0.494513034820557,0.371445745229721,0.532045125961304,0.430443853139877,0.528275609016418,0.426798790693283,0.614575564861298,0.425020724534988,0.480371981859207,2.04523301124573,0.233019813895226,2.03365683555603,0.238342523574829,2.21268463134766,0.35995277762413,2.26918268203735,0.267660588026047
5,0.39799702167511,0.494457572698593,0.958815455436706,0.33871853351593,0.87146121263504,0.365182727575302,1.30149042606354,0.285877108573914,1.19995748996735,0.358646690845489,0.498939782381058,0.472505986690521,0.373602092266083,0.553193509578705,0.318913340568542,0.523664057254791,0.345087051391602,0.514445722103119,0.349182665348053,0.500672459602356,0.35644319653511,0.517834186553955,0.39790615439415,0.506443798542023,0.389796584844589,0.514113664627075,1.79663133621216,0.232548847794533,1.9030259847641,0.225517600774765,1.96661746501923,0.339148640632629,2.00576615333557,0.276762902736664
6,0.350495219230652,0.49061119556427,0.792869687080383,0.344529032707214,0.799125671386719,0.385993033647537,1.14579927921295,0.355986446142197,1.18491315841675,0.292206764221191,0.446568578481674,0.460040748119354,0.355019629001617,0.474600404500961,0.302112609148026,0.511316537857056,0.336996614933014,0.484622895717621,0.342666983604431,0.493966162204742,0.340321213006973,0.522913873195648,0.35365104675293,0.552122950553894,0.355407625436783,0.530532360076904,1.63817059993744,0.269597440958023,1.57497942447662,0.255660653114319,1.80765676498413,0.3421850502491,1.90044212341309,0.277957022190094
7,0.37847900390625,0.433335274457932,0.725625336170197,0.313327610492706,0.729735195636749,0.365120053291321,1.12326788902283,0.368963360786438,0.999069631099701,0.307269692420959,0.403188645839691,0.441758781671524,0.329947173595428,0.470373600721359,0.29077610373497,0.475788742303848,0.285471022129059,0.529052138328552,0.295183300971985,0.52081561088562,0.323776572942734,0.500310122966766,0.32242089509964,0.551873803138733,0.324988037347794,0.50948178768158,1.52959060668945,0.241236194968224,1.57115817070007,0.204109817743301,1.63373386859894,0.33227327466011,1.5088198184967,0.341526657342911
8,0.324148178100586,0.443783342838287,0.678037762641907,0.334723204374313,0.697839140892029,0.343379467725754,0.941382944583893,0.325853317975998,0.965791583061218,0.282946020364761,0.353342354297638,0.438782662153244,0.285814940929413,0.510142147541046,0.275231152772903,0.553618490695953,0.282030194997787,0.521175742149353,0.293803721666336,0.504918396472931,0.298904836177826,0.490979999303818,0.3194799721241,0.538258016109467,0.311077088117599,0.502397418022156,1.38052618503571,0.208302319049835,1.38900232315063,0.205453127622604,1.4949152469635,0.305119544267654,1.5849769115448,0.281423836946487
9,0.297360241413116,0.480057805776596,0.66398298740387,0.303789526224136,0.634095132350922,0.344610035419464,0.961182355880737,0.277816712856293,0.893417954444885,0.262944370508194,0.362688273191452,0.465508967638016,0.301594585180283,0.487805962562561,0.264331519603729,0.462735921144486,0.287931948900223,0.468452930450439,0.265412837266922,0.538431107997894,0.274056941270828,0.478763520717621,0.300673693418503,0.557767748832703,0.296543031930923,0.484470009803772,1.29705679416657,0.203500464558601,1.28009831905365,0.209292441606522,1.38021457195282,0.355423867702484,1.41680014133453,0.262914896011353
10,0.292530238628387,0.481239706277847,0.535340368747711,0.333897918462753,0.593564987182617,0.34264662861824,0.865790665149689,0.266947448253632,0.838728129863739,0.247325494885445,0.333879798650742,0.410355120897293,0.301559895277023,0.488623321056366,0.207120046019554,0.585624098777771,0.215524479746819,0.46012407541275,0.27323105931282,0.541624307632446,0.251476466655731,0.478151649236679,0.288616567850113,0.576882541179657,0.243918418884277,0.53387987613678,1.21105432510376,0.195564121007919,1.20053052902222,0.236305862665176,1.32668685913086,0.313874423503876,1.38691210746765,0.294050246477127
11,0.287665337324142,0.399403542280197,0.526054918766022,0.302750825881958,0.533517897129059,0.35492479801178,0.76740574836731,0.2952621281147,0.726290941238403,0.257958143949509,0.31677570939064,0.433532893657684,0.258232712745666,0.510546147823334,0.243047177791595,0.464694976806641,0.214229017496109,0.555593550205231,0.2532839179039,0.519764542579651,0.242976620793343,0.721622705459595,0.262680113315582,0.50781911611557,0.248837992548943,0.535187423229218,1.14939439296722,0.214439123868942,1.15567100048065,0.19785863161087,1.18959212303162,0.414479613304138,1.31426560878754,0.326463609933853
12,0.254662215709686,0.409844487905502,0.486316740512848,0.305419087409973,0.472105711698532,0.311896920204163,0.770930111408233,0.293780088424683,0.718152344226837,0.265791445970535,0.27838733792305,0.435551255941391,0.243895620107651,0.440817594528198,0.20484833419323,0.439968019723892,0.227874279022217,0.450273275375366,2.15168738365173,0.344982594251633,0.255938202142715,0.53237110376358,0.240536347031593,0.578195929527283,0.219733640551567,0.508704245090485,1.09240555763245,0.242752209305763,1.11243784427643,0.219665199518204,1.15249216556549,0.380521595478058,1.15619277954102,0.299295037984848
13,0.242839336395264,0.419983178377152,0.485243618488312,0.345375537872314,0.450018674135208,0.317114174365997,0.664119303226471,0.290295451879501,0.675130486488342,0.260919988155365,0.263968557119369,0.447617083787918,0.238496795296669,0.453793674707413,0.212604388594627,0.454450219869614,0.185587465763092,0.539719462394714,1.44710946083069,0.25027933716774,0.212610706686974,0.641846239566803,0.222203388810158,0.570258617401123,0.223920166492462,0.472878575325012,1.04124009609222,0.197016224265099,1.04668200016022,0.202462941408157,1.1271378993988,0.378405004739761,1.1673469543457,0.259062379598618
14,0.252434372901916,0.433584481477737,0.436296075582504,0.332455992698669,0.451866924762726,0.319547265768051,0.665090322494507,0.316779851913452,0.624191105365753,0.241807490587234,0.27051255106926,0.402852714061737,0.218989714980125,0.459278076887131,0.198102489113808,0.447056412696838,0.203233793377876,0.459630489349365,1.31610262393951,0.232057988643646,2.90101933479309,0.212469652295113,0.216574385762215,0.572738766670227,0.220876529812813,0.490287184715271,1.03253757953644,0.223591655492783,0.960756301879883,0.201614439487457,1.03898501396179,0.433965533971787,1.06005966663361,0.273917436599731
15,0.194528087973595,0.378480941057205,0.419237226247788,0.305618047714233,0.434645444154739,0.301320284605026,0.641708672046661,0.3275286257267,0.6046222448349,0.271156072616577,0.236512452363968,0.380708962678909,0.215229898691177,0.468583971261978,0.187018617987633,0.459259033203125,0.17629699409008,0.404323399066925,1.07180547714233,0.233958676457405,1.95717811584473,0.199821919202805,0.215890273451805,0.587620079517365,0.214991748332977,0.471138924360275,0.937095940113068,0.237944304943085,0.949081182479858,0.22981084883213,1.00024855136871,0.361837714910507,1.07482695579529,0.320657759904861
16,0.207359597086906,0.379225701093674,0.389613717794418,0.33122706413269,0.399078965187073,0.32345649600029,0.574224293231964,0.339370310306549,0.602368772029877,0.258503317832947,0.215915486216545,0.380911469459534,0.193991661071777,0.43062174320221,0.163607224822044,0.43309161067009,0.164711028337479,0.440870225429535,0.964277029037476,0.237561270594597,1.63974142074585,0.217727079987526,2.79244089126587,0.268729507923126,0.186339825391769,0.494418263435364,0.91223931312561,0.223111942410469,0.922985911369324,0.202366352081299,0.962171614170074,0.39458429813385,1.05042493343353,0.352153033018112
17,0.173688232898712,0.388732969760895,0.374877959489822,0.299483716487885,0.342456132173538,0.317349493503571,0.600396990776062,0.374281078577042,0.558522641658783,0.247766271233559,0.212946161627769,0.382153332233429,0.187895342707634,0.431209623813629,0.152630060911179,0.448246330022812,0.150769770145416,0.42863118648529,0.854292929172516,0.239505514502525,1.4413675069809,0.19583024084568,1.92098569869995,0.230112686753273,0.182432249188423,0.455119997262955,0.906237781047821,0.227961286902428,0.886457324028015,0.203985795378685,0.960077464580536,0.398070394992828,0.961655378341675,0.325688391923904
18,0.165753111243248,0.391878604888916,0.340396702289581,0.329898476600647,0.373314172029495,0.294971227645874,0.542294323444366,0.310317873954773,0.553264617919922,0.240137919783592,0.217987328767776,0.372729986906052,0.17407001554966,0.48681566119194,0.148288264870644,0.476153880357742,0.136733815073967,0.454481244087219,0.837211966514587,0.28454664349556,1.32287192344666,0.182710751891136,1.5244197845459,0.224421501159668,0.182646945118904,0.473944187164307,0.860154330730438,0.24303974211216,0.835368752479553,0.21592153608799,0.894523978233337,0.409673720598221,0.920338928699493,0.390972226858139
19,0.15888749063015,0.478291392326355,0.342904090881348,0.305793344974518,0.335776001214981,0.315768182277679,0.51108193397522,0.292733311653137,0.529327929019928,0.27568507194519,0.200308248400688,0.401426732540131,0.173467695713043,0.479050874710083,0.1414764970541,0.549804329872131,0.149373933672905,0.544125735759735,0.791503489017487,0.221000477671623,1.140580534935,0.187678813934326,1.26494193077087,0.221000522375107,0.163827508687973,0.51190584897995,0.796310842037201,0.207231923937798,0.809836804866791,0.197353780269623,1.00673186779022,0.224306538701057,0.920181453227997,0.326217323541641
20,0.165191143751144,0.375541895627975,0.320269376039505,0.302970945835113,0.310669749975205,0.315777033567429,0.489233702421188,0.303821980953217,0.493794977664948,0.257412374019623,0.177201122045517,0.353375881910324,0.173856601119041,0.468394726514816,0.135022789239883,0.484007775783539,0.150564938783646,0.391195297241211,0.719946980476379,0.218529686331749,1.09801983833313,0.185185298323631,1.21007227897644,0.186526298522949,0.16818742454052,0.484519571065903,0.79982340335846,0.228837594389915,0.781395077705383,0.199425265192986,0.850871682167053,0.258756190538406,0.881803691387177,0.345775365829468
21,0.137257039546967,0.382772207260132,0.304602771997452,0.319571644067764,0.318606197834015,0.317593783140182,1.05873465538025,0.249839544296265,0.478165745735168,0.242396324872971,0.182878151535988,0.376858592033386,0.156341776251793,0.443307876586914,0.121140442788601,0.468371003866196,0.140802040696144,0.41744014620781,0.697433173656464,0.225573554635048,0.983189880847931,0.190447002649307,1.0141988992691,0.205611556768417,0.147095575928688,0.492428660392761,1.05627548694611,0.150951772928238,0.739266514778137,0.226361006498337,0.778714895248413,0.216100677847862,0.868421494960785,0.351633161306381
22,0.13812592625618,0.401651352643967,0.312955915927887,0.33030977845192,0.317200362682343,0.30834287405014,0.852237641811371,0.235579594969749,0.478934109210968,0.258680254220962,0.162882089614868,0.392481923103333,0.134426936507225,0.443780332803726,0.126927942037582,0.437674194574356,0.122342117130756,0.420601308345795,0.646110773086548,0.21290148794651,0.943757474422455,0.191643446683884,0.971083283424377,0.189320102334022,0.155353769659996,0.485870003700256,0.838625371456146,0.135059922933579,0.73250949382782,0.217923387885094,0.709658622741699,0.216333940625191,0.801004648208618,0.320968836545944
23,0.144190058112145,0.414498835802078,0.264774590730667,0.308145791292191,0.284455418586731,0.32122865319252,0.770112156867981,0.198092475533485,0.443127065896988,0.323340684175491,0.157282426953316,0.402462840080261,0.141772285103798,0.454707026481628,0.123369865119457,0.462415665388107,0.115424014627934,0.421514987945557,0.666157603263855,0.225395530462265,0.915556371212006,0.184803634881973,0.871352851390839,0.188357785344124,0.146605998277664,0.459255903959274,0.756671667098999,0.141536861658096,0.703727781772614,0.207512885332108,0.660999715328217,0.230679258704185,0.820295333862305,0.361171066761017
24,0.12146519869566,0.374517142772675,0.292441666126251,0.317236214876175,0.312795162200928,0.307936638593674,0.737721502780914,0.205694183707237,0.428187161684036,0.264806151390076,0.165646091103554,0.354321986436844,0.143962919712067,0.418703496456146,0.107975952327251,0.451663076877594,0.114273689687252,0.41895318031311,0.579171776771545,0.235653877258301,0.809599816799164,0.179664477705956,0.802799940109253,0.187809839844704,0.139875128865242,0.477984040975571,0.713769793510437,0.121772013604641,0.688555657863617,0.216205254197121,0.628982245922089,0.245657935738564,1.00535917282105,0.181003451347351
25,0.111595496535301,0.409750729799271,0.270542711019516,0.33427095413208,0.266654372215271,0.396737724542618,0.658368766307831,0.223668068647385,0.408506602048874,0.256687551736832,0.139139890670776,0.371194869279862,0.139388546347618,0.445870250463486,0.113795772194862,0.453208446502686,0.10858465731144,0.395383208990097,0.575429618358612,0.201044127345085,0.798090517520904,0.188689962029457,0.782410085201263,0.1854268014431,0.142380908131599,0.435682535171509,0.683629631996155,0.129522651433945,0.681344270706177,0.199582174420357,0.6114302277565,0.271339446306229,0.871205389499664,0.17840687930584
26,0.125525042414665,0.388689547777176,0.26103076338768,0.319111049175262,0.274590641260147,0.315511256456375,0.630249798297882,0.216173335909843,0.386690825223923,0.243711680173874,0.13970847427845,0.361556828022003,0.128689035773277,0.451685696840286,0.105299092829227,0.462314188480377,0.105982132256031,0.421013444662094,0.534189403057098,0.220778584480286,0.784690678119659,0.18014232814312,0.706724464893341,0.189524039626122,0.126716807484627,0.478671401739121,0.65850818157196,0.135801032185555,0.641864001750946,0.220523834228516,0.590620100498199,0.245314329862595,0.779649496078491,0.179374292492867
27,0.117942795157433,0.387748152017593,0.243568956851959,0.334510326385498,0.251159757375717,0.310044914484024,0.589319944381714,0.20984448492527,0.410482525825501,0.277359277009964,0.128206476569176,0.381106674671173,0.127907782793045,0.45969021320343,0.693967938423157,0.358916193246841,0.095529720187187,0.422669947147369,0.510237574577332,0.225902155041695,0.707414209842682,0.183102741837502,0.655836403369904,0.186298757791519,0.128438681364059,0.44104927778244,0.603476464748383,0.128405556082726,0.636394262313843,0.221834018826485,0.565275430679321,0.233790963888168,0.712116539478302,0.149085834622383
