,temporal None PL data,temporal None PL sensors,temporal None PL streamtimes,temporal None PL accuracy,temporal X_st rnd d_c data,temporal X_st rnd d_c sensors,temporal X_st rnd d_c streamtimes,temporal X_st rnd d_c accuracy,temporal X_st min d_c data,temporal X_st min d_c sensors,temporal X_st min d_c streamtimes,temporal X_st min d_c accuracy,temporal X_st max d_c data,temporal X_st max d_c sensors,temporal X_st max d_c streamtimes,temporal X_st max d_c accuracy,temporal X_st avg d_c data,temporal X_st avg d_c sensors,temporal X_st avg d_c streamtimes,temporal X_st avg d_c accuracy,"temporal X_(t,s) rnd d_c data","temporal X_(t,s) rnd d_c sensors","temporal X_(t,s) rnd d_c streamtimes","temporal X_(t,s) rnd d_c accuracy","temporal X_(t,s) min d_c data","temporal X_(t,s) min d_c sensors","temporal X_(t,s) min d_c streamtimes","temporal X_(t,s) min d_c accuracy","temporal X_(t,s) max d_c data","temporal X_(t,s) max d_c sensors","temporal X_(t,s) max d_c streamtimes","temporal X_(t,s) max d_c accuracy","temporal X_(t,s) avg d_c data","temporal X_(t,s) avg d_c sensors","temporal X_(t,s) avg d_c streamtimes","temporal X_(t,s) avg d_c accuracy","temporal Y_hat_(t,s) rnd d_c data","temporal Y_hat_(t,s) rnd d_c sensors","temporal Y_hat_(t,s) rnd d_c streamtimes","temporal Y_hat_(t,s) rnd d_c accuracy","temporal Y_hat_(t,s) min d_c data","temporal Y_hat_(t,s) min d_c sensors","temporal Y_hat_(t,s) min d_c streamtimes","temporal Y_hat_(t,s) min d_c accuracy","temporal Y_hat_(t,s) max d_c data","temporal Y_hat_(t,s) max d_c sensors","temporal Y_hat_(t,s) max d_c streamtimes","temporal Y_hat_(t,s) max d_c accuracy","temporal Y_hat_(t,s) avg d_c data","temporal Y_hat_(t,s) avg d_c sensors","temporal Y_hat_(t,s) avg d_c streamtimes","temporal Y_hat_(t,s) avg d_c accuracy","temporal Y_(t,s) rnd d_c data","temporal Y_(t,s) rnd d_c sensors","temporal Y_(t,s) rnd d_c streamtimes","temporal Y_(t,s) rnd d_c accuracy","temporal Y_(t,s) min d_c data","temporal Y_(t,s) min d_c sensors","temporal Y_(t,s) min d_c streamtimes","temporal Y_(t,s) min d_c accuracy","temporal Y_(t,s) max d_c data","temporal Y_(t,s) max d_c sensors","temporal Y_(t,s) max d_c streamtimes","temporal Y_(t,s) max d_c accuracy","temporal Y_(t,s) avg d_c data","temporal Y_(t,s) avg d_c sensors","temporal Y_(t,s) avg d_c streamtimes","temporal Y_(t,s) avg d_c accuracy"
0,10,0,99,2,10,0,95,0,10,0,97,0,10,0,93,0,10,0,95,0,10,0,90,0,10,0,91,0,10,0,82,0,10,0,88,0,10,0,82,0,10,0,82,0,10,0,77,2,10,0,77,0,10,0,99,0,10,0,99,0,10,0,97,0,10,0,99,0
1,19,0,100,1,19,0,100,6,18,0,100,4,15,0,100,0,15,0,100,0,19,0,100,0,19,0,100,0,19,0,96,0,19,0,100,2,19,0,100,16,19,0,100,13,19,0,100,20,19,0,100,3,16,0,100,13,15,0,100,0,14,0,99,0,14,0,99,0
2,29,0,100,0,27,0,100,1,25,0,100,0,18,0,100,4,18,0,100,0,28,0,100,3,28,0,100,2,26,0,99,11,27,0,100,6,26,0,100,34,26,0,100,35,24,0,100,27,25,0,100,22,20,0,100,20,19,0,100,2,16,0,99,0,18,0,99,0
3,37,0,100,10,35,0,100,8,31,0,100,0,20,0,100,0,20,0,100,0,37,0,100,9,36,0,100,0,32,0,100,3,34,0,100,12,31,0,100,39,31,0,100,44,28,0,100,39,30,0,100,40,24,0,100,24,21,0,100,0,18,0,100,0,20,0,99,0
4,45,0,100,14,42,0,100,8,36,0,100,6,22,0,100,0,21,0,100,0,44,0,100,13,43,0,100,3,37,0,100,16,39,0,100,11,35,0,100,45,35,0,100,43,31,0,100,38,34,0,100,42,27,0,100,24,23,0,100,7,20,0,100,0,22,0,100,0
5,53,0,100,19,49,0,100,13,40,0,100,4,23,0,100,1,23,0,100,0,52,0,100,18,50,0,100,9,42,0,100,19,45,0,100,13,38,0,100,49,38,0,100,48,33,0,100,45,36,0,100,49,29,0,100,33,25,0,100,14,21,0,100,0,23,0,100,0
6,60,0,100,19,56,0,100,13,44,0,100,12,25,0,100,2,24,0,100,0,59,0,100,25,56,0,100,19,46,0,100,17,49,0,100,12,41,0,100,46,40,0,100,52,35,0,100,49,38,0,100,47,32,0,100,30,26,0,100,2,22,0,100,0,24,0,100,0
7,67,0,100,14,62,0,100,10,48,0,100,15,26,0,100,3,25,0,100,0,65,0,100,25,62,0,100,23,50,0,100,18,54,0,100,14,43,0,100,53,42,0,100,52,37,0,100,48,40,0,100,51,34,0,100,38,27,0,100,2,23,0,100,0,25,0,100,0
8,74,0,100,22,69,0,100,15,51,0,100,16,27,0,100,0,26,0,100,0,70,0,100,33,68,0,100,29,53,0,100,17,58,0,100,22,45,0,100,54,44,0,100,53,38,0,100,53,41,0,100,53,36,0,100,36,28,0,100,17,24,0,100,0,26,0,100,0
9,80,0,100,24,74,0,100,15,54,0,100,13,28,0,100,0,27,0,100,0,76,0,100,34,73,0,100,30,56,0,100,20,62,0,100,25,47,0,100,53,46,0,100,55,39,0,100,50,42,0,100,56,38,0,100,35,29,0,100,18,24,0,100,0,27,0,100,0
