,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
t_iter_avg,28.2,28.2,119.7,119.7,121.7,121.7,120.7,120.7,130.5,130.5,174.1,174.1,179.5,179.5,176.8,176.8,174.8,174.8,175,175,173.8,173.8,187.7,187.7,170.5,170.5,190.4,190.4,184.9,184.9,182.3,182.3,187.7,187.7
budget_usage,0.803096064814815,0.803096064814815,0.741174768518518,0.741174768518518,0.536458333333333,0.536458333333333,0.280237268518519,0.280237268518519,0.266203703703704,0.266203703703704,0.755063657407407,0.755063657407407,0.73365162037037,0.73365162037037,0.55541087962963,0.55541087962963,0.615306712962963,0.615306712962963,0.469618055555556,0.469618055555556,0.460648148148148,0.460648148148148,0.385706018518519,0.385706018518519,0.421440972222222,0.421440972222222,0.377604166666667,0.377604166666667,0.28833912037037,0.28833912037037,0.244357638888889,0.244357638888889,0.269675925925926,0.269675925925926
sensor_usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.29675242,0.29675242,0.314541131258011,0.314541131258011,0.326372712850571,0.326372712850571,0.4025599360466,0.4025599360466,0.389793902635574,0.389793902635574,0.218385308980942,0.218385308980942,0.243921786546707,0.243921786546707,0.295806646347046,0.295806646347046,0.273385286331177,0.273385286331177,0.135688588023186,0.135688588023186,0.129566848278046,0.129566848278046,0.157574132084847,0.157574132084847,0.134914591908455,0.134914591908455,0.21991902589798,0.21991902589798,0.299361139535904,0.299361139535904,0.514668881893158,0.514668881893158,0.401569396257401,0.401569396257401
RF_loss,0.35875928,0.35875928,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947,0.35875928401947
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.821028411388397,0.452953487634659,1.01753950119019,0.465633273124695,1.69593155384064,0.465948104858398,1.34525346755981,0.462502688169479,1.49971055984497,0.467387825250626,0.754027187824249,0.466089636087418,1.88967823982239,0.455909848213196,1.69262182712555,0.464491575956345,1.65255856513977,0.45927157998085,2.81074833869934,0.466622233390808,1.83943021297455,0.459991991519928,1.92450797557831,0.582220911979675,1.80905199050903,0.464858591556549,3.41998076438904,0.924552261829376,3.49198246002197,0.538102507591248,3.86581325531006,0.462471187114716,3.91900563240051,0.504250526428223
1,0.413492560386658,0.45364773273468,0.623853623867035,0.453410416841507,0.579684197902679,0.453891664743423,0.755307555198669,0.456375956535339,0.947310447692871,0.467524290084839,0.576420366764069,0.469914793968201,0.537044286727905,0.457916110754013,0.972363829612732,0.45920404791832,0.885947585105896,0.458559632301331,0.820949196815491,0.465818226337433,1.06038224697113,0.465732514858246,0.87772536277771,0.46546283364296,0.763642251491547,0.497243672609329,3.11077666282654,0.448461920022965,3.03406405448914,0.450085520744324,4.97770357131958,0.452731251716614,3.29256463050842,0.490594208240509
2,0.379736572504044,0.415493220090866,0.613261938095093,0.441702306270599,0.57526957988739,0.45344603061676,0.755901753902435,0.457309544086456,0.773066699504852,0.474017262458801,0.561068773269653,0.464278697967529,0.489349097013474,0.45270311832428,1.01209580898285,0.445991486310959,0.878389596939087,0.456697046756744,1.75421643257141,0.464065849781036,0.779129922389984,0.462553650140762,0.877123475074768,0.461413621902466,1.55975496768951,0.467981696128845,2.73837018013,0.567001879215241,2.95887970924377,0.456271857023239,3.017653465271,0.453345835208893,2.99585461616516,0.486656844615936
3,0.354153037071228,0.400373905897141,3.21869421005249,0.431840270757675,0.589535474777222,0.457838535308838,0.734267950057983,0.46294829249382,0.762989580631256,0.47134530544281,0.575470209121704,0.46122282743454,0.509622156620026,0.446414679288864,0.932124197483063,0.432847529649735,0.865842223167419,0.431612133979797,0.809949815273285,0.457730948925018,0.756679713726044,0.44652384519577,0.848532855510712,0.445576369762421,0.715085387229919,0.45452031493187,2.29990983009338,0.603505611419678,2.77804327011108,0.437454909086227,2.55737900733948,0.546758532524109,2.75650954246521,0.51384973526001
4,0.331084221601486,0.44128867983818,0.574507236480713,0.402949690818787,0.58204573392868,0.450028449296951,1.40728533267975,0.453382670879364,0.758000016212463,0.459689885377884,0.830977976322174,0.451086908578873,0.473662436008453,0.589731812477112,0.836529135704041,0.447281748056412,0.868315696716309,0.417571008205414,0.782285988330841,0.449203133583069,0.753066301345825,0.442464947700501,0.842510044574737,0.474105596542358,0.678052544593811,0.434191912412643,2.24096846580505,0.582298457622528,2.57995319366455,0.550929129123688,2.40317749977112,0.548026144504547,2.38261198997498,0.546052217483521
5,0.321878403425217,0.401869833469391,0.703346192836762,0.39770296216011,0.569774031639099,0.443055927753449,0.710578978061676,0.420254498720169,1.1626068353653,0.460507661104202,0.564375102519989,0.413447201251984,0.445580363273621,0.415703624486923,0.696411728858948,0.378067910671234,0.766193211078644,0.423551917076111,0.789947926998138,0.435786843299866,0.714187383651733,0.43084529042244,0.761751651763916,0.394894450902939,0.856981694698334,0.432435631752014,2.18266081809998,0.575968146324158,2.30268955230713,0.54726105928421,2.36479353904724,0.779760241508484,2.27770686149597,0.502328932285309
6,0.297939211130142,0.382359802722931,0.635822653770447,0.406584888696671,0.568500459194183,0.427372753620148,0.727695643901825,0.435819625854492,0.858432531356812,0.46089431643486,0.514394521713257,0.420779705047607,0.403926640748978,0.38012683391571,0.666347324848175,0.376136183738708,0.647110402584076,0.39119827747345,0.800107836723328,0.399749726057053,0.575610041618347,0.405590772628784,0.566084146499634,0.365639120340347,0.484121710062027,0.385195732116699,2.1223828792572,0.409472674131393,2.23140978813171,0.458893895149231,2.3756582736969,0.498753577470779,2.24148917198181,0.491578310728073
7,0.278332382440567,0.363883644342422,0.53509920835495,0.396044462919235,0.534493684768677,0.439224928617477,0.672574758529663,0.40822845697403,0.717699348926544,0.467351853847504,0.45045205950737,0.440428674221039,0.370083957910538,0.369897156953812,0.639589607715607,0.370377838611603,0.626964211463928,0.354856431484222,0.597513616085053,0.377952635288238,0.526288032531738,0.384141176939011,0.488223373889923,0.368461459875107,0.469519764184952,0.380455255508423,2.04866242408752,0.668448984622955,2.1376531124115,0.464096277952194,2.2535183429718,0.62012130022049,2.12877774238586,0.487624138593674
8,0.271105021238327,0.363168239593506,0.496782660484314,0.38315749168396,0.494637429714203,0.381701320409775,0.631596624851227,0.396848380565643,0.735279440879822,0.429410338401794,0.436271190643311,0.375873267650604,0.355151057243347,0.387599796056747,0.599341928958893,0.358303844928741,0.609170198440552,0.364839196205139,0.550326883792877,0.361021280288696,0.489099144935608,0.383641332387924,0.48957034945488,0.363876014947891,0.442122131586075,0.366638690233231,2.00787234306335,0.53509783744812,2.02559518814087,0.537888705730438,2.22536873817444,0.5584437251091,2.14065384864807,0.514241397380829
9,0.255309283733368,0.375911206007004,0.516918957233429,0.37789249420166,0.455104917287827,0.368858188390732,0.631868183612824,0.392800867557526,0.689322531223297,0.420662850141525,0.41158264875412,0.386078119277954,0.345250427722931,0.367424547672272,0.615067839622498,0.373727172613144,0.598975539207459,0.358070105314255,0.505924224853516,0.351348131895065,0.4618119597435,0.37908998131752,0.450467139482498,0.356622993946075,0.41742742061615,0.369356483221054,1.99989640712738,0.5200115442276,2.02383232116699,0.463833659887314,2.17811226844788,0.508540689945221,2.06036353111267,0.526090621948242
10,0.245713517069817,0.36789008975029,0.472597032785416,0.387367963790894,0.432614386081696,0.358125329017639,0.595070123672485,0.422831922769547,0.635127544403076,0.402174353599548,0.397141754627228,0.354724645614624,0.341037422418594,0.353849560022354,0.595810890197754,0.36747881770134,0.58087432384491,0.354742616415024,0.487699240446091,0.349648267030716,0.459109872579575,0.388376623392105,0.474585860967636,0.356816381216049,0.393588215112686,0.355670869350433,1.89799022674561,0.535780012607574,1.81800508499146,0.781900763511658,2.12063765525818,0.480053067207336,1.97330212593079,0.479889512062073
11,0.255954802036285,0.362936764955521,0.448832660913467,0.370456039905548,0.424600601196289,0.368241190910339,0.582642555236816,0.385748863220215,0.631765425205231,0.402804315090179,0.386957556009293,0.35275661945343,0.331257432699203,0.362302958965302,0.581267535686493,0.358330577611923,0.5721834897995,0.349860221147537,0.460308611392975,0.354778826236725,0.439250469207764,0.381221383810043,0.422683358192444,0.356563925743103,0.385427117347717,0.349551677703857,1.86030399799347,0.508752942085266,1.73759615421295,0.626509249210358,2.07872724533081,0.807858169078827,1.89779007434845,0.514062583446503
12,0.230976477265358,0.354146003723145,0.449525028467178,0.352799832820892,0.419868648052216,0.376704573631287,0.558610320091248,0.378375917673111,0.593466460704803,0.397981762886047,0.361358910799026,0.363086819648743,0.321239411830902,0.365604788064957,0.566756784915924,0.362576365470886,0.557747662067413,0.361918807029724,0.436565518379211,0.352017551660538,0.426283955574036,0.364765167236328,0.427482157945633,0.358786225318909,0.375144422054291,0.369527548551559,1.81345295906067,0.511216938495636,1.62583875656128,0.394427210092545,2.14019680023193,0.467462778091431,1.80762362480164,0.506658613681793
13,0.398288160562515,0.405355900526047,0.458128809928894,0.355380207300186,0.392973870038986,0.356744676828384,0.537673354148865,0.36855086684227,0.608573794364929,0.382992893457413,0.362049996852875,0.358076125383377,0.337281674146652,0.367550611495972,0.57185423374176,0.350415647029877,0.554230153560638,0.351431459188461,0.42584890127182,0.356227934360504,0.419428139925003,0.383988916873932,0.423388779163361,0.347698092460632,0.384743571281433,0.354915797710419,1.74722719192505,0.493916034698486,1.56389105319977,0.395448118448258,1.98793709278107,0.504311919212341,1.66228258609772,0.4755939245224
14,0.221963703632355,0.350832611322403,0.407499313354492,0.402839452028275,0.403384447097778,0.365431904792786,0.538023591041565,0.392509073019028,0.569832921028137,0.387212872505188,0.353838354349136,0.352520674467087,0.320740818977356,0.367454618215561,0.557908236980438,0.345052570104599,0.536486864089966,0.345962375402451,0.429124444723129,0.348500370979309,0.425062537193298,0.382891297340393,0.420568376779556,0.352426141500473,0.360610634088516,0.352092862129211,1.64513647556305,0.446212321519852,1.47207069396973,0.403876513242722,1.88833153247833,0.510336816310883,1.64448142051697,0.423449754714966
15,0.224672675132751,0.37484672665596,0.428093433380127,0.362294256687164,0.396247208118439,0.367815226316452,0.514107465744019,0.374805063009262,0.522585451602936,0.388896346092224,0.35921648144722,0.352264672517776,0.316933989524841,0.359541833400726,0.546935796737671,0.372854322195053,0.546705007553101,0.36467894911766,0.407148569822311,0.349540203809738,0.409000217914581,0.373649805784225,0.398945569992065,0.347430139780045,0.353052586317062,0.354547739028931,1.55254769325256,0.398643791675568,1.40590620040894,0.441839814186096,1.78143322467804,0.477817565202713,1.50292611122131,0.474488407373428
16,0.232524245977402,0.347411185503006,0.397146582603455,0.418903380632401,0.386099517345428,0.356202125549316,0.51425975561142,0.368508547544479,0.571354985237122,0.392568141222,0.344845116138458,0.359389632940292,0.30207371711731,0.365856885910034,0.548579216003418,0.348843783140182,0.534197688102722,0.36419278383255,0.413423269987106,0.358442336320877,0.400349378585815,0.439443141222,0.409194022417069,0.35367539525032,0.348115801811218,0.352276802062988,1.41149032115936,0.768750250339508,1.32838022708893,0.430578798055649,1.62361621856689,0.570741474628449,1.42381703853607,0.563771188259125
17,0.231314197182655,0.351863294839859,0.411041915416718,0.35602679848671,0.382845193147659,0.361713707447052,0.467264473438263,0.382756799459457,0.52406769990921,0.386543840169907,0.334365010261536,0.369362652301788,0.297248512506485,0.359549343585968,0.532034993171692,0.371225357055664,0.527101576328278,0.354783952236176,0.398557633161545,0.356695592403412,0.409141063690186,0.382433831691742,0.433224707841873,0.357678025960922,0.347720950841904,0.356716752052307,1.37767839431763,0.409911036491394,1.27705109119415,0.493411839008331,1.54490447044373,0.548468768596649,1.34281444549561,0.5401371717453
18,0.216223433613777,0.359026163816452,0.400367170572281,0.364405155181885,0.354289442300796,0.396061450242996,0.457071781158447,0.380855083465576,0.509997367858887,0.38764277100563,0.335724055767059,0.355502724647522,0.294236212968826,0.362545222043991,0.538557589054108,0.359605252742767,0.508058249950409,0.363128781318665,0.400124609470367,0.362645745277405,0.396255970001221,0.389125406742096,0.384901583194733,0.364492475986481,0.340605586767197,0.366076737642288,1.27326011657715,0.398335099220276,1.26369082927704,0.384584963321686,1.50194215774536,0.533019959926605,1.35032689571381,0.41627699136734
19,0.211100801825523,0.355791926383972,0.378561913967133,0.356893807649612,0.358277857303619,0.355290353298187,0.449125498533249,0.374571204185486,0.512023866176605,0.377506822347641,0.337798774242401,0.356080681085587,0.29681408405304,0.359026908874512,0.577137410640717,0.3658587038517,0.496696174144745,0.36869004368782,0.385042399168014,0.361080944538116,0.387636810541153,0.361126124858856,0.377211719751358,0.382325142621994,0.331452667713165,0.354607880115509,1.20388841629028,0.381813317537308,1.14577877521515,0.507724463939667,1.36132669448853,0.602915823459625,1.26927697658539,0.457935363054276
