,spatio-temporal None PL train,spatio-temporal None PL val,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val"
t_iter_avg,73,73,477.6,477.6,500.6,500.6,497.6,497.6,485.6,485.6,664.9,664.9,679.9,679.9,664.9,664.9,672.4,672.4,763.2,763.2,806.8,806.8,784.5,784.5,776.9,776.9,791.9,791.9,844.2,844.2,836.7,836.7,829.3,829.3
budget_usage,0.79976034308779,0.79976034308779,0.51103683148335,0.51103683148335,0.475845105953582,0.475845105953582,0.340817356205853,0.340817356205853,0.334825933400605,0.334825933400605,0.649596367305752,0.649596367305752,0.643289606458123,0.643289606458123,0.509964682139253,0.509964682139253,0.5625,0.5625,0.436112512613522,0.436112512613522,0.446392532795156,0.446392532795156,0.38654137235116,0.38654137235116,0.401803733602422,0.401803733602422,0.378279515640767,0.378279515640767,0.258009586276488,0.258009586276488,0.224268415741675,0.224268415741675,0.247603430877901,0.247603430877901
sensor_usage,1,1,1,1,1,1,0.984615384615385,0.984615384615385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984615384615385,0.984615384615385,1,1,1,1,0.830769230769231,0.830769230769231,0.676923076923077,0.676923076923077,0.707692307692308,0.707692307692308
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.993839835728953,0.993839835728953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997946611909651,0.997946611909651,1,1
test_loss,1.0981593,1.0981593,0.5542072057724,0.5542072057724,0.609206676483154,0.609206676483154,0.711686491966248,0.711686491966248,0.7428218126297,0.7428218126297,0.296282052993774,0.296282052993774,0.361132204532623,0.361132204532623,0.41195023059845,0.41195023059845,0.32069718837738,0.32069718837738,0.217481687664986,0.217481687664986,0.233517289161682,0.233517289161682,0.267449557781219,0.267449557781219,0.267491340637207,0.267491340637207,0.47756439447403,0.47756439447403,0.531239330768585,0.531239330768585,1.12672579288483,1.12672579288483,1.0678516626358,1.0678516626358
RF_loss,1.9208498,1.9208498,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986,1.92084980010986
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,2.25215983390808,1.93874263763428,5.57892608642578,1.42627537250519,4.92792844772339,1.30951547622681,8.64427947998047,1.36293125152588,9.83345508575439,1.4606648683548,3.64219164848328,1.50449752807617,3.61952376365662,1.47362804412842,4.33286428451538,1.4256956577301,4.21315956115723,1.60812306404114,2.69790053367615,1.36055648326874,3.39925932884216,1.79908442497253,2.88906311988831,1.55815291404724,3.28165483474731,1.42344534397125,12.9174041748047,1.55666303634644,12.822096824646,1.46508657932282,13.2317132949829,1.83767628669739,13.3360080718994,2.23518633842468
1,1.63679671287537,1.41147816181183,3.4004590511322,1.23426163196564,3.23195290565491,1.26659333705902,6.85442495346069,1.28892862796783,7.20244121551514,1.41646075248718,2.25383996963501,1.31523156166077,2.70200610160828,1.3753604888916,2.646155834198,1.31189012527466,2.57756233215332,1.313321352005,1.50462067127228,1.33014678955078,1.65989065170288,1.39985036849976,1.70545637607574,1.4028844833374,1.80217969417572,1.39996457099915,9.14396190643311,1.21381795406342,8.74150466918945,1.34974694252014,9.22483444213867,1.54903817176819,9.3226375579834,1.51451575756073
