,temporal None PL train,temporal None PL val,temporal X_st rnd d_c train,temporal X_st rnd d_c val,temporal X_st min d_c train,temporal X_st min d_c val,temporal X_st max d_c train,temporal X_st max d_c val,temporal X_st avg d_c train,temporal X_st avg d_c val,"temporal X_(t,s) rnd d_c train","temporal X_(t,s) rnd d_c val","temporal X_(t,s) min d_c train","temporal X_(t,s) min d_c val","temporal X_(t,s) max d_c train","temporal X_(t,s) max d_c val","temporal X_(t,s) avg d_c train","temporal X_(t,s) avg d_c val","temporal Y_hat_(t,s) rnd d_c train","temporal Y_hat_(t,s) rnd d_c val","temporal Y_hat_(t,s) min d_c train","temporal Y_hat_(t,s) min d_c val","temporal Y_hat_(t,s) max d_c train","temporal Y_hat_(t,s) max d_c val","temporal Y_hat_(t,s) avg d_c train","temporal Y_hat_(t,s) avg d_c val","temporal Y_(t,s) rnd d_c train","temporal Y_(t,s) rnd d_c val","temporal Y_(t,s) min d_c train","temporal Y_(t,s) min d_c val","temporal Y_(t,s) max d_c train","temporal Y_(t,s) max d_c val","temporal Y_(t,s) avg d_c train","temporal Y_(t,s) avg d_c val"
t_iter_avg,32.4,32.4,102.8,102.8,102.9,102.9,102.4,102.4,103,103,128.7,128.7,137,137,131.3,131.3,128.5,128.5,137,137,136.1,136.1,136.5,136.5,138.4,138.4,138,138,138.6,138.6,137.2,137.2,142.3,142.3
budget_usage,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708,1.0003035822708
sensor_usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.7140636,0.7140636,0.568035840988159,0.568035840988159,0.471143573522568,0.471143573522568,0.495001643896103,0.495001643896103,0.508185923099518,0.508185923099518,0.331831157207489,0.331831157207489,0.224864289164543,0.224864289164543,0.252307683229446,0.252307683229446,0.353984475135803,0.353984475135803,0.087221376597881,0.087221376597881,0.088511168956757,0.088511168956757,0.088258996605873,0.088258996605873,0.089464209973812,0.089464209973812,0.075025841593742,0.075025841593742,0.086920484900475,0.086920484900475,0.092745736241341,0.092745736241341,0.079987950623036,0.079987950623036
RF_loss,1.6543393,1.6543393,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708,1.65433931350708
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.2643426656723,1.09909760951996,2.47670459747314,1.10961258411407,2.18178272247314,1.07029616832733,2.84404373168945,1.1398469209671,2.88536071777344,1.18452453613281,2.52244472503662,1.16503524780273,2.17718291282654,1.09086453914642,3.15267825126648,1.03613018989563,3.45811533927917,1.11019110679626,3.22633099555969,1.06051456928253,3.46322703361511,1.16087877750397,4.16276454925537,1.0816388130188,4.58318662643433,1.11942708492279,6.64054107666016,1.10634708404541,6.32852554321289,1.82536101341248,6.8449764251709,1.60884368419647,7.01330661773682,1.24822473526001
1,0.871600806713104,1.05504953861237,1.69879579544067,1.05543673038483,1.47442650794983,1.09734070301056,2.04175639152527,1.1306266784668,2.01076221466064,1.23921608924866,1.59205389022827,1.10165166854858,1.46712148189545,1.0278879404068,2.11009907722473,1.0014556646347,2.05409622192383,1.06563603878021,2.23146796226501,1.00864923000336,2.26012539863586,1.00575888156891,3.15565371513367,0.991468787193298,2.68965458869934,1.23526906967163,5.11375093460083,0.977788090705872,5.39494705200195,1.11853885650635,5.76469850540161,1.09940338134766,5.48438596725464,1.07001197338104
