,spatial None PL train,spatial None PL val,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
t_iter_avg,31.4,31.4,122.2,122.2,123,123,129.1,129.1,130.4,130.4,148.9,148.9,161,161,152,152,161,161,179.4,179.4,177.7,177.7,179.9,179.9,170,170,162.2,162.2,174.2,174.2,175.5,175.5,173.5,173.5
budget_usage,0.803262269280297,0.803262269280297,0.711832880240378,0.711832880240378,0.586206896551724,0.586206896551724,0.278294462727143,0.278294462727143,0.286020889969953,0.286020889969953,0.780512233509801,0.780512233509801,0.766060952926027,0.766060952926027,0.570181714122192,0.570181714122192,0.681785663185005,0.681785663185005,0.475175275432823,0.475175275432823,0.505794820432108,0.505794820432108,0.400915724710259,0.400915724710259,0.437258549148662,0.437258549148662,0.401774216626127,0.401774216626127,0.282443840320504,0.282443840320504,0.226641865789097,0.226641865789097,0.25668908284447,0.25668908284447
sensor_usage,1,1,1,1,0.995495495495496,0.995495495495496,0.554054054054054,0.554054054054054,0.567567567567568,0.567567567567568,1,1,1,1,0.981981981981982,0.981981981981982,1,1,0.981981981981982,0.981981981981982,0.990990990990991,0.990990990990991,0.981981981981982,0.981981981981982,0.986486486486486,0.986486486486486,0.936936936936937,0.936936936936937,0.68018018018018,0.68018018018018,0.563063063063063,0.563063063063063,0.68018018018018,0.68018018018018
streamtime_usage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
test_loss,0.25999948,0.25999948,0.245066970586777,0.245066970586777,0.294365793466568,0.294365793466568,0.295627236366272,0.295627236366272,0.45833683013916,0.45833683013916,0.22488260269165,0.22488260269165,0.243100702762604,0.243100702762604,0.356949210166931,0.356949210166931,0.257777452468872,0.257777452468872,0.108622074127197,0.108622074127197,0.103870518505573,0.103870518505573,0.396005362272263,0.396005362272263,0.104755863547325,0.104755863547325,0.156862959265709,0.156862959265709,0.244551032781601,0.244551032781601,0.389861643314362,0.389861643314362,0.243690058588982,0.243690058588982
RF_loss,0.4313365,0.4313365,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034,0.431336492300034
cand_subsample_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
points_percluster_rate,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.522113025188446,0.386724859476089,0.698377192020416,0.387520670890808,0.952821493148804,0.379728734493256,0.876239538192749,0.418862909078598,1.59239959716797,0.412971496582031,0.693867743015289,0.392071634531021,0.603583693504334,0.395095258951187,0.764244496822357,0.406735509634018,0.914304792881012,0.39593118429184,0.232984349131584,0.441422343254089,0.22257773578167,0.423257529735565,0.325848817825317,0.427087187767029,0.381530284881592,0.422993183135986,4.92783737182617,0.533431947231293,4.39690017700195,0.450309932231903,5.16584920883179,0.57560133934021,4.52184867858887,0.527945578098297
1,0.444577634334564,0.360734701156616,0.58599728345871,0.384888917207718,0.884462833404541,0.356368243694305,0.729354977607727,0.402690917253494,1.43429756164551,0.410664319992065,0.654466092586517,0.320142567157745,0.505427539348602,0.378597289323807,0.66559773683548,0.359420388936996,0.74513840675354,0.367059528827667,0.161561071872711,0.421321868896484,0.157388716936111,0.430375099182129,0.181799963116646,0.424379467964172,0.156015828251839,0.418091475963593,4.36988067626953,0.538960993289948,3.40916156768799,0.407589197158814,4.39981365203857,0.575816631317139,3.22092247009277,0.452555596828461
2,0.413483053445816,0.340753793716431,0.566859424114227,0.307478219270706,0.843775928020477,0.358863830566406,0.62738573551178,0.393114328384399,1.44991171360016,0.399071723222732,0.609973251819611,0.334162592887878,0.459800690412521,0.335112631320953,0.597694456577301,0.344852954149246,0.8223597407341,0.342537999153137,0.145271793007851,0.423395663499832,0.142519906163216,0.407192200422287,0.175718352198601,0.409510731697082,0.144146323204041,0.429315954446793,3.6738166809082,0.466207385063171,3.03870058059692,0.518729329109192,4.04599666595459,0.529419898986816,3.03096294403076,0.873077988624573
3,0.404932498931885,0.385071456432343,0.381499946117401,0.312411546707153,0.810746490955353,0.334821909666061,0.588121354579926,0.40099960565567,1.38964593410492,0.404649019241333,0.552672266960144,0.285952270030975,0.417690485715866,0.322691798210144,0.586464405059814,0.359265327453613,0.784258723258972,0.335602432489395,0.141076922416687,0.399025648832321,0.125486835837364,0.404099643230438,0.158722296357155,0.417903870344162,0.133579969406128,0.4058478474617,3.60155320167541,0.444006025791168,2.82366609573364,0.405037790536881,3.59808373451233,0.577085852622986,2.87179279327393,0.406648010015488
4,0.391989231109619,0.321891278028488,0.365733236074448,0.30926176905632,0.802110016345978,0.326954066753387,0.539676010608673,0.324207216501236,1.37454855442047,0.399213254451752,0.538999140262604,0.295690536499023,0.49390521645546,0.312437117099762,0.578467011451721,0.331839591264725,0.773815393447876,0.325936287641525,0.130186378955841,0.401110947132111,0.122744053602219,0.418109208345413,0.149045258760452,0.401396721601486,0.119175486266613,0.411218881607056,3.13819885253906,0.443280279636383,2.50844836235046,0.378140449523926,3.36723184585571,0.522813260555267,2.47322463989258,0.681530714035034
5,0.400881975889206,0.320828229188919,0.423043221235275,0.297115474939346,0.721977651119232,0.318518549203873,0.449018508195877,0.327966004610062,1.37271344661713,0.397452473640442,0.466034293174744,0.308327406644821,0.474602043628693,0.294879466295242,0.549695372581482,0.326771348714828,0.734368562698364,0.322068721055984,0.118385225534439,0.406022161245346,0.117449097335339,0.392474412918091,0.131329968571663,0.422335714101791,0.114015720784664,0.39469501376152,2.68735218048096,0.392273724079132,2.19594407081604,0.455661863088608,3.23027896881104,0.575856566429138,2.23598051071167,0.471979588270187
6,0.435174107551575,0.366231203079224,0.285584300756455,0.323179960250854,0.751206040382385,0.312265157699585,0.483272433280945,0.330626279115677,1.18924331665039,0.339299738407135,0.469191431999207,0.282021641731262,0.558079779148102,0.369247376918793,0.534620225429535,0.314954370260239,0.73227846622467,0.30954709649086,0.113474890589714,0.393305093050003,0.10883054882288,0.392310321331024,0.136071741580963,0.400849372148514,0.109285265207291,0.402823507785797,2.66576170921326,0.512959539890289,1.96497535705566,0.425083309412003,3.12180805206299,0.469054013490677,1.97707295417786,0.453823029994965
