,spatial None PL train,spatial None PL val,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
n_iterations,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
t_iterations,358.0,358.0,3716.0,3716.0,4306.0,4306.0,3621.0,3621.0,3494.0,3494.0,5646.0,5646.0,6379.0,6379.0,6228.0,6228.0,5955.0,5955.0,7267.0,7267.0,7646.0,7646.0,6932.0,6932.0,7195.0,7195.0,7229.0,7229.0,7163.0,7163.0,7464.0,7464.0,7533.0,7533.0
budget_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sensor_usage,1.0,1.0,1.0,1.0,1.0,1.0,0.8828828828828829,0.8828828828828829,0.9054054054054054,0.9054054054054054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990990990990991,0.990990990990991,0.9864864864864865,0.9864864864864865,0.990990990990991,0.990990990990991,0.9864864864864865,0.9864864864864865,0.963963963963964,0.963963963963964,0.9504504504504504,0.9504504504504504,0.9774774774774775,0.9774774774774775
streamtime_usage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RF_loss,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489,0.3834496736526489
test_loss,0.23550572991371155,0.23550572991371155,0.16673319041728973,0.16673319041728973,0.2710041105747223,0.2710041105747223,0.15079045295715332,0.15079045295715332,0.14919421076774597,0.14919421076774597,0.07751574367284775,0.07751574367284775,0.05865196883678436,0.05865196883678436,0.05461740866303444,0.05461740866303444,0.062160417437553406,0.062160417437553406,0.03137252852320671,0.03137252852320671,0.03599238395690918,0.03599238395690918,0.03321190923452377,0.03321190923452377,0.030670326203107834,0.030670326203107834,0.029991712421178818,0.029991712421178818,0.03704465180635452,0.03704465180635452,0.029122183099389076,0.029122183099389076,0.030446022748947144,0.030446022748947144
0,0.15029774606227875,0.37016284465789795,-0.2167164832353592,-0.2167164832353592,-0.11244556307792664,-0.11244556307792664,-0.2326592206954956,-0.2326592206954956,-0.23425546288490295,-0.23425546288490295,-0.3059339225292206,-0.3059339225292206,-0.32479768991470337,-0.32479768991470337,-0.3288322687149048,-0.3288322687149048,-0.3212892413139343,-0.3212892413139343,-0.3520771563053131,-0.3520771563053131,-0.34745728969573975,-0.34745728969573975,-0.35023775696754456,-0.35023775696754456,-0.352779358625412,-0.352779358625412,-0.3534579575061798,-0.3534579575061798,-0.346405029296875,-0.346405029296875,-0.3543274998664856,-0.3543274998664856,-0.3530036509037018,-0.3530036509037018
1,0.12373971939086914,0.36315760016441345,-0.06877253949642181,-0.06877253949642181,0.03549838066101074,0.03549838066101074,-0.08471527695655823,-0.08471527695655823,-0.08631151914596558,-0.08631151914596558,-0.1579899787902832,-0.1579899787902832,-0.17685376107692719,-0.17685376107692719,-0.1808883249759674,-0.1808883249759674,-0.17334531247615814,-0.17334531247615814,-0.20413319766521454,-0.20413319766521454,-0.19951334595680237,-0.19951334595680237,-0.20229381322860718,-0.20229381322860718,-0.20483539998531342,-0.20483539998531342,-0.20551401376724243,-0.20551401376724243,-0.19846108555793762,-0.19846108555793762,-0.20638354122638702,-0.20638354122638702,-0.2050597071647644,-0.2050597071647644
2,0.11202464997768402,0.35634031891822815,0.5030840635299683,0.2633332312107086,0.2218441367149353,0.35822612047195435,0.8967692255973816,0.2701828181743622,0.9794262647628784,0.2554090619087219,0.4082179665565491,0.28747907280921936,0.5325169563293457,0.26491546630859375,0.5176059007644653,0.3264160752296448,0.5691540241241455,0.32562825083732605,0.2315254509449005,0.35508912801742554,0.14115768671035767,0.3655179440975189,0.16656272113323212,0.361342191696167,0.14369164407253265,0.3632095158100128,2.8094663619995117,0.2277863621711731,3.096147060394287,0.21492817997932434,2.997633457183838,0.25448310375213623,2.847644567489624,0.2005561739206314
