,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
test_loss,0.2592946,0.2592946,0.18015128,0.18015128,0.56441075,0.56441075,0.27011323,0.27011323,0.15772395,0.15772395,0.17639783,0.17639783,0.20952775,0.20952775,0.17539462,0.17539462,0.075772494,0.075772494,0.08656266,0.08656266,0.13956036,0.13956036,0.08855593,0.08855593,0.11769704,0.11769704,0.16905253,0.16905253,0.28577128,0.28577128,0.25191963,0.25191963
0,0.18812445,0.3694365,1.2886326,0.26073182,0.42510554,0.3390081,0.8744004,0.31113437,0.6723869,0.33174962,0.8518128,0.30608907,0.6979143,0.30974048,0.71562725,0.27011418,0.80457586,0.27505395,1.2274668,0.27002895,1.1538416,0.2619989,1.0904688,0.26266718,1.1099002,0.29944295,1.7228506,0.28948727,1.5476282,0.34787676,1.5180258,0.32510042
1,0.1606099,0.33657283,0.8929505,0.24888286,0.33179915,0.3103613,0.77541476,0.30516016,0.56851834,0.30980086,0.7207336,0.28816846,0.5108752,0.2926016,0.5980283,0.39852953,0.71962136,0.28105843,1.110541,0.24766058,1.0384212,0.26229638,0.8559007,0.31956688,0.89815646,0.2990729,1.3734235,0.28355515,1.2898543,0.30988753,1.2709455,0.26424775
2,0.14947076,0.31051475,0.80822533,0.24664481,0.32829964,0.29549903,0.67426217,0.332708,0.48404467,0.4527815,0.7058641,0.26459986,0.5367377,0.26205483,0.52082044,0.27322635,0.6264395,0.26060134,0.8885419,0.2706769,0.9456288,0.22779687,0.81579775,0.24197736,0.7862338,0.26851168,1.1805439,0.40619287,1.05302,0.28725412,1.09782,0.24759418
3,0.1291619,0.314816,0.7253234,0.25289437,0.26037192,0.28831697,0.62208056,0.34159762,0.54529387,0.2807867,0.5942486,0.31137148,0.5258359,0.24717087,0.43454596,0.338453,0.6334555,0.24183054,0.868872,0.23156236,0.7570704,0.32117596,0.7626269,0.25274158,0.7553816,0.2782037,1.0142401,0.35838783,0.93181485,0.2675355,1.0332445,0.309609
4,0.12760809,0.29249126,0.677441,0.23681329,0.22165069,0.34299746,0.59520376,0.29696238,0.44506004,0.26579133,0.5973819,0.2936048,0.40834612,0.2778749,0.39030784,0.2549223,0.55961436,0.24042699,0.75591445,0.25201005,0.72867584,0.23262416,0.67729783,0.2314079,0.65060455,0.2740479,0.95146286,0.2531308,0.9063496,0.27659735,0.9793952,0.2763931
5,0.1144957,0.29842907,0.63178134,0.24888696,0.25385165,0.29066446,0.56495506,0.31875005,0.40727767,0.25437284,0.5131478,0.2664834,0.43004283,0.27233082,0.3454211,0.2499248,0.50740755,0.25580722,0.6912574,0.22450754,0.6301937,0.24725996,0.60107046,0.21481456,0.6027863,0.29511318,0.8456422,0.28944933,0.75051683,0.29917717,0.84698147,0.27841705
6,0.09855869,0.3242084,0.6171493,0.23411006,0.2322743,0.2981643,0.52352464,0.2853405,0.34543794,0.2557848,0.5358341,0.30893928,0.40048897,0.25359985,0.33667186,0.29320258,0.46993658,0.2658088,0.6316248,0.22340696,0.5894492,0.23066899,0.5826886,0.24535473,0.5867207,0.26225686,0.7845485,0.31889537,0.7754365,0.27033356,0.787452,0.27178088
7,0.116986424,0.29179937,0.51390624,0.24204524,0.21200599,0.29231912,0.4127325,0.34320185,0.2616119,0.44244537,0.4128364,0.24825278,0.34686315,0.35235777,0.28072995,0.3869011,0.49172375,0.22007632,0.63410485,0.23323072,0.51156104,0.22711928,0.5033707,0.23978658,0.5597946,0.2578927,0.7758863,0.276957,0.6607785,0.29095998,0.83619094,0.25747576
8,0.091075905,0.5402463,0.52842814,0.24710646,0.21804254,0.2808979,0.69657826,0.3108257,0.2359657,0.26470557,0.30390224,0.26634213,0.3797599,0.24325213,0.3162023,0.28407818,0.40114582,0.24013725,0.5291846,0.25508752,0.51746637,0.2392715,0.47035435,0.23832722,0.48153257,0.23642275,0.68330044,0.3263464,0.6468293,0.25746885,0.7327826,0.25147146
