,temporal None PL data,temporal None PL sensors,temporal None PL streamtimes,temporal None PL accuracy,temporal X_st rnd d_c data,temporal X_st rnd d_c sensors,temporal X_st rnd d_c streamtimes,temporal X_st rnd d_c accuracy,temporal X_st min d_c data,temporal X_st min d_c sensors,temporal X_st min d_c streamtimes,temporal X_st min d_c accuracy,temporal X_st max d_c data,temporal X_st max d_c sensors,temporal X_st max d_c streamtimes,temporal X_st max d_c accuracy,temporal X_st avg d_c data,temporal X_st avg d_c sensors,temporal X_st avg d_c streamtimes,temporal X_st avg d_c accuracy,"temporal X_(t,s) rnd d_c data","temporal X_(t,s) rnd d_c sensors","temporal X_(t,s) rnd d_c streamtimes","temporal X_(t,s) rnd d_c accuracy","temporal X_(t,s) min d_c data","temporal X_(t,s) min d_c sensors","temporal X_(t,s) min d_c streamtimes","temporal X_(t,s) min d_c accuracy","temporal X_(t,s) max d_c data","temporal X_(t,s) max d_c sensors","temporal X_(t,s) max d_c streamtimes","temporal X_(t,s) max d_c accuracy","temporal X_(t,s) avg d_c data","temporal X_(t,s) avg d_c sensors","temporal X_(t,s) avg d_c streamtimes","temporal X_(t,s) avg d_c accuracy","temporal Y_hat_(t,s) rnd d_c data","temporal Y_hat_(t,s) rnd d_c sensors","temporal Y_hat_(t,s) rnd d_c streamtimes","temporal Y_hat_(t,s) rnd d_c accuracy","temporal Y_hat_(t,s) min d_c data","temporal Y_hat_(t,s) min d_c sensors","temporal Y_hat_(t,s) min d_c streamtimes","temporal Y_hat_(t,s) min d_c accuracy","temporal Y_hat_(t,s) max d_c data","temporal Y_hat_(t,s) max d_c sensors","temporal Y_hat_(t,s) max d_c streamtimes","temporal Y_hat_(t,s) max d_c accuracy","temporal Y_hat_(t,s) avg d_c data","temporal Y_hat_(t,s) avg d_c sensors","temporal Y_hat_(t,s) avg d_c streamtimes","temporal Y_hat_(t,s) avg d_c accuracy","temporal Y_(t,s) rnd d_c data","temporal Y_(t,s) rnd d_c sensors","temporal Y_(t,s) rnd d_c streamtimes","temporal Y_(t,s) rnd d_c accuracy","temporal Y_(t,s) min d_c data","temporal Y_(t,s) min d_c sensors","temporal Y_(t,s) min d_c streamtimes","temporal Y_(t,s) min d_c accuracy","temporal Y_(t,s) max d_c data","temporal Y_(t,s) max d_c sensors","temporal Y_(t,s) max d_c streamtimes","temporal Y_(t,s) max d_c accuracy","temporal Y_(t,s) avg d_c data","temporal Y_(t,s) avg d_c sensors","temporal Y_(t,s) avg d_c streamtimes","temporal Y_(t,s) avg d_c accuracy"
0,10,0,99,11,10,0,100,10,10,0,100,8,10,0,100,0,10,0,100,0,10,0,97,17,10,0,86,15,10,0,74,10,10,0,86,17,10,0,90,20,10,0,88,24,10,0,85,24,10,0,84,10,10,0,100,0,10,0,98,1,10,0,99,0,10,0,99,0
1,19,0,100,17,19,0,100,10,17,0,100,15,15,0,100,0,15,0,100,0,19,0,100,22,19,0,98,19,19,0,89,21,19,0,97,21,18,0,100,41,18,0,98,36,17,0,98,43,17,0,99,41,15,0,100,26,14,0,99,13,13,0,99,0,14,0,99,0
2,28,0,100,22,28,0,100,16,21,0,100,16,17,0,100,0,16,0,100,0,28,0,100,31,28,0,99,27,26,0,92,23,26,0,100,28,24,0,100,53,24,0,100,52,22,0,100,50,23,0,100,48,20,0,100,26,17,0,99,2,16,0,99,0,16,0,99,0
3,37,0,100,23,36,0,100,25,23,0,100,11,18,0,100,0,18,0,100,0,37,0,100,36,36,0,99,29,32,0,93,28,33,0,100,31,28,0,100,54,28,0,100,55,25,0,100,51,26,0,100,51,24,0,100,33,19,0,99,1,17,0,99,0,18,0,99,7
4,45,0,100,25,44,0,100,24,25,0,100,14,18,0,100,0,18,0,100,0,44,0,100,40,43,0,99,33,37,0,93,30,39,0,100,35,32,0,100,61,32,0,100,58,28,0,100,50,29,0,100,53,27,0,100,39,21,0,99,7,18,0,99,0,20,0,99,0
5,53,0,100,25,51,0,100,27,26,0,100,14,19,0,100,0,19,0,100,0,52,0,100,44,50,0,99,37,41,0,94,32,45,0,100,40,35,0,100,60,35,0,100,60,30,0,100,57,31,0,100,55,29,0,100,32,22,0,99,17,19,0,99,0,22,0,99,0
6,60,0,100,28,58,0,100,31,27,0,100,14,20,0,100,0,20,0,100,0,59,0,100,47,56,0,100,38,45,0,95,33,51,0,100,40,37,0,100,62,38,0,100,60,31,0,100,57,33,0,100,56,32,0,100,40,23,0,99,6,20,0,99,0,23,0,99,0
7,67,0,100,28,65,0,100,27,28,0,100,11,20,0,100,0,20,0,100,0,65,0,100,49,61,0,100,39,49,0,95,34,56,0,100,41,40,0,100,63,40,0,100,61,32,0,100,54,35,0,100,58,34,0,100,34,24,0,99,8,21,0,99,0,24,0,99,16
8,73,0,100,29,71,0,100,26,29,0,100,12,21,0,100,0,21,0,100,0,71,0,100,51,66,0,100,45,52,0,96,33,60,0,100,44,42,0,100,64,43,0,100,63,34,0,100,57,36,0,100,61,36,0,100,39,25,0,99,6,22,0,99,0,25,0,100,4
9,80,0,100,29,77,0,100,26,30,0,100,9,21,0,100,0,21,0,100,0,76,0,100,53,71,0,100,47,55,0,96,35,64,0,100,46,44,0,100,65,44,0,100,63,35,0,100,54,37,0,100,62,39,0,100,44,26,0,99,16,22,0,99,0,26,0,100,2
