,spatial None PL train,spatial None PL val,spatial X_s1 avg d_c train,spatial X_s1 avg d_c val
t_iter_avg,14.4,14.4,26.0,26.0
budget_usage,0.8036634230108758,0.8036634230108758,0.12578706353749283,0.12578706353749283
sensor_usage,1.0,1.0,0.06306306306306306,0.06306306306306306
streamtime_usage,1.0,1.0,1.0,1.0
test_loss,0.13017918,0.13017918,0.9598769545555115,0.9598769545555115
RF_loss,0.23582207,0.23582207,0.23582206666469574,0.23582206666469574
cand_subsample_rate,,,1.0,1.0
96,0.04940452799201012,0.12254678457975388,0.033386457711458206,0.4895423948764801
97,0.04059595987200737,0.12747210264205933,0.028937453404068947,0.4921955466270447
98,0.03721217066049576,0.1293724626302719,0.027143454179167747,0.5063906908035278
99,0.10102737694978714,0.11648137122392654,0.026248836889863014,0.4086627960205078
100,0.0836540162563324,0.11504192650318146,0.02630750834941864,0.4965633153915405
101,0.07737800478935242,0.1183963194489479,0.024156032130122185,0.5909026861190796
102,0.06032124161720276,0.1189332902431488,0.0231158509850502,0.5829176306724548
103,0.05473368614912033,0.12253566086292267,0.018627136945724487,0.5719428658485413
104,0.05307890474796295,0.1234971210360527,0.024383580312132835,0.594997763633728
105,0.045230284333229065,0.12546275556087494,0.020119592547416687,0.5504164099693298
106,0.04527055099606514,0.1255042552947998,0.020501822233200073,0.6429529786109924
107,0.042644571512937546,0.12720167636871338,0.020193932577967644,0.5624775886535645
108,0.03687138482928276,0.12634862959384918,0.01777101308107376,0.5230229496955872
109,0.03564237058162689,0.12329840660095215,0.019501449540257454,0.5472733974456787
110,0.03273289278149605,0.12750054895877838,0.019115816801786423,0.6132060289382935
111,0.11647460609674454,0.11392165720462799,0.01925061084330082,0.6828651428222656
112,0.09176044911146164,0.1242249608039856,0.019807830452919006,0.6429286599159241
113,0.08480189740657806,0.11642590165138245,0.017377326264977455,0.6234090328216553
114,0.0733267143368721,0.1255962997674942,0.017444243654608727,0.582830548286438
115,0.062207043170928955,0.12975791096687317,0.019258305430412292,0.7036147713661194
116,0.05544256791472435,0.12221550196409225,0.016840964555740356,0.7418295741081238
117,0.050596337765455246,0.12867140769958496,0.015930375084280968,0.7769090533256531
118,0.04457554221153259,0.12757910788059235,0.01680643856525421,0.895090639591217
119,0.04191337898373604,0.13425594568252563,0.01819455437362194,0.7153116464614868
120,0.038765668869018555,0.1291377991437912,0.01867523230612278,0.7464805841445923
121,0.0386628732085228,0.13025711476802826,0.017191803082823753,0.7475531697273254
122,,,0.015448348596692085,0.8665919303894043
123,,,0.01786174811422825,0.7349101305007935
124,,,0.015700114890933037,0.8516288995742798
125,,,0.01621757633984089,0.8130732178688049
126,,,0.014798017218708992,0.8574997186660767
127,,,0.014871563762426376,0.8743444085121155
128,,,0.016507655382156372,0.956764817237854
129,,,0.01592637225985527,0.8853768706321716
